JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE; SUBSIDIE_BESCHIKT ;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2020;Q1;Programma Kunst en Cultuur;Stichting Lokale Omroep Vlaardingen; 46.106,00 ;Nee;Ja;het verzorgen van een programmaaanbod, informatie van culturele en educatieve aard cf artikel 2:70 van de Mediawet;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Stadspodia en Jongeren Cultuurcentrum Vlaardingen; 125.092,00 ;Nee;Nee;1. aanbieden van jongerencultuurprogramma, 2. organiseren van culturele evenementen, 3. aanbieden van cultuureducatie en talentcoaching.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40; 651.544,00 ;Nee;Nee;1a. de organisatie en co”rdinatie van Vlaardingse schatten voor leerlingen in het primair onderwijs, 1b. maatwerk activiteiten voor leerlingen in het primair en voortgezet onderwijs, 2 de co”rdinatie van en het plaatsbieden aan een cursusaanbod, 3a. de organisatie van de kunstuitleen, 3b. de organisatie van de tentoonstellingsfunctie en overige activiteiten in de exploitatie van het pand.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stadsgehoorzaal Vlaardingen ; 910.473,00 ;Nee;Nee;Culuturele activiteiten op het gebied van podiumkunsten  en cultuureducatie.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Un1ek Kinderopvang B.V.; 20.280,00 ;Ja;Ja;VVE peuters in de dagopvang;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Zorg voor Onderwijs Nieuwe Waterweg Noord; 34.278,00 ;Nee;Ja;Het voorkomen van voortijdig schoolverlaten.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Aanzet; 52.500,00 ;Ja;Ja;Het uitvoeren van schakelklassen.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;UN1EK kinderopvang B.V.; 63.000,00 ;Nee;Nee;Het bieden van kindplaatsen.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Komkids Kinderopvang b.v.; 220.447,00 ;Ja;Ja;peuterspeelzaalwerk;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Wijzer in onderwijs; 269.897,00 ;Ja;Ja;Het bieden van peuterspeelzaalwerk.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Aanzet; 807.542,50 ;Ja;Ja;het bieden van verschillende activiteiten in het kader van OAB;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting VluchtelingenWerk Zuid-West Nederland locatie Vlaardingen; 95.982,00 ;Ja;Ja;"NT2 groepslessen taal voor niet-inburgeringsplichtigen; _x000D_
computerlessen voor deelname aan digitaal taalonderwijs voor niet-inburgeringsplichtigen;_x000D_
taalcoachtrajecten voortraject deelname NT2 lessen op locatie voor niet-inburgeringsplichtigen";14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Bibliotheek De Plataan; 112.000,00 ;Ja;Ja;Co”rdinatie van taalpunt B vanuit bibliotheek Vlaardingen. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Wijkcentra Vlaardingen; 121.660,00 ;Nee;Nee;In overleg met de wijken worden activiteiten ontwikkeld en aangeboden in Wijkcentrum West en Buurtkamer VOP.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;GGZ Delfland Vlietland Ziekenhuis; 126.826,00 ;Ja;Ja;FTE leveren aan de wijkteams.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Mee ZHN; 128.887,00 ;Ja;Ja;"Het realiseren van de bereikbaarheid van de Onafhankelijke Clientondersteuning zowel telefonisch als digitaal conform de gemeentelijek servicenormen_x000D_
De vindplaatsen zijn bekend bij de Onafhankelijke Clientondersteuning middels het realiseren van een grotere bekendheid onder vindplaatsen midddels een adequate inventarisering en verspreiden van flyers._x000D_
Informeel aanbod is alert op mensen 'die er niet uitkomen' en zijn voldoende bekend met Onafhankelijke Clientondersteuning en verwijzen door. Om dit te realiseren worden relevante bijeenkomsten bijgewoond en ge‹nformeerd over onafhankelijke clientondersteuning._x000D_
Hulpvragers worden adequaat doorverwezen naar Formeel aanbod adequaat en hulpvragen vinden hun weg ";14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Pameijer; 176.000,00 ;Ja;Ja;FTE leveren aan de wijkteams;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Pameijer; 222.419,00 ;Ja;Ja;Verzorgen inloop, dagbesteding en toeleiding naar hulp en of werk.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting DOCK Rotterdam; 247.350,00 ;Ja;Nee;Ondersteuning van kwetsbare jongeren in de overgangsfase naar volwassenheid, inclusief jongvolwassen statushouders en jongeren voor IPTA-coaching. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Minters; 263.100,07 ;Nee;Ja;Uitvoering geven aan kenniscentrum voor Mantelzorg(ondersteuning) door onder andere het geven van ondersteuning en training aan mantelzorgers, professionals en werkgevers.  ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Pameijer; 273.600,00 ;Ja;Ja;FTE leveren aan de wijkteams.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Antes - Bouman GGZ ; 283.092,00 ;Ja;Nee;Inzetten bemoeizorg in de MVS gemeenten (verslaving en/of psychiatrie) en leveren bijdrage aan trajectplannen voor cli‰nten van de Elementen. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Seniorenwelzijn MVS; 482.303,64 ;Nee;Ja;Inzet van ouderenadviseurs en (ambulant) ouderwerk in de wijkteams, algemeen, op bewegen en voor visiteclubs (+), thuisadministratie, exploitatie Bijenkorf, ontwikkeling Welzijn op Recept, ontwikkeling Wijkpeil.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Mee ZHN; 668.619,99 ;Nee;Ja;Inzet medewerkers in wijkteam, coordinatie en casemanagement Integrale Vroeghulp, inzet gedragskundige bij casussen wijkteams en IVH, uitvoeren van groepswerk en inzetten van een beweegcoach. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Onder Een  Dak; 1.037.000,00 ;Ja;Ja;Nachtopvang en daderopvang.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Enver; 1.189.242,00 ;Ja;Ja;FTE leveren aan de wijkteams.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Minters; 1.495.065,00 ;Ja;Nee;Reguliere diensten Minters: Outreachende hulpverlening zorgwekkende zorgmijders, Expertisecentrum Inkomen en Bureau Sociaal Raadslieden, Jongerenwerk en Opbouwwerk, Ontruimingspreventie, Burenbemiddelaar.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Elckerlyc; 1.543.516,00 ;Ja;Ja;"Bijdrage leveren aan de oplossing voor dakloosheid in de regio Maassluis, Vlaardingen, Schiedam._x000D_
Bijdrage leveren aan de oplossing van dakloosheid na Huiselijk geweld._x000D_
Bijdrage leveren aan het herstel van zelfredzaamheid.";14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;de Bibliotheek Maassluis | Midden-Delfland; 1.967.666,00 ;Nee;Ja;Bibliotheek exploiteren en activteiten uitvoeren in kader van educatie, samenwerking, digitale vaardigheden, taalprjecten en netwerk- en co”rdinatiepunt. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Centrum voor Jeugd en Gezin Rijnmond; 2.263.950,00 ;Ja;Ja;"Basispakket jeugdgezondheidszorg;  rijksvaccinatieprogramma; aanvullend preventief pakket (APP) en huisvesting.  ";14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Minters; 3.432.634,00 ;Ja;Ja;co”rdinatie, aansturing en doorontwikkelen van de wijkteams, leveren van eigen personeel in de wijkteams, faciliteren en ondersteunen van het personeel van alle leverende moederorganisaties.;14-4-2020;Vlaardingen;0622;NL
