Nummer;Totaal van;Jaar;Maand;Type aanvraag;Beslissing;Nationaliteit;Aantal beslissingen
1;Jaar;2019;*Alle*;*Alle*;*Alle*;*Alle*;30810
2;Jaar, Maand;2019;01;*Alle*;*Alle*;*Alle*;2350
2;Jaar, Maand;2019;02;*Alle*;*Alle*;*Alle*;2510
2;Jaar, Maand;2019;03;*Alle*;*Alle*;*Alle*;2640
2;Jaar, Maand;2019;04;*Alle*;*Alle*;*Alle*;2390
2;Jaar, Maand;2019;05;*Alle*;*Alle*;*Alle*;2690
2;Jaar, Maand;2019;06;*Alle*;*Alle*;*Alle*;2440
2;Jaar, Maand;2019;07;*Alle*;*Alle*;*Alle*;2800
2;Jaar, Maand;2019;08;*Alle*;*Alle*;*Alle*;2340
2;Jaar, Maand;2019;09;*Alle*;*Alle*;*Alle*;2300
2;Jaar, Maand;2019;10;*Alle*;*Alle*;*Alle*;3150
2;Jaar, Maand;2019;11;*Alle*;*Alle*;*Alle*;2510
2;Jaar, Maand;2019;12;*Alle*;*Alle*;*Alle*;2700
3;Jaar, Maand, Type aanvraag;2019;01;Asiel - 1e aanvraag;*Alle*;*Alle*;1350
3;Jaar, Maand, Type aanvraag;2019;01;Asiel - hasa;*Alle*;*Alle*;280
3;Jaar, Maand, Type aanvraag;2019;01;Asiel - Hervestiging;*Alle*;*Alle*;210
3;Jaar, Maand, Type aanvraag;2019;01;Asiel - Nareis;*Alle*;*Alle*;270
3;Jaar, Maand, Type aanvraag;2019;01;Asiel - Relocatie;*Alle*;*Alle*;10
3;Jaar, Maand, Type aanvraag;2019;01;Asiel - zij-instroom;*Alle*;*Alle*;230
3;Jaar, Maand, Type aanvraag;2019;02;Asiel - 1e aanvraag;*Alle*;*Alle*;1400
3;Jaar, Maand, Type aanvraag;2019;02;Asiel - hasa;*Alle*;*Alle*;360
3;Jaar, Maand, Type aanvraag;2019;02;Asiel - Hervestiging;*Alle*;*Alle*;180
3;Jaar, Maand, Type aanvraag;2019;02;Asiel - Nareis;*Alle*;*Alle*;340
3;Jaar, Maand, Type aanvraag;2019;02;Asiel - Relocatie;*Alle*;*Alle*;10
3;Jaar, Maand, Type aanvraag;2019;02;Asiel - zij-instroom;*Alle*;*Alle*;220
3;Jaar, Maand, Type aanvraag;2019;03;Asiel - 1e aanvraag;*Alle*;*Alle*;1390
3;Jaar, Maand, Type aanvraag;2019;03;Asiel - hasa;*Alle*;*Alle*;480
3;Jaar, Maand, Type aanvraag;2019;03;Asiel - Hervestiging;*Alle*;*Alle*;310
3;Jaar, Maand, Type aanvraag;2019;03;Asiel - Nareis;*Alle*;*Alle*;230
3;Jaar, Maand, Type aanvraag;2019;03;Asiel - zij-instroom;*Alle*;*Alle*;240
3;Jaar, Maand, Type aanvraag;2019;04;Asiel - 1e aanvraag;*Alle*;*Alle*;1470
3;Jaar, Maand, Type aanvraag;2019;04;Asiel - hasa;*Alle*;*Alle*;410
3;Jaar, Maand, Type aanvraag;2019;04;Asiel - Hervestiging;*Alle*;*Alle*;30
3;Jaar, Maand, Type aanvraag;2019;04;Asiel - Nareis;*Alle*;*Alle*;220
3;Jaar, Maand, Type aanvraag;2019;04;Asiel - zij-instroom;*Alle*;*Alle*;280
3;Jaar, Maand, Type aanvraag;2019;05;Asiel - 1e aanvraag;*Alle*;*Alle*;1660
