Nummer;Totaal van;Jaar;Maand;Type aanvraag;Nationaliteit;Aantal aanvragen
1;Jaar;2017;;;;16840
2;Jaar, Maand;2017;1;;;1410
2;Jaar, Maand;2017;2;;;1300
2;Jaar, Maand;2017;3;;;1390
2;Jaar, Maand;2017;4;;;1180
2;Jaar, Maand;2017;5;;;1320
2;Jaar, Maand;2017;6;;;1370
2;Jaar, Maand;2017;7;;;1590
2;Jaar, Maand;2017;8;;;1510
2;Jaar, Maand;2017;9;;;1410
2;Jaar, Maand;2017;10;;;1470
2;Jaar, Maand;2017;11;;;1370
2;Jaar, Maand;2017;12;;;1510
3;Jaar, Maand, Type aanvraag;2017;1;Asiel - 1e aanvraag;;1240
3;Jaar, Maand, Type aanvraag;2017;1;Asiel - tweede en volgende aanvragen;;170
3;Jaar, Maand, Type aanvraag;2017;2;Asiel - 1e aanvraag;;1150
3;Jaar, Maand, Type aanvraag;2017;2;Asiel - tweede en volgende aanvragen;;150
3;Jaar, Maand, Type aanvraag;2017;3;Asiel - 1e aanvraag;;1220
3;Jaar, Maand, Type aanvraag;2017;3;Asiel - tweede en volgende aanvragen;;170
3;Jaar, Maand, Type aanvraag;2017;4;Asiel - 1e aanvraag;;1020
3;Jaar, Maand, Type aanvraag;2017;4;Asiel - tweede en volgende aanvragen;;160
3;Jaar, Maand, Type aanvraag;2017;5;Asiel - 1e aanvraag;;1160
3;Jaar, Maand, Type aanvraag;2017;5;Asiel - tweede en volgende aanvragen;;160
3;Jaar, Maand, Type aanvraag;2017;6;Asiel - 1e aanvraag;;1200
3;Jaar, Maand, Type aanvraag;2017;6;Asiel - tweede en volgende aanvragen;;180
3;Jaar, Maand, Type aanvraag;2017;7;Asiel - 1e aanvraag;;1380
3;Jaar, Maand, Type aanvraag;2017;7;Asiel - tweede en volgende aanvragen;;210
3;Jaar, Maand, Type aanvraag;2017;8;Asiel - 1e aanvraag;;1330
3;Jaar, Maand, Type aanvraag;2017;8;Asiel - tweede en volgende aanvragen;;180
3;Jaar, Maand, Type aanvraag;2017;9;Asiel - 1e aanvraag;;1220
3;Jaar, Maand, Type aanvraag;2017;9;Asiel - tweede en volgende aanvragen;;190
3;Jaar, Maand, Type aanvraag;2017;10;Asiel - 1e aanvraag;;1280
3;Jaar, Maand, Type aanvraag;2017;10;Asiel - tweede en volgende aanvragen;;190
3;Jaar, Maand, Type aanvraag;2017;11;Asiel - 1e aanvraag;;1190
3;Jaar, Maand, Type aanvraag;2017;11;Asiel - tweede en volgende aanvragen;;180
3;Jaar, Maand, Type aanvraag;2017;12;Asiel - 1e aanvraag;;1340
3;Jaar, Maand, Type aanvraag;2017;12;Asiel - tweede en volgende aanvragen;;180
4;Jaar, Type aanvraag;2017;;Asiel - 1e aanvraag;;14720
4;Jaar, Type aanvraag;2017;;Asiel - tweede en volgende aanvragen;;2120
5;Jaar, Maand, Nationaliteit;2017;1;;Afghaanse;70
5;Jaar, Maand, Nationaliteit;2017;1;;Albanese;60
5;Jaar, Maand, Nationaliteit;2017;1;;Algerijnse;130
5;Jaar, Maand, Nationaliteit;2017;1;;Amerikaans burger;10
5;Jaar, Maand, Nationaliteit;2017;1;;Armeense;20
5;Jaar, Maand, Nationaliteit;2017;1;;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Burger van Bosnië-Herzegovina;20
5;Jaar, Maand, Nationaliteit;2017;1;;Burger van Congo;10
5;Jaar, Maand, Nationaliteit;2017;1;;Egyptische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Eritrese;170
5;Jaar, Maand, Nationaliteit;2017;1;;Ethiopische;20
5;Jaar, Maand, Nationaliteit;2017;1;;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Georgische;70
5;Jaar, Maand, Nationaliteit;2017;1;;Guinese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Iraakse;80
5;Jaar, Maand, Nationaliteit;2017;1;;Iraanse;50
5;Jaar, Maand, Nationaliteit;2017;1;;Ivoriaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Jemenitische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Kosovaarse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Libanese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Libische;40
5;Jaar, Maand, Nationaliteit;2017;1;;Macedonische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Marokkaanse;90
5;Jaar, Maand, Nationaliteit;2017;1;;Nigeriaanse;30
5;Jaar, Maand, Nationaliteit;2017;1;;Oekraïense;20
5;Jaar, Maand, Nationaliteit;2017;1;;Onbekend;40
5;Jaar, Maand, Nationaliteit;2017;1;;Pakistaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Russische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Senegalese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Servische;20
5;Jaar, Maand, Nationaliteit;2017;1;;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Soedanese;20
5;Jaar, Maand, Nationaliteit;2017;1;;Somalische;20
5;Jaar, Maand, Nationaliteit;2017;1;;Sri Lankaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Staatloos;20
5;Jaar, Maand, Nationaliteit;2017;1;;Syrische;150
5;Jaar, Maand, Nationaliteit;2017;1;;Tunesische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Turkse;20
5;Jaar, Maand, Nationaliteit;2017;1;;Ugandese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Venezolaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Afghaanse;90
5;Jaar, Maand, Nationaliteit;2017;2;;Albanese;50
5;Jaar, Maand, Nationaliteit;2017;2;;Algerijnse;100
5;Jaar, Maand, Nationaliteit;2017;2;;Armeense;10
5;Jaar, Maand, Nationaliteit;2017;2;;Burger van Bosnië-Herzegovina;10
5;Jaar, Maand, Nationaliteit;2017;2;;Burundese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Chinese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Colombiaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Cubaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Egyptische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Eritrese;110
5;Jaar, Maand, Nationaliteit;2017;2;;Ethiopische;20
5;Jaar, Maand, Nationaliteit;2017;2;;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Georgische;80
5;Jaar, Maand, Nationaliteit;2017;2;;Ghanese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Guinee-Bissause;10
5;Jaar, Maand, Nationaliteit;2017;2;;Guinese;20
5;Jaar, Maand, Nationaliteit;2017;2;;Iraakse;60
5;Jaar, Maand, Nationaliteit;2017;2;;Iraanse;50
5;Jaar, Maand, Nationaliteit;2017;2;;Jamaicaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Jemenitische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Libische;40
5;Jaar, Maand, Nationaliteit;2017;2;;Macedonische;20
5;Jaar, Maand, Nationaliteit;2017;2;;Marokkaanse;90
5;Jaar, Maand, Nationaliteit;2017;2;;Mongolische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Nigeriaanse;20
5;Jaar, Maand, Nationaliteit;2017;2;;Oekraïense;10
5;Jaar, Maand, Nationaliteit;2017;2;;Onbekend;30
5;Jaar, Maand, Nationaliteit;2017;2;;Pakistaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Palestijnse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Russische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Senegalese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Servische;30
5;Jaar, Maand, Nationaliteit;2017;2;;Soedanese;20
5;Jaar, Maand, Nationaliteit;2017;2;;Somalische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Staatloos;10
5;Jaar, Maand, Nationaliteit;2017;2;;Syrische;140
5;Jaar, Maand, Nationaliteit;2017;2;;Tadzjiekse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Tunesische;40
5;Jaar, Maand, Nationaliteit;2017;2;;Turkse;50
5;Jaar, Maand, Nationaliteit;2017;2;;Ugandese;10
5;Jaar, Maand, Nationaliteit;2017;3;;Afghaanse;70
5;Jaar, Maand, Nationaliteit;2017;3;;Albanese;40
5;Jaar, Maand, Nationaliteit;2017;3;;Algerijnse;90
5;Jaar, Maand, Nationaliteit;2017;3;;Armeense;30
5;Jaar, Maand, Nationaliteit;2017;3;;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2017;3;;Burger van Congo;10
5;Jaar, Maand, Nationaliteit;2017;3;;Burundese;10
5;Jaar, Maand, Nationaliteit;2017;3;;Chinese;10
5;Jaar, Maand, Nationaliteit;2017;3;;Egyptische;10
5;Jaar, Maand, Nationaliteit;2017;3;;Eritrese;110
5;Jaar, Maand, Nationaliteit;2017;3;;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2017;3;;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2017;3;;Georgische;80
5;Jaar, Maand, Nationaliteit;2017;3;;Guinese;30
5;Jaar, Maand, Nationaliteit;2017;3;;Hondurese;10
5;Jaar, Maand, Nationaliteit;2017;3;;Indiase;10
5;Jaar, Maand, Nationaliteit;2017;3;;Iraakse;70
5;Jaar, Maand, Nationaliteit;2017;3;;Iraanse;60
5;Jaar, Maand, Nationaliteit;2017;3;;Ivoriaanse;10
5;Jaar, Maand, Nationaliteit;2017;3;;Jemenitische;20
