Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Aantal aanvragen
1;Jaar;2017;;;;;76670
2;Jaar, Maand;2017;1;;;;5470
2;Jaar, Maand;2017;2;;;;4610
2;Jaar, Maand;2017;3;;;;5050
2;Jaar, Maand;2017;4;;;;4290
2;Jaar, Maand;2017;5;;;;6270
2;Jaar, Maand;2017;6;;;;9820
2;Jaar, Maand;2017;7;;;;11520
2;Jaar, Maand;2017;8;;;;6870
2;Jaar, Maand;2017;9;;;;4820
2;Jaar, Maand;2017;10;;;;5400
2;Jaar, Maand;2017;11;;;;6030
2;Jaar, Maand;2017;12;;;;6540
3;Jaar, Procedure categorie;2017;;TEV;;;51410
3;Jaar, Procedure categorie;2017;;VVR;;;25250
4;Jaar, Maand, Procedure categorie;2017;1;TEV;;;3390
4;Jaar, Maand, Procedure categorie;2017;1;VVR;;;2080
4;Jaar, Maand, Procedure categorie;2017;2;TEV;;;3050
4;Jaar, Maand, Procedure categorie;2017;2;VVR;;;1560
4;Jaar, Maand, Procedure categorie;2017;3;TEV;;;3310
4;Jaar, Maand, Procedure categorie;2017;3;VVR;;;1740
4;Jaar, Maand, Procedure categorie;2017;4;TEV;;;2850
4;Jaar, Maand, Procedure categorie;2017;4;VVR;;;1440
4;Jaar, Maand, Procedure categorie;2017;5;TEV;;;4390
4;Jaar, Maand, Procedure categorie;2017;5;VVR;;;1880
4;Jaar, Maand, Procedure categorie;2017;6;TEV;;;7180
4;Jaar, Maand, Procedure categorie;2017;6;VVR;;;2640
4;Jaar, Maand, Procedure categorie;2017;7;TEV;;;8070
4;Jaar, Maand, Procedure categorie;2017;7;VVR;;;3450
4;Jaar, Maand, Procedure categorie;2017;8;TEV;;;4290
4;Jaar, Maand, Procedure categorie;2017;8;VVR;;;2580
4;Jaar, Maand, Procedure categorie;2017;9;TEV;;;3000
4;Jaar, Maand, Procedure categorie;2017;9;VVR;;;1820
4;Jaar, Maand, Procedure categorie;2017;10;TEV;;;3520
4;Jaar, Maand, Procedure categorie;2017;10;VVR;;;1870
4;Jaar, Maand, Procedure categorie;2017;11;TEV;;;4070
4;Jaar, Maand, Procedure categorie;2017;11;VVR;;;1960
4;Jaar, Maand, Procedure categorie;2017;12;TEV;;;4300
4;Jaar, Maand, Procedure categorie;2017;12;VVR;;;2240
5;Jaar, Verblijfscluster;2017;;;Arbeid regulier;;2180
5;Jaar, Verblijfscluster;2017;;;Arbeid tijdelijk;;420
5;Jaar, Verblijfscluster;2017;;;Bijzonder verblijf;;60
5;Jaar, Verblijfscluster;2017;;;Humanitair niet-tijdelijk;;590
5;Jaar, Verblijfscluster;2017;;;Humanitair tijdelijk;;580
5;Jaar, Verblijfscluster;2017;;;Kennis en talent;;16640
