objectid;obid;adres;fractie;type;kenmerk;capaciteit;haaksysteem;gemeente;jaarvanplaatsing;breedtegraad;lengtegraad;x_coordinaat;y_coordinaat;geo_shape;geo_point_2d
578;3858;Muzenlaan / Odysseuslaan;PBD;BG;-;;3-haak;Eindhoven;;51.464653;5.4887758;162058.57513033;386181.1494055;"{""coordinates"": [5.488775787695178, 51.46465300974795], ""type"": ""Point""}";51.46465300974795, 5.488775787695178
580;4507;Winkelcentrum Cassandraplein;Textiel;BG;-;;3-haak;Eindhoven;;51.459449;5.4882019;162019.49620945;385602.14213323;"{""coordinates"": [5.48820188945709, 51.45944900978546], ""type"": ""Point""}";51.45944900978546, 5.48820188945709
583;3843;Piuslaan 105;Textiel;BG;-;;3-haak;Eindhoven;;51.4273236;5.5000134;162845.90021519;382029.36093736;"{""coordinates"": [5.500013401522544, 51.42732361319499], ""type"": ""Point""}";51.42732361319499, 5.500013401522544
585;3839;Amsberghof 1-7 (Hoogstraat 50);Textiel;BG;-;;3-haak;Eindhoven;;51.4335113;5.4710276;160829.22757306;382715.02553699;"{""coordinates"": [5.471027595041625, 51.43351131168094], ""type"": ""Point""}";51.43351131168094, 5.471027595041625
586;3836;Smuldersweg 86 (Sibeliuslaan);Textiel;BG;-;;3-haak;Eindhoven;;51.4223205;5.4646163;160384.72090886;381469.54345675;"{""coordinates"": [5.464616296099917, 51.42232051272921], ""type"": ""Point""}";51.42232051272921, 5.464616296099917
590;4504;Winkelcentrum Mensfort;Textiel;BG;-;;3-haak;Eindhoven;;51.4630796;5.4637241;160317.91011417;386003.97502986;"{""coordinates"": [5.463724083966705, 51.46307960881581], ""type"": ""Point""}";51.46307960881581, 5.463724083966705
594;3818;Winkelcentrum Pagelaan (Jumbo);Textiel;BG;-;;3-haak;Eindhoven;;51.4524674;5.5167269;164003.30975393;384828.57066203;"{""coordinates"": [5.516726893876852, 51.45246741059045], ""type"": ""Point""}";51.45246741059045, 5.516726893876852
599;3802;St. Gerardusplein;Textiel;BG;-;;3-haak;Eindhoven;;51.4203665;5.4894751;162114.07650529;381254.2940309;"{""coordinates"": [5.489475102491256, 51.42036651441885], ""type"": ""Point""}";51.42036651441885, 5.489475102491256
602;3810;Winkelcentrum Lievendaalseweg (Lidl);Textiel;BG;-;;3-haak;Eindhoven;;51.4421357;5.4335113;158219.8166509;383672.16436415;"{""coordinates"": [5.433511287242016, 51.44213571068866], ""type"": ""Point""}";51.44213571068866, 5.433511287242016
604;3793;Willemstraat;PBD;BG;-;;3-haak;Eindhoven;;51.4382884;5.4733251;160988.36341816;383246.66976226;"{""coordinates"": [5.473325092464508, 51.43828841159758], ""type"": ""Point""}";51.43828841159758, 5.473325092464508
606;3790;Donzettilaan;PBD;BG;-;;3-haak;Eindhoven;;51.42702925;5.45563459;159759.50760267;381992.77020279;"{""coordinates"": [5.455634582644822, 51.42702926153463], ""type"": ""Point""}";51.42702926153463, 5.455634582644822
613;3769;Echternachlaan 36;Papier;BG;-;;3-Haak;Eindhoven;;51.4746019;5.4795207;161414.03549341;387287.12095818;"{""coordinates"": [5.479520685891571, 51.47460190967956], ""type"": ""Point""}";51.47460190967956, 5.479520685891571
615;3767;Gagelstraat;Papier;OG;-;;3-Haak;Eindhoven;;51.4406467;5.4712875;160846.38586526;383508.86758913;"{""coordinates"": [5.471287493122335, 51.44064671157621], ""type"": ""Point""}";51.44064671157621, 5.471287493122335
631;3743;Winkelcentrum Kastelenplein Oost (Jumbo);Glas;OG;-;;3-Haak;Eindhoven;;51.4193519;5.4420792;158817.40351316;381137.8579813;"{""coordinates"": [5.442079194484107, 51.419351912481034], ""type"": ""Point""}";51.419351912481034, 5.442079194484107
633;3745;Boschdijk/Zoutstraat (Perscontainer);Rest;OG;Pers;;1-Haak;Eindhoven;;51.4479802;5.4680103;160617.62918904;384324.46984881;"{""coordinates"": [5.468010289101464, 51.447980210472515], ""type"": ""Point""}";51.447980210472515, 5.468010289101464
636;3742;Winkelcentrum Kastelenplein Oost (Jumbo);PBD;OG;Pers;;3-Haak;Eindhoven;;51.4193693;5.4420749;158817.10295048;381139.7935214;"{""coordinates"": [5.442074895376158, 51.419369312117176], ""type"": ""Point""}";51.419369312117176, 5.442074895376158
640;3738;Winkelcentrum Woensel (Jumbo);Textiel;OG;-;;3-haak;Eindhoven;;51.4684781;5.4772093;161254.29148002;386605.6384733;"{""coordinates"": [5.477209285135156, 51.46847810979906], ""type"": ""Point""}";51.46847810979906, 5.477209285135156
643;3735;Winkelcentrum Woensel (Aldi);Papier;BG;-;;3-Haak;Eindhoven;;51.4698327;5.4781741;161321.14210622;386756.42297985;"{""coordinates"": [5.478174085380688, 51.469832709744594], ""type"": ""Point""}";51.469832709744594, 5.478174085380688
650;3725;Winkelcentrum Woensel (AH);Glas;OG;-;;3-Haak;Eindhoven;;51.4683815;5.4743692;161056.96164028;386594.65118829;"{""coordinates"": [5.474369182571359, 51.46838150931044], ""type"": ""Point""}";51.46838150931044, 5.474369182571359
652;3726;Winkelcentrum Woensel (Lidl);PBD;OG;Pers;;3-Haak;Eindhoven;;51.4691872;5.4743148;161053.0746457;386684.28187901;"{""coordinates"": [5.474314782621679, 51.469187209312906], ""type"": ""Point""}";51.469187209312906, 5.474314782621679
659;3719;Winkelcentrum Woensel Porthos Toren (Perscontainer);Rest;OG;Pers;;1-Haak;Eindhoven;;51.4676664;5.4745408;161068.98043571;386515.10965229;"{""coordinates"": [5.474540782543567, 51.467666409718305], ""type"": ""Point""}";51.467666409718305, 5.474540782543567
661;3717;Winkelcentrum Woensel Luxemburgln;Rest;OG;-;;1-Haak;Eindhoven;;51.4710002;5.4777123;161288.89400557;386886.26891491;"{""coordinates"": [5.477712285176117, 51.471000209260914], ""type"": ""Point""}";51.471000209260914, 5.477712285176117
662;3716;Winkelcentrum Woensel Diekirch;Rest;OG;-;;1-Haak;Eindhoven;;51.4710954;5.4751316;161109.57275162;386896.64004939;"{""coordinates"": [5.475131584650261, 51.4710954085889], ""type"": ""Point""}";51.4710954085889, 5.475131584650261
664;3714;Winkelcentrum Woensel / Genovevelaan;Papier;OG;-;;3-Haak;Eindhoven;;51.4704213;5.4729288;160956.60941103;386821.46273816;"{""coordinates"": [5.472928783030124, 51.47042130858584], ""type"": ""Point""}";51.47042130858584, 5.472928783030124
666;3712;Winkelcentrum Kastelenplein West (Aldi);Textiel;OG;-;;3-haak;Eindhoven;;51.4182382;5.4388874;158595.47143998;381013.79504593;"{""coordinates"": [5.4388873954136, 51.418238212121864], ""type"": ""Point""}";51.418238212121864, 5.4388873954136
667;3709;Lichtstraat 201-341 R;Rest;OG;-;;1-Haak;Eindhoven;;51.43916582;5.47045916;160788.98206201;383344.05173932;"{""coordinates"": [5.470459155798119, 51.43916583104699], ""type"": ""Point""}";51.43916583104699, 5.470459155798119
669;3707;Halvemaanstraat 29;Rest;OG;-;;1-Haak;Eindhoven;;51.4497669;5.4486578;159272.158463;384521.92592924;"{""coordinates"": [5.448657785282062, 51.44976690984352], ""type"": ""Point""}";51.44976690984352, 5.448657785282062
672;3698;Havenstraat 18L;Rest;OG;-;;1-Haak;Eindhoven;;51.4360974;5.4870921;161945.92323283;383004.14222228;"{""coordinates"": [5.48709209382198, 51.43609741087882], ""type"": ""Point""}";51.43609741087882, 5.48709209382198
677;3693;Aalsterweg 137 L;Rest;OG;-;;1-Haak;Eindhoven;;51.42278788;5.48574507;161854.25959283;381523.31681115;"{""coordinates"": [5.4857450712572735, 51.42278789316059], ""type"": ""Point""}";51.42278789316059, 5.4857450712572735
678;3692;Reamurstraat 1 (Kip-40);Rest;OG;-;;1-Haak;Eindhoven;;51.4545099;5.4543053;159664.24850115;385049.93794766;"{""coordinates"": [5.45430528415527, 51.4545099095383], ""type"": ""Point""}";51.4545099095383, 5.45430528415527
679;3691;Edisonstraat to 25;Rest;OG;-;;1-Haak;Eindhoven;;51.4543511;5.4558485;159771.52647526;385032.371442;"{""coordinates"": [5.455848485184286, 51.454351109844424], ""type"": ""Point""}";51.454351109844424, 5.455848485184286
683;3682;Victoriapark M (Perscontainer);Rest;OG;Pers;;1-Haak;Eindhoven;;51.4402442;5.4726452;160940.83494904;383464.19900151;"{""coordinates"": [5.4726451921726795, 51.44024421141163], ""type"": ""Point""}";51.44024421141163, 5.4726451921726795
685;3680;Le Sage Ten Broeklaan 11;Papier;OG;-;;3-Haak;Eindhoven;;51.42837216;5.4851523;161812.19580314;382144.51781686;"{""coordinates"": [5.48515230138177, 51.428372172072564], ""type"": ""Point""}";51.428372172072564, 5.48515230138177
686;3679;Le Sage Ten Broeklaan 11;Rest;OG;-;;1-Haak;Eindhoven;;51.4282794;5.4851128;161809.46232354;382134.19447493;"{""coordinates"": [5.485112797085343, 51.42827941245338], ""type"": ""Point""}";51.42827941245338, 5.485112797085343
687;3678;Montgomerylaan 275;Rest;OG;-;;1-Haak;Eindhoven;;51.4470708;5.4766719;161219.87043092;384224.00283433;"{""coordinates"": [5.476671890642599, 51.44707081026834], ""type"": ""Point""}";51.44707081026834, 5.476671890642599
688;3677;Philitelaan R 59-01 (2e locatie);Rest;OG;-;;1-Haak;Eindhoven;;51.44741109;5.45892835;159986.35293572;384260.49346939;"{""coordinates"": [5.458928335979083, 51.44741110177332], ""type"": ""Point""}";51.44741110177332, 5.458928335979083
693;3672;Philitelaan L 63-01;Rest;OG;-;;1-Haak;Eindhoven;;51.4468691;5.4596639;160037.54594253;384200.24714483;"{""coordinates"": [5.459663889395577, 51.446869111203796], ""type"": ""Point""}";51.446869111203796, 5.459663889395577
700;3565;Gagelboschplein 101-179 (2);Rest;OG;-;;1-Haak;Eindhoven;;51.4195113;5.4471977;159173.42898944;381155.87271463;"{""coordinates"": [5.447197694352989, 51.41951131168395], ""type"": ""Point""}";51.41951131168395, 5.447197694352989
701;3564;Frankrijkstraat 101;Rest;OG;-;;1-Haak;Eindhoven;;51.4527797;5.4645868;160379.07618175;384858.16130031;"{""coordinates"": [5.464586787117236, 51.45277971038329], ""type"": ""Point""}";51.45277971038329, 5.464586787117236
702;3563;Frankrijkstraat 101;Rest;OG;-;;1-Haak;Eindhoven;;51.4527631;5.4645822;160378.75840062;384856.31418917;"{""coordinates"": [5.464582186853709, 51.452763110487076], ""type"": ""Point""}";51.452763110487076, 5.464582186853709
709;3556;Torenallee 627 L;Rest;OG;-;;1-Haak;Eindhoven;;51.44781061;5.45259565;159546.08539014;384304.52524509;"{""coordinates"": [5.452595637880473, 51.447810620273806], ""type"": ""Point""}";51.447810620273806, 5.452595637880473
710;3555;Karel de Grotelaan / Spontinistraat;Glas;OG;-;;3-Haak;Eindhoven;;51.4219151;5.4496241;159341.97847216;381423.43978848;"{""coordinates"": [5.449624092845282, 51.42191511136705], ""type"": ""Point""}";51.42191511136705, 5.449624092845282
711;3554;Karel de Grotelaan / Spontinistraat;Papier;OG;-;;3-Haak;Eindhoven;;51.4219002;5.4496419;159343.21798055;381421.78321276;"{""coordinates"": [5.449641892740277, 51.42190021115254], ""type"": ""Point""}";51.42190021115254, 5.449641892740277
715;3550;Alberdingk Thijmlaan thv nr. 100;Papier;OG;-;;3-Haak;Eindhoven;;51.4254033;5.4793692;161410.42350263;381813.70372362;"{""coordinates"": [5.479369196638296, 51.42540331182101], ""type"": ""Point""}";51.42540331182101, 5.479369196638296
720;3544;Offenbachlaan 194;Rest;OG;-;;1-Haak;Eindhoven;;51.42435314;5.4562393;159801.84517662;381695.09052305;"{""coordinates"": [5.45623928976011, 51.42435315608561], ""type"": ""Point""}";51.42435315608561, 5.45623928976011
723;3541;Van Kinsbergenstraat / Zeeheldenlaan (Vredesplein);Rest;OG;-;;1-Haak;Eindhoven;;51.4498578;5.4710758;160830.48957216;384533.59640545;"{""coordinates"": [5.471075789184783, 51.44985781040818], ""type"": ""Point""}";51.44985781040818, 5.471075789184783
724;3540;Leostraat 79;Rest;OG;-;;1-Haak;Eindhoven;;51.4235494;5.4885912;162052.10173434;381608.308523;"{""coordinates"": [5.488591198695363, 51.42354941330328], ""type"": ""Point""}";51.42354941330328, 5.488591198695363
729;3535;Winkelcentrum Victoriapark;Papier;OG;-;;3-Haak;Eindhoven;;51.4402668;5.4727893;160950.85091556;383466.72505572;"{""coordinates"": [5.472789292691003, 51.440266811821644], ""type"": ""Point""}";51.440266811821644, 5.472789292691003
735;3528;Meester Koningsplaats/De Vriesstraat;Rest;OG;-;;1-Haak;Eindhoven;;51.4477722;5.4727169;160944.83891976;384301.70371568;"{""coordinates"": [5.472716889734444, 51.44777221041396], ""type"": ""Point""}";51.44777221041396, 5.472716889734444
746;3517;Winkelcentrum Pagelaan (Jumbo);PBD;BG;-;;3-haak;Eindhoven;;51.48819;5.4408394;158725.53433201;388796.11773361;"{""coordinates"": [5.44083937372657, 51.488190007321585], ""type"": ""Point""}";51.488190007321585, 5.44083937372657
747;3509;Zeeheldenlaan/ K. Doormanstraat;Rest;OG;-;;1-Haak;Eindhoven;;51.4517358;5.4671299;160555.97010392;384742.21733261;"{""coordinates"": [5.467129887154592, 51.45173581011796], ""type"": ""Point""}";51.45173581011796, 5.467129887154592
748;3493;Tarwelaan (achterzijde);Papier;BG;-;;3-Haak;Eindhoven;;51.4774773;5.4939915;162418.92599031;387608.38903047;"{""coordinates"": [5.493991486980933, 51.477477309110476], ""type"": ""Point""}";51.477477309110476, 5.493991486980933
749;3492;Karel de Grotelaan / Kezier V singel;Papier;BG;-;;3-Haak;Eindhoven;;51.4280609;5.4608816;160124.30931978;382107.89889977;"{""coordinates"": [5.460881594163573, 51.42806091200809], ""type"": ""Point""}";51.42806091200809, 5.460881594163573
750;3491;Deken van Somerenstraat;Papier;BG;-;;3-haak;Eindhoven;;51.4356406;5.4755229;161141.53402843;382952.28228605;"{""coordinates"": [5.4755228932028475, 51.43564061139286], ""type"": ""Point""}";51.43564061139286, 5.4755228932028475
753;3487;Amandelpark;Papier;BG;-;;3-Haak;Eindhoven;;51.4773169;5.4954742;162521.95659226;387590.6965531;"{""coordinates"": [5.495474187354074, 51.4773169098605], ""type"": ""Point""}";51.4773169098605, 5.495474187354074
755;3466;rion;Rest;OG;Pers;;1-Haak;Eindhoven;;51.4449791;5.4737518;161017.14950311;383991.05310524;"{""coordinates"": [5.473751791377803, 51.44497911081241], ""type"": ""Point""}";51.44497911081241, 5.473751791377803
756;3465;Past. Petersstraat  170;Papier;OG;-;;3-Haak;Eindhoven;;51.4449916;5.4738099;161021.18698157;383992.4485527;"{""coordinates"": [5.473809891695879, 51.44499161127952], ""type"": ""Point""}";51.44499161127952, 5.473809891695879
