Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Beslissing;Nationaliteit;Aantal beslissingen
1;Jaar, Procedure categorie;2019;*Alle*;EU-document;*Alle*;*Alle*;*Alle*;8540
2;Jaar, Maand, Procedure categorie;2019;1;EU-document;*Alle*;*Alle*;*Alle*;620
2;Jaar, Maand, Procedure categorie;2019;2;EU-document;*Alle*;*Alle*;*Alle*;670
2;Jaar, Maand, Procedure categorie;2019;3;EU-document;*Alle*;*Alle*;*Alle*;690
2;Jaar, Maand, Procedure categorie;2019;4;EU-document;*Alle*;*Alle*;*Alle*;660
2;Jaar, Maand, Procedure categorie;2019;5;EU-document;*Alle*;*Alle*;*Alle*;680
2;Jaar, Maand, Procedure categorie;2019;6;EU-document;*Alle*;*Alle*;*Alle*;590
2;Jaar, Maand, Procedure categorie;2019;7;EU-document;*Alle*;*Alle*;*Alle*;790
2;Jaar, Maand, Procedure categorie;2019;8;EU-document;*Alle*;*Alle*;*Alle*;680
2;Jaar, Maand, Procedure categorie;2019;9;EU-document;*Alle*;*Alle*;*Alle*;660
2;Jaar, Maand, Procedure categorie;2019;10;EU-document;*Alle*;*Alle*;*Alle*;990
2;Jaar, Maand, Procedure categorie;2019;11;EU-document;*Alle*;*Alle*;*Alle*;850
2;Jaar, Maand, Procedure categorie;2019;12;EU-document;*Alle*;*Alle*;*Alle*;680
3;Jaar, Procedure categorie, Verblijfscluster;2019;*Alle*;EU-document;Derdelanders;*Alle*;*Alle*;8530
3;Jaar, Procedure categorie, Verblijfscluster;2019;*Alle*;EU-document;EU-burgers;*Alle*;*Alle*;20
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;1;EU-document;Derdelanders;*Alle*;*Alle*;620
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;2;EU-document;Derdelanders;*Alle*;*Alle*;670
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;3;EU-document;Derdelanders;*Alle*;*Alle*;690
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;4;EU-document;Derdelanders;*Alle*;*Alle*;650
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;5;EU-document;Derdelanders;*Alle*;*Alle*;680
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;6;EU-document;Derdelanders;*Alle*;*Alle*;590
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;7;EU-document;Derdelanders;*Alle*;*Alle*;780
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;8;EU-document;Derdelanders;*Alle*;*Alle*;680
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;9;EU-document;Derdelanders;*Alle*;*Alle*;660
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;10;EU-document;Derdelanders;*Alle*;*Alle*;980
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;11;EU-document;Derdelanders;*Alle*;*Alle*;840
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2019;12;EU-document;Derdelanders;*Alle*;*Alle*;680
5;Jaar, Procedure categorie, Beslissing;2019;*Alle*;EU-document;*Alle*;Afwijzing;*Alle*;1600
5;Jaar, Procedure categorie, Beslissing;2019;*Alle*;EU-document;*Alle*;Inwilliging;*Alle*;6750
5;Jaar, Procedure categorie, Beslissing;2019;*Alle*;EU-document;*Alle*;Overig;*Alle*;190
6;Jaar, Maand, Procedure categorie, Beslissing;2019;1;EU-document;*Alle*;Afwijzing;*Alle*;150
6;Jaar, Maand, Procedure categorie, Beslissing;2019;1;EU-document;*Alle*;Inwilliging;*Alle*;460
6;Jaar, Maand, Procedure categorie, Beslissing;2019;1;EU-document;*Alle*;Overig;*Alle*;10
6;Jaar, Maand, Procedure categorie, Beslissing;2019;2;EU-document;*Alle*;Afwijzing;*Alle*;130
6;Jaar, Maand, Procedure categorie, Beslissing;2019;2;EU-document;*Alle*;Inwilliging;*Alle*;520
6;Jaar, Maand, Procedure categorie, Beslissing;2019;2;EU-document;*Alle*;Overig;*Alle*;20
6;Jaar, Maand, Procedure categorie, Beslissing;2019;3;EU-document;*Alle*;Afwijzing;*Alle*;110
6;Jaar, Maand, Procedure categorie, Beslissing;2019;3;EU-document;*Alle*;Inwilliging;*Alle*;560
6;Jaar, Maand, Procedure categorie, Beslissing;2019;3;EU-document;*Alle*;Overig;*Alle*;20
6;Jaar, Maand, Procedure categorie, Beslissing;2019;4;EU-document;*Alle*;Afwijzing;*Alle*;100
6;Jaar, Maand, Procedure categorie, Beslissing;2019;4;EU-document;*Alle*;Inwilliging;*Alle*;530
6;Jaar, Maand, Procedure categorie, Beslissing;2019;4;EU-document;*Alle*;Overig;*Alle*;20
6;Jaar, Maand, Procedure categorie, Beslissing;2019;5;EU-document;*Alle*;Afwijzing;*Alle*;130
6;Jaar, Maand, Procedure categorie, Beslissing;2019;5;EU-document;*Alle*;Inwilliging;*Alle*;530
6;Jaar, Maand, Procedure categorie, Beslissing;2019;5;EU-document;*Alle*;Overig;*Alle*;10
6;Jaar, Maand, Procedure categorie, Beslissing;2019;6;EU-document;*Alle*;Afwijzing;*Alle*;130
6;Jaar, Maand, Procedure categorie, Beslissing;2019;6;EU-document;*Alle*;Inwilliging;*Alle*;440
6;Jaar, Maand, Procedure categorie, Beslissing;2019;6;EU-document;*Alle*;Overig;*Alle*;10
6;Jaar, Maand, Procedure categorie, Beslissing;2019;7;EU-document;*Alle*;Afwijzing;*Alle*;160
