Nummer;Totaal van;Jaar;Maand;Opvangvorm;Verblijfsduur;Vergunninghouder;Land van herkomst;Aantal bezetting opvang
1;Jaar, Maand;2016;1;*Alle*;*Alle*;*Alle*;*Alle*;46890
1;Jaar, Maand;2016;2;*Alle*;*Alle*;*Alle*;*Alle*;45820
1;Jaar, Maand;2016;3;*Alle*;*Alle*;*Alle*;*Alle*;43620
1;Jaar, Maand;2016;4;*Alle*;*Alle*;*Alle*;*Alle*;41440
1;Jaar, Maand;2016;5;*Alle*;*Alle*;*Alle*;*Alle*;39050
1;Jaar, Maand;2016;6;*Alle*;*Alle*;*Alle*;*Alle*;36070
1;Jaar, Maand;2016;7;*Alle*;*Alle*;*Alle*;*Alle*;33880
1;Jaar, Maand;2016;8;*Alle*;*Alle*;*Alle*;*Alle*;32180
1;Jaar, Maand;2016;9;*Alle*;*Alle*;*Alle*;*Alle*;31120
1;Jaar, Maand;2016;10;*Alle*;*Alle*;*Alle*;*Alle*;30060
1;Jaar, Maand;2016;11;*Alle*;*Alle*;*Alle*;*Alle*;29050
1;Jaar, Maand;2016;12;*Alle*;*Alle*;*Alle*;*Alle*;26930
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;<3 mnd;Geen Vergunninghouder;*Alle*;60
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;>= 10 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;1-2 jaar;Geen Vergunninghouder;*Alle*;360
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;1-2 jaar;Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;2-3 jaar;Geen Vergunninghouder;*Alle*;230
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;3-4 jaar;Geen Vergunninghouder;*Alle*;240
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;3-6 mnd;Geen Vergunninghouder;*Alle*;60
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;4-5 jaar;Geen Vergunninghouder;*Alle*;210
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;5-6 jaar ;Geen Vergunninghouder;*Alle*;280
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;6-12 mnd;Geen Vergunninghouder;*Alle*;140
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;6-7 jaar;Geen Vergunninghouder;*Alle*;160
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;6-7 jaar;Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;7-8 jaar;Geen Vergunninghouder;*Alle*;70
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Gezinslocaties;8-9 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Opvang excl. onderdaklocaties;<3 mnd;Geen Vergunninghouder;*Alle*;14060
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2016;1;Opvang excl. onderdaklocaties;<3 mnd;Vergunninghouder;*Alle*;1840
