TYPE;BEHEERDER;STRAAT;X;Y;LONGITUDE;LATITUDE
Papierbak 50L.;Gemeente;Meindert Hobbemastraat;106436.181;427787.269;4.68257167098815;51.836557754093
Papierbak 50L.;Gemeente;Aert de Gelderstraat;106483.419;427895.228;4.68324188424439;51.8375321856935
Papierbak 50L.;Gemeente;Meindert Hobbemastraat;106443.076;427820.323;4.68266706868596;51.8368554402
Papierbak 50L.;Gemeente;Margriethof;107663.588;428209.324;4.70032171952343;51.8404565177811
Papierbak 50L.;Gemeente;Kastanjelaan;107828.812;428117.168;4.70273163795894;51.8396422026057
Papierbak 50L.;Gemeente;Lisdreef;107897.374;428122.453;4.70372571638904;51.8396954898073
Ondergrondse afvalcontainer;Gemeente;Jacob Marisstraat;106328.233;427902.861;4.68098925876843;51.8375872906575
Ondergrondse afvalcontainer;Gemeente;Jacob Marisstraat;106330.944;427901.248;4.68102881883943;51.8375730293507
Papierbak 50L.;Gemeente;Akeleizoom;107854.429;427924.688;4.70312955238334;51.8379143649636
Papierbak 50L.;Gemeente;Campanulahof;108042.321;427934.545;4.70585432360696;51.838018785836
Papierbak 50L.;Gemeente;Meelbeshof;107903.472;427777.432;4.70386115412982;51.8365949721224
Papierbak 50L.;Gemeente;Notenhof;107762.404;427933.123;4.70179321892581;51.8379824037763
Papierbak 50L.;Gemeente;Haagbeukhof;107457.183;427677.263;4.69739994385132;51.8356568541306
Papierbak 50L.;Gemeente;Berkenhof;107538.558;427631.11;4.69858687568348;51.8352489529423
Papierbak 50L.;Gemeente;Berkenhof;107558.908;427651.514;4.69887931734128;51.8354340715824
Papierbak 50L.;Gemeente;Espenhof;107764.535;427798.181;4.70184255708628;51.8367697321236
Papierbak 50L.;Gemeente;Espenhof;107787.6;427781.88;4.70217942044094;51.8366251694024
Papierbak 50L.;Gemeente;Espenhof;107762.434;427793.602;4.70181269969311;51.8367283986377
Papierbak 50L.;Gemeente;Wilgenhof;107841.311;427396.393;4.70301121311889;51.8331649664801
Papierbak 50L.;Gemeente;Ericahof;108208.162;427599.267;4.70830583701174;51.8350192371966
Geel oud;Gemeente;Ericahof;108205.112;427567.738;4.70826585070199;51.8347356002307
Papierbak 50L.;Gemeente;Duindoornhof;108397.092;427945.832;4.71100016146041;51.8381499440791
Papierbak 50L.;Gemeente;Duindoornhof;108396.424;427947.653;4.71099022419249;51.8381662554259
Papierbak 70L.;Gemeente;Jan van Goijenstraat;106699.808;427747.601;4.68640202113831;51.8362240770949
Papierbak 50L.;Gemeente;Frans van Mierisstraat;106602.537;427586.187;4.68501335486604;51.8347648812282
Papierbak 50L.;Gemeente;Anthonie van Dijckstraat;106578.76;427623.996;4.68466311194996;51.8351026453921
Papierbak 50L.;Gemeente;Jan van Goijenstraat;106761.603;427709.584;4.6873038622004;51.8358877224941
Papierbak 50L.;Gemeente;Gerard Dousingel;106855.653;427673.153;4.68867342840024;51.8355683965113
Papierbak 70L.;Gemeente;Jan van Goijenstraat;106667.738;427743.251;4.68593734675544;51.8361822058587
Papierbak 50L.;Gemeente;Jan Steenlaan;106407.321;427579.05;4.68218219344363;51.8346837883223
Papierbak 50L.;Gemeente;Gerard Dousingel;106641.407;427806.125;4.68554654265128;51.8367450339456
Papierbak 50L.;Gemeente;Govert Flinckstraat;106519.86;427585.439;4.68381399424517;51.8347509896462
Papierbak 50L.;Gemeente;Jan van Goijenstraat;106602.591;427738.955;4.68499277487713;51.8361379534679
Papierbak 50L.;Gemeente;Jan van Goijenstraat;106597.515;427741.963;4.68491871008183;51.8361645493615
Papierbak 50L.;Gemeente;Kokardebloem;107310.818;427197.382;4.69534257600881;51.831331234151
Papierbak 50L.;Gemeente;Kokardebloem;107317.803;427221.482;4.69544058608387;51.8315484398984
Papierbak 50L.;Gemeente;Jan Steenlaan;106569.983;427802.791;4.6845107550957;51.836708880632
Papierbak 50L.;Gemeente;Jan Steenlaan;106572.316;427806.733;4.68454405172833;51.836744513283
Papierbak 50L.;Gemeente;Jan van Goijenstraat;106628.634;427797.511;4.68536242976033;51.8366665060835
Papierbak 50L.;Gemeente;Jan van Goijenstraat;106624.847;427799.751;4.68530717308915;51.836686311105
Papierbak 50L.;Gemeente;Jan van Goijenstraat;106615.557;427742.354;4.68518041418689;51.8361696265948
Ondergrondse afvalcontainer;Gemeente;Kokardebloem;107357.022;427283.739;4.69600096110843;51.8321113484265
Papierbak 50L.;Gemeente;Rembrandtlaan;106585.601;427405.288;4.68479295415284;51.83313750647
Papierbak 50L.;Gemeente;Govert Flinckstraat;106461.217;427557.078;4.68296718834671;51.8344909909878
Papierbak 50L.;Gemeente;Jan Steenlaan;106440.668;427595.987;4.68266360934591;51.8348389163631
Papierbak 50L.;Gemeente;Burgemeester Keijzerweg;106881.233;427674.445;4.68904436645569;51.8355822128585
Ondergrondse afvalcontainer;Gemeente;Kokardebloem;107295.245;427179.698;4.69511909909943;51.8311709617833
Ondergrondse afvalcontainer;Gemeente;Kokardebloem;107297.862;427178.162;4.69515727485873;51.8311573797381
Papierbak 50L.;Gemeente;Kokardebloem;107290.4;427169.708;4.69505019090941;51.8310807584647
Papierbak 50L.;Gemeente;Vrijheer van Eslaan;106986.454;427160.979;4.69064215328578;51.8309762653157
Papierbak 50L.;Gemeente;Vrijheer van Eslaan;106973.875;427152.479;4.69046085343379;51.8308987866742
Papierbak 50L.;Gemeente;Kokardebloem;107304.222;427186.913;4.69524833181825;51.8312365762596
Papierbak 50L.;Gemeente;Kennedylaan;107309.665;426922.876;4.69536366639452;51.828863889227
Papierbak 50L.;Gemeente;Kennedylaan;107427.438;427220.429;4.69703118903402;51.8315483216245
Papierbak 50L.;Gemeente;Kennedylaan;107363.456;427073.722;4.69612320080208;51.8302242746428
Papierbak 50L.;Gemeente;Kennedylaan;107347.532;427165.47;4.69587957079708;51.8310475432713
Papierbak 50L.;Gemeente;Vrijheer van Eslaan;107187.173;426971.625;4.69358006747364;51.8292915743461
