nummer;gebied;onderwerp;aangemaakt;gewijzigd;buurt;geo_shape;locatie_ter_hoogte_van;wijkcode;stadsdeelcode_;wijknaam;stadsdeelnaam;geo_point_2d
990552488;4-Woensel-Zuid;6.1 Illegale stort;2019-03-04T19:18:00+00:00;2019-03-05T10:10:00+00:00;BU07721431;"{""coordinates"": [5.482127718906824, 51.45779265853218], ""type"": ""Point""}";Generaal Knooplaan 125;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.45779265853218, 5.482127718906824
990552444;6-Strijp;12.8 Bushokje;2019-03-04T14:56:00+00:00;2019-03-05T10:49:00+00:00;BU07721626;"{""coordinates"": [5.416190531600791, 51.462939198070316], ""type"": ""Point""}";Anthony Fokkerweg 150;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.462939198070316, 5.416190531600791
990552544;2-Stratum;14.2 Tegels en klinkers;2019-03-05T10:45:00+00:00;2019-03-05T10:53:00+00:00;BU07721217;"{""coordinates"": [5.481343567800107, 51.426556241638984], ""type"": ""Point""}";Alberdingk Thijmlaan;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.426556241638984, 5.481343567800107
990552538;1-Centrum;9.3 Zwerfvuil;2019-03-05T09:56:00+00:00;2019-03-05T11:00:00+00:00;BU07721611;"{""coordinates"": [5.468445991060411, 51.4359043323086], ""type"": ""Point""}";Julianastraat 39;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.4359043323086, 5.468445991060411
990552546;3-Tongelre;6.1 Illegale stort;2019-03-05T10:47:00+00:00;2019-03-05T11:12:00+00:00;BU07721328;"{""coordinates"": [5.531110029317026, 51.434236667902354], ""type"": ""Point""}";Orgelplein 14;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.434236667902354, 5.531110029317026
990552535;4-Woensel-Zuid;6.1 Illegale stort;2019-03-05T09:48:00+00:00;2019-03-05T11:13:00+00:00;BU07721412;"{""coordinates"": [5.475359757156919, 51.4475346718813], ""type"": ""Point""}";Kruisstraat 69;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.4475346718813, 5.475359757156919
990552542;3-Tongelre;6.1 Illegale stort;2019-03-05T10:34:00+00:00;2019-03-05T11:15:00+00:00;BU07721328;"{""coordinates"": [5.5236468658697895, 51.43310386079212], ""type"": ""Point""}";Kanaaldijk-Noord;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.43310386079212, 5.5236468658697895
990552466;1-Centrum;12.11 Overig;2019-03-04T16:45:00+00:00;2019-03-05T11:17:00+00:00;BU07721112;"{""coordinates"": [5.478105335077471, 51.43634618380287], ""type"": ""Point""}";Wal 2;11;1;Wijk Centrum;Stadsdeel Centrum;51.43634618380287, 5.478105335077471
990552554;3-Tongelre;6.1 Illegale stort;2019-03-05T11:11:00+00:00;2019-03-05T11:50:00+00:00;BU07721211;"{""coordinates"": [5.486733275234245, 51.434680983344386], ""type"": ""Point""}";Tongelresestraat 1;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.434680983344386, 5.486733275234245
990552571;1-Centrum;5.2 Graffiti op particulier eigendom;2019-03-05T12:19:00+00:00;2019-03-05T12:57:00+00:00;BU07721112;"{""coordinates"": [5.474658018822335, 51.43620677343604], ""type"": ""Point""}";Kleine Berg 63;11;1;Wijk Centrum;Stadsdeel Centrum;51.43620677343604, 5.474658018822335
990551455;7-Gestel;10.1 Riolering;2019-02-26T21:26:00+00:00;2019-03-14T13:16:00+00:00;BU07721711;"{""coordinates"": [5.4705688550097165, 51.4273636920345], ""type"": ""Point""}";Jan van Heelustraat 9;71;7;Wijk Rozenknopje;Stadsdeel Gestel;51.4273636920345, 5.4705688550097165
990551580;7-Gestel;12.7 Hekwerk;2019-02-27T12:39:00+00:00;2019-03-14T13:17:00+00:00;BU07721725;"{""coordinates"": [5.453340630665355, 51.419782997247296], ""type"": ""Point""}";Tinelstraat 100;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.419782997247296, 5.453340630665355
990551527;7-Gestel;12.5 Afvalbakken;2019-02-27T10:58:00+00:00;2019-03-14T13:17:00+00:00;BU07721724;"{""coordinates"": [5.462392848621312, 51.42276069595555], ""type"": ""Point""}";Bennekelstraat 15;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.42276069595555, 5.462392848621312
990552783;7 - Gestel;12.11 Overig;2019-03-06T13:49:00+00:00;2019-03-14T13:17:00+00:00;BU07721725;"{""coordinates"": [5.455835951507541, 51.41668279733112], ""type"": ""Point""}";Locatellistraat;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.41668279733112, 5.455835951507541
990552689;7-Gestel;12.5 Afvalbakken;2019-03-06T09:45:00+00:00;2019-03-14T13:17:00+00:00;BU07721721;"{""coordinates"": [5.455486812674324, 51.42560669535061], ""type"": ""Point""}";Schubertlaan 47;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.42560669535061, 5.455486812674324
990552099;4-Woensel-Zuid;14.2 Tegels en klinkers;2019-03-01T15:01:00+00:00;2019-03-15T11:12:00+00:00;BU07721435;"{""coordinates"": [5.494710727759754, 51.465403645228946], ""type"": ""Point""}";Remuslaan 52;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.465403645228946, 5.494710727759754
990551614;4-Woensel-Zuid;10.1 Riolering;2019-02-27T13:50:00+00:00;2019-03-15T11:13:00+00:00;BU07721435;"{""coordinates"": [5.494493756529849, 51.46025565097878], ""type"": ""Point""}";Aeneaslaan 34;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46025565097878, 5.494493756529849
990551474;10-Woensel-Noord 2;13.1 Straatverlichting;2019-02-27T07:27:00+00:00;2019-04-02T15:25:00+00:00;BU07721113;"{""coordinates"": [5.47451769945342, 51.44033018087172], ""type"": ""Point""}";Tondeldoos p1;11;1;Wijk Centrum;Stadsdeel Centrum;51.44033018087172, 5.47451769945342
990552889;10-Woensel-Noord 2;13.1 Straatverlichting;2019-03-07T09:00:00+00:00;2019-04-02T15:25:00+00:00;BU07721532;"{""coordinates"": [5.475511786135461, 51.47818533702762], ""type"": ""Point""}";Ronsepad p6;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.47818533702762, 5.475511786135461
770450220;5 - Woensel-Noord 1;4.2-Kapotte armaturen/aanrijdschades (openbare ver;2019-02-28T23:56:00+00:00;2019-04-02T15:25:00+00:00;BU07721511;"{""coordinates"": [5.448454112309108, 51.47342885497254], ""type"": ""Point""}";Atletieklaan p78;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47342885497254, 5.448454112309108
990552635;3-Tongelre;13.1 Straatverlichting;2019-03-05T17:03:00+00:00;2019-04-02T15:25:00+00:00;BU07721328;"{""coordinates"": [5.520966481998353, 51.437679768133364], ""type"": ""Point""}";Dirigentplein p14;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.437679768133364, 5.520966481998353
990552313;5-Woensel-Noord 1;13.1 Straatverlichting;2019-03-03T23:13:00+00:00;2019-04-02T15:25:00+00:00;BU07721512;"{""coordinates"": [5.452812072873869, 51.46449626175718], ""type"": ""Point""}";Di Cambioweg p1;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.46449626175718, 5.452812072873869
990503762;2-Stratum;6.1 Illegale stort;2018-06-25T20:30:00+00:00;2018-06-29T11:28:00+00:00;BU07721233;"{""coordinates"": [5.498976962139896, 51.426295687985075], ""type"": ""Point""}";St Adelbertuslaan 1;23;2;Wijk Putten;Stadsdeel Stratum;51.426295687985075, 5.498976962139896
990503895;2-Stratum;9.5 Bladafval;2018-06-26T14:20:00+00:00;2018-06-29T14:33:00+00:00;BU07721236;"{""coordinates"": [5.499757979489085, 51.4225646899255], ""type"": ""Point""}";Korianderstraat 2;23;2;Wijk Putten;Stadsdeel Stratum;51.4225646899255, 5.499757979489085
990504224;6-Strijp;12.11 Overig;2018-06-27T23:20:00+00:00;2018-06-29T15:46:00+00:00;BU07721625;"{""coordinates"": [5.4452021322312, 51.449034221376294], ""type"": ""Point""}";Diodehof;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.449034221376294, 5.4452021322312
990504339;5-Woensel-Noord 1;7.2 Aanhangers of caravans;2018-06-28T15:40:00+00:00;2018-06-30T11:01:00+00:00;BU07721513;"{""coordinates"": [5.463422155590856, 51.47447184626278], ""type"": ""Point""}";Reinaertlaan 37;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47447184626278, 5.463422155590856
990504102;4-Woensel-Zuid;7.9 Minicontainers staan te lang op straat;2018-06-27T12:17:00+00:00;2018-06-30T11:20:00+00:00;BU07721421;"{""coordinates"": [5.458736348750126, 51.4551063697589], ""type"": ""Point""}";Juliusstraat 21;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.4551063697589, 5.458736348750126
990503760;4-Woensel-Zuid;7.12 Overig;2018-06-25T20:17:00+00:00;2018-06-30T13:15:00+00:00;BU07721413;"{""coordinates"": [5.475025125988163, 51.44885840062958], ""type"": ""Point""}";Weverstraat 66;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44885840062958, 5.475025125988163
990504113;3-Tongelre;7.2 Aanhangers of caravans;2018-06-27T12:37:00+00:00;2018-06-30T13:27:00+00:00;BU07721333;"{""coordinates"": [5.522118060770863, 51.44296406220261], ""type"": ""Point""}";Heerkensveld 14;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.44296406220261, 5.522118060770863
990552083;6-Strijp;9.6 Straatvegen;2019-03-01T14:08:00+00:00;2019-03-05T14:17:00+00:00;BU07721635;"{""coordinates"": [5.402307998669662, 51.439404658601674], ""type"": ""Point""}";Waterfront;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.439404658601674, 5.402307998669662
990552609;5-Woensel-Noord 1;6.4 (Brom) fietswrak;2019-03-05T14:47:00+00:00;2019-03-05T14:50:00+00:00;BU07721531;"{""coordinates"": [5.4557205045374735, 51.48058364447851], ""type"": ""Point""}";Huizingalaan;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48058364447851, 5.4557205045374735
990551389;6-Strijp;12.1 Verkeersbord;2019-02-26T15:18:00+00:00;2019-03-05T15:04:00+00:00;BU07721612;"{""coordinates"": [5.464239748177642, 51.44242068203528], ""type"": ""Point""}";Annastraat 2;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44242068203528, 5.464239748177642
990552600;4-Woensel-Zuid;6.1 Illegale stort;2019-03-05T14:25:00+00:00;2019-03-05T15:24:00+00:00;BU07721411;"{""coordinates"": [5.4645347138671765, 51.44817567560915], ""type"": ""Point""}";Swammerdamstraat 14;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44817567560915, 5.4645347138671765
990552605;4-Woensel-Zuid;6.1 Illegale stort;2019-03-05T14:35:00+00:00;2019-03-05T15:26:00+00:00;BU07721410;"{""coordinates"": [5.470280759743902, 51.44400067817418], ""type"": ""Point""}";Roosje Vosstraat 34;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44400067817418, 5.470280759743902
990552614;6-Strijp;6.1 Illegale stort;2019-03-05T14:56:00+00:00;2019-03-05T15:29:00+00:00;BU07721624;"{""coordinates"": [5.4478616782036555, 51.44537568315607], ""type"": ""Point""}";Noord Brabantlaan 2;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.44537568315607, 5.4478616782036555
990552601;4-Woensel-Zuid;6.1 Illegale stort;2019-03-05T14:27:00+00:00;2019-03-05T15:31:00+00:00;BU07721411;"{""coordinates"": [5.465632723001626, 51.44728167586137], ""type"": ""Point""}";Nieuwlandstraat 14;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44728167586137, 5.465632723001626
990552599;4-Woensel-Zuid;6.1 Illegale stort;2019-03-05T14:22:00+00:00;2019-03-05T15:38:00+00:00;BU07721411;"{""coordinates"": [5.463342707986755, 51.44846967557295], ""type"": ""Point""}";Kraijenhoffstraat 62;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44846967557295, 5.463342707986755
990552570;4-Woensel-Zuid;6.1 Illegale stort;2019-03-05T12:15:00+00:00;2019-03-15T11:13:00+00:00;BU07721431;"{""coordinates"": [5.481805510549751, 51.45915645735076], ""type"": ""Point""}";Generaal de Collaertpad 13;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.45915645735076, 5.481805510549751
990551843;4-Woensel-Zuid;9.3 Zwerfvuil;2019-02-28T13:45:00+00:00;2019-03-15T11:13:00+00:00;BU07721422;"{""coordinates"": [5.463778352114252, 51.457212864295975], ""type"": ""Point""}";van Thienenlaan 118;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.457212864295975, 5.463778352114252
990552998;4-Woensel-Zuid;12.4 Paaltjes;2019-03-07T14:48:00+00:00;2019-03-15T11:13:00+00:00;BU07721423;"{""coordinates"": [5.458850623214109, 51.4591860646457], ""type"": ""Point""}";Alard du Hamelstraat 62;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.4591860646457, 5.458850623214109
990552359;3-Tongelre;13.1 Straatverlichting;2019-03-04T10:06:00+00:00;2019-04-02T15:25:00+00:00;BU07721335;"{""coordinates"": [5.524244223936536, 51.451916351507876], ""type"": ""Point""}";Krommenbeemd p22;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.451916351507876, 5.524244223936536
990551729;3-Tongelre;13.1 Straatverlichting;2019-02-28T00:37:00+00:00;2019-04-02T15:25:00+00:00;BU07721335;"{""coordinates"": [5.5232914238876525, 51.451198652562034], ""type"": ""Point""}";Brabis p6;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.451198652562034, 5.5232914238876525
990552876;6-Strijp;13.1 Straatverlichting;2019-03-06T22:20:00+00:00;2019-04-02T15:25:00+00:00;BU07721611;"{""coordinates"": [5.463967472131445, 51.43837798526114], ""type"": ""Point""}";Wouter Hollemanplein p6;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.43837798526114, 5.463967472131445
990551727;6-Strijp;13.1 Straatverlichting;2019-02-27T23:23:00+00:00;2019-04-02T15:25:00+00:00;BU07721633;"{""coordinates"": [5.415330861688176, 51.43797830592849], ""type"": ""Point""}";Grasland p6;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.43797830592849, 5.415330861688176
770450223;5 - Woensel-Noord 1;4.2-Kapotte armaturen/aanrijdschades (openbare ver;2019-02-28T23:56:00+00:00;2019-04-02T15:25:00+00:00;BU07721511;"{""coordinates"": [5.450347009402545, 51.47530045139819], ""type"": ""Point""}";Oude Bossche Baan p66;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47530045139819, 5.450347009402545
990551500;4-Woensel-Zuid;13.1 Straatverlichting;2019-02-27T09:55:00+00:00;2019-04-02T15:25:00+00:00;BU07721422;"{""coordinates"": [5.470784196217746, 51.454384165771394], ""type"": ""Point""}";Kloosterdreef p9(et) (mail RD);42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.454384165771394, 5.470784196217746
990553065;5-Woensel-Noord 1;13.1 Straatverlichting;2019-03-07T20:00:00+00:00;2019-04-02T15:25:00+00:00;BU07721521;"{""coordinates"": [5.4254466617814385, 51.47697237133108], ""type"": ""Point""}";Scheldestraat p5;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.47697237133108, 5.4254466617814385
990551320;3-Tongelre;13.1 Straatverlichting;2019-02-26T12:00:00+00:00;2019-04-02T15:25:00+00:00;BU07721322;"{""coordinates"": [5.518610654323812, 51.441709664777356], ""type"": ""Point""}";Hefveld p44;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.441709664777356, 5.518610654323812
990503744;6 - Strijp;13.1 Straatverlichting;2018-06-25T18:36:00+00:00;2018-07-02T10:17:00+00:00;BU07721636;"{""coordinates"": [5.392391350526413, 51.44000542486897], ""type"": ""Point""}";Park Forum p39 (et);63;6;Wijk Meerhoven;Stadsdeel Strijp;51.44000542486897, 5.392391350526413
990504128;7-Gestel;6.4 (Brom) fietswrak;2018-06-27T13:27:00+00:00;2018-07-02T11:29:00+00:00;BU07721725;"{""coordinates"": [5.446571929314931, 51.418470810223226], ""type"": ""Point""}";Gagelboschplein 509;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.418470810223226, 5.446571929314931
990503770;2-Stratum;14.2 Tegels en klinkers;2018-06-25T21:51:00+00:00;2018-07-02T12:33:00+00:00;BU07721237;"{""coordinates"": [5.501988374115268, 51.417246862761885], ""type"": ""Point""}";Floralaan Oost 94;23;2;Wijk Putten;Stadsdeel Stratum;51.417246862761885, 5.501988374115268
990504281;2-Stratum;1.1 Afvalbak;2018-06-28T12:38:00+00:00;2018-07-02T12:50:00+00:00;BU07721223;"{""coordinates"": [5.48044920982046, 51.423040593186734], ""type"": ""Point""}";Ton Smitspark 171;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.423040593186734, 5.48044920982046
990503863;1-Centrum;6.1 Illegale stort;2018-06-26T13:13:00+00:00;2018-07-02T12:59:00+00:00;BU07721111;"{""coordinates"": [5.476837820274905, 51.438133681897], ""type"": ""Point""}";Krabbendampad 107;11;1;Wijk Centrum;Stadsdeel Centrum;51.438133681897, 5.476837820274905
990504364;7-Gestel;7.2 Aanhangers of caravans;2018-06-28T19:00:00+00:00;2018-07-02T13:05:00+00:00;BU07721731;"{""coordinates"": [5.43842557868777, 51.4226895995379], ""type"": ""Point""}";Nijenrode 139;73;7;Wijk Gestelse Ontginning;Stadsdeel Gestel;51.4226895995379, 5.43842557868777
990503716;10-Woensel-Noord 2;9.1 Onkruidbeheer;2018-06-25T16:56:00+00:00;2018-07-02T13:31:00+00:00;BU07721514;"{""coordinates"": [5.4746384027926265, 51.47338204247816], ""type"": ""Point""}";Grevenmacherhof 15;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47338204247816, 5.4746384027926265
990504221;5-Woensel-Noord 1;9.6 Straatvegen;2018-06-27T22:57:00+00:00;2018-07-02T15:54:00+00:00;BU07721523;"{""coordinates"": [5.437062449685662, 51.48589865447109], ""type"": ""Point""}";Fransebaan 511;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48589865447109, 5.437062449685662
990504080;5-Woensel-Noord 1;10.4 Vijvers en waterpartijen;2018-06-27T11:32:00+00:00;2018-07-02T17:03:00+00:00;BU07721513;"{""coordinates"": [5.468856606843316, 51.46815465025002], ""type"": ""Point""}";Maurits Lijnslagerstraat 34;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.46815465025002, 5.468856606843316
990552755;4-Woensel-Zuid;6.1 Illegale stort;2019-03-06T12:17:00+00:00;2019-03-15T11:13:00+00:00;BU07721414;"{""coordinates"": [5.478505753836092, 51.44989166836882], ""type"": ""Point""}";Loondermolen 27;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44989166836882, 5.478505753836092
990552223;5-Woensel-Noord 1;1.1 Afvalbak;2019-03-02T16:25:00+00:00;2019-03-15T13:09:00+00:00;BU07721522;"{""coordinates"": [5.452652492900393, 51.48151664564044], ""type"": ""Point""}";Bretagnehof 27;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48151664564044, 5.452652492900393
990551880;5-Woensel-Noord 1;12.5 Afvalbakken;2019-02-28T14:56:00+00:00;2019-03-15T13:09:00+00:00;BU07721523;"{""coordinates"": [5.447022476118297, 51.48207464884678], ""type"": ""Point""}";Bordeauxlaan 114;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48207464884678, 5.447022476118297
990551271;5-Woensel-Noord 1;12.1 Verkeersbord;2019-02-26T09:00:00+00:00;2019-03-15T13:09:00+00:00;BU07721524;"{""coordinates"": [5.443633664268479, 51.49076949163152], ""type"": ""Point""}";Fransebaan 224;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.49076949163152, 5.443633664268479
990553004;5-Woensel-Noord 1;2.1 Bomen;2019-03-07T15:19:00+00:00;2019-03-15T13:09:00+00:00;BU07721521;"{""coordinates"": [5.438958490828609, 51.4734856617789], ""type"": ""Point""}";Marten Frans Elkerboutlaan 2;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.4734856617789, 5.438958490828609
990552345;5 - Woensel-Noord 1;10.1 Riolering;2019-03-04T09:27:00+00:00;2019-03-15T13:09:00+00:00;BU07721434;"{""coordinates"": [5.491962753263026, 51.45886525362037], ""type"": ""Point""}";Priamuslaan;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.45886525362037, 5.491962753263026
990534997;2-Stratum;6.1 Illegale stort;2018-12-01T13:09:00+00:00;2018-12-03T14:34:00+00:00;BU07721237;"{""coordinates"": [5.49909898334913, 51.42008169179114], ""type"": ""Point""}";Laurierplein 26;23;2;Wijk Putten;Stadsdeel Stratum;51.42008169179114, 5.49909898334913
990535234;2-Stratum;1.3 Ondergrondse afvalcontainer;2018-12-03T09:48:00+00:00;2018-12-03T14:35:00+00:00;BU07721237;"{""coordinates"": [5.500094989088914, 51.419307691976194], ""type"": ""Point""}";Lavendellaan 117;23;2;Wijk Putten;Stadsdeel Stratum;51.419307691976194, 5.500094989088914
990535349;3-Tongelre;6.1 Illegale stort;2018-12-03T14:11:00+00:00;2018-12-03T14:42:00+00:00;BU07721333;"{""coordinates"": [5.522090943818508, 51.446277658879495], ""type"": ""Point""}";Daalakkersweg 16;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.446277658879495, 5.522090943818508
990535163;4-Woensel-Zuid;6.1 Illegale stort;2018-12-02T19:31:00+00:00;2018-12-03T14:56:00+00:00;BU07721411;"{""coordinates"": [5.466234112518624, 51.44928947345737], ""type"": ""Point""}";Peperstraat 2;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44928947345737, 5.466234112518624
990534657;3-Tongelre;9.3 Zwerfvuil;2018-11-29T09:49:00+00:00;2018-12-03T15:09:00+00:00;BU07721311;"{""coordinates"": [5.496539921288571, 51.44167553058829], ""type"": ""Point""}";Parklaan 32;31;3;Wijk De Laak;Stadsdeel Tongelre;51.44167553058829, 5.496539921288571
990535269;5-Woensel-Noord 1;6.1 Illegale stort;2018-12-03T11:06:00+00:00;2018-12-03T15:11:00+00:00;BU07721522;"{""coordinates"": [5.449019477889436, 51.48314064640911], ""type"": ""Point""}";Perpignanlaan;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48314064640911, 5.449019477889436
990534462;2 - Stratum;12.1 Verkeersbord;2018-11-28T08:21:00+00:00;2018-12-07T10:56:00+00:00;BU07721726;"{""coordinates"": [5.475477603526591, 51.4245609014428], ""type"": ""Point""}";Boutenslaan;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.4245609014428, 5.475477603526591
990535290;2-Stratum;6.1 Illegale stort;2018-12-03T12:05:00+00:00;2018-12-07T10:56:00+00:00;BU07721211;"{""coordinates"": [5.487915083901262, 51.434007583563364], ""type"": ""Point""}";Geldropseweg 42;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.434007583563364, 5.487915083901262
990534666;2-Stratum;12.1 Verkeersbord;2018-11-29T10:37:00+00:00;2018-12-07T10:56:00+00:00;BU07721211;"{""coordinates"": [5.486434259083088, 51.437489180248605], ""type"": ""Point""}";Havenstraat;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.437489180248605, 5.486434259083088
990534829;2-Stratum;10.2 Putten of kolken;2018-11-30T10:47:00+00:00;2018-12-07T10:58:00+00:00;BU07721222;"{""coordinates"": [5.488404356894352, 51.4177400957875], ""type"": ""Point""}";Kortonjolaan 54;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.4177400957875, 5.488404356894352
990535481;2-Stratum;10.1 Riolering;2018-12-04T10:50:00+00:00;2018-12-07T10:58:00+00:00;BU07721214;"{""coordinates"": [5.4998869557274, 51.42842868668894], ""type"": ""Point""}";Geldropseweg 170B;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.42842868668894, 5.4998869557274
990535279;2-Stratum;10.1 Riolering;2018-12-03T11:51:00+00:00;2018-12-07T10:58:00+00:00;BU07721223;"{""coordinates"": [5.483799228181463, 51.4212650938722], ""type"": ""Point""}";Poelhekkelaan 6;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.4212650938722, 5.483799228181463
990534564;2-Stratum;10.1 Riolering;2018-11-28T14:45:00+00:00;2018-12-07T10:58:00+00:00;BU07721211;"{""coordinates"": [5.495316011925281, 51.4340117823998], ""type"": ""Point""}";Gabriel Metsulaan 13;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.4340117823998, 5.495316011925281
990535447;4-Woensel-Zuid;10.1 Riolering;2018-12-03T23:15:00+00:00;2018-12-07T12:07:00+00:00;BU07721424;"{""coordinates"": [5.465349009539542, 51.46522415507422], ""type"": ""Point""}";Willem Rosestraat 7;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.46522415507422, 5.465349009539542
990535311;2-Stratum;14.1 Asfalt;2018-12-03T12:40:00+00:00;2018-12-07T12:41:00+00:00;BU07721211;"{""coordinates"": [5.501651547320428, 51.43182218324796], ""type"": ""Point""}";Geldropseweg 191;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.43182218324796, 5.501651547320428
990535027;6-Strijp;14.2 Tegels en klinkers;2018-12-01T16:14:00+00:00;2018-12-07T14:41:00+00:00;BU07721633;"{""coordinates"": [5.424309704111856, 51.431939703080594], ""type"": ""Point""}";Sliffertsestraat 403;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.431939703080594, 5.424309704111856
990535749;3-Tongelre;6.4 (Brom) fietswrak;2018-12-05T20:15:00+00:00;2018-12-07T17:02:00+00:00;BU07721333;"{""coordinates"": [5.512619911085177, 51.445905662790146], ""type"": ""Point""}";Hofstraat;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.445905662790146, 5.512619911085177
990534919;4-Woensel-Zuid;7.3 Hondenoverlast;2018-11-30T16:55:00+00:00;2018-12-07T17:21:00+00:00;BU07721412;"{""coordinates"": [5.468764308810534, 51.451129770663876], ""type"": ""Point""}";Van Speijkstraat 69;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.451129770663876, 5.468764308810534
990534649;5-Woensel-Noord 1;13.1 Straatverlichting;2018-11-29T08:14:00+00:00;2019-01-11T09:33:00+00:00;BU07721513;"{""coordinates"": [5.468851993254836, 51.47095934695453], ""type"": ""Point""}";Koning Arthurlaan /DE WOMB p6;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47095934695453, 5.468851993254836
990535258;5-Woensel-Noord 1;13.1 Straatverlichting;2018-12-03T10:40:00+00:00;2019-01-11T09:33:00+00:00;BU07721513;"{""coordinates"": [5.46613356598198, 51.47416204465326], ""type"": ""Point""}";Elckerlyclaan p2;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47416204465326, 5.46613356598198
990535051;3-Tongelre;13.1 Straatverlichting;2018-12-02T00:05:00+00:00;2019-01-11T09:33:00+00:00;BU07721321;"{""coordinates"": [5.506137518340436, 51.44047167178572], ""type"": ""Point""}";Jan Tooropstraat p2;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.44047167178572, 5.506137518340436
990534941;5-Woensel-Noord 1;13.1 Straatverlichting;2018-11-30T18:56:00+00:00;2019-01-11T09:33:00+00:00;BU07721521;"{""coordinates"": [5.433595057499339, 51.480379360334254], ""type"": ""Point""}";Vliststraat p8;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.480379360334254, 5.433595057499339
