Id;Titel kunstwerk;Achternaam Kunstenaar;Voornaam Kunstenaar;Tussenvoegsel Kunstenaar;Jaartal;Wijk;Adres;Materiaal 1;Materiaal 2;Materiaal 3;Materiaal 4;Materiaal 5;Coordinaten breedte;Coordinaten lengte;Omschrijving;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;
2187;Fietser op één wiel;Kingma (-2013);Paul;;1967;West/De Hoef III en IV;Tooroplaan 1;"Brons";;;;;52,62714827666518;4,7248587753936135;"";http://beheer.kunstwacht.nl/cache/1/b/e/1be54ee8a09cec640166e47f3c615e2c_700_540.jpg;;;;;
2188;Zonder titel (muurdecoratie);Mantje;Hans;;1969;Overdie/Overdie Oost;Lorreinenlaan 25;"Keramiek";;;;;52,6167723;4,7559919;"";http://beheer.kunstwacht.nl/cache/b/b/e/bbe428cb88a25d5ba60e713e9cf2d851_700_540.jpg;;;;;
2190;Jonas 3, de terugkeer op de aarde - redding;Kingma (-2013);Paul;;1970;Zuid/Kooimeer;Heilooerdijk 136;"Brons";;;;;52,619621056527784;4,742513000965118;"&lt;p&gt;Bronzen beeld uit de serie ''Jonas in de Walvis''.&lt;/p&gt;";http://beheer.kunstwacht.nl/cache/3/3/8/338930b4cc66cb933d0561a71d41910b_700_540.jpg;;;;;
2191;Paard;Sterk;Gabriel;;1970;Zuid/Dillenburg-Stadshouderskwartier;Heilooerdijk 136;"Brons";;;;;52,6191576;4,7428320;"";http://beheer.kunstwacht.nl/cache/6/3/e/63e6edac1dbce666dec99302dc53fd41_700_540.jpg;;;;;
2193;Zonnewijzer;Visser;J.A.;;1973;Centrum/Binnenstad West;Langestraat 93-97;"Staal";"Verf";;;;52,631786614767755;4,745723605155945;"";http://beheer.kunstwacht.nl/cache/d/d/0/dd09dd808c94295339b1178b4bff7344_700_540.jpg;;;;;
2194;Kalkoen;Sterk;Gabriel;;1972;Huiswaard en Vroonermeer/Huiswaard 1 Zuid;Tochtwaard 22;"Brons";;;;;52,6417304;4,7548301;"";http://beheer.kunstwacht.nl/cache/9/1/f/91fe335c1d3c430669fe8c4516253b28_700_540.jpg;;;;;
2195;Zonder titel (figuratieve plastiek);Graaf;J.;de;1973;Huiswaard en Vroonermeer/Huiswaard 1 Zuid;Drechterwaard 7-9;"Beton";"Hout";"Moza&iuml;ek";;;52,64197388000765;4,751067169311455;"&lt;p&gt;Jules Verne School&lt;/p&gt;";http://beheer.kunstwacht.nl/cache/b/5/8/b58d5575a0e226bfbc4c1557fdf9839d_700_540.jpg;http://beheer.kunstwacht.nl/cache/5/c/8/5c8bcba1431648e66c5efda7309cf66b_700_540.jpg;http://beheer.kunstwacht.nl/cache/3/4/4/344e7496d06dda15e64c1a7b6eece0a1_700_540.jpg;http://beheer.kunstwacht.nl/cache/3/7/f/37f4fdd3a63c8e820cfebc0b65515a4b_700_540.jpg;;
2196;Het Gezin;Bayens;Hans;;1978;West/De Hoef III en IV;Aert de Gelderlaan t.o. nr: 80;"Brons";;;;;52,631083344832525;4,722919464111328;"&lt;p&gt;Het beeld 'Het Gezin' is van brons en is 2,5 meter hoog. Beeldhouwer Hans Bayens kreeg in 1976 de opdracht die in het kader van de 'verfraaiing' van de nieuwe wijk De Hoef werd gegeven. Het beeld maakt deel uit van het parkje waarin het is geplaatst. Het parkje is ontworpen als publieke verblijfplaats voor buurtbewoners. Bij het ontwerp van dit deel van de openbare ruimte is door de gemeente Alkmaar een uitgebreide inspraakprocedure gevolgd. Tussen het eerste idee en de onthulling van het beeld (en het parkje) zat 10 jaar.&lt;/p&gt;";http://beheer.kunstwacht.nl/cache/0/3/a/03afface3333f135e01f7ef708e52c48_700_540.jpg;;;;;
2198;Nautilusschelp met Inktvis;Leeden;Gerard;van der;1977;Huiswaard en Vroonermeer/Huiswaard 2 Oost;Slochterwaard 179-180;"Beton";"Gegoten";;;;52,6460851780218;4,763567303249374;"";http://beheer.kunstwacht.nl/cache/8/9/a/89a145100695b47245506bd98279d1c3_700_540.jpg;;;;;
2202;Man met kalf;Bolhuis;Gerrit;;1955;Centrum/Binnenstad West;Clarissenbolwerk ;"Brons";;;;;52,6338687;4,7419570;"";http://beheer.kunstwacht.nl/cache/d/5/6/d5681656d5d95c684d7da25b520e1ed0_700_540.jpg;;;;;
