AreaManagerId,AreaId,StartDatePaymentMethod,PaymentMethod,PaymentAtExit,PaymentAtPaystation,EndDatePaymentMethod
988,988_STAT,20141001000000,PIN,0,0,
2449,14_EBORG,20161221171924,VPay,0,1,
988,988_STAD,20141001000000,CASH,0,0,
988,988_KROM,20141001000000,CASH,0,0,
988,988_KROM,20141001000000,PIN,0,0,
2449,14_EBORG,20161221171924,Banknotes,0,1,
2449,14_EBORG,20161221171924,Visa,0,1,
988,988_URSULI,20141001000000,CREDITCARD,0,0,
988,988_BEEKP,20141001000000,CASH,1,0,
988,988_CENT,20141001000000,CHIPKNIP,0,0,
2449,14_EBORG,20161221171924,MasterCard,0,1,
988,988_CENT,20141001000000,CASH,0,0,
2449,14_EBORG,20161221171924,AMEX,0,1,
2449,14_EBORG,20161221171924,Maestro,0,1,
2449,14_EBORG,20161221171924,Coins,0,1,
505,505_ACHT,20161116221000,Banknotes,0,1,
505,505_ACHT,20161116221000,Coins,0,1,
14,PGD,20190624161515,VPay,0,1,
988,988_STAD,20141001000000,CREDITCARD,0,0,
988,988_WALBUR,20141001000000,CHIPKNIP,0,0,
988,988_WALBUR,20141001000000,CREDITCARD,0,0,
988,988_WALBUR,20141001000000,CASH,0,0,
713,713_HPOLDE,20141101000000,MAESTRO,0,0,
988,988_STAT,20141001000000,CREDITCARD,0,0,
713,713_HPOLDE,20141101000000,COINS,0,0,
988,988_URSULI,20141001000000,PIN,0,0,
988,988_BEEKP,20141001000000,PIN,1,0,
988,988_STAT,20141001000000,CHIPKNIP,0,0,
988,988_URSULI,20141001000000,CASH,0,0,
988,988_KROM,20141001000000,CREDITCARD,0,0,
988,988_CENT,20141001000000,CREDITCARD,0,0,
988,988_BEEKP,20141001000000,CREDITCARD,1,0,
988,988_CENT,20141001000000,PIN,0,0,
988,988_STAT,20141001000000,CASH,0,0,
988,988_STAD,20141001000000,CHIPKNIP,0,0,
988,988_KROM,20141001000000,CHIPKNIP,0,0,
988,988_WALBUR,20141001000000,PIN,0,0,
988,988_BEEKP,20141001000000,CHIPKNIP,1,0,
