Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Beslissing;Aantal beslissingen
1;Jaar;2019;*Alle*;*Alle*;*Alle*;*Alle*;*Alle*;140840
2;Jaar, Maand;2019;1;*Alle*;*Alle*;*Alle*;*Alle*;6650
2;Jaar, Maand;2019;2;*Alle*;*Alle*;*Alle*;*Alle*;5790
2;Jaar, Maand;2019;3;*Alle*;*Alle*;*Alle*;*Alle*;48210
2;Jaar, Maand;2019;4;*Alle*;*Alle*;*Alle*;*Alle*;6030
2;Jaar, Maand;2019;5;*Alle*;*Alle*;*Alle*;*Alle*;8090
2;Jaar, Maand;2019;6;*Alle*;*Alle*;*Alle*;*Alle*;10130
2;Jaar, Maand;2019;7;*Alle*;*Alle*;*Alle*;*Alle*;14690
2;Jaar, Maand;2019;8;*Alle*;*Alle*;*Alle*;*Alle*;8150
2;Jaar, Maand;2019;9;*Alle*;*Alle*;*Alle*;*Alle*;5980
2;Jaar, Maand;2019;10;*Alle*;*Alle*;*Alle*;*Alle*;12370
2;Jaar, Maand;2019;11;*Alle*;*Alle*;*Alle*;*Alle*;7260
2;Jaar, Maand;2019;12;*Alle*;*Alle*;*Alle*;*Alle*;7490
3;Jaar, Procedure categorie;2019;*Alle*;TEV;*Alle*;*Alle*;*Alle*;61360
3;Jaar, Procedure categorie;2019;*Alle*;VVR;*Alle*;*Alle*;*Alle*;79470
4;Jaar, Maand, Procedure categorie;2019;1;TEV;*Alle*;*Alle*;*Alle*;4160
4;Jaar, Maand, Procedure categorie;2019;1;VVR;*Alle*;*Alle*;*Alle*;2490
4;Jaar, Maand, Procedure categorie;2019;2;TEV;*Alle*;*Alle*;*Alle*;3690
4;Jaar, Maand, Procedure categorie;2019;2;VVR;*Alle*;*Alle*;*Alle*;2100
4;Jaar, Maand, Procedure categorie;2019;3;TEV;*Alle*;*Alle*;*Alle*;4080
4;Jaar, Maand, Procedure categorie;2019;3;VVR;*Alle*;*Alle*;*Alle*;44130
4;Jaar, Maand, Procedure categorie;2019;4;TEV;*Alle*;*Alle*;*Alle*;3830
4;Jaar, Maand, Procedure categorie;2019;4;VVR;*Alle*;*Alle*;*Alle*;2200
4;Jaar, Maand, Procedure categorie;2019;5;TEV;*Alle*;*Alle*;*Alle*;5410
4;Jaar, Maand, Procedure categorie;2019;5;VVR;*Alle*;*Alle*;*Alle*;2690
4;Jaar, Maand, Procedure categorie;2019;6;TEV;*Alle*;*Alle*;*Alle*;7230
4;Jaar, Maand, Procedure categorie;2019;6;VVR;*Alle*;*Alle*;*Alle*;2900
4;Jaar, Maand, Procedure categorie;2019;7;TEV;*Alle*;*Alle*;*Alle*;10260
4;Jaar, Maand, Procedure categorie;2019;7;VVR;*Alle*;*Alle*;*Alle*;4430
4;Jaar, Maand, Procedure categorie;2019;8;TEV;*Alle*;*Alle*;*Alle*;5120
4;Jaar, Maand, Procedure categorie;2019;8;VVR;*Alle*;*Alle*;*Alle*;3030
4;Jaar, Maand, Procedure categorie;2019;9;TEV;*Alle*;*Alle*;*Alle*;3630
4;Jaar, Maand, Procedure categorie;2019;9;VVR;*Alle*;*Alle*;*Alle*;2350
4;Jaar, Maand, Procedure categorie;2019;10;TEV;*Alle*;*Alle*;*Alle*;4250
4;Jaar, Maand, Procedure categorie;2019;10;VVR;*Alle*;*Alle*;*Alle*;8120
4;Jaar, Maand, Procedure categorie;2019;11;TEV;*Alle*;*Alle*;*Alle*;4680
4;Jaar, Maand, Procedure categorie;2019;11;VVR;*Alle*;*Alle*;*Alle*;2580
4;Jaar, Maand, Procedure categorie;2019;12;TEV;*Alle*;*Alle*;*Alle*;5030
4;Jaar, Maand, Procedure categorie;2019;12;VVR;*Alle*;*Alle*;*Alle*;2450
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Arbeid regulier;*Alle*;*Alle*;2930
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Arbeid tijdelijk;*Alle*;*Alle*;670
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Bijzonder verblijf;*Alle*;*Alle*;60
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Brexit;*Alle*;*Alle*;47350
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Humanitair niet-tijdelijk;*Alle*;*Alle*;2850
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Humanitair tijdelijk;*Alle*;*Alle*;980
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Kennis en talent;*Alle*;*Alle*;21390
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Studie;*Alle*;*Alle*;20630
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Uitwisseling;*Alle*;*Alle*;3660
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Verblijf als familie- of gezinslid;*Alle*;*Alle*;40320
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Arbeid regulier;*Alle*;*Alle*;180
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Arbeid tijdelijk;*Alle*;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Humanitair niet-tijdelijk;*Alle*;*Alle*;50
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Humanitair tijdelijk;*Alle*;*Alle*;80
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Kennis en talent;*Alle*;*Alle*;1940
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Studie;*Alle*;*Alle*;950
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Uitwisseling;*Alle*;*Alle*;240
6;Jaar, Maand, Verblijfscluster;2019;1;*Alle*;Verblijf als familie- of gezinslid;*Alle*;*Alle*;3140
6;Jaar, Maand, Verblijfscluster;2019;2;*Alle*;Arbeid regulier;*Alle*;*Alle*;200
6;Jaar, Maand, Verblijfscluster;2019;2;*Alle*;Arbeid tijdelijk;*Alle*;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2019;2;*Alle*;Humanitair niet-tijdelijk;*Alle*;*Alle*;40
6;Jaar, Maand, Verblijfscluster;2019;2;*Alle*;Humanitair tijdelijk;*Alle*;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2019;2;*Alle*;Kennis en talent;*Alle*;*Alle*;1700
