FID,folder,name,latitude,longitude,group_,urlbig,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2008_12.1,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}178,51.75977,5.292109,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}178.jpg,148434.8166,419013.001,,,POINT (148434.81700000167 419013.0009999983)
zn_helicopterfotos_2008_12.2,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}179,51.75956,5.291893,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}179.jpg,148419.8735,418989.6571,,,POINT (148419.8740000017 418989.6570000015)
zn_helicopterfotos_2008_12.3,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}180,51.75896,5.291166,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}180.jpg,148369.5935,418922.9707,,,POINT (148369.5940000005 418922.97100000083)
zn_helicopterfotos_2008_12.4,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}181,51.75859,5.29063,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}181.jpg,148332.533,418881.8556,,,POINT (148332.53299999982 418881.85599999875)
zn_helicopterfotos_2008_12.5,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}182,51.75721,5.287854,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}182.jpg,148140.6646,418728.5828,,,POINT (148140.6649999991 418728.58300000057)
zn_helicopterfotos_2008_12.6,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}183,51.75679,5.286897,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}183.jpg,148074.5256,418681.9466,,,POINT (148074.52600000054 418681.9470000006)
zn_helicopterfotos_2008_12.7,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}184,51.75627,5.285645,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}184.jpg,147988.0016,418624.2143,,,POINT (147988.00200000033 418624.21400000155)
zn_helicopterfotos_2008_12.8,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}185,51.75615,5.285334,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}185.jpg,147966.5099,418610.8938,,,POINT (147966.51000000164 418610.89400000125)
zn_helicopterfotos_2008_12.9,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}186,51.75548,5.283475,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}186.jpg,147838.0487,418536.5348,,,POINT (147838.04899999872 418536.53500000015)
zn_helicopterfotos_2008_12.10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12,jvh-a2_db-seqn}187,51.75478,5.281186,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-12/jvh-a2_db-seqn}187.jpg,147679.8885,418458.8845,,,POINT (147679.88899999857 418458.8839999996)
