AANTAL_ARMATUREN,MAST_AANSLUITKASTJETYPE,MAST_BEREIKBAARHEID,MAST_CONSERVERINGSMETHODE,MAST_HOOGTE,MAST_KLEUR,MAST_NUMMER,MAST_PLAATSINGSDATUM,MAST_TYPE,MAST_VERFDATUM,PLAATS,STRAAT,WIJK
1,Weidmuller klemmen,Normaal,,4,,001 011001,19880801000000,"127021 Staal gegalvaniseerd 04,0m con.",,Heerjansdam,'t Achterom,Heerjansdam
1,Weidmuller klemmen,Normaal,,4,,002 011001,19880801000000,"127021 Staal gegalvaniseerd 04,0m con.",,Heerjansdam,'t Achterom,Heerjansdam
1,Gesloten aansluitkast,Ladder,,3,,003 011001,20030801000000,Aluminium 3.0m Con. top60,,Heerjansdam,'t Achterom,Heerjansdam
1,Gesloten aansluitkast,Ladder,,3,,004 011001,20030801000000,Aluminium 3.0m Con. top60,,Heerjansdam,'t Achterom,Heerjansdam
1,Eleq LS-94 5L2402/ 2303,Normaal,,3.5,,001 000019,20161220000000,"127015 Staal gegalvaniseerd 03,5m",,Zwijndrecht,'t Anker,Walburg
1,Weidmuller klemmen,Normaal,,3.5,,002 000019,19990501000000,Aluminium 3.5m Con top60,,Zwijndrecht,'t Anker,Walburg
1,Gesloten aansluitkast,Normaal,,4,,003 000019,20110608000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,'t Anker,Walburg
1,Weidmuller klemmen,Ladder,,3.5,,003A000019,19871001000000,Aluminium 3.5m Con top60,,Zwijndrecht,'t Anker,Walburg
1,Eleq LS-94 5L2402/ 2303,Normaal,,4,,001 011014,20181210000000,127288 Aluminium 4.0m con HDPE,,Heerjansdam,'t Fort,Heerjansdam
1,Weidmuller klemmen,Normaal,,3.5,,002 011014,20000101000000,Aluminium 3.5m Con top60,,Heerjansdam,'t Fort,Heerjansdam
1,Weidmuller klemmen,Normaal,,3.5,,003 011014,20000101000000,Aluminium 3.5m Con top60,,Heerjansdam,'t Fort,Heerjansdam
1,Weidmuller klemmen,Normaal,,3.5,,004 011014,20000101000000,Aluminium 3.5m Con top60,,Heerjansdam,'t Fort,Heerjansdam
1,Weidmuller klemmen,Ladder,,3,,005 011014,20000101000000,Aluminium 3.0m Con. top60,,Heerjansdam,'t Fort,Heerjansdam
1,Weidmuller klemmen,Ladder,,3,,006 011014,20000101000000,Aluminium 3.0m Con. top60,,Heerjansdam,'t Fort,Heerjansdam
1,Gesloten aansluitkast,Ladder,,4,,001 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Eleq LS-94 5L2402/ 2303,Ladder,,4,,002 000027,20180714000000,"127021 Staal gegalvaniseerd 04,0m con.",,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,003 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,004 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,005 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,006 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,007 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,008 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Ladder,,4,,009 000027,20031201000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Normaal,,6,,010 000027,20110714000000,127296 Aluminium 6.0m con. UE 750mm,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Normaal,,6,,011 000027,20110714000000,127296 Aluminium 6.0m con. UE 750mm,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Gesloten aansluitkast,Normaal,,6,,012 000027,20110714000000,127296 Aluminium 6.0m con. UE 750mm,,Zwijndrecht,A.F. de Savornin Lohmanplantsoen,Walburg
1,Open coupse,Normaal,,4,,001 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,002 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,003 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,004 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,005 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,006 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Ladder,,4,,007 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Ladder,,4,,008 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,009 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,010 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,011 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,012 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
1,Open coupse,Normaal,,4,,013 000035,19991001000000,Aluminium 4.0m zonder MVB,,Zwijndrecht,Aalbersestraat.,Walburg
