FID,OVW_STARTDATUM,AODK_AFBEE,AODK_TEKST,AODK_WEBLI,GEOMETRIE,ID,LONGITUDE,LATITUDE,OVW_MAX_SIZE

Natuurspeelplaatsen.3880,2023-02-03,Geovisia/Natuurspeelplaatsen/09c55094-3096-40d2-9d52-636507176d86.jpg,"Deze natuurspeeltuin is door de speeltuinvereniging Rivierenwijk in 2009 opnieuw ingericht. Bij deze herinrichting is er voor gekozen om meer natuurlijke speelelementen toe te voegen.  Er is hierdoor nu een combinatie aanwezig van zowel natuurlijke als kunststoffen speelelementen. Zo is er een schommel aanwezig voor de allerkleinsten (peuters) en is voor de oudere kinderen genoeg ruimte om te klimmen en te klauteren, zich uit te leven bij de waterpomp en op en neer te gaan van de glijbaan. Daarnaast is er ook nog ruimte om aan basketbal en voetbal te doen. Voor de begeleiders/ouders is er een picknicktafel aanwezig. 



De speeltuin is iedere dag geopend. In de zomer is dat van 9:00 tot 21:00 en in de winter is dat van 9:00 tot 18:00. Op maandag-, woensdag- en vrijdagmiddag is de beheerder van de speeltuin aanwezig. Op die momenten kan er ook op skelters gereden worden. Je kunt met bus 1 richting Soesterkwartier en uitstappen bij bushalte Emmauskerk. Vanaf daar loop je in 4 minuten naar Dollardstraat 119.



Bron foto's: speeltuinrivierenwijk.nl",http://www.speeltuinrivierenwijk.nl/,POINT (52.16345354187181 5.3619346941836366),7,5.36193479723411,52.1634498509159,0

Natuurspeelplaatsen.3881,2023-02-03,Geovisia/Natuurspeelplaatsen/ef2d15cf-bbbd-4765-b658-c53409b3a8ce.jpg,"De natuurspeelplaats is een klein, bossig plekje. Er staat een groepje palen en een bakstenen muurtje, waarop geklommen kan worden.  Er zijn bomen en dichte struiken waar je lekker verstoppertje kan spelen. 



De locatie van de speelplaats is bijzonder. Het ligt bij natuurboerderij ‘De Brinkhorst’. De kinderboerderij en de boerderijwinkel zijn open van dinsdag t/m vrijdag van 10:00-17:00 en op zaterdag en zondag van 13:00-17:30. Het gebied eromheen met een paddenpoel is vrij toegankelijk. Als je trek hebt gekregen van al het spelen kun je terecht bij de pannenkoekenboerderij 'Hey!' Je kan hier komen met bus 3 en uitstappen bij halte Grenspolder, vanaf daar is het 10 minuten lopen. Het adres is Wageningseberg 43.",http://www.sro.nl/sport-en-activiteiten/natuurboerderij-de-brinkhorst/,POINT (52.198246377588205 5.4181907886726215),1,5.41819010164881,52.1982427835876,0

Natuurspeelplaatsen.3882,2023-02-03,Geovisia/Natuurspeelplaatsen/f3f2123e-cbfa-49d2-bcc7-5826e506e0fc.jpg,"Natuurspeelplaats Waterwingebied ligt op een prachtige plek en heeft leuke speelmogelijkheden. De natuurspeelplaats is erg uitgebreid; er is veel te beleven!  Alles is van natuurlijke materialen gemaakt. Er zijn een waterpomp, een doolhof, tunnels, evenwichtsbalken over het water, een klimtoren en schommels. Kinderen kunnen dus goed klimmen en klauteren, met water spelen en dolen in het doolhof. Er is veel schaduw en er zijn genoeg bankjes. De speelplaats is samen met kinderen uit de buurt ontworpen. Het is niet voor niets een geliefde speelplek voor kinderen uit de hele stad. 



Daarnaast is het hele waterwingebied perfect voor vissen en is er ook een skatebaan en voetbalkooi te vinden ter hoogte van de Havikhorst.



Locatie: Het waterwingebied ligt tussen de wijken Liendert en Rustenburg, de speeltuin ligt aan de Lageweg. Openingstijden: vrij toegankelijk van zonsopgang tot zonsondergang. Bus 6 stopt vlak bij de ingang bij halte Kramsvogelstraat.",,POINT (52.162207861226186 5.412901156070624),11,5.41290104155973,52.1622044353242,0

Natuurspeelplaatsen.3883,2023-02-03,Geovisia/Natuurspeelplaatsen/c114326c-e955-4037-aa99-08374883b18a.jpg,"Onder het Het Groene Spoor vallen de zandspeelplaats van cafe Zandfoort aan de Eem (Eemlaan 100), het braakliggend terrein tegenover de Rijtuigenloods, met een aantal boomstammen om op te zitten en mee te spelen en de Wagenwerkspeelplaats. Hier is een speelplek buiten en een verkeerstuin binnen. Buiten zijn  rioolbuizen neergelegd en rood-witte palen neergezet. Op de heuvels kan je rennen en met zand spelen. Ook zijn picknicktafels aanwezig. In de overdekte verkeerstuin kunnen kinderen (3 tot 12 jaar) spelen met skelters. Op speelse wijze maken kinderen hier kennis met de verkeersregels en leren ze rekening te houden met andere weggebruikers. 



De natuurspeelplaats met verkeerstuin is gelegen aan de Soesterweg 312. De verkeerstuin is iedere woensdag van 13:00 tot 15:00 uur en elke zondag van 14:00 tot 16:00 uur open. De natuurspeelplaats is iedere dag open tussen zonsopgang en zonsondergang. Voor een hapje en een drankje kan je terecht bij het Ketelhuis. De plekjes zijn lopend te bereiken vanaf de noordzijde van het station.",http://verkeerstuin.info/,POINT (52.15676362975943 5.365430618261115),9,5.36543078679219,52.1567599840128,0

Natuurspeelplaatsen.3884,2023-02-03,Geovisia/Natuurspeelplaatsen/71b00a82-b74c-4b46-ba78-1112ee216345.jpg,"In 2014 is speeltuin Okee vernieuwd. Vanuit de wijken Kattenbroek en Hoogland kwam toen ook de wens voor een natuurspeelplaats. Hier is geld voor verzameld en vanaf juli 2015 is er een natuurspeelplaats gekomen.



Er is nu een waterpomp bijgekomen, er zijn boomstamgoten gemaakt en er zijn verticale stammen neergezet. Verder is er ook een kabelbaan, een vogelnestschommel en een groot klauteroerwoud. Zelfs voor de allerkleinsten is er ruimte om te spelen. 



Bron van foto's:

- DeStadAmersfoort.nl

- Dichtbij.nl",,POINT (52.18853856667152 5.383803476481259),13,5.38380314544185,52.188534848215,0
