Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal ontvangen reisdocumenten
1;Jaar;2021;*Alle*;*Alle*;250
2;Jaar, Soort verzoek;2021;LP;*Alle*;110
2;Jaar, Soort verzoek;2021;T&O;*Alle*;140
3;Jaar, Land van aanvraag;2021;*Alle*;Albanië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Armenië;10
3;Jaar, Land van aanvraag;2021;*Alle*;Bosnië-Herzegovina;10
3;Jaar, Land van aanvraag;2021;*Alle*;Georgië;30
3;Jaar, Land van aanvraag;2021;*Alle*;India;10
3;Jaar, Land van aanvraag;2021;*Alle*;Letland;10
3;Jaar, Land van aanvraag;2021;*Alle*;Litouwen;10
3;Jaar, Land van aanvraag;2021;*Alle*;Moldavië;10
3;Jaar, Land van aanvraag;2021;*Alle*;Nigeria;10
3;Jaar, Land van aanvraag;2021;*Alle*;Republiek Noord-Macedonië;10
3;Jaar, Land van aanvraag;2021;*Alle*;Roemenië;10
3;Jaar, Land van aanvraag;2021;*Alle*;Servië;20
3;Jaar, Land van aanvraag;2021;*Alle*;Suriname;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;India;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Letland;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Litouwen;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Nigeria;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Roemenië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Suriname;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Albanië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Armenië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Bosnië-Herzegovina;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Georgië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Moldavië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Republiek Noord-Macedonië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Servië;20
