FID,folder,name,latitude,longitude,group_,urlbig,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2008_06.1,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19591,51.49429,5.467597,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19591.jpg,160572.962393,389477.059901,,,POINT (160572.96200000122 389477.05999999866)
zn_helicopterfotos_2008_06.2,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19592,51.49416,5.466465,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19592.jpg,160494.365788,389462.510866,,,POINT (160494.3660000004 389462.51099999994)
zn_helicopterfotos_2008_06.3,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19593,51.49403,5.46501,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19593.jpg,160393.337689,389447.939003,,,POINT (160393.33799999952 389447.9389999993)
zn_helicopterfotos_2008_06.4,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19594,51.49399,5.464299,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19594.jpg,160343.966334,389443.43634,,,POINT (160343.96599999815 389443.4360000007)
zn_helicopterfotos_2008_06.5,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19595,51.49398,5.463947,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19595.jpg,160319.522511,389442.297965,,,POINT (160319.52299999818 389442.2980000004)
zn_helicopterfotos_2008_06.6,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19596,51.49397,5.463596,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19596.jpg,160295.148123,389441.15978,,,POINT (160295.14799999818 389441.16000000015)
zn_helicopterfotos_2008_06.7,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19597,51.49396,5.462903,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19597.jpg,160247.023171,389439.996933,,,POINT (160247.02299999818 389439.9970000014)
zn_helicopterfotos_2008_06.8,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19598,51.49396,5.461541,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19598.jpg,160152.437634,389439.899354,,,POINT (160152.438000001 389439.8990000002)
zn_helicopterfotos_2008_06.9,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19599,51.49396,5.459455,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19599.jpg,160007.573146,389439.753331,,,POINT (160007.57299999893 389439.7529999986)
zn_helicopterfotos_2008_06.10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/,jvh19600,51.49386,5.457337,a58_ekkersweijer-ekkersrijt,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersweijer-ekkersrijt/2008-04/jvh19600.jpg,159860.497113,389428.484119,,,POINT (159860.49700000137 389428.4840000011)
