Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Beslissing;Aantal beslissingen
1;Jaar;2022;*Alle*;*Alle*;*Alle*;*Alle*;*Alle*;112830
2;Jaar, Maand;2022;01;*Alle*;*Alle*;*Alle*;*Alle*;7600
2;Jaar, Maand;2022;02;*Alle*;*Alle*;*Alle*;*Alle*;7810
2;Jaar, Maand;2022;03;*Alle*;*Alle*;*Alle*;*Alle*;7370
2;Jaar, Maand;2022;04;*Alle*;*Alle*;*Alle*;*Alle*;7480
2;Jaar, Maand;2022;05;*Alle*;*Alle*;*Alle*;*Alle*;9380
2;Jaar, Maand;2022;06;*Alle*;*Alle*;*Alle*;*Alle*;15490
2;Jaar, Maand;2022;07;*Alle*;*Alle*;*Alle*;*Alle*;14520
2;Jaar, Maand;2022;08;*Alle*;*Alle*;*Alle*;*Alle*;9170
2;Jaar, Maand;2022;09;*Alle*;*Alle*;*Alle*;*Alle*;7050
2;Jaar, Maand;2022;10;*Alle*;*Alle*;*Alle*;*Alle*;7430
2;Jaar, Maand;2022;11;*Alle*;*Alle*;*Alle*;*Alle*;9980
2;Jaar, Maand;2022;12;*Alle*;*Alle*;*Alle*;*Alle*;9560
3;Jaar, Procedure categorie;2022;*Alle*;TEV;*Alle*;*Alle*;*Alle*;78990
3;Jaar, Procedure categorie;2022;*Alle*;VVR;*Alle*;*Alle*;*Alle*;33840
4;Jaar, Maand, Procedure categorie;2022;01;TEV;*Alle*;*Alle*;*Alle*;5390
4;Jaar, Maand, Procedure categorie;2022;01;VVR;*Alle*;*Alle*;*Alle*;2210
4;Jaar, Maand, Procedure categorie;2022;02;TEV;*Alle*;*Alle*;*Alle*;5470
4;Jaar, Maand, Procedure categorie;2022;02;VVR;*Alle*;*Alle*;*Alle*;2340
4;Jaar, Maand, Procedure categorie;2022;03;TEV;*Alle*;*Alle*;*Alle*;5240
4;Jaar, Maand, Procedure categorie;2022;03;VVR;*Alle*;*Alle*;*Alle*;2130
4;Jaar, Maand, Procedure categorie;2022;04;TEV;*Alle*;*Alle*;*Alle*;5520
4;Jaar, Maand, Procedure categorie;2022;04;VVR;*Alle*;*Alle*;*Alle*;1960
4;Jaar, Maand, Procedure categorie;2022;05;TEV;*Alle*;*Alle*;*Alle*;7010
4;Jaar, Maand, Procedure categorie;2022;05;VVR;*Alle*;*Alle*;*Alle*;2370
4;Jaar, Maand, Procedure categorie;2022;06;TEV;*Alle*;*Alle*;*Alle*;11050
4;Jaar, Maand, Procedure categorie;2022;06;VVR;*Alle*;*Alle*;*Alle*;4440
4;Jaar, Maand, Procedure categorie;2022;07;TEV;*Alle*;*Alle*;*Alle*;10220
4;Jaar, Maand, Procedure categorie;2022;07;VVR;*Alle*;*Alle*;*Alle*;4300
4;Jaar, Maand, Procedure categorie;2022;08;TEV;*Alle*;*Alle*;*Alle*;6170
4;Jaar, Maand, Procedure categorie;2022;08;VVR;*Alle*;*Alle*;*Alle*;3010
4;Jaar, Maand, Procedure categorie;2022;09;TEV;*Alle*;*Alle*;*Alle*;4970
4;Jaar, Maand, Procedure categorie;2022;09;VVR;*Alle*;*Alle*;*Alle*;2080
4;Jaar, Maand, Procedure categorie;2022;10;TEV;*Alle*;*Alle*;*Alle*;5100
4;Jaar, Maand, Procedure categorie;2022;10;VVR;*Alle*;*Alle*;*Alle*;2330
4;Jaar, Maand, Procedure categorie;2022;11;TEV;*Alle*;*Alle*;*Alle*;6640
4;Jaar, Maand, Procedure categorie;2022;11;VVR;*Alle*;*Alle*;*Alle*;3330
4;Jaar, Maand, Procedure categorie;2022;12;TEV;*Alle*;*Alle*;*Alle*;6190
4;Jaar, Maand, Procedure categorie;2022;12;VVR;*Alle*;*Alle*;*Alle*;3370
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Arbeid regulier;*Alle*;*Alle*;3140
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Arbeid tijdelijk;*Alle*;*Alle*;770
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Bijzonder verblijf;*Alle*;*Alle*;100
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Brexit;*Alle*;*Alle*;340
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Humanitair niet-tijdelijk;*Alle*;*Alle*;370
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Humanitair tijdelijk;*Alle*;*Alle*;530
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Kennis en talent;*Alle*;*Alle*;33080
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Studie;*Alle*;*Alle*;22320
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Uitwisseling;*Alle*;*Alle*;3320
5;Jaar, Verblijfscluster;2022;*Alle*;*Alle*;Verblijf als familie- of gezinslid;*Alle*;*Alle*;48860
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Arbeid regulier;*Alle*;*Alle*;320
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Arbeid tijdelijk;*Alle*;*Alle*;30
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Bijzonder verblijf;*Alle*;*Alle*;10
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Brexit;*Alle*;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Humanitair niet-tijdelijk;*Alle*;*Alle*;30
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Humanitair tijdelijk;*Alle*;*Alle*;30
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Kennis en talent;*Alle*;*Alle*;2580
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Studie;*Alle*;*Alle*;320
6;Jaar, Maand, Verblijfscluster;2022;01;*Alle*;Uitwisseling;*Alle*;*Alle*;250
