OBJECTID,Match_addr,X,Y,Hoofdcategorie,Categorie,Naam,Internet,Adres,Postcode,Plaats,GlobalID
7,"Suurhoffstraat 5, 8015 AH Zwolle",6.12007650000001,52.47387,Gezondheidsvoorzieningen,Algemeen maatschappelijk werk,Brenda ten Have - Straatman,http://www.kinderwensbegeleiding.nl,Suurhoffstraat 5,8015 AH,Zwolle,f7d46180-6f90-49c1-a3bc-3cd8c8fcaa47
8,"Telvorenstraat 2, 8061 CB Hasselt",6.09585300000001,52.592058,Gezondheidsvoorzieningen,Algemeen maatschappelijk werk,De Kern maatschappelijke dienstverlening,http://www.stdekern.nl,Telvorenstraat 2,8061 CB,Hasselt,0b7a87d8-725b-403e-ae6d-ecd0f5816fb2
9,"Bolwerk 13, 8261 EE Kampen",5.90996699999999,52.560936,Gezondheidsvoorzieningen,Ambulante begeleiding,Ambulante begeleiding gemeente Zwartewaterland,https://www.persoonsgebonden-vraaggerichte-zorg.nl/ambulante-begeleiding/,Bolwerk 13,8261 EE,Kampen,24573817-a112-458d-8d7c-f9357d21b999
10,"Prinses Julianastraat 23, 8281 CK Genemuiden",6.04228950000001,52.623387,Gezondheidsvoorzieningen,Apotheken,Apotheek De Muiden,http://www.apotheek-demuiden.nl,Prinses Julianastraat 23,8281 CK,Genemuiden,a73ab402-9c03-4c2a-b177-9ff55f269548
11,"Burgemeester Royerplein 1, 8061 GE Hasselt",6.08905799999999,52.590825,Gezondheidsvoorzieningen,Apotheken,Apotheek Hasselt,http://www.apotheek-hasselt.nl,Burgemeester Royerplein 1,8061 GE,Hasselt,7dd15a37-cfca-4e64-befa-513ae467ef67
12,"Bolwerk 13, 8261 EE Kampen",5.90996699999999,52.560936,Gezondheidsvoorzieningen,Begeleid wonen,PGVZ,http://www.pgvz.nl,Bolwerk 13,8261 EE,Kampen,9f899f34-dcd8-4680-b9fd-e08e8bed36be
13,"Koningin Julianastraat 39, 8302 CD Emmeloord",5.75325000000001,52.712019,Gezondheidsvoorzieningen,Begeleid wonen,PGVZ,,Koningin Julianastraat 39,8302 CD,Emmeloord,3e468de5-67fe-4f9a-ab82-a8892905e0ae
14,"Lage Vlakte 12, 8281 Genemuiden",6.04225192205924,52.6192438475204,Gezondheidsvoorzieningen,Begeleid wonen,PGVZ,,Lage vlakte 12,,Genemuiden,87095fb1-3ab5-4147-9db4-436d82ea70dc
15,"Lage Vlakte 14, 8281 Genemuiden",6.04225192205924,52.6192438475204,Gezondheidsvoorzieningen,Begeleid wonen,PGVZ,,Lage vlakte 14,,Genemuiden,148961e0-147c-4c70-97c1-7ce03731e0a0
16,"Willemsvaart 16, 8019 AB Zwolle",6.08085,52.506891,Gezondheidsvoorzieningen,Begeleid wonen,PGVZ,,Willemsvaart 16,8019 AB,Zwolle,291a9395-2d07-46dd-96b9-f4f8052628f9
17,"Purperreigerlaan 222, 8064 DC Zwartsluis",6.07518899999999,52.643601,Gezondheidsvoorzieningen,Begeleid wonen,Stichting Philadelphia Zorg,https://www.philadelphia.nl,Locatie De Klampe: Purperreigerlaan 222,8064 DC,Zwartsluis,18a72df2-0dcf-410a-ba06-1cc7f928f6ad
18,"Rosmolenstraat 31a, 8061 GV Hasselt",6.0906645,52.59141,Gezondheidsvoorzieningen,Cesar,Praktijk Oefentherapie Cesar,http://www.cesarhasselt.nl,Rosmolenstraat 31-A,8061 GV,Hasselt,142bef72-b954-434c-b1a8-b58c1460cb40
19,"Lage Vlakte 14, 8281 Genemuiden",6.04225192205924,52.6192438475204,Gezondheidsvoorzieningen,Dagbesteding,geWOON! (onderdeel van PGVZ),https://www.persoonsgebonden-vraaggerichte-zorg.nl/gewoon-werk-en-dagbesteding/,Lage vlakte 14,,Genemuiden,6f455e49-79d5-4087-ba73-1b83274f6d4c
20,"Langestraat 109, 8281 AH Genemuiden",6.04096200000001,52.621263,Gezondheidsvoorzieningen,Dierenartsen,Dierenarts Veterinair Centrum Genemuiden,http://www.veterinair-centrum.nl,Langestraat 109,8281 AH,Genemuiden,2458eb84-9489-4a32-8d06-8fe71c3bc232
21,"Belvédèrelaan 101, 8043 LW Zwolle",6.05554649999999,52.534755,Gezondheidsvoorzieningen,Dierenartsen,Dierenartsenpraktijk Zwolle/Zwartewaterland,,Belvederelaan 101,8043 LW,Zwolle,0fcb7252-1dc2-4379-aa24-b301a8804d72
22,"Burg Malcorpslaan 1, 8061 AG Hasselt",6.09642450000001,52.593615,Gezondheidsvoorzieningen,Dierenartsen,Dierenartsenpraktijk Zwolle/Zwartewaterland,,Burg Malcorpslaan 1,8061 AG,Hasselt,d1194815-8663-4bc6-823f-6a74a7b84638
23,"Pottenbakkersstraat 3, 8064 DS Zwartsluis",6.07221900000002,52.640163,Gezondheidsvoorzieningen,Dierenartsen,Dierenartsenpraktijk Zwolle/Zwartewaterland,,Pottenbakkersstraat 3,8064 DS,Zwartsluis,d5f512f0-e048-4ae7-af41-c13e57477a7c
24,"De Zwanebloem 41, 8064 HK Zwartsluis",6.07217400000002,52.646562,Gezondheidsvoorzieningen,Diëtisten / voedingsdeskundigen,Diëtistenpraktijk van Asselt,http://www.dietistvanasselt.nl,De Zwanebloem 41,8064 HK,Zwartsluis,c38cc6cd-bb4e-4463-b141-d628a5beea3a
25,"Keppelstraat 3, 8061 GZ Hasselt",6.089643,52.59294,Gezondheidsvoorzieningen,Diëtisten / voedingsdeskundigen,Slimme Eter Gewichtsconsulent,http://www.slimmeeter.nl,Keppelstraat 3,8061 GZ,Hasselt,845c2b86-f13f-4bd7-bfec-1259f6dd23ff
26,"De Marke 68, 8061 BC Hasselt",6.09782849999999,52.593993,Gezondheidsvoorzieningen,EHBO- / Reanimatieverenigingen,"LOTUS®, Landelijke Opleiding tot Uitbeelding Slachtoffers",http://www.lotuskringdeblauwvinger.nl,De Marke 68,8061 BC,Hasselt,4e34b814-e19d-479f-9e7a-60caad79c487
27,"Industrieweg 42, 8061 RB Hasselt",6.08823900000002,52.585227,Gezondheidsvoorzieningen,Fysiotherapeuten,Fysio & Manueel Therapie van den Bosch,http://www.fysiovdbosch.nl,Industrieweg 42,8061 RB,Hasselt,2cf64575-4ffb-4069-8aa2-76fa2294a3cc
28,"Kerkstraat 22, 8064 DP Zwartsluis",6.07224150000002,52.640397,Gezondheidsvoorzieningen,Fysiotherapeuten,FysioMobilis,http://www.fysiomobilis.nl,Kerkstraat 22,8064 DP,Zwartsluis,c3e28f10-9cba-4341-8d37-5afa21740d4e
29,"Buzenland 2, 8281 XD Genemuiden",6.042429,52.619067,Gezondheidsvoorzieningen,Fysiotherapeuten,"Fysiotherapie De Meente - F. Bol, N. van Ek, S. Terpstra, E. Nijboer en E. Everts",http://www.fysiotherapiedemeente.nl,Buzenland 2,8281 XD,Genemuiden,b26ee2a4-d758-4fe7-a64c-25beef407a1f
30,"De Zwanebloem 41, 8064 HK Zwartsluis",6.07217400000002,52.646562,Gezondheidsvoorzieningen,Fysiotherapeuten,Fysiotherapie Zwartsluis,http://www.fysiotherapiezwartsluis.nl/,De Zwanebloem 41,8064 HK,Zwartsluis,e15b7150-b3bb-474f-9342-540d3ac9f30b
31,"Havenplein 2, 8281 EV Genemuiden",6.04147499999999,52.62399,Gezondheidsvoorzieningen,Fysiotherapeuten,Fytac fysio-manuele therapie,http://www.fytacfysiotherapie.nl,Havenplein 2,8281 EV,Genemuiden,18b03390-38dd-48a6-ab1a-756cf9a3dcba
32,"Burg Malcorpslaan 101a, 8061 AJ Hasselt",6.103251,52.593012,Gezondheidsvoorzieningen,Fysiotherapeuten,Kinderfysio Zwartewaterland,http://www.kinderfysiozwl.nl,Burg Malcorpslaan 101-A,8061 AJ,Hasselt,72ddce25-da44-47fb-be23-5d0f59e0dc31
33,"De Zwanebloem 41, 8064 HK Zwartsluis",6.07217400000002,52.646562,Gezondheidsvoorzieningen,Fysiotherapeuten,Kinderfysio Zwartewaterland,,De Zwanebloem 41,8064 HK,Zwartsluis,5a6d5b3d-4d5b-4104-ac65-13f4c4c69fa6
34,"Jan van Arkelstraat 5, 8281 AA Genemuiden",6.04300050000001,52.621425,Gezondheidsvoorzieningen,Fysiotherapeuten,Kinderfysio Zwartewaterland,,Jan van Arkelstraat 5,8281 AA,Genemuiden,140af997-89b0-4344-9afa-870e0350138d
35,"van Haersoltelaan 7, 8061 EG Hasselt",6.1059645,52.590402,Gezondheidsvoorzieningen,Fysiotherapeuten,"Therafit, centrum voor fysiotherapie, training en advies .",http://www.therafit.nl,Van Haersoltelaan 7,8061 EG,Hasselt,5dea0476-4d3a-4379-9d55-41e3ae07e7f3
36,"Zeven Alleetjes 1, 8011 CV Zwolle",6.0933105,52.507701,Gezondheidsvoorzieningen,GGD,Gemeenschappelijke Gezondheidsdienst - GGD IJsselland,http://www.ggdijsselland.nl,Zeven Alleetjes 1,8011 CV,Zwolle,8c0267ca-3ad6-4a23-9a51-bb4973c8237b
