;DORDRECHT;;;1;2;3;4;5;6;7;9;200;10;15;17;19;20;22;26;27;29;33;34;36;37;38;42;50;51;52;54;55;60;61;65;66;70;71;72;210;74;75;76;77;78;81;82;83;84;91;93;94;95;96;97;98;102;103;105;106;107;109;110;111;112
;Tweede Kamer 2017;;;Stadhuis;Stadskantoor;'t Zeepaert ;Centrum Stapal;Dordrechts Museum;'t Klockhuys, bij toren Grote Kerk;School Vest;Energiehuis;Portacabin Centraal Station;School Noordhove;Gebouw Driesprong;Zorgcentrum De Linde;Kerkgebouw Pinkstergemeente;Dordtse Vrije School;School De Repelaer;Wantijschool;School De Regenboog;Woon- en Zorgcentrum Merwelanden;Prinses Julianaschool;Prinsemarij;Gebouw Dorswedo;Prins Bernhardschool;Het Weizigt NMC;De Koloriet / De Fontein;Het Waterwiel;Speeltuin Zeehavenkwartier;Wijkcentrum De Admiraal;Wooncentrum Watersteijn;Postillion Hotel;Wooncentrum De Klockelaer;J.F. Kennedyschool;Trefpunt de Nieuwe Stoof;Zorgcentrum Vreedonk;Bewonersvereniging 't Trefpunt;Kerk 'De Open Hof';Cultureel Centrum Sterrenburg;Albert Schweitzerziekenhuis, locatie Dordtwijk;Verpleeghuis De Sterrenlanden;Polyanderschool;School De Driehoek;School De Sterrekijker;Gymzaal Ockenburg;Ontmoetingskerk;School De Meridiaan;School Het Kristal Dependance;School Het Kristal;Verzorgingshuis Dubbelmonde;Beatrixschool, de boerderij;Verpleeghuis Het Parkhuis;Postduivenvereniging 'De Luchtbode';OBS Dubbeldam;Maranatha Kerk;Evangelische Gemeente Jozua;School De Griffioen;Lucina Verloskundigenpraktijk;Geert Grooteschool;Wielborgh, Het Polderwiel;Portacabin Mina Krüseman-erf;Kandelaarkerk;Speeltuin Stadspolders;School De Bever;Johan Frisoschool Dependance
Lijst;Partij;Totaal;%;1;2;3;4;5;6;7;9;200;10;15;17;19;20;22;26;27;29;33;34;36;37;38;42;50;51;52;54;55;60;61;65;66;70;71;72;210;74;75;76;77;78;81;82;83;84;91;93;94;95;96;97;98;102;103;105;106;107;109;110;111;112
1;VVD;12.694;18,26;423;408;102;162;199;99;213;180;253;111;209;222;197;105;133;116;102;109;91;152;160;149;134;104;122;21;128;204;131;102;107;129;126;189;144;117;214;222;105;209;216;128;403;279;98;271;469;389;623;83;431;247;162;226;199;421;352;213;134;176;416;355
2;Partij van de Arbeid (P.v.d.A.);3.925;5,64;136;143;43;82;87;19;96;70;90;40;79;80;36;49;68;41;53;52;49;99;68;38;48;87;72;8;62;43;22;61;60;57;33;77;62;106;66;59;63;76;48;40;127;63;25;65;91;48;84;18;72;56;20;64;52;71;124;69;35;52;59;62
3;PVV (Partij voor de Vrijheid);10.893;15,67;152;245;30;176;126;39;79;77;119;116;131;185;61;148;126;217;214;219;201;319;272;268;115;328;249;237;247;118;95;212;199;253;75;157;143;216;131;200;119;141;134;122;293;193;151;208;212;182;202;41;166;138;80;335;213;242;335;211;119;131;222;208
4;SP (Socialistische Partij);6.478;9,32;179;151;42;103;117;33;104;121;115;90;145;113;64;122;78;135;105;99;85;186;126;101;62;171;129;27;95;64;33;101;130;148;40;109;81;182;103;126;88;102;116;85;148;137;61;161;87;97;94;11;81;70;15;146;117;188;209;129;63;61;100;97
5;CDA;6.402;9,21;137;155;31;92;74;29;87;64;108;64;71;120;63;69;120;51;78;94;38;107;77;95;63;61;47;10;43;76;54;65;65;106;79;123;127;114;91;156;110;120;130;47;173;144;66;173;287;176;262;40;158;197;51;134;110;179;219;112;88;78;144;100
6;Democraten 66 (D66);7.101;10,21;277;289;96;121;164;60;182;149;318;78;189;140;76;109;150;87;54;60;82;136;108;74;138;85;73;5;82;58;29;56;100;101;64;96;73;79;102;116;45;103;102;71;194;163;43;155;164;131;194;22;151;57;38;155;98;171;182;102;88;89;194;133
7;ChristenUnie;3.237;4,66;71;83;20;27;22;19;48;28;77;32;67;94;25;61;86;45;34;28;30;76;89;55;67;44;20;1;36;23;28;29;42;43;73;50;74;48;59;60;63;39;33;18;71;28;26;106;103;72;112;11;59;75;79;67;76;74;76;73;56;22;33;51
8;GROENLINKS;6.342;9,12;250;263;92;102;173;55;164;157;336;129;187;164;63;173;114;86;57;52;88;210;108;67;110;116;77;7;104;28;23;73;98;115;49;61;74;101;104;74;50;94;61;47;160;117;48;85;75;62;97;24;65;70;32;163;94;131;132;100;52;59;105;115
9;Staatkundig Gereformeerde Partij (SGP);2.121;3,05;22;46;5;5;13;15;21;4;43;21;20;45;26;45;72;20;15;9;20;122;57;27;39;27;15;1;31;39;27;19;16;19;98;44;67;30;25;43;122;13;7;0;27;11;6;27;89;74;108;8;61;70;33;22;47;33;20;45;38;3;21;23
10;Partij voor de Dieren;2.715;3,90;135;125;24;56;78;20;63;66;108;50;60;78;34;58;58;37;28;18;29;93;59;50;41;46;38;6;27;26;15;25;40;52;24;35;34;44;35;39;23;36;28;19;79;29;29;39;38;53;55;5;21;24;17;43;35;68;55;42;29;17;49;28
11;50PLUS;2.221;3,19;35;44;4;34;29;3;8;23;18;12;28;53;24;24;19;29;39;45;19;72;47;28;23;35;62;6;23;28;15;40;36;67;22;69;30;52;35;42;29;36;38;36;84;34;16;40;46;38;45;3;37;35;6;71;46;77;102;42;33;28;35;42
12;OndernemersPartij;63;0,09;1;1;0;0;1;0;0;1;2;0;0;1;1;1;0;1;2;0;1;0;0;5;1;0;1;0;0;0;1;1;3;2;0;1;0;2;1;2;0;0;0;0;1;2;3;0;4;1;5;1;1;0;0;0;0;2;5;0;1;3;0;1
13;VNL (VoorNederland);271;0,39;5;11;2;4;5;1;0;2;6;2;4;3;3;6;4;8;6;2;3;7;5;6;7;7;5;3;3;2;0;3;3;4;1;2;2;3;3;0;5;5;2;3;8;2;1;14;2;5;7;1;3;3;5;10;10;5;7;8;4;5;9;4
14;DENK;3.123;4,49;17;55;8;47;132;2;55;263;42;47;92;40;23;62;43;94;55;53;210;208;139;43;50;385;111;4;98;2;2;28;49;118;5;5;67;39;63;6;16;9;9;2;20;15;3;5;5;7;0;0;3;2;2;67;22;18;15;3;5;45;61;27
15;NIEUWE WEGEN;97;0,14;3;1;1;1;3;0;0;1;5;2;3;2;0;4;0;2;0;2;0;5;2;0;1;1;2;0;1;0;0;0;1;2;1;0;2;0;1;5;2;1;3;1;2;2;1;2;1;0;2;0;0;0;1;6;3;1;1;6;1;2;5;0
16;Forum voor Democratie;1.172;1,69;34;27;7;16;11;7;11;14;37;19;22;9;8;13;26;11;13;16;11;28;31;20;12;15;10;3;16;11;16;11;14;15;10;9;18;20;18;22;7;46;16;10;47;30;6;38;33;26;21;2;18;19;13;34;16;44;26;29;6;15;30;29
17;De Burger Beweging;26;0,04;2;0;1;0;1;1;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;1;3;0;1;0;0
18;Vrijzinnige Partij;19;0,03;1;0;0;0;2;2;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1
19;GeenPeil;22;0,03;2;0;0;0;0;0;2;2;3;0;0;0;0;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;1;0
20;Piratenpartij;268;0,39;15;13;8;8;5;2;7;16;17;9;5;3;7;7;0;3;4;2;1;6;3;5;7;4;5;0;1;1;0;5;2;4;4;0;1;2;5;3;1;4;2;1;4;5;1;11;3;5;0;2;2;2;0;2;0;5;5;2;5;1;7;8
21;Artikel 1;143;0,21;4;8;0;3;1;0;3;1;7;5;10;2;2;0;0;2;5;0;4;5;5;1;2;12;2;1;2;0;0;2;5;6;1;0;0;2;4;1;1;0;1;0;1;2;0;3;1;2;1;0;0;1;0;7;5;2;1;0;1;1;0;5
