FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegcategorie_beleving_wegvak.1,Autosnelweg,H,390391006,2014-11-01T00:00:00,0,79,039039100620141101,KLK0009692713,R,I,,"LINESTRING (195047.30700000003 495935.70899999887, 195063.99300000072 495969.36499999836, 195074.84699999914 495986.33100000024, 195088.90900000185 496002.7969999984)"
wegcategorie_beleving_wegvak.2,Autosnelweg,H,129165005,2014-11-01T00:00:00,0,334,012916500520141101,KLK0008819146,L,I,,"LINESTRING (64557 382675, 64669 382599, 64831 382484)"
wegcategorie_beleving_wegvak.3,Autosnelweg,H,191191019,2014-11-01T00:00:00,0,104,019119101920141101,KLK0009846205,L,I,,"LINESTRING (95747 395869, 95843.70600000024 395906.8929999992)"
wegcategorie_beleving_wegvak.4,Autosnelweg,H,315388011,2014-11-01T00:00:00,0,91,031538801120141101,KLK0008563833,R,I,,"LINESTRING (157668 494178, 157724.02100000158 494249.6330000013)"
wegcategorie_beleving_wegvak.5,Autosnelweg,H,406338025,2014-11-01T00:00:00,0,125,040633802520141101,KLK0008630673,R,I,,"LINESTRING (203341.69200000167 469190.18400000036, 203385 469205, 203446 469220, 203462 469222)"
wegcategorie_beleving_wegvak.6,Autoweg,H,130259023,2014-11-01T00:00:00,0,32,013025902320141101,KLK0009789584,L,I,,"LINESTRING (65491.789999999106 429670.6319999993, 65500.210999999195 429662.6799999997, 65511.32299999893 429660.563000001, 65520.0549999997 429664.13500000164)"
wegcategorie_beleving_wegvak.7,Autoweg,H,135261023,2014-11-01T00:00:00,0,31,013526102320141101,KLK0009789584,L,I,,"LINESTRING (67653.13500000164 430587.84600000083, 67656.57499999925 430577.79199999943, 67663.71799999848 430571.8379999995, 67674.30200000107 430569.98600000143)"
wegcategorie_beleving_wegvak.8,Weg gesloten voor langzaam verkeer,H,214459021,2014-11-01T00:00:00,0,27,021445902120141101,KLK0008796971,L,I,,"LINESTRING (107334.12700000033 529968.0419999994, 107334.50200000033 529961.8720000014, 107336.36800000072 529955.6539999992, 107342.16899999976 529949.425999999, 107347.48299999908 529947.2980000004)"
wegcategorie_beleving_wegvak.9,Autosnelweg,H,216301010,2014-11-01T00:00:00,0,72,021630101020141101,KLK0008436521,R,I,,"LINESTRING (108380 450526, 108389 450543, 108409 450573, 108416 450584, 108418.05200000107 450586.4620000012)"
wegcategorie_beleving_wegvak.10,Autosnelweg,H,173288031,2014-11-01T00:00:00,0,77,017328803120141101,KLK0009568016,R,I,,"LINESTRING (86844 444111, 86871.04899999872 444038.7989999987)"
