FID,folder,group_,name,rdx,rdy,urlbig,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2009_05.1,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_randweg_eindhoven/2009-05,a2_randweg_eindhoven,jvh-rweindh-1570,157907.1722,379122.2877,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_randweg_eindhoven/2009-05/jvh-rweindh-1570.jpg,,,POINT (157907.1719999984 379122.2879999988)
zn_helicopterfotos_2009_05.2,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0545,149123.6896,408133.7693,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0545.jpg,,,POINT (149123.69000000134 408133.76900000125)
zn_helicopterfotos_2009_05.3,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0546,149081.5634,408378.5756,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0546.jpg,,,POINT (149081.563000001 408378.5760000013)
zn_helicopterfotos_2009_05.4,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0547,149138.3133,408572.09,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0547.jpg,,,POINT (149138.313000001 408572.08999999985)
zn_helicopterfotos_2009_05.5,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0548,149249.0827,408759.9806,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0548.jpg,,,POINT (149249.08300000057 408759.98099999875)
zn_helicopterfotos_2009_05.6,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0549,149359.626,408876.6717,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0549.jpg,,,POINT (149359.6259999983 408876.6719999984)
zn_helicopterfotos_2009_05.7,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0550,149548.2825,409008.8558,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0550.jpg,,,POINT (149548.28299999982 409008.85599999875)
zn_helicopterfotos_2009_05.8,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0551,149765.3142,409096.5161,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0551.jpg,,,POINT (149765.3139999993 409096.5159999989)
zn_helicopterfotos_2009_05.9,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0552,149927.9198,409137.5138,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0552.jpg,,,POINT (149927.9200000018 409137.51399999857)
zn_helicopterfotos_2009_05.10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05,a2_rondweg_denbosch,jvh-a2_db-0553,150123.3203,409187.3851,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2009-05/jvh-a2_db-0553.jpg,,,POINT (150123.3200000003 409187.38500000164)
