Nummer;Totaal van;Jaar;Maand;Type aanvraag;Nationaliteit;Aantal aanvragen
1;Jaar;2020;*Alle*;*Alle*;*Alle*;15270
2;Jaar, Maand;2020;01;*Alle*;*Alle*;2120
2;Jaar, Maand;2020;02;*Alle*;*Alle*;1670
2;Jaar, Maand;2020;03;*Alle*;*Alle*;1100
2;Jaar, Maand;2020;04;*Alle*;*Alle*;290
2;Jaar, Maand;2020;05;*Alle*;*Alle*;360
2;Jaar, Maand;2020;06;*Alle*;*Alle*;830
2;Jaar, Maand;2020;07;*Alle*;*Alle*;1420
2;Jaar, Maand;2020;08;*Alle*;*Alle*;1560
2;Jaar, Maand;2020;09;*Alle*;*Alle*;1640
2;Jaar, Maand;2020;10;*Alle*;*Alle*;1550
2;Jaar, Maand;2020;11;*Alle*;*Alle*;1380
2;Jaar, Maand;2020;12;*Alle*;*Alle*;1350
3;Jaar, Maand, Type aanvraag;2020;01;Asiel - 1e aanvraag;*Alle*;1950
3;Jaar, Maand, Type aanvraag;2020;01;Asiel - tweede en volgende aanvragen;*Alle*;170
3;Jaar, Maand, Type aanvraag;2020;02;Asiel - 1e aanvraag;*Alle*;1510
3;Jaar, Maand, Type aanvraag;2020;02;Asiel - tweede en volgende aanvragen;*Alle*;170
3;Jaar, Maand, Type aanvraag;2020;03;Asiel - 1e aanvraag;*Alle*;1010
3;Jaar, Maand, Type aanvraag;2020;03;Asiel - tweede en volgende aanvragen;*Alle*;90
3;Jaar, Maand, Type aanvraag;2020;04;Asiel - 1e aanvraag;*Alle*;270
3;Jaar, Maand, Type aanvraag;2020;04;Asiel - tweede en volgende aanvragen;*Alle*;20
3;Jaar, Maand, Type aanvraag;2020;05;Asiel - 1e aanvraag;*Alle*;340
3;Jaar, Maand, Type aanvraag;2020;05;Asiel - tweede en volgende aanvragen;*Alle*;20
3;Jaar, Maand, Type aanvraag;2020;06;Asiel - 1e aanvraag;*Alle*;650
3;Jaar, Maand, Type aanvraag;2020;06;Asiel - tweede en volgende aanvragen;*Alle*;180
3;Jaar, Maand, Type aanvraag;2020;07;Asiel - 1e aanvraag;*Alle*;1190
3;Jaar, Maand, Type aanvraag;2020;07;Asiel - tweede en volgende aanvragen;*Alle*;230
3;Jaar, Maand, Type aanvraag;2020;08;Asiel - 1e aanvraag;*Alle*;1420
3;Jaar, Maand, Type aanvraag;2020;08;Asiel - tweede en volgende aanvragen;*Alle*;140
3;Jaar, Maand, Type aanvraag;2020;09;Asiel - 1e aanvraag;*Alle*;1490
3;Jaar, Maand, Type aanvraag;2020;09;Asiel - tweede en volgende aanvragen;*Alle*;160
3;Jaar, Maand, Type aanvraag;2020;10;Asiel - 1e aanvraag;*Alle*;1400
3;Jaar, Maand, Type aanvraag;2020;10;Asiel - tweede en volgende aanvragen;*Alle*;140
3;Jaar, Maand, Type aanvraag;2020;11;Asiel - 1e aanvraag;*Alle*;1230
3;Jaar, Maand, Type aanvraag;2020;11;Asiel - tweede en volgende aanvragen;*Alle*;160
