Jaar;Ketennationaliteit;Aantal unieke vreemdelingen
2019;Algerijnse;695
2019;Marokkaanse;626
2019;Libische;186
2019;Tunesische;136
2019;Georgische;110
2019;Moldavische;98
2019;Syrische;94
2019;Iraanse;85
2019;Iraakse;82
2019;Belarussische;66
2019;Nigeriaanse;64
2019;Eritrese;60
2019;Afghaanse;51
2019;Onbekend;35
2019;Gambiaanse;34
2019;Russische;31
2019;Oekraïense;28
2019;Somalische;24
2019;Guinese;21
2019;Azerbeidzjaanse;21
2019;Soedanese;17
2019;Armeense;17
2019;Turkse;16
2019;Egyptische;14
2019;Servische;13
2019;Jemenitische;10
2019;Burger van de Republiek Noord-Macedonië;10
2019;Albanese;10
2019;Pakistaanse;9
2019;Mongolische;9
2019;Staatloos;8
2019;Libanese;8
2019;Venezolaanse;7
2019;Sierra Leoonse;6
2019;Senegalese;6
2019;Malinese;6
2019;Jordaanse;6
2019;Ghanese;6
2019;Ethiopische;6
2019;Palestijnse;5
2019;Cubaanse;5
2019;Chinese;5
2019;Burger van Bosnië-Herzegovina;5
2019;Vietnamese;4
2019;Liberiaanse;4
2019;Jamaicaanse;4
2019;Sri Lankaanse;3
2019;Nigerese;3
2019;Kameroense;3
2019;Joegoslavische;3
2019;Ivoriaanse;3
2019;Dominicaanse;3
2019;Colombiaanse;3
2019;Burger van Democratische Republiek Congo;3
2019;Tsjadische;2
2019;Saoedi-Arabische;2
2019;Roemeense;2
2019;Myanmarese;2
2019;Mauritaanse;2
2019;Kosovaarse;2
2019;Kazachse;2
2019;Tadzjiekse;1
2019;Surinaamse;1
2019;Saint Luciaanse;1
2019;Nederlandse;1
2019;Namibische;1
2019;Montenegrijnse;1
2019;Kroatische;1
2019;Kirgizische;1
2019;Italiaanse;1
2019;Israëlische;1
2019;Indiase;1
2019;Guinee-Bissause;1
2019;Filipijnse;1
2019;Burger van Trinidad en Tobago;1
2019;Burger van de Bondsrepubliek Duitsland;1
2019;Burger van Congo;1
2019;Burger van Antigua en Barbuda;1
2019;Braziliaanse;1
2019;Bahamaanse;1
2019;Angolese;1
2018;Algerijnse;555
2018;Marokkaanse;479
2018;Libische;176
2018;Tunesische;146
2018;Iraakse;117
2018;Syrische;113
2018;Georgische;94
2018;Iraanse;84
2018;Eritrese;76
2018;Afghaanse;68
2018;Belarussische;55
2018;Moldavische;50
2018;Albanese;32
2018;Russische;27
2018;Gambiaanse;25
2018;Oekraïense;25
2018;Nigeriaanse;25
2018;Soedanese;24
2018;Cubaanse;20
2018;Onbekend;19
2018;Somalische;18
2018;Guinese;17
2018;Egyptische;16
2018;Armeense;15
2018;Staatloos;15
2018;Senegalese;13
2018;Servische;12
2018;Azerbeidzjaanse;11
2018;Libanese;10
2018;Jemenitische;10
2018;Palestijnse;7
2018;Burger van Bosnië-Herzegovina;7
2018;Burger van de Republiek Noord-Macedonië;7
2018;Turkse;7
2018;Pakistaanse;7
2018;Ethiopische;5
2018;Jamaicaanse;4
2018;Burger van Congo;4
2018;Burger van Trinidad en Tobago;4
2018;Burger van Democratische Republiek Congo;4
2018;Colombiaanse;4
2018;Mongolische;4
2018;Sierra Leoonse;4
2018;Ghanese;4
2018;Kosovaarse;4
2018;Vietnamese;4
2018;Mauritaanse;4
2018;Burundese;3
2018;Amerikaans burger;3
2018;Ivoriaanse;3
2018;Tadzjiekse;3
2018;Kameroense;3
2018;Spaanse;3
2018;Kenyaanse;3
2018;Guinee-Bissause;3
2018;Venezolaanse;3
2018;Chinese;2
2018;Guyaanse;2
2018;Surinaamse;2
2018;Nigerese;2
2018;Letse;2
2018;Liberiaanse;2
2018;Jordaanse;2
2018;Malinese;2
2018;Bengalese;1
2018;Joegoslavische;1
2018;Saoedi-Arabische;1
2018;Bulgaarse;1
2018;Kroatische;1
2018;Zimbabwaanse;1
2018;Angolese;1
2018;Montenegrijnse;1
2018;Malagassische;1
2018;Roemeense;1
2018;Finse;1
2018;Mexicaanse;1
2018;Taiwanese;1
2018;Israëlische;1
2018;Chileense;1
2018;Burger van de Verenigde Arabische Emirat;1
2018;Ugandese;1
2018;Maldivische;1
2018;Oezbeekse;1
2018;Tsjadische;1
2018;Sri Lankaanse;1
2018;Kazachse;1
2018;Italiaanse;1
