Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal ontvangen reisdocumenten
1;Jaar;2019;*Alle*;*Alle*;500
2;Jaar, Soort verzoek;2019;LP;*Alle*;250
2;Jaar, Soort verzoek;2019;T&O;*Alle*;250
3;Jaar, Land van aanvraag;2019;*Alle*;Albanië;60
3;Jaar, Land van aanvraag;2019;*Alle*;Algerije;20
3;Jaar, Land van aanvraag;2019;*Alle*;Armenië;10
3;Jaar, Land van aanvraag;2019;*Alle*;Bosnië-Herzegovina;20
3;Jaar, Land van aanvraag;2019;*Alle*;Georgië;70
3;Jaar, Land van aanvraag;2019;*Alle*;Ghana;10
3;Jaar, Land van aanvraag;2019;*Alle*;Guinee;20
3;Jaar, Land van aanvraag;2019;*Alle*;Kosovo;10
3;Jaar, Land van aanvraag;2019;*Alle*;Letland;10
3;Jaar, Land van aanvraag;2019;*Alle*;Libanon;10
3;Jaar, Land van aanvraag;2019;*Alle*;Libië;10
3;Jaar, Land van aanvraag;2019;*Alle*;Litouwen;10
3;Jaar, Land van aanvraag;2019;*Alle*;Marokko;10
3;Jaar, Land van aanvraag;2019;*Alle*;Nigeria;10
3;Jaar, Land van aanvraag;2019;*Alle*;Oekraïne;10
3;Jaar, Land van aanvraag;2019;*Alle*;Polen;60
3;Jaar, Land van aanvraag;2019;*Alle*;Republiek Noord-Macedonië;20
3;Jaar, Land van aanvraag;2019;*Alle*;Roemenië;10
3;Jaar, Land van aanvraag;2019;*Alle*;Rusland;10
3;Jaar, Land van aanvraag;2019;*Alle*;Servië;30
3;Jaar, Land van aanvraag;2019;*Alle*;Sierra Leone;10
3;Jaar, Land van aanvraag;2019;*Alle*;Tunesië;10
3;Jaar, Land van aanvraag;2019;*Alle*;Vietnam;20
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Algerije;20
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Ghana;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Guinee;20
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Letland;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Libanon;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Libië;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Litouwen;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Marokko;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Nigeria;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Polen;60
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Roemenië;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Sierra Leone;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Tunesië;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;LP;Vietnam;20
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Albanië;60
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Armenië;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Bosnië-Herzegovina;20
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Georgië;70
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Kosovo;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Oekraïne;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Republiek Noord-Macedonië;20
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Rusland;10
4;Jaar, Soort verzoek, Land van aanvraag;2019;T&O;Servië;30
