Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Beslissing;Nationaliteit;Aantal beslissingen
1;Jaar, Procedure categorie;2016;*Alle*;EU-document;*Alle*;*Alle*;*Alle*;3120
2;Jaar, Maand, Procedure categorie;2016;01;EU-document;*Alle*;*Alle*;*Alle*;340
2;Jaar, Maand, Procedure categorie;2016;02;EU-document;*Alle*;*Alle*;*Alle*;390
2;Jaar, Maand, Procedure categorie;2016;03;EU-document;*Alle*;*Alle*;*Alle*;300
2;Jaar, Maand, Procedure categorie;2016;04;EU-document;*Alle*;*Alle*;*Alle*;240
2;Jaar, Maand, Procedure categorie;2016;05;EU-document;*Alle*;*Alle*;*Alle*;260
2;Jaar, Maand, Procedure categorie;2016;06;EU-document;*Alle*;*Alle*;*Alle*;230
2;Jaar, Maand, Procedure categorie;2016;07;EU-document;*Alle*;*Alle*;*Alle*;180
2;Jaar, Maand, Procedure categorie;2016;08;EU-document;*Alle*;*Alle*;*Alle*;150
2;Jaar, Maand, Procedure categorie;2016;09;EU-document;*Alle*;*Alle*;*Alle*;260
2;Jaar, Maand, Procedure categorie;2016;10;EU-document;*Alle*;*Alle*;*Alle*;230
2;Jaar, Maand, Procedure categorie;2016;11;EU-document;*Alle*;*Alle*;*Alle*;320
2;Jaar, Maand, Procedure categorie;2016;12;EU-document;*Alle*;*Alle*;*Alle*;220
3;Jaar, Procedure categorie, Verblijfscluster;2016;*Alle*;EU-document;Derdelanders;*Alle*;*Alle*;3040
3;Jaar, Procedure categorie, Verblijfscluster;2016;*Alle*;EU-document;EU-burgers;*Alle*;*Alle*;80
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;01;EU-document;Derdelanders;*Alle*;*Alle*;330
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;01;EU-document;EU-burgers;*Alle*;*Alle*;10
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;02;EU-document;Derdelanders;*Alle*;*Alle*;380
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;02;EU-document;EU-burgers;*Alle*;*Alle*;10
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;03;EU-document;Derdelanders;*Alle*;*Alle*;290
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;03;EU-document;EU-burgers;*Alle*;*Alle*;10
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;04;EU-document;Derdelanders;*Alle*;*Alle*;240
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;05;EU-document;Derdelanders;*Alle*;*Alle*;250
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;05;EU-document;EU-burgers;*Alle*;*Alle*;10
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;06;EU-document;Derdelanders;*Alle*;*Alle*;220
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;06;EU-document;EU-burgers;*Alle*;*Alle*;10
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;07;EU-document;Derdelanders;*Alle*;*Alle*;180
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2016;08;EU-document;Derdelanders;*Alle*;*Alle*;140
