Jaar;Ketennationaliteit;Aantal unieke vreemdelingen
2019;Algerijnse;682
2019;Marokkaanse;620
2019;Libische;180
2019;Tunesische;133
2019;Georgische;109
2019;Moldavische;89
2019;Syrische;79
2019;Iraakse;74
2019;Iraanse;68
2019;Belarussische;64
2019;Nigeriaanse;56
2019;Eritrese;44
2019;Afghaanse;43
2019;Gambiaanse;31
2019;Onbekend;30
2019;Russische;29
2019;Oekraïense;28
2019;Somalische;23
2019;Guinese;20
2019;Azerbeidzjaanse;18
2019;Armeense;15
2019;Soedanese;15
2019;Egyptische;14
2019;Turkse;13
2019;Burger van de Republiek Noord-Macedonië;10
2019;Jemenitische;10
2019;Albanese;9
2019;Mongolische;9
2019;Servische;9
2019;Pakistaanse;8
2019;Ghanese;6
2019;Jordaanse;6
2019;Libanese;6
2019;Sierra Leoonse;6
2019;Staatloos;6
2019;Venezolaanse;6
2019;Burger van Bosnië-Herzegovina;5
2019;Chinese;5
2019;Ethiopische;5
2019;Malinese;5
2019;Palestijnse;5
2019;Senegalese;5
2019;Cubaanse;4
2019;Jamaicaanse;4
2019;Liberiaanse;4
2019;Burger van Democratische Republiek Congo;3
2019;Dominicaanse;3
2019;Ivoriaanse;3
2019;Kameroense;3
2019;Nigerese;3
2019;Colombiaanse;2
2019;Joegoslavische;2
2019;Kazachse;2
2019;Mauritaanse;2
2019;Saoedi-Arabische;2
2019;Tsjadische;2
2019;Vietnamese;2
2019;Angolese;1
2019;Bahamaanse;1
2019;Braziliaanse;1
2019;Burger van Antigua en Barbuda;1
2019;Burger van Congo;1
2019;Burger van de Bondsrepubliek Duitsland;1
2019;Burger van Trinidad en Tobago;1
2019;Filipijnse;1
2019;Guinee-Bissause;1
2019;Indiase;1
2019;Israëlische;1
2019;Italiaanse;1
2019;Kirgizische;1
2019;Kosovaarse;1
2019;Kroatische;1
2019;Montenegrijnse;1
2019;Myanmarese;1
2019;Namibische;1
2019;Nederlandse;1
2019;Roemeense;1
2019;Saint Luciaanse;1
2019;Sri Lankaanse;1
2019;Tadzjiekse;1
2018;Algerijnse;505
2018;Marokkaanse;430
2018;Libische;164
2018;Tunesische;140
2018;Iraakse;99
2018;Georgische;87
2018;Syrische;79
2018;Iraanse;63
2018;Eritrese;56
2018;Belarussische;54
2018;Afghaanse;51
2018;Moldavische;44
2018;Oekraïense;23
2018;Russische;22
2018;Albanese;20
2018;Gambiaanse;19
2018;Nigeriaanse;19
2018;Soedanese;18
2018;Somalische;17
2018;Cubaanse;16
2018;Guinese;16
2018;Onbekend;16
2018;Egyptische;13
2018;Senegalese;13
2018;Staatloos;11
2018;Armeense;10
2018;Azerbeidzjaanse;10
2018;Libanese;10
2018;Servische;10
2018;Jemenitische;8
2018;Burger van de Republiek Noord-Macedonië;7
2018;Burger van Bosnië-Herzegovina;6
2018;Palestijnse;6
2018;Pakistaanse;5
2018;Turkse;5
2018;Burger van Democratische Republiek Congo;4
2018;Burger van Trinidad en Tobago;4
2018;Ethiopische;4
2018;Mauritaanse;4
2018;Sierra Leoonse;4
2018;Vietnamese;4
2018;Amerikaans burger;3
2018;Burger van Congo;3
2018;Burundese;3
2018;Colombiaanse;3
2018;Ghanese;3
2018;Guinee-Bissause;3
2018;Jamaicaanse;3
2018;Kameroense;3
2018;Kosovaarse;3
2018;Letse;3
2018;Mongolische;3
2018;Spaanse;3
2018;Tadzjiekse;3
2018;Venezolaanse;3
2018;Chinese;2
2018;Liberiaanse;2
2018;Malinese;2
2018;Nigerese;2
2018;Surinaamse;2
2018;Angolese;1
2018;Bulgaarse;1
2018;Burger van de Verenigde Arabische Emirat;1
2018;Chileense;1
2018;Guyaanse;1
2018;Israëlische;1
2018;Italiaanse;1
2018;Joegoslavische;1
2018;Jordaanse;1
2018;Kazachse;1
2018;Kenyaanse;1
2018;Kroatische;1
2018;Malagassische;1
2018;Maldivische;1
2018;Mexicaanse;1
2018;Montenegrijnse;1
2018;Oezbeekse;1
2018;Roemeense;1
2018;Sri Lankaanse;1
2018;Taiwanese;1
2018;Tsjadische;1
2018;Ugandese;1
2018;Zimbabwaanse;1
