Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Aantal aanvragen
1;Jaar;2019;*Alle*;*Alle*;*Alle*;*Alle*;140660
2;Jaar, Maand;2019;01;*Alle*;*Alle*;*Alle*;6600
2;Jaar, Maand;2019;02;*Alle*;*Alle*;*Alle*;7970
2;Jaar, Maand;2019;03;*Alle*;*Alle*;*Alle*;48050
2;Jaar, Maand;2019;04;*Alle*;*Alle*;*Alle*;6030
2;Jaar, Maand;2019;05;*Alle*;*Alle*;*Alle*;8370
2;Jaar, Maand;2019;06;*Alle*;*Alle*;*Alle*;10890
2;Jaar, Maand;2019;07;*Alle*;*Alle*;*Alle*;12860
2;Jaar, Maand;2019;08;*Alle*;*Alle*;*Alle*;7450
2;Jaar, Maand;2019;09;*Alle*;*Alle*;*Alle*;5950
2;Jaar, Maand;2019;10;*Alle*;*Alle*;*Alle*;11890
2;Jaar, Maand;2019;11;*Alle*;*Alle*;*Alle*;7230
2;Jaar, Maand;2019;12;*Alle*;*Alle*;*Alle*;7380
3;Jaar, Procedure categorie;2019;*Alle*;TEV;*Alle*;*Alle*;61960
3;Jaar, Procedure categorie;2019;*Alle*;VVR;*Alle*;*Alle*;78700
4;Jaar, Maand, Procedure categorie;2019;01;TEV;*Alle*;*Alle*;4160
4;Jaar, Maand, Procedure categorie;2019;01;VVR;*Alle*;*Alle*;2440
4;Jaar, Maand, Procedure categorie;2019;02;TEV;*Alle*;*Alle*;3780
4;Jaar, Maand, Procedure categorie;2019;02;VVR;*Alle*;*Alle*;4190
4;Jaar, Maand, Procedure categorie;2019;03;TEV;*Alle*;*Alle*;4060
4;Jaar, Maand, Procedure categorie;2019;03;VVR;*Alle*;*Alle*;43990
4;Jaar, Maand, Procedure categorie;2019;04;TEV;*Alle*;*Alle*;4110
4;Jaar, Maand, Procedure categorie;2019;04;VVR;*Alle*;*Alle*;1920
4;Jaar, Maand, Procedure categorie;2019;05;TEV;*Alle*;*Alle*;5930
4;Jaar, Maand, Procedure categorie;2019;05;VVR;*Alle*;*Alle*;2440
4;Jaar, Maand, Procedure categorie;2019;06;TEV;*Alle*;*Alle*;7990
4;Jaar, Maand, Procedure categorie;2019;06;VVR;*Alle*;*Alle*;2900
4;Jaar, Maand, Procedure categorie;2019;07;TEV;*Alle*;*Alle*;9180
4;Jaar, Maand, Procedure categorie;2019;07;VVR;*Alle*;*Alle*;3680
4;Jaar, Maand, Procedure categorie;2019;08;TEV;*Alle*;*Alle*;4720
4;Jaar, Maand, Procedure categorie;2019;08;VVR;*Alle*;*Alle*;2730
4;Jaar, Maand, Procedure categorie;2019;09;TEV;*Alle*;*Alle*;3950
4;Jaar, Maand, Procedure categorie;2019;09;VVR;*Alle*;*Alle*;2000
4;Jaar, Maand, Procedure categorie;2019;10;TEV;*Alle*;*Alle*;4290
4;Jaar, Maand, Procedure categorie;2019;10;VVR;*Alle*;*Alle*;7600
4;Jaar, Maand, Procedure categorie;2019;11;TEV;*Alle*;*Alle*;4900
4;Jaar, Maand, Procedure categorie;2019;11;VVR;*Alle*;*Alle*;2330
4;Jaar, Maand, Procedure categorie;2019;12;TEV;*Alle*;*Alle*;4890
4;Jaar, Maand, Procedure categorie;2019;12;VVR;*Alle*;*Alle*;2490
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Arbeid regulier;*Alle*;3030
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Arbeid tijdelijk;*Alle*;690
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Bijzonder verblijf;*Alle*;70
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Brexit;*Alle*;47380
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Humanitair niet-tijdelijk;*Alle*;2800
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Humanitair tijdelijk;*Alle*;1000
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Kennis en talent;*Alle*;20970
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Studie;*Alle*;20430
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Uitwisseling;*Alle*;3460
5;Jaar, Verblijfscluster;2019;*Alle*;*Alle*;Verblijf als familie- of gezinslid;*Alle*;40830
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Arbeid regulier;*Alle*;190
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Arbeid tijdelijk;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Bijzonder verblijf;*Alle*;10
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Humanitair niet-tijdelijk;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Humanitair tijdelijk;*Alle*;70
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Kennis en talent;*Alle*;1720
6;Jaar, Maand, Verblijfscluster;2019;01;*Alle*;Studie;*Alle*;690
