Jaar;Ketennationaliteit;Aantal unieke vreemdelingen
2019;Algerijnse;441
2019;Marokkaanse;386
2019;Libische;122
2019;Tunesische;78
2019;Georgische;66
2019;Moldavische;39
2019;Belarussische;38
2019;Iraakse;34
2019;Iraanse;29
2019;Syrische;26
2019;Nigeriaanse;18
2019;Oekraïense;18
2019;Onbekend;18
2019;Russische;18
2019;Afghaanse;14
2019;Azerbeidzjaanse;13
2019;Eritrese;12
2019;Guinese;11
2019;Armeense;10
2019;Gambiaanse;10
2019;Somalische;10
2019;Egyptische;7
2019;Mongolische;6
2019;Soedanese;5
2019;Jemenitische;4
2019;Libanese;4
2019;Pakistaanse;4
2019;Burger van Democratische Republiek Congo;3
2019;Chinese;3
2019;Ghanese;3
2019;Malinese;3
2019;Servische;3
2019;Sierra Leoonse;3
2019;Turkse;3
2019;Venezolaanse;3
2019;Burger van de Republiek Noord-Macedonië;2
2019;Cubaanse;2
2019;Ethiopische;2
2019;Ivoriaanse;2
2019;Jamaicaanse;2
2019;Joegoslavische;2
2019;Kameroense;2
2019;Kazachse;2
2019;Liberiaanse;2
2019;Palestijnse;2
2019;Saoedi-Arabische;2
2019;Senegalese;2
2019;Staatloos;2
2019;Albanese;1
2019;Braziliaanse;1
2019;Burger van Bosnië-Herzegovina;1
2019;Burger van Congo;1
2019;Burger van de Bondsrepubliek Duitsland;1
2019;Burger van Trinidad en Tobago;1
2019;Dominicaanse;1
2019;Guinee-Bissause;1
2019;Jordaanse;1
2019;Myanmarese;1
2019;Namibische;1
2019;Nederlandse;1
2019;Roemeense;1
2019;Tsjadische;1
2019;Vietnamese;1
2018;Algerijnse;398
2018;Marokkaanse;317
2018;Libische;127
2018;Tunesische;116
2018;Iraakse;53
2018;Georgische;52
2018;Belarussische;40
2018;Syrische;35
2018;Moldavische;32
2018;Iraanse;28
2018;Eritrese;27
2018;Afghaanse;19
2018;Russische;18
2018;Onbekend;14
2018;Gambiaanse;13
2018;Oekraïense;13
2018;Albanese;12
2018;Soedanese;12
2018;Somalische;11
2018;Egyptische;10
2018;Guinese;9
2018;Armeense;8
2018;Senegalese;8
2018;Servische;8
2018;Azerbeidzjaanse;7
2018;Libanese;7
2018;Cubaanse;6
2018;Nigeriaanse;6
2018;Burger van de Republiek Noord-Macedonië;5
2018;Palestijnse;5
2018;Burger van Bosnië-Herzegovina;4
2018;Mauritaanse;4
2018;Sierra Leoonse;4
2018;Staatloos;4
2018;Turkse;4
2018;Burger van Democratische Republiek Congo;3
2018;Burger van Trinidad en Tobago;3
2018;Burundese;3
2018;Colombiaanse;3
2018;Ethiopische;3
2018;Jemenitische;3
2018;Amerikaans burger;2
2018;Ghanese;2
2018;Jamaicaanse;2
2018;Kosovaarse;2
2018;Letse;2
2018;Mongolische;2
2018;Nigerese;2
2018;Pakistaanse;2
2018;Spaanse;2
2018;Tadzjiekse;2
2018;Venezolaanse;2
2018;Vietnamese;2
2018;Bulgaarse;1
2018;Chileense;1
2018;Chinese;1
2018;Guinee-Bissause;1
2018;Guyaanse;1
2018;Israëlische;1
2018;Italiaanse;1
2018;Jordaanse;1
2018;Kameroense;1
2018;Kenyaanse;1
2018;Malagassische;1
2018;Mexicaanse;1
2018;Montenegrijnse;1
2018;Oezbeekse;1
2018;Roemeense;1
2018;Sri Lankaanse;1
2018;Surinaamse;1
2018;Tsjadische;1
2018;Ugandese;1
2018;Zimbabwaanse;1
