Nummer;Totaal van;Jaar;Maand;Aanleverende organisatie;Nationaliteit;Aantal instroom
1;Jaar;2018;;;;19000
2;Jaar, Maand;2018;1;;;1830
2;Jaar, Maand;2018;2;;;1390
2;Jaar, Maand;2018;3;;;1560
2;Jaar, Maand;2018;4;;;1540
2;Jaar, Maand;2018;5;;;1580
2;Jaar, Maand;2018;6;;;1470
2;Jaar, Maand;2018;7;;;1420
2;Jaar, Maand;2018;8;;;1410
2;Jaar, Maand;2018;9;;;1450
2;Jaar, Maand;2018;10;;;2010
2;Jaar, Maand;2018;11;;;1890
2;Jaar, Maand;2018;12;;;1470
3;Jaar, Maand, Aanleverende organisatie;2018;1;Immigratie- en Naturalisatiedienst;;1290
3;Jaar, Maand, Aanleverende organisatie;2018;1;Koninklijke Marechaussee;;110
3;Jaar, Maand, Aanleverende organisatie;2018;1;Nationale Politie;;300
3;Jaar, Maand, Aanleverende organisatie;2018;1;Overige;;130
3;Jaar, Maand, Aanleverende organisatie;2018;2;Immigratie- en Naturalisatiedienst;;990
3;Jaar, Maand, Aanleverende organisatie;2018;2;Koninklijke Marechaussee;;70
3;Jaar, Maand, Aanleverende organisatie;2018;2;Nationale Politie;;230
3;Jaar, Maand, Aanleverende organisatie;2018;2;Overige;;90
3;Jaar, Maand, Aanleverende organisatie;2018;3;Immigratie- en Naturalisatiedienst;;1090
3;Jaar, Maand, Aanleverende organisatie;2018;3;Koninklijke Marechaussee;;90
3;Jaar, Maand, Aanleverende organisatie;2018;3;Nationale Politie;;230
3;Jaar, Maand, Aanleverende organisatie;2018;3;Overige;;150
3;Jaar, Maand, Aanleverende organisatie;2018;4;Immigratie- en Naturalisatiedienst;;1050
3;Jaar, Maand, Aanleverende organisatie;2018;4;Koninklijke Marechaussee;;70
3;Jaar, Maand, Aanleverende organisatie;2018;4;Nationale Politie;;250
3;Jaar, Maand, Aanleverende organisatie;2018;4;Overige;;170
3;Jaar, Maand, Aanleverende organisatie;2018;5;Immigratie- en Naturalisatiedienst;;1000
3;Jaar, Maand, Aanleverende organisatie;2018;5;Koninklijke Marechaussee;;100
3;Jaar, Maand, Aanleverende organisatie;2018;5;Nationale Politie;;290
3;Jaar, Maand, Aanleverende organisatie;2018;5;Overige;;190
3;Jaar, Maand, Aanleverende organisatie;2018;6;Immigratie- en Naturalisatiedienst;;1050
3;Jaar, Maand, Aanleverende organisatie;2018;6;Koninklijke Marechaussee;;70
3;Jaar, Maand, Aanleverende organisatie;2018;6;Nationale Politie;;210
3;Jaar, Maand, Aanleverende organisatie;2018;6;Overige;;140
3;Jaar, Maand, Aanleverende organisatie;2018;7;Immigratie- en Naturalisatiedienst;;890
3;Jaar, Maand, Aanleverende organisatie;2018;7;Koninklijke Marechaussee;;70
3;Jaar, Maand, Aanleverende organisatie;2018;7;Nationale Politie;;290
3;Jaar, Maand, Aanleverende organisatie;2018;7;Overige;;180
3;Jaar, Maand, Aanleverende organisatie;2018;8;Immigratie- en Naturalisatiedienst;;940
3;Jaar, Maand, Aanleverende organisatie;2018;8;Koninklijke Marechaussee;;110
3;Jaar, Maand, Aanleverende organisatie;2018;8;Nationale Politie;;230
3;Jaar, Maand, Aanleverende organisatie;2018;8;Overige;;130
3;Jaar, Maand, Aanleverende organisatie;2018;9;Immigratie- en Naturalisatiedienst;;930
3;Jaar, Maand, Aanleverende organisatie;2018;9;Koninklijke Marechaussee;;90
3;Jaar, Maand, Aanleverende organisatie;2018;9;Nationale Politie;;290
3;Jaar, Maand, Aanleverende organisatie;2018;9;Overige;;140
3;Jaar, Maand, Aanleverende organisatie;2018;10;Immigratie- en Naturalisatiedienst;;1450
3;Jaar, Maand, Aanleverende organisatie;2018;10;Koninklijke Marechaussee;;100
3;Jaar, Maand, Aanleverende organisatie;2018;10;Nationale Politie;;300
3;Jaar, Maand, Aanleverende organisatie;2018;10;Overige;;170
3;Jaar, Maand, Aanleverende organisatie;2018;11;Immigratie- en Naturalisatiedienst;;1320
