FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,max_snelh,gdb_geomattr_data,shape
kantstroken_wegvak.1,Vluchtstrook,H,600135540,2019-10-01T00:00:00,88,467,060013554020191001,KLK0006362552,L,I,2,,,"LINESTRING (148082.09980000183 487378.2564999983, 148067.27600000054 487341.94200000167, 148060.40900000185 487321.33999999985, 148055.05900000036 487293.9510000013, 148053.46200000122 487275.9050000012, 148055.03700000048 487251.5179999992, 148056 487239, 148060.88800000027 487218.4919999987, 148073.2650000006 487179.4450000003, 148079.17399999872 487157.7259999998, 148085.86199999973 487126.5159999989, 148088.03700000048 487096.48000000045, 148087.55799999833 487072.0450000018, 148085.16200000048 487051.4439999983, 148080.37099999934 487025.8920000009, 148075.1009999998 487009.1229999997)"
kantstroken_wegvak.2,Vluchtstrook,H,600135540,2019-10-01T00:00:00,25,88,060013554020191001,KLK0006362553,L,I,3,,,"LINESTRING (148105.07990000024 487436.9145999998, 148085.561999999 487386.73800000176, 148082.09980000183 487378.2564999983)"
kantstroken_wegvak.3,Vluchtstrook,H,600215863,2019-11-01T00:00:00,79,242,060021586320191101,KLK0008824566,R,I,2,,,"LINESTRING (189906.14400000125 326838.2520999983, 189912.71680000052 326829.5626000017, 189923.72349999845 326812.3117999993, 189934.51850000024 326794.1083999984, 189952.93349999934 326762.0408000015, 189963.940200001 326742.4615999982, 189989.0439000018 326697.6442999989)"
kantstroken_wegvak.4,Puntstuk,H,600215079,2019-11-01T00:00:00,13,75,060021507920191101,KLK0006433342,L,I,2,,,"LINESTRING (115944.35440000147 483450.8060999997, 116002.64039999992 483469.1171000004, 116003.11910000071 483469.2421000004)"
kantstroken_wegvak.5,Puntstuk,H,600215085,2019-11-01T00:00:00,0,45,060021508520191101,KLK0006433357,R,I,2,,,"LINESTRING (115945.9886999987 483604.17720000073, 115928.07200000063 483600.01000000164, 115903.15850000083 483590.6746999994)"
kantstroken_wegvak.6,Vluchtstrook,H,600199678,2019-10-01T00:00:00,0,116,060019967820191001,KLK0007489242,R,I,2,,,"LINESTRING (148272.03299999982 487233.70899999887, 148274.50459999964 487244.1394000016, 148287.75019999966 487272.47030000016, 148309.94889999926 487314.04679999873, 148318.04340000078 487330.60379999876, 148318.09820000082 487339.46979999915)"
kantstroken_wegvak.7,Vluchtstrook,H,600136402,2019-10-01T00:00:00,21,138,060013640220191001,KLK0008638055,R,I,3,,,"LINESTRING (148449.71090000123 487316.9902999997, 148410.99500000104 487216.8429999985, 148407.32820000127 487207.93879999965)"
kantstroken_wegvak.8,Vluchtstrook,H,600136402,2019-10-01T00:00:00,138,370,060013640220191001,KLK0007489242,R,I,2,,,"LINESTRING (148407.32820000127 487207.93879999965, 148402 487195, 148395.98900000006 487182.65300000086, 148383.62200000137 487166.6579999998, 148367.2589999996 487153.16000000015, 148351.72300000116 487145.77699999884, 148341.5850000009 487144.2349999994, 148328.5700000003 487144.0249999985, 148311.39400000125 487147.65100000054, 148297.2899999991 487155.47399999946, 148286.05000000075 487165.1710000001, 148277.125 487176.8509999998, 148274.53599999845 487182.4149999991, 148269.35700000077 487197.1799999997, 148269.08100000024 487211.7800000012, 148269.30200000107 487222.90900000185, 148272.03299999982 487233.70899999887)"
kantstroken_wegvak.9,Vluchtstrook,H,291370016,2019-10-01T00:00:00,0,220,029137001620191001,KLK0006321263,R,I,3,,,"LINESTRING (145797.32299999893 485064.55799999833, 145816.24700000137 485068.29199999943, 145831.84699999914 485071.02899999917, 145849.08799999952 485072.9450000003, 145866.60300000012 485074.313000001, 145891.23299999908 485074.0390000008, 145919.4210000001 485071.8500000015, 145949.5249999985 485065.2820000015, 145979.90199999884 485055.7039999999, 146012.1950000003 485044.4829999991, 146012.38679999858 485044.4178000018)"
kantstroken_wegvak.10,Vluchtstrook,H,600215782,2019-11-01T00:00:00,0,83,060021578220191101,KLK0008200936,L,I,2,,,"LINESTRING (190130.1272 326427.0111999996, 190131.4791000001 326441.03819999844, 190123.8062000014 326470.53929999843, 190120.10200000182 326482.71009999886, 190111.80730000138 326507.31639999896)"
kantstroken_wegvak.11,Vluchtstrook,H,283369047,2019-09-01T00:00:00,0,196,028336904720190901,KLK0008192991,R,I,2,,,"LINESTRING (141921.50299999863 484620.5780000016, 141961.74560000002 484645.27050000057, 142000.26900000125 484667.28390000015, 142047.68239999935 484695.22399999946, 142073.7175000012 484709.8289999999, 142086.63369999826 484724.9807000011)"
kantstroken_wegvak.12,Vluchtstrook,H,600199664,2019-09-01T00:00:00,0,73,060019966420190901,KLK0010035590,R,I,2,,,"LINESTRING (148079.3509999998 486892.81500000134, 148088.8761 486900.64660000056, 148105.80939999968 486923.9299999997, 148123.6090000011 486950.0920000002)"
kantstroken_wegvak.13,Vluchtstrook,H,600200254,2019-09-01T00:00:00,0,57,060020025420190901,KLK0006321240,L,I,2,,,"LINESTRING (144785.00470000133 484995.89609999955, 144779.09849999845 485002.1275999993, 144732.13489999995 485013.24010000005)"
kantstroken_wegvak.14,Vluchtstrook,H,600199782,2019-09-01T00:00:00,0,62,060019978220190901,KLK0006321417,R,I,2,,,"LINESTRING (150102.1700000018 488834.3073000014, 150113.1312999986 488835.24650000036, 150160.17080000043 488855.1330999993)"
kantstroken_wegvak.15,Vluchtstrook,H,600200172,2019-09-01T00:00:00,0,135,060020017220190901,KLK0006321122,L,I,3,,,"LINESTRING (146577.34219999984 485577.7402999997, 146544.14350000024 485566.78869999945, 146458.94750000164 485515.1948999986)"
kantstroken_wegvak.16,Vluchtstrook,H,600200199,2019-09-01T00:00:00,82,507,060020019920190901,KLK0008192845,L,I,3,,,"LINESTRING (142014.69469999894 484738.91910000145, 141955.06870000064 484705.75349999964, 141805.52589999884 484620.8220000006, 141769.9657999985 484599.54949999973, 141664.87310000136 484539.54190000147, 141645.442400001 484528.5229000002)"
kantstroken_wegvak.17,Puntstuk,H,600200199,2019-09-01T00:00:00,0,82,060020019920190901,KLK0006321089,L,I,4,,,"LINESTRING (142086.3552000001 484778.77859999985, 142014.69469999894 484738.91910000145)"
kantstroken_wegvak.18,Puntstuk,H,600200199,2019-09-01T00:00:00,507,611,060020019920190901,KLK0006321082,L,I,3,,,"LINESTRING (141645.442400001 484528.5229000002, 141554.88479999825 484477.16849999875)"
kantstroken_wegvak.19,Vluchtstrook,H,600200222,2019-09-01T00:00:00,0,110,060020022220190901,KLK0006321203,L,I,2,,,"LINESTRING (142757.27419999987 485102.7523000017, 142719.41950000077 485087.8398000002, 142679.95870000124 485072.23910000175, 142656.745099999 485058.4967)"
kantstroken_wegvak.20,Vluchtstrook,H,600200173,2019-09-01T00:00:00,0,191,060020017320190901,KLK0006321122,L,I,3,,,"LINESTRING (146458.94750000164 485515.1948999986, 146333.00549999997 485431.32180000097, 146299.6438000016 485409.8291000016)"
kantstroken_wegvak.21,Vluchtstrook,H,600200173,2019-09-01T00:00:00,191,380,060020017320190901,KLK0006321121,L,I,4,,,"LINESTRING (146299.6438000016 485409.8291000016, 146140.38850000128 485307.2320000008)"
kantstroken_wegvak.22,Vluchtstrook,H,600199794,2019-09-01T00:00:00,0,125,060019979420190901,KLK0007489268,R,I,2,,,"LINESTRING (150463.63800000027 489032.7083999999, 150489.78709999844 489050.7611999996, 150518.62669999897 489069.14979999885, 150542.5714999996 489083.7019000016, 150564.53429999948 489105.37099999934)"
kantstroken_wegvak.23,Vluchtstrook,H,600200355,2019-09-01T00:00:00,0,96,060020035520190901,KLK0006321400,L,I,2,,,"LINESTRING (150525.43519999832 489142.54630000144, 150501.87429999933 489134.97670000046, 150453.29670000076 489108.62409999967, 150439.27100000158 489101.6889999993)"
kantstroken_wegvak.24,Vluchtstrook,H,600200472,2019-09-01T00:00:00,0,90,060020047220190901,KLK0007489233,L,I,3,,,"LINESTRING (148262.44590000063 487349.7987000011, 148244.7344999984 487332.3002000004, 148209.80600000173 487276.93499999866)"
kantstroken_wegvak.25,Vluchtstrook,H,600200293,2019-09-01T00:00:00,0,116,060020029320190901,KLK0008193067,L,I,2,,,"LINESTRING (146140.38850000128 485307.2320000008, 146120.307599999 485300.8365000002, 146090.40960000083 485283.90309999883, 146046.62099999934 485260.77849999815, 146036.6726000011 485256.7567999996)"
kantstroken_wegvak.26,Vluchtstrook,H,600200405,2019-09-01T00:00:00,0,94,060020040520190901,KLK0008638100,L,I,2,,,"LINESTRING (150180.19399999827 488943.1939999983, 150170 488934, 150113.9450000003 488896.6779999994, 150107.18679999933 488885.12319999933)"
kantstroken_wegvak.27,Vluchtstrook,H,600199974,2019-09-01T00:00:00,0,75,060019997420190901,KLK0006570461,R,I,2,,,"LINESTRING (142681.94619999826 485016.1959999986, 142705.7489 485017.9433999993, 142754.59629999846 485032.004900001)"
kantstroken_wegvak.28,Vluchtstrook,H,600135552,2019-09-01T00:00:00,0,350,060013555220190901,KLK0006321400,L,I,2,,,"LINESTRING (150439.27100000158 489101.6889999993, 150428 489096, 150423 489093, 150390.36199999973 489083.0089999996, 150362 489076, 150338.47899999842 489073, 150311 489073, 150269.7950000018 489075.7470000014, 150228.48800000176 489081.4670000002, 150198.40199999884 489081.7899999991, 150174.49799999967 489078.45800000057, 150151.32600000128 489072.8449999988, 150120.01399999857 489059.96499999985, 150100.58159999922 489049.47129999846)"
kantstroken_wegvak.29,Vluchtstrook,H,299377009,2019-09-01T00:00:00,13,348,029937700920190901,KLK0008638100,L,I,2,,,"LINESTRING (149979.86769999936 488955.8476999998, 150012.09800000116 488978.25, 150052.33300000057 489006.93400000036, 150085.54100000113 489030.70899999887, 150102.48200000077 489040.9120000005, 150121.1550000012 489048.4200000018, 150139.05900000036 489049.9600000009, 150155.61499999836 489048.2280000001, 150167.35799999908 489043.6079999991, 150178.71299999952 489036.14499999955, 150187 489027, 150194.07499999925 489014.6649999991, 150198.9299999997 489002.98800000176, 150200.4699999988 488990.2820000015, 150199.50699999928 488976.9990000017, 150192.84699999914 488960.69299999997, 150184 488947, 150180.19399999827 488943.1939999983)"
kantstroken_wegvak.30,Vluchtstrook,H,600200268,2019-09-01T00:00:00,33,90,060020026820190901,KLK0006321252,L,I,3,,,"LINESTRING (146069.46009999886 485398.4974000007, 146027.58069999889 485381.3524999991, 146016.68820000067 485376.95419999957)"
kantstroken_wegvak.31,Vluchtstrook,H,600200268,2019-09-01T00:00:00,90,471,060020026820190901,KLK0006321249,L,I,2,,,"LINESTRING (146016.68820000067 485376.95419999957, 145988.68400000036 485365.64649999887, 145953.3456000015 485349.9406000003, 145935.06289999932 485340.4924999997, 145922.05649999902 485332.88500000164, 145907.41910000145 485321.0320000015, 145906 485320, 145892 485305, 145881.00290000066 485287.58790000156, 145856.2879000008 485238.8947999999, 145844.876600001 485216.440200001, 145831.870099999 485195.21269999817, 145817.39119999856 485176.561900001, 145803.2804000005 485160.73330000043, 145787.94260000065 485147.4814000018, 145773.95450000092 485137.0516999997, 145750.6074000001 485122.5306000002)"
kantstroken_wegvak.32,Vluchtstrook,H,600200269,2019-09-01T00:00:00,0,98,060020026920190901,KLK0006321249,L,I,2,,,"LINESTRING (145750.6074000001 485122.5306000002, 145749.563000001 485121.881000001, 145734.93510000035 485113.6154999994, 145680.8231999986 485092.0197999999, 145662.55000000075 485080.74819999933)"
kantstroken_wegvak.350,Puntstuk,H,600150691,2021-04-01T00:00:00,0,21,060015069120210401,KLK0005974248,L,I,3,,,"LINESTRING (234480.4200000018 580608.5190000013, 234462.37480000034 580597.7778999992)"
kantstroken_wegvak.33,Vluchtstrook,H,600129710,2019-09-01T00:00:00,0,208,060012971020190901,KLK0006321193,L,I,2,,,"LINESTRING (141973.3110000007 484726.7479999997, 141949.5540000014 484715.73900000006, 141921.73999999836 484701.1559999995, 141897.88699999824 484689.3740000017, 141889.05000000075 484685.84899999946, 141876.20600000024 484681.98600000143, 141859.98099999875 484680.5370000005, 141847.62000000104 484682.85500000045, 141836.12700000033 484687.7800000012, 141826.7109999992 484694.87900000066, 141817.44000000134 484706.7569999993, 141811.54899999872 484723.6579999998, 141811.11400000006 484730.94900000095, 141811.03920000046 484738.3969999999)"
kantstroken_wegvak.34,Vluchtstrook,H,600129713,2019-09-01T00:00:00,0,135,060012971320190901,KLK0008192970,L,I,2,,,"LINESTRING (141667.2800000012 484552.12999999896, 141570.80099999905 484491.84699999914, 141554.88479999825 484477.16849999875)"
kantstroken_wegvak.35,Vluchtstrook,H,600199975,2020-02-01T00:00:00,160,292,060019997520200201,KLK0006570463,R,I,4,,,"LINESTRING (142912.4459999986 485056.53449999914, 142925.95380000025 485057.75510000065, 142960.7463000007 485058.62689999864, 142990.78570000082 485061.6308999993, 143020.18140000105 485070.2135999985, 143039.92119999975 485082.0709999986)"
kantstroken_wegvak.36,Vluchtstrook,H,600199975,2020-02-01T00:00:00,37,160,060019997520200201,KLK0006570462,R,I,3,,,"LINESTRING (142790.7820999995 485039.72410000116, 142826.4343000017 485047.32939999923, 142860.26029999927 485052.23640000075, 142898.33929999918 485055.5073999986, 142905.17119999975 485055.8772, 142912.4459999986 485056.53449999914)"
kantstroken_wegvak.37,Vluchtstrook,H,600199975,2020-02-01T00:00:00,0,37,060019997520200201,KLK0006570461,R,I,2,,,"LINESTRING (142754.59629999846 485032.004900001, 142790.7820999995 485039.72410000116)"
kantstroken_wegvak.38,Vluchtstrook,H,600199891,2019-09-01T00:00:00,0,132,060019989120190901,KLK0008193024,R,I,2,,,"LINESTRING (144657.19099999964 484958.8916000016, 144676.72340000048 484956.1955999993, 144758.59479999915 484946.52369999886, 144788.46869999915 484948.1121999994)"
kantstroken_wegvak.39,Vluchtstrook,H,300377024,2019-09-01T00:00:00,0,190,030037702420190901,KLK0007489268,R,I,2,,,"LINESTRING (150359.1911999993 488878.2894000001, 150371 488913, 150383 488940, 150387.85700000077 488948.2030000016, 150402.26399999857 488970.03500000015, 150417.561999999 488990.3830000013, 150440.43400000036 489014.44299999997, 150463.63800000027 489032.7083999999)"
kantstroken_wegvak.40,Vluchtstrook,H,292370032,2019-09-01T00:00:00,31,125,029237003220190901,KLK0006321259,R,I,3,,,"LINESTRING (146171.28799999878 485081.5800999999, 146147.8200000003 485074.4750000015, 146098.60399999842 485058.5879999995, 146081.30750000104 485054.5423000008)"
kantstroken_wegvak.41,Vluchtstrook,H,292370032,2019-09-01T00:00:00,125,317,029237003220190901,KLK0006321261,R,I,2,,,"LINESTRING (146081.30750000104 485054.5423000008, 146069.07499999925 485051.6810000017, 146052.15199999884 485051.1629999988, 146037.9919999987 485054.2710000016, 146024.17799999937 485059.6240000017, 146011.3990000002 485069.1220000014, 146003.1099999994 485079.4829999991, 145995.25299999863 485093.0379999988, 145991.62700000033 485108.061999999, 145991.4539999999 485120.49500000104, 145993.69900000095 485135.1730000004, 145999.5700000003 485150.0240000002, 146009.7580000013 485163.1479999982, 146019.17500000075 485171.7019999996)"
kantstroken_wegvak.42,Vluchtstrook,H,292370033,2019-09-01T00:00:00,0,98,029237003320190901,KLK0006321261,R,I,2,,,"LINESTRING (146019.17500000075 485171.7019999996, 146046.31500000134 485191.0249999985, 146084.01300000027 485214.08999999985, 146098.90900000185 485228.47199999914)"
kantstroken_wegvak.43,Vluchtstrook,H,300377017,2019-09-01T00:00:00,0,288,030037701720190901,KLK0007489268,R,I,2,,,"LINESTRING (150155.28200000152 488683.2109999992, 150207.8134999983 488722.314100001, 150285.1314000003 488776.7846000008, 150298.62519999966 488787.3680000007, 150315 488802, 150321 488808, 150321.2311999984 488808.34690000117, 150330 488819, 150338.80889999866 488831.75189999864, 150344.1667000018 488842.1367999986, 150350.91360000148 488856.5566999987, 150359.1911999993 488878.2894000001)"
kantstroken_wegvak.44,Vluchtstrook,H,288369046,2019-09-01T00:00:00,121,231,028836904620190901,KLK0008193024,R,I,2,,,"LINESTRING (144547.78620000184 484965.1431999989, 144576.5009999983 484963.9470000006, 144601.19700000063 484962.9549999982, 144632.3049999997 484960.25, 144657.19099999964 484958.8916000016)"
kantstroken_wegvak.45,Vluchtstrook,H,288369046,2019-09-01T00:00:00,15,121,028836904620190901,KLK0008193023,R,I,3,,,"LINESTRING (144444.06920000166 484985.90309999883, 144460.45800000057 484981.4770000018, 144484.25200000033 484975.0780000016, 144510.66099999845 484970.30099999905, 144537.56500000134 484965.5689999983, 144547.78620000184 484965.1431999989)"
kantstroken_wegvak.46,Vluchtstrook,H,600135137,2019-09-01T00:00:00,0,211,060013513720190901,KLK0006321417,R,I,2,,,"LINESTRING (150301.21279999986 488844.04250000045, 150303 488829.5703999996, 150302 488819, 150297.94810000062 488809.4090999998, 150291.59809999913 488796.867899999, 150281 488784, 150263.97549999878 488770.0390999988, 150163.96920000017 488699.04349999875)"
kantstroken_wegvak.47,Vluchtstrook,H,600200219,2019-09-01T00:00:00,0,125,060020021920190901,KLK0006321193,L,I,2,,,"LINESTRING (142086.3552000001 484778.77859999985, 142064.8759999983 484771.23629999906, 142020.13859999925 484751.27650000155, 141973.3110000007 484726.7479999997)"
kantstroken_wegvak.48,Vluchtstrook,H,600200508,2019-09-01T00:00:00,83,240,060020050820190901,KLK0006321203,L,I,2,,,"LINESTRING (142901.54949999973 485164.91120000184, 142817.27910000086 485129.0183000006, 142757.27419999987 485102.7523000017)"
kantstroken_wegvak.49,Vluchtstrook,H,600200508,2019-09-01T00:00:00,10,83,060020050820190901,KLK0006321204,L,I,3,,,"LINESTRING (142968.77299999818 485193.3715999983, 142903.00420000032 485165.53079999983, 142901.54949999973 485164.91120000184)"
kantstroken_wegvak.50,Puntstuk,H,600200192,2019-09-01T00:00:00,0,105,060020019220190901,KLK0006321120,L,I,3,,,"LINESTRING (146140.38850000128 485307.2320000008, 146087.20710000023 485274.4235999994, 146050.2686999999 485253.37849999964)"
kantstroken_wegvak.51,Puntstuk,H,600200192,2019-09-01T00:00:00,439,530,060020019220190901,KLK0006321115,L,I,3,,,"LINESTRING (145748.6662000008 485110.9728000015, 145662.55000000075 485080.74819999933)"
kantstroken_wegvak.52,Vluchtstrook,H,600200192,2019-09-01T00:00:00,105,439,060020019220190901,KLK0006321119,L,I,3,,,"LINESTRING (146050.2686999999 485253.37849999964, 145998.04239999875 485223.6235000007, 145925.01720000058 485185.7879999988, 145830.29619999975 485142.6607999988, 145757.53559999913 485114.08570000157, 145748.6662000008 485110.9728000015)"
kantstroken_wegvak.53,Vluchtstrook,H,600200514,2019-09-01T00:00:00,0,185,060020051420190901,KLK0006321240,L,I,2,,,"LINESTRING (144732.13489999995 485013.24010000005, 144669.70069999993 485028.9967, 144604.8775999993 485048.3114, 144554.62700000033 485065.06159999967)"
kantstroken_wegvak.54,Vluchtstrook,H,600200514,2019-09-01T00:00:00,185,283,060020051420190901,KLK0006321239,L,I,3,,,"LINESTRING (144554.62700000033 485065.06159999967, 144542.17130000144 485069.21350000054, 144485.81489999965 485090.3801999986, 144462.08179999888 485097.4866999984)"
kantstroken_wegvak.55,Puntstuk,H,600195398,2019-08-01T00:00:00,16,25,060019539820190801,KLK0006293995,L,I,2,,,"LINESTRING (210379.93340000138 523360.1198000014, 210388.90630000085 523358.2291000001)"
kantstroken_wegvak.56,Puntstuk,H,600149262,2019-08-01T00:00:00,0,9,060014926220190801,KLK0006293136,L,I,3,,,"LINESTRING (205358.4549999982 568264.9389999993, 205357.53319999948 568273.6006999984)"
kantstroken_wegvak.57,Puntstuk,H,410536006,2019-08-01T00:00:00,0,17,041053600620190801,KLK0006293135,R,I,3,,,"LINESTRING (205336.34259999916 568278.9420999996, 205339.25400000066 568261.7630000003)"
kantstroken_wegvak.58,Vluchtstrook,H,600260611,2020-04-01T00:00:00,0,81,060026061120200401,KLK0008200901,R,I,3,,,"LINESTRING (189631.99670000002 327003.3555999994, 189646.90239999816 326995.9710999988, 189663.3123999983 326990.3643999994, 189709.4882999994 326981.4739000015)"
kantstroken_wegvak.59,Vluchtstrook,H,600215783,2020-04-01T00:00:00,0,300,060021578320200401,KLK0008200936,L,I,2,,,"LINESTRING (190111.80730000138 326507.31639999896, 190104.4589000009 326540.2316999994, 190093.34640000015 326583.83509999886, 190083.60970000178 326625.8511000015, 190078.000500001 326654.1086000018, 190063.9246999994 326724.1704000011, 190056.30460000038 326755.0738000013, 190044.98050000146 326787.24720000103, 190040.19460000098 326798.18620000035)"
kantstroken_wegvak.60,Vluchtstrook,H,600215783,2020-04-01T00:00:00,300,402,060021578320200401,KLK0008200935,L,I,5,,,"LINESTRING (190040.19460000098 326798.18620000035, 190036.09039999917 326807.5672999993, 190014.67500000075 326842.78770000115, 189997.34849999845 326871.8071999997, 189986.80029999837 326884.43730000034)"
kantstroken_wegvak.61,Spitsstrook,H,600144927,2020-07-01T00:00:00,0,141,060014492720200701,KLK0010091467,L,I,3,100,,"LINESTRING (193782.85799999908 457086.47199999914, 193778 457077, 193761 457048, 193757 457038, 193747 457008, 193742 456985, 193735.48800000176 456955.29100000113)"
kantstroken_wegvak.62,Spitsstrook,H,600144929,2020-07-01T00:00:00,0,29,060014492920200701,KLK0010091467,L,I,3,100,,"LINESTRING (193802.32519999892 457108.4919000007, 193782.85799999908 457086.47199999914)"
kantstroken_wegvak.63,Vluchtstrook,H,291370015,2020-07-01T00:00:00,63,330,029137001520200701,KLK0008192804,R,I,3,,,"LINESTRING (145776.1031000018 485068.46869999915, 145786.48800000176 485072.16600000113, 145872.74599999934 485109.02800000086, 145957.52899999917 485149.5760000013, 146017.24049999937 485182.51040000096)"
kantstroken_wegvak.64,Puntstuk,H,291370015,2020-07-01T00:00:00,0,63,029137001520200701,KLK0006321046,R,I,3,,,"LINESTRING (145716.75250000134 485047.3379999995, 145776.1031000018 485068.46869999915)"
kantstroken_wegvak.65,Puntstuk,H,291370015,2020-07-01T00:00:00,330,424,029137001520200701,KLK0006321048,R,I,3,,,"LINESTRING (146017.24049999937 485182.51040000096, 146029.04100000113 485189.01900000125, 146098.90900000185 485228.47199999914)"
kantstroken_wegvak.66,Vluchtstrook,H,600124624,2020-08-01T00:00:00,422,474,060012462420200801,KLK0007226232,R,I,5,,,"LINESTRING (124970.27450000122 479310.7135999985, 124967.65819999948 479309.0753000006, 124945.18100000173 479296.2729999982, 124924.35300000012 479286.3979999982)"
kantstroken_wegvak.106,Vluchtstrook,H,600114494,2019-02-01T00:00:00,30,339,060011449420190201,KLK0008062246,R,I,2,,,"LINESTRING (102099.46310000122 468193.95589999855, 101998 468020, 101993.04300000146 468010.5859999992, 101970.72800000012 467968.2039999999, 101947.79100000113 467924.6429999992)"
kantstroken_wegvak.67,Vluchtstrook,H,600124624,2020-08-01T00:00:00,0,349,060012462420200801,KLK0007226219,R,I,3,,,"LINESTRING (125357.80150000006 479414.48479999974, 125298.70980000123 479382.76689999923, 125247.66440000013 479355.367899999, 125223.9952000007 479342.66330000013, 125207.93969999999 479334.4998999983, 125193.9048999995 479328.60539999977, 125178.25079999864 479324.30110000074, 125163.93389999866 479322.6810999997, 125145.83359999955 479323.7168000005, 125128.35489999875 479327.83150000125, 125109.87759999931 479334.67770000175, 125088.74590000138 479342.935899999, 125071.26539999992 479347.30889999866, 125057.47709999979 479348.2305999994, 125037.83210000023 479345.25890000165, 125034.9395999983 479344.22040000185)"
kantstroken_wegvak.68,Vluchtstrook,H,600283850,2020-09-01T00:00:00,0,89,060028385020200901,KLK0008660137,R,I,2,,,"LINESTRING (127934.77650000155 480842.4578999989, 127874.81740000099 480821.94509999827, 127850.85440000147 480812.3220000006)"
kantstroken_wegvak.69,Puntstuk,H,600212256,2020-07-01T00:00:00,0,24,060021225620200701,KLK0007114872,R,I,3,,,"LINESTRING (189764.50710000098 326970.94590000063, 189774.67119999975 326964.2686999999, 189783.66710000113 326961.41120000184, 189785.9032999985 326960.5397000015)"
kantstroken_wegvak.70,Puntstuk,H,600199672,2020-08-01T00:00:00,400,507,060019967220200801,KLK0006321334,R,I,3,,,"LINESTRING (148265.23849999905 487246.9479999989, 148267.3114 487250.9556999989, 148318.09820000082 487339.46979999915)"
kantstroken_wegvak.71,Redresseerstrook,H,135261023,2014-11-01T00:00:00,0,31,013526102320141101,KLK0009789751,L,I,3,,,"LINESTRING (67653.13500000164 430587.84600000083, 67656.57499999925 430577.79199999943, 67663.71799999848 430571.8379999995, 67674.30200000107 430569.98600000143)"
kantstroken_wegvak.72,Redresseerstrook,H,135261022,2014-11-01T00:00:00,0,2,013526102220141101,KLK0009789751,L,I,3,,,"LINESTRING (67674.30200000107 430569.98600000143, 67676.15709999949 430570.73330000043)"
kantstroken_wegvak.73,Vluchtstrook,H,290223054,2014-11-01T00:00:00,0,55,029022305420141101,KLK0008649828,R,I,2,,,"LINESTRING (145405.0150000006 411810.9479999989, 145449.45199999958 411778.46499999985)"
kantstroken_wegvak.74,Puntstuk,T,64187017,2014-11-01T00:00:00,0,34,006418701720141101,KLK0009790392,M,I,2,,,"LINESTRING (32315.866000000387 393831.3759999983, 32340.635099999607 393808.0844999999)"
kantstroken_wegvak.75,Puntstuk,H,290304015,2014-11-01T00:00:00,0,131,029030401520141101,KLK0008085450,R,I,5,,,"LINESTRING (145310.625 452213.7340000011, 145440.9290000014 452203.9360000007)"
kantstroken_wegvak.76,Plusstrook,T,290304015,2014-11-01T00:00:00,0,131,029030401520141101,KLK0008085378,R,I,1,100,,"LINESTRING (145310.625 452213.7340000011, 145440.9290000014 452203.9360000007)"
kantstroken_wegvak.77,Puntstuk,H,345366021,2014-11-01T00:00:00,0,14,034536602120141101,KLK0007076405,R,I,3,,,"LINESTRING (172538 483207, 172549.77650000155 483214.5705999993)"
kantstroken_wegvak.78,Puntstuk,H,120250025,2014-11-01T00:00:00,0,61,012025002520141101,KLK0009661728,L,I,2,,,"LINESTRING (60067.20699999854 425070.86300000176, 60089.92199999839 425073.0219999999, 60127.36400000006 425079.6460000016)"
kantstroken_wegvak.79,Puntstuk,H,345366022,2014-11-01T00:00:00,0,14,034536602220141101,KLK0007076405,R,I,3,,,"LINESTRING (172538 483207, 172549 483205, 172551.64009999856 483204.01000000164)"
kantstroken_wegvak.80,Vluchtstrook,H,353162050,2015-06-01T00:00:00,0,60,035316205020150601,KLK0008822342,R,I,2,,,"LINESTRING (176756.11400000006 381478.83999999985, 176770.49799999967 381477.0689999983, 176815.94900000095 381471.9549999982)"
kantstroken_wegvak.81,Puntstuk,H,279224043,2016-08-01T00:00:00,22,38,027922404320160801,KLK0008649731,R,I,2,,,"LINESTRING (139704.16000000015 412149.94209999964, 139715.54800000042 412149.3229999989, 139719.76999999955 412146.76000000164)"
kantstroken_wegvak.82,Vluchtstrook,H,248358030,2017-09-01T00:00:00,76,98,024835803020170901,KLK0005294674,R,I,4,,,"LINESTRING (124099.78720000014 479404.9349000007, 124106.67700000107 479392.59099999815, 124110.23299999908 479385.95600000024)"
kantstroken_wegvak.83,Vluchtstrook,H,248358030,2017-09-01T00:00:00,0,76,024835803020170901,KLK0005294673,R,I,3,,,"LINESTRING (124071.36199999973 479474.77600000054, 124076.93499999866 479449.2969999984, 124090.7100000009 479421.1979999989, 124099.78720000014 479404.9349000007)"
kantstroken_wegvak.84,Vluchtstrook,H,210397105,2017-04-01T00:00:00,0,34,021039710520170401,KLK0008251358,R,I,2,,,"LINESTRING (105196.6790000014 498665.0700000003, 105221.19099999964 498646.5879999995, 105223.70800000057 498644.1710000001)"
kantstroken_wegvak.85,Vluchtstrook,H,210397100,2017-05-01T00:00:00,20,37,021039710020170501,KLK0008104204,R,I,2,,,"LINESTRING (105322.81560000032 498819.9096999988, 105317.0850000009 498803.4389999993)"
kantstroken_wegvak.86,Vluchtstrook,H,208246099,2015-10-01T00:00:00,0,1,020824609920151001,KLK0008695456,R,I,3,,,"LINESTRING (104183.9690000005 423394.3539999984, 104184.93510000035 423394.6123000011)"
