Jaar;Ketennationaliteit;Aantal unieke vreemdelingen
2019;Algerijnse;534
2019;Syrische;526
2019;Marokkaanse;526
2019;Iraanse;269
2019;Nigeriaanse;237
2019;Eritrese;209
2019;Libische;206
2019;Iraakse;191
2019;Afghaanse;148
2019;Tunesische;126
2019;Gambiaanse;110
2019;Onbekend;101
2019;Jemenitische;84
2019;Georgische;65
2019;Moldavische;64
2019;Turkse;57
2019;Somalische;51
2019;Soedanese;49
2019;Guinese;48
2019;Pakistaanse;43
2019;Egyptische;38
2019;Russische;37
2019;Staatloos;34
2019;Belarussische;30
2019;Servische;26
2019;Armeense;23
2019;Sierra Leoonse;23
2019;Jordaanse;22
2019;Ugandese;20
2019;Burger van de Republiek Noord-Macedonië;19
2019;Azerbeidzjaanse;18
2019;Ethiopische;15
2019;Libanese;15
2019;Oekraïense;15
2019;Malinese;14
2019;Venezolaanse;14
2019;Palestijnse;13
2019;Albanese;12
2019;Senegalese;12
2019;Chinese;11
2019;Ivoriaanse;10
2019;Cubaanse;10
2019;Kameroense;9
2019;Ghanese;9
2019;Colombiaanse;8
2019;Burger van Trinidad en Tobago;8
2019;Burger van Bosnië-Herzegovina;8
2019;Tadzjiekse;6
2019;Guinee-Bissause;6
2019;Burundese;6
2019;Angolese;5
2019;Liberiaanse;5
2019;Zimbabwaanse;4
2019;Burkinese;4
2019;Myanmarese;4
2019;Nicaraguaanse;4
2019;Tsjadische;4
2019;Kazachse;3
2019;Mongolische;3
2019;Sri Lankaanse;3
2019;Kenyaanse;3
2019;Burger van Congo;3
2019;Bengalese;3
2019;Mauritaanse;3
2019;Burger van Democratische Republiek Congo;3
2019;Nepalese;3
2019;Surinaamse;2
2019;Argentijnse;2
2019;Nigerese;2
2019;Zuid-Afrikaanse;2
2019;Beninse;2
2019;Bahreinse;2
2019;Tanzaniaanse;2
2019;Kosovaarse;2
2019;Braziliaanse;2
2019;Bahamaanse;2
2019;Saoedi-Arabische;1
2019;Joegoslavische;1
2019;Filipijnse;1
2019;Amerikaans burger;1
2019;Kirgizische;1
2019;Mexicaanse;1
2019;Jamaicaanse;1
2019;Chileense;1
2019;Indonesische;1
2019;Noord-Koreaanse;1
2019;Guyaanse;1
2019;Taiwanese;1
2019;Haïtiaanse;1
2019;Zambiaanse;1
2019;Burger van de Verenigde Arabische Emirat;1
2019;Israëlische;1
2019;Rwandese;1
2019;Oezbeekse;1
2019;Vietnamese;1
2019;Togolese;1
2019;Guatemalaanse;1
2019;Gabonese;1
2020;Syrische;977
2020;Eritrese;215
2020;Iraanse;280
2020;Turkse;94
2020;Nigeriaanse;332
2020;Iraakse;147
2020;Afghaanse;135
2020;Jemenitische;118
2020;Algerijnse;382
2020;Onbekend;125
2020;Marokkaanse;340
2020;Pakistaanse;40
2020;Staatloos;55
2020;Somalische;50
2020;Russische;46
2020;Soedanese;45
2020;Gambiaanse;155
2020;Moldavische;19
2020;Ugandese;30
2020;Guinese;62
2020;Chinese;10
2020;Egyptische;44
2020;Libische;121
2020;Azerbeidzjaanse;19
2020;Venezolaanse;22
2020;Georgische;22
2020;Sierra Leoonse;31
2020;Ethiopische;14
2020;Armeense;14
2020;Colombiaanse;16
2020;Servische;12
2020;Tunesische;122
2020;Oekraïense;12
2020;Belarussische;29
2020;Burger van de Republiek Noord-Macedonië;10
2020;Libanese;26
2020;Jordaanse;34
2020;Palestijnse;15
2020;Sri Lankaanse;4
2020;Senegalese;25
2020;Ghanese;7
2020;Albanese;7
2020;Kameroense;8
2020;Angolese;4
2020;Kosovaarse;2
2020;Ivoriaanse;9
2020;Myanmarese;4
2020;Tadzjiekse;2
2020;Burger van Congo;5
2020;Burger van Democratische Republiek Congo;3
2020;Kazachse;6
2020;Salvadoraanse;6
2020;Bengalese;1
2020;Burger van Bosnië-Herzegovina;1
2020;Nigerese;6
2020;Cubaanse;14
2020;Nicaraguaanse;8
2020;Malinese;13
2020;Nederlandse;2
2020;Liberiaanse;6
2020;Tanzaniaanse;2
2020;Kenyaanse;5
2020;Surinaamse;1
2020;Vietnamese;2
2020;Indiase;1
2020;Mongolische;5
2020;Braziliaanse;2
2020;Burger van Trinidad en Tobago;4
2020;Rwandese;3
2020;Filipijnse;1
2020;Burkinese;2
2020;Guinee-Bissause;5
2020;Mauritaanse;2
2020;Tsjadische;3
2020;Peruaanse;1
2020;Saoedi-Arabische;2
2020;Jamaicaanse;2
2020;Beninse;1
2020;Bahreinse;2
2020;Kirgizische;1
2020;Koeweitse;3
2020;Dominicaanse;1
2020;Argentijnse;1
2020;Zambiaanse;1
2020;Franse;1
2020;Israëlische;2
2020;Comorese;1
2020;Haïtiaanse;1
2020;Centraal-Afrikaanse;1
2020;Burger van de Verenigde Arabische Emirat;1
2020;Guatemalaanse;1
2020;Saint Luciaanse;2
2020;Uruguayaanse;1
