Nummer;Totaal van;Jaar;Maand;Type aanvraag;Beslissing;Nationaliteit;Aantal beslissingen
1;Jaar;2018;;;;;27600
2;Jaar, Maand;2018;1;;;;2420
2;Jaar, Maand;2018;2;;;;2320
2;Jaar, Maand;2018;3;;;;2510
2;Jaar, Maand;2018;4;;;;2190
2;Jaar, Maand;2018;5;;;;2420
2;Jaar, Maand;2018;6;;;;2420
2;Jaar, Maand;2018;7;;;;2260
2;Jaar, Maand;2018;8;;;;1980
2;Jaar, Maand;2018;9;;;;1970
2;Jaar, Maand;2018;10;;;;2660
2;Jaar, Maand;2018;11;;;;2380
2;Jaar, Maand;2018;12;;;;2080
3;Jaar, Maand, Type aanvraag;2018;1;Asiel - 1e aanvraag;;;1350
3;Jaar, Maand, Type aanvraag;2018;1;Asiel - hasa;;;160
3;Jaar, Maand, Type aanvraag;2018;1;Asiel - Hervestiging;;;10
3;Jaar, Maand, Type aanvraag;2018;1;Asiel - Nareis;;;700
3;Jaar, Maand, Type aanvraag;2018;1;Asiel - Relocatie;;;30
3;Jaar, Maand, Type aanvraag;2018;1;Asiel - zij-instroom;;;170
3;Jaar, Maand, Type aanvraag;2018;2;Asiel - 1e aanvraag;;;1210
3;Jaar, Maand, Type aanvraag;2018;2;Asiel - hasa;;;190
3;Jaar, Maand, Type aanvraag;2018;2;Asiel - Nareis;;;720
3;Jaar, Maand, Type aanvraag;2018;2;Asiel - Relocatie;;;30
3;Jaar, Maand, Type aanvraag;2018;2;Asiel - zij-instroom;;;170
3;Jaar, Maand, Type aanvraag;2018;3;Asiel - 1e aanvraag;;;1290
3;Jaar, Maand, Type aanvraag;2018;3;Asiel - hasa;;;210
3;Jaar, Maand, Type aanvraag;2018;3;Asiel - Hervestiging;;;10
3;Jaar, Maand, Type aanvraag;2018;3;Asiel - Nareis;;;740
3;Jaar, Maand, Type aanvraag;2018;3;Asiel - Relocatie;;;30
3;Jaar, Maand, Type aanvraag;2018;3;Asiel - zij-instroom;;;230
3;Jaar, Maand, Type aanvraag;2018;4;Asiel - 1e aanvraag;;;1170
3;Jaar, Maand, Type aanvraag;2018;4;Asiel - hasa;;;170
3;Jaar, Maand, Type aanvraag;2018;4;Asiel - Nareis;;;620
3;Jaar, Maand, Type aanvraag;2018;4;Asiel - Relocatie;;;20
3;Jaar, Maand, Type aanvraag;2018;4;Asiel - zij-instroom;;;210
3;Jaar, Maand, Type aanvraag;2018;5;Asiel - 1e aanvraag;;;1120
3;Jaar, Maand, Type aanvraag;2018;5;Asiel - hasa;;;190
3;Jaar, Maand, Type aanvraag;2018;5;Asiel - Hervestiging;;;90
3;Jaar, Maand, Type aanvraag;2018;5;Asiel - Nareis;;;820
3;Jaar, Maand, Type aanvraag;2018;5;Asiel - Relocatie;;;10
3;Jaar, Maand, Type aanvraag;2018;5;Asiel - zij-instroom;;;190
3;Jaar, Maand, Type aanvraag;2018;6;Asiel - 1e aanvraag;;;1200
3;Jaar, Maand, Type aanvraag;2018;6;Asiel - hasa;;;190
3;Jaar, Maand, Type aanvraag;2018;6;Asiel - Hervestiging;;;260
3;Jaar, Maand, Type aanvraag;2018;6;Asiel - Nareis;;;540
3;Jaar, Maand, Type aanvraag;2018;6;Asiel - Relocatie;;;10
3;Jaar, Maand, Type aanvraag;2018;6;Asiel - zij-instroom;;;220
3;Jaar, Maand, Type aanvraag;2018;7;Asiel - 1e aanvraag;;;1150
3;Jaar, Maand, Type aanvraag;2018;7;Asiel - hasa;;;190
