"JAAR","PERIODE","BELEIDSPROGRAMMA","ORGANISATIE","SUBSIDIE_BESCHIKT","BEKOSTIGD_UIT_RIJKSINKOMSTEN","WETTELIJKE_TAAK","GLOB_OVERZ_GESUB_ACTIVITEITEN","INLEES_DATUM","GEMEENTE","GEMEENTE_CODE","LAND_CODE"
2016,"Q4","Programma Groen en Milieu","Stichting Platform Ander Vlaardingen",5000,"Nee","Nee","Acitiviteiten op het gebied van duurzaamheid; in bijzonder Fair Trade en Maatschappelijk Verantwoord Ondernemen.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Kunst en Cultuur","Stichting Lokale Omroep Vlaardingen",45202,"Ja","Ja","Het programma-aanbod bestaat voor ten minste 50% uit onderdelen die van informatieve, culturele en educatieve aard zijn(in casu 56 uur van de in totaal 112 uur zendtijd per week). Dit is een wettelijke verplichting die voortvloeit uit artikel 2:70 van de Mediawet.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Kunst en Cultuur","Vlaardingse Cultuur Stichting",1327765,"Nee","Nee","Beheer budget Stichting Jongeren Cultuurcentrum Vlaardingen 'De Kroepoekfabriek', Stichting Museum Vlaardingen, Stichting Centrum Kunsteducatie 'KADE40', Incidentele culturele activiteiten.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","Stichting Aanzet",30855,"Ja","Ja","Verleturen.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","Stichting TechNet Nieuwe Waterweg Noord",32000,"Nee","Nee","Het verrichten van activiteiten op het gebied van onderwijs en techniek, zoals een teckniekweek voor het basisonderwijs, leerlingen in het VMBO, ouderbijeenkomsten techniek, docentendag techniek, beroepenmanifestatie.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","UN1EK kinderopvang B.V.",80640,"Ja","Ja","VVE activiteiten.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","Stichting Zorg voor Onderwijs Nieuwe Waterweg Noord",83790,"Nee","Ja","Actviteiten in het kader van het voorkomen van voortijdig schoolverlaten.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","UN1EK Kinderopvang B.V.",351152,"Ja","Ja","Activiteiten in het kader van het peuterspeelzaalwerk.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","Stichting Ondernemersfonds Vlaardingen",550000,"Nee","Nee","Subsidiegelden her te verdelen onder collectief handelende trekkingsgerechtigden conform het convenant welke is afgesloten met de gemeente. Daarnaast stimuleren van ondernemers per regio en per sector door het oprichten van ondernemers verenigingen die trekkingsrecht uitoefenen.",10/02/17,"Vlaardingen",622,"NL"
2016,"Q4","Programma Onderwijs, economie en haven","Stichting Aanzet",570882,"Ja","Ja","Organiseren van activiteiten in het kader van achterstandenbeleid, 1e deel schooljaar 2016-2017.",10/02/17,"Vlaardingen",622,"NL"
