"Jaar","Programma","Product","Aanvrager","Doelstelling","Subsidieregeling / beleidsnota","Beleidsnota","Verleend bedrag","Vastgesteld bedrag","Verklaring lagere vaststelling"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Politieregio Haaglanden","Bemiddeling en mediation door vrijwilligers bij conflicten, verminderen (woon)overlast en escalaties.","Bemiddeling en Mediation","","143000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Stichting Boog","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","20000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Stichting Nachtpreventie Regentes-Valkenbos","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","19000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Stichting Bewonersorganisatie Leidschenveen","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","16000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Stichting Wijkberaad Bezuidenhout","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","14000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Stichting Wijkberaad Laakhavens","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","13000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Turkse Vereniging Molenwijk","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","13000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Bureau Samen","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","12000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Bewoners Organisatie Rustenburg-Oostbroek","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","10000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2013","Openbare Orde en Veiligheid","Bestrijding onveiligheid Deco","Stichting Bewonersorganisatie Singels","Leefbare en veilige wijk","Beleidskader bewonersinitiatieven Veiligheid 2007-2009","","10000.00","","Vastgesteld bedrag is niet online beschikbaar"
