Nummer;Totaal van;Jaar;Maand;Opvangvorm;Verblijfsduur;Vergunninghouder;Land van herkomst;Aantal bezetting opvang
1;Jaar, Maand;2020;01;*Alle*;*Alle*;*Alle*;*Alle*;27600
1;Jaar, Maand;2020;02;*Alle*;*Alle*;*Alle*;*Alle*;27640
1;Jaar, Maand;2020;03;*Alle*;*Alle*;*Alle*;*Alle*;27340
1;Jaar, Maand;2020;04;*Alle*;*Alle*;*Alle*;*Alle*;27070
1;Jaar, Maand;2020;05;*Alle*;*Alle*;*Alle*;*Alle*;27270
1;Jaar, Maand;2020;06;*Alle*;*Alle*;*Alle*;*Alle*;26810
1;Jaar, Maand;2020;07;*Alle*;*Alle*;*Alle*;*Alle*;26570
1;Jaar, Maand;2020;08;*Alle*;*Alle*;*Alle*;*Alle*;26890
1;Jaar, Maand;2020;09;*Alle*;*Alle*;*Alle*;*Alle*;27510
1;Jaar, Maand;2020;10;*Alle*;*Alle*;*Alle*;*Alle*;27850
1;Jaar, Maand;2020;11;*Alle*;*Alle*;*Alle*;*Alle*;28170
1;Jaar, Maand;2020;12;*Alle*;*Alle*;*Alle*;*Alle*;27810
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;<3 mnd;Geen Vergunninghouder;*Alle*;40
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;>= 10 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;1-2 jaar;Geen Vergunninghouder;*Alle*;180
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;2-3 jaar;Geen Vergunninghouder;*Alle*;120
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;2-3 jaar;Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;3-4 jaar;Geen Vergunninghouder;*Alle*;120
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;3-4 jaar;Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;3-6 mnd;Geen Vergunninghouder;*Alle*;70
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;4-5 jaar;Geen Vergunninghouder;*Alle*;160
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;5-6 jaar ;Geen Vergunninghouder;*Alle*;110
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;6-12 mnd;Geen Vergunninghouder;*Alle*;100
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;6-7 jaar;Geen Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;7-8 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;8-9 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Gezinslocaties;9-10 jaar;Geen Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;<3 mnd;Geen Vergunninghouder;*Alle*;5790
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;<3 mnd;Vergunninghouder;*Alle*;1300
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;>= 10 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;>= 10 jaar;Vergunninghouder;*Alle*;30
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;1-2 jaar;Geen Vergunninghouder;*Alle*;4380
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;1-2 jaar;Vergunninghouder;*Alle*;1810
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;2-3 jaar;Geen Vergunninghouder;*Alle*;620
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;2-3 jaar;Vergunninghouder;*Alle*;180
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;3-4 jaar;Geen Vergunninghouder;*Alle*;230
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;3-4 jaar;Vergunninghouder;*Alle*;80
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;3-6 mnd;Geen Vergunninghouder;*Alle*;4080
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;3-6 mnd;Vergunninghouder;*Alle*;960
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;4-5 jaar;Geen Vergunninghouder;*Alle*;380
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;4-5 jaar;Vergunninghouder;*Alle*;110
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;5-6 jaar ;Geen Vergunninghouder;*Alle*;60
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;5-6 jaar ;Vergunninghouder;*Alle*;40
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;6-12 mnd;Geen Vergunninghouder;*Alle*;5190
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;6-12 mnd;Vergunninghouder;*Alle*;950
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;6-7 jaar;Geen Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;6-7 jaar;Vergunninghouder;*Alle*;60
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;7-8 jaar;Geen Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;7-8 jaar;Vergunninghouder;*Alle*;40
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;8-9 jaar;Geen Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;8-9 jaar;Vergunninghouder;*Alle*;50
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Opvang excl. onderdaklocaties;9-10 jaar;Vergunninghouder;*Alle*;40
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2020;01;Vrijheidsbeperkende locatie;<3 mnd;Geen Vergunninghouder;*Alle*;80
