X,Y,FID,Actief,Type,Locatie,Code,Naam,Aanduiding,Straat,Wijk,Plaatsnaam,Gemeente,Beheerder,Objectgroe,Typenummer,Bouwjaar,Levensduur
4.36037393882004,52.0188105019944,1,TRUE,Speelplek,1202-10 - Verlaat Aan 't,1202-10,Verlaat Aan 't,Speel/trap,Aan Het Verlaat,Vrijenban 12,Delft,Delft,Gemeente, , ,2002,15
4.34953828240352,51.9967209030569,2,TRUE,Speelplek,2401-12 - Wijk centrum de Vleugel,2401-12,Wijk centrum de Vleugel,Gemeentelijke voorziening,Aart van der Leeuwlaan,Voorhof 24,Delft,Delft,Gemeente, , ,2008,12
4.35236771698631,51.9864609061678,3,TRUE,Speelplek,2203-33 - Abtswoude skate & trapveld,2203-33,Abtswoude skate & trapveld,Skatepark,Abtswoude,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,16
4.36238605801244,52.00679677956,4,TRUE,Speelplek,1106-28 - Achterom,1106-28,Achterom,Speelplaats,Achterom,Binnenstad,Delft,Delft,Gemeente, , ,2012,15
4.35307501095795,51.9826978254495,5,TRUE,Speelplek,2204-01 - Adjeng Kartinipad basket,2204-01,Adjeng Kartinipad basket,Basketbal,Adjeng Kartinipad,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,15
4.35336221131199,51.9812138696544,6,TRUE,Speelplek,2204-02 - Adjeng Kartinipad trapveld,2204-02,Adjeng Kartinipad trapveld,Trapveld,Adjeng Kartinipad,Tanthof west 22,Delft,Delft,Gemeente, , ,2013,20
4.34119543780503,51.980337055937,7,TRUE,Speelplek,2201-18 - Afrikalaan met klimtoestel,2201-18,Afrikalaan met klimtoestel,Speelplaats,Afrikalaan/Bantulaan/Lusakastraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,15
4.34072820183823,51.9816339440466,8,TRUE,Speelplek,2201-19 - Afrikalaan met glijbaan,2201-19,Afrikalaan met glijbaan,Speelplaats,Afrikalaan/Comorensingel/Lusak,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,15
4.344515855908,52.0028709899248,9,TRUE,Speelplek,1404-26 - Aletta Jacobsstraat,1404-26,Aletta Jacobsstraat,Speelplaats,Alette Jacobstraat,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2002,15
4.34480012148136,52.0008361862107,10,TRUE,Speelplek,1404-29 - Antonia Veerstraat,1404-29,Antonia Veerstraat,Speelplaats,Antonia Veerstraat,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2019,12
4.34408296411911,51.9828138588003,11,TRUE,Speelplek,2202-09 - Atlashof,2202-09,Atlashof,Speelplaats,Atlashof,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,15
4.33903519525714,51.9795283378737,12,TRUE,Speelplek,2201-16 - Azielaan/Tibetstraat,2201-16,Azielaan/Tibetstraat,Speel/trap,Azielaan,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,15
4.35296953626545,52.0136137039272,13,FALSE,Speelplek,1102-36 - Bagijnhof,1102-36,Bagijnhof,,Bagijnhof,Binnenstad,Delft,Delft,Gemeente, , ,2008,13
4.33774071051371,51.9918316949707,14,TRUE,Speelplek,2501-19 - Beethovenlaan park,2501-19,Beethovenlaan park,Speelplaats,Beethovenlaan,Buitenhof,Delft,Delft,Gemeente, , ,2019,12
4.33740782859065,51.9927350716463,15,TRUE,Speelplek,2501-20 - Beethovenlaan basketbalveld,2501-20,Beethovenlaan basketbalveld,Basketbal,Beethovenlaan,Buitenhof,Delft,Delft,Gemeente, , ,2018,15
4.33928085283914,51.9905004199141,16,TRUE,Speelplek,2504-13 - Beethovenlaan schommel,2504-13,Beethovenlaan schommel,Speel/trap,Beethovenlaan,Buitenhof,Delft,Delft,Gemeente, , ,2002,16
4.36644081489898,52.0170954293822,17,TRUE,Speelplek,1206-WOC-01 - Beukenlaan,1206-WOC-01,Beukenlaan,Bewaakte speelplaats van derden,Beukenlaan,Vrijenban 12,Delft,Delft,Beheerder speelplek beukenlaan, , ,2007,15
4.3564053102655,52.0244282553954,19,TRUE,Speelplek,1202-13 - Billitonstraat,1202-13,Billitonstraat,Speelplaats,Bilitonstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2013,12
4.35389939015067,52.0166582933688,20,TRUE,Speelplek,1101-19 - Buiten Boogerd,1101-19,Buiten Boogerd,Speelplaats,Buiten Boogerd,Binnenstad,Delft,Delft,Gemeente, , ,2003,15
4.35820205468197,51.9948106291834,21,TRUE,Speelplek,2407-04 - Bosboom Toussaintplein,2407-04,Bosboom Toussaintplein,Speel/trap,Bosboom Toussaintplein,Voorhof 24,Delft,Delft,Gemeente, , ,2003,15
4.36669053789642,51.9831264721552,22,TRUE,Speelplek,2304-15 - Bosuilstraat,2304-15,Bosuilstraat,Speelplaats,Bosuilstraat,Tanthof Oost,Delft,Delft,Gemeente, , ,2002,16
4.33756726056597,51.9805206504582,23,TRUE,Speelplek,2201-15 - Botswanastraat,2201-15,Botswanastraat,Speelplaats,Botswanastraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,15
4.33498896368357,51.9957657219396,24,TRUE,Speelplek,2501-30A - Kraijcek foundation Brahmslaan,2501-30A,Kraijcek foundation Brahmslaan,Krajicek Playground,Brahmslaan,Buitenhof,Delft,Delft,Gemeente, , ,2011,15
4.3474515094742,51.9845623428342,25,TRUE,Speelplek,2203-07 - Braziliehof,2203-07,Braziliehof,Speelplaats,Braziliehof,Tanthof west 22,Delft,Delft,Gemeente, , ,2001,17
4.35266938387878,51.9839756166044,26,TRUE,Speelplek,2203-03 - Brionhof,2203-03,Brionhof,Speelplaats,Brionhof,Tanthof west 22,Delft,Delft,Gemeente, , ,2013,15
4.32221050357281,52.0066308525569,27,TRUE,Speelplek,2614-05 - Broederstiende,2614-05,Broederstiende,Speel/trap,Broederstiende,Harnaschpolder,Delft,Delft,Gemeente, , ,2012,20
4.33547117787753,52.0140464458553,28,TRUE,Speelplek,2614-02 - Camerlingstraat,2614-02,Camerlingstraat,Speel/trap,Camerlingstraat,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2009,12
4.35774314885772,52.0247860283935,29,TRUE,Speelplek,1203-12 - Castrop Rauxellaan,1203-12,Castrop Rauxellaan,Speelplaats,Castrop Rauxellaan,Vrijenban 12,Delft,Delft,Gemeente, , ,2002,15
4.35016013141428,51.9835250278165,30,TRUE,Speelplek,2203-06B - Chilipad,2203-06B,Chilipad,Speelplaats,Chilipad,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,12
4.34535897664954,52.0099960017251,31,TRUE,Speelplek,1304-12 - Wilhelminapark,1304-12,Wilhelminapark,Speelplaats,Colijnlaan,Hof van Delft,Delft,Delft,Gemeente, , ,2015,10
4.34365122240108,52.0104717544994,32,TRUE,Speelplek,1304-13 - Colijnlaan,1304-13,Colijnlaan,Trapveld,Colijnlaan,Hof van Delft,Delft,Delft,Gemeente, , ,2012,15
4.3490718086216,52.0094408463204,33,TRUE,Speelplek,1305-16 - Cornelis de wittstraat,1305-16,Cornelis de wittstraat,Speelplaats,Cornelis de Wittstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2018,12
4.34748639012955,51.9886605692362,34,TRUE,Speelplek,2508-04 - Gaullelaan de trapveld,2508-04,Gaullelaan de trapveld,Trapveld,De Gaullelaan,Buitenhof,Delft,Delft,Gemeente, , ,2016,15
4.36583970533211,52.013932180562,35,TRUE,Speelplek,1204-04 - Genestetstraat de,1204-04,Genestetstraat de,Speelplaats,De Genestetstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2012,15
4.37191422372981,52.0106194084749,36,TRUE,Speelplek,2802-01 - Delfgauwseweg trapveld,2802-01,Delfgauwseweg trapveld,Speel/trap,Delfgauwseweg,Wippolder 28,Delft,Delft,Gemeente, , ,2003,15
4.35244877114822,52.0143258067683,37,TRUE,Speelplek,1102-18 - Dirklangenstraat,1102-18,Dirklangenstraat,Speelplaats,Dirklangenstraat,Binnenstad,Delft,Delft,Gemeente, , ,2016,15
4.35996655513564,52.0148463890029,38,TRUE,Speelplek,1103-27 - Doelentuin,1103-27,Doelentuin,Speelplaats,Doelenstraat,Binnenstad,Delft,Delft,Gemeente, , ,2008,20
4.3292447888338,52.0070376712531,39,TRUE,Speelplek,2614-12 - Druivenmuur,2614-12,Druivenmuur,Speelplaats,Druivenmuur,Harnaschpolder,Delft,Delft,Gemeente, , ,2016,12
4.32861944207635,52.0075643688294,40,TRUE,Speelplek,2614-15 - Eenruiter,2614-15,Eenruiter,Speelplaats,Eenruiter,Harnaschpolder,Delft,Delft,Gemeente, , ,2019,12
4.34807888671058,51.9900274307368,41,TRUE,Speelplek,2508-02 - Eisenhouwerlaan,2508-02,Eisenhouwerlaan,Speelplaats,Eisenhouwerlaan,Buitenhof,Delft,Delft,Gemeente, , ,2003,15
4.33595556564136,51.9938710613552,42,TRUE,Speelplek,2501-21 - Elgarlaan,2501-21,Elgarlaan,Speelplaats,Elgarlaan,Buitenhof,Delft,Delft,Gemeente, , ,2002,16
4.35564878508011,52.0213845818151,43,TRUE,Speelplek,1202-15 - Floresstraat,1202-15,Floresstraat,Speelplaats,Floresstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2003,15
4.33467254984432,52.0128196100033,44,TRUE,Speelplek,1400-05 - Foreestweg basket en skatebaan,1400-05,Foreestweg basket en skatebaan,Basketbal,Foreestweg van,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2003,15
4.34548273172012,51.9884223509177,45,TRUE,Speelplek,2508-03 - Foulkeslaan,2508-03,Foulkeslaan,Speel/trap,Foulkeslaan,Buitenhof,Delft,Delft,Gemeente, , ,2012,12
4.37459793475694,52.0090269677556,46,TRUE,Speelplek,2802-14 - Frederik Hendrikstraat,2802-14,Frederik Hendrikstraat,Speel / trap / Krajicek Playground,Frederik Hendrikstraat,Wippolder 28,Delft,Delft,Gemeente, , ,2011,10
4.36033258428881,51.9909794170747,47,TRUE,Speelplek,2407-01 - Frederik van Eedenlaan,2407-01,Frederik van Eedenlaan,Speel/trap,Frederik van Eedenlaan,Voorhof 24,Delft,Delft,Gemeente, , ,2011,12
4.36477840195237,51.9827243403002,48,TRUE,Speelplek,2304-16 - Gaaistraat,2304-16,Gaaistraat,Speelplaats,Gaaistraat,Tanthof Oost,Delft,Delft,Gemeente, , ,2017,15
4.33683156673627,51.9820067703534,49,TRUE,Speelplek,2201-14 - Gabonstraat,2201-14,Gabonstraat,Speelplaats,Gabonstraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,15
4.35705454021533,52.0174725547298,50,TRUE,Speelplek,1101-WOC-01 - Geerweg,1101-WOC-01,Geerweg,Bewaakte speelplaats van derden,Geerweg,Binnenstad,Delft,Delft,Beheerder speelplek Geerweg, , ,2013,12
4.35578275865864,51.9862813305119,51,TRUE,Speelplek,2301-02 - Geitenkamp,2301-02,Geitenkamp,Speelplaats,Geitenkamp,Tanthof Oost,Delft,Delft,Gemeente, , ,2003,15
4.32903478058014,52.0093629110169,52,TRUE,Speelplek,2614-13 - Glaskloksingel bootje,2614-13,Glaskloksingel bootje,Speelplaats,glaskloksingel,Harnaschpolder,Delft,Delft,Gemeente, , ,2017,15
4.33001322558266,52.0083231583226,53,TRUE,Speelplek,2614-07 - Glaskloksingel trapveld,2614-07,Glaskloksingel trapveld,Trapveld,Glaskloksingel,Harnaschpolder,Delft,Delft,Gemeente, , ,2015,15
4.33781844210777,51.9863369668556,54,TRUE,Speelplek,2507-06 - Grabijnhof trapveld,2507-06,Grabijnhof trapveld,Trapveld,Grabijnhof,Buitenhof,Delft,Delft,Gemeente, , ,2012,20
4.34294794565671,51.9905870451003,55,TRUE,Speelplek,2504-10 - Handellaan,2504-10,Handellaan,Speelplaats,Handellaan,Buitenhof,Delft,Delft,Gemeente, , ,2003,15
4.36462502422201,52.0128296758468,56,TRUE,Speelplek,1108-34 - Harmenkokslaan,1108-34,Harmenkokslaan,Speelplaats,Harmenkokslaan,Binnenstad,Delft,Delft,Gemeente, , ,2014,12
4.34060503075512,51.9932419394611,57,TRUE,Speelplek,2503-17 - Haydenlaan fitnessplein,2503-17,Haydenlaan fitnessplein,Fitness,Haydenlaan,Buitenhof,Delft,Delft,Gemeente, , ,2012,10
4.36342139017157,52.0044609679904,58,TRUE,Speelplek,2800-04 - Herenpad,2800-04,Herenpad,Speelplaats,Herenpad,Wippolder 28,Delft,Delft,Gemeente, , ,2003,15
4.35774297506115,51.9934514586232,59,TRUE,Speelplek,2406-03 - Herman Gorterhof,2406-03,Herman Gorterhof,Speel/trap,Herman Gorterhof,Voorhof 24,Delft,Delft,Gemeente, , ,2011,12
4.36334416432248,51.9869427202298,60,TRUE,Speelplek,2302-04 - Hermelijnstraat,2302-04,Hermelijnstraat,Speelplaats,Hermelijnstraat,Tanthof Oost,Delft,Delft,Gemeente, , ,2003,15
4.36142681727698,52.0024294786111,61,TRUE,Speelplek,2700-01A - Hillenlaan,2700-01A,Hillenlaan,Trapveld,Hillenlaan,Schieweg,Delft,Delft,Gemeente, , ,2008,15
4.33287136949204,52.0114239704341,62,TRUE,Speelplek,1405-03B - Hofzoom,1405-03B,Hofzoom,Speelplaats,Hofzoom,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2002,15
4.33313781650796,52.0130273623512,63,TRUE,Speelplek,1400-02 - Hoogenhouckstraat,1400-02,Hoogenhouckstraat,Speel/trap,Hoogenhouckstraat,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2018,12
4.35058388360195,52.0065574305043,64,TRUE,Speelplek,1307-24 - Hoornsestraat,1307-24,Hoornsestraat,Speelplaats,Hoornsestraat,Hof van Delft,Delft,Delft,Gemeente, , ,2010,12
4.35881881494324,51.9967053809284,65,TRUE,Speelplek,2407-06 - Isaac Da Costalaan,2407-06,Isaac Da Costalaan,Speel/trap,Isaac Da Costalaan,Voorhof 24,Delft,Delft,Gemeente, , ,2009,12
4.36714071938197,51.9825794523929,66,TRUE,Speelplek,2304-14 - Jagerstraat,2304-14,Jagerstraat,Speelplaats,Jagerstraat,Tanthof Oost,Delft,Delft,Gemeente, , ,2002,17
4.38269493085085,52.0045952101615,67,TRUE,Speelplek,2806-10 - Jan den Oudenweg,2806-10,Jan den Oudenweg,Speelplaats,Jan den Oudenweg,Wippolder 28,Delft,Delft,Gemeente, , ,2019,12
4.34174214911603,51.978682936831,68,TRUE,Speelplek,2201-31 - Japanlaan,2201-31,Japanlaan,Speelplaats,Japanlaan,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,16
4.34624792009511,51.9794894611771,69,TRUE,Speelplek,2204-31 - Jordaniestraat,2204-31,Jordaniestraat,Speelplaats,Jordaniestraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2017,12
4.34443344776912,51.9792898395579,70,TRUE,Speelplek,2204-30 - Jordanie/Libanonstraat,2204-30,Jordanie/Libanonstraat,Speelplaats,Jordaniestraat/Libanonstraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2018,15
4.34975561974444,52.0036474590945,71,TRUE,Speelplek,1306-22 - Kaarderstraat met basket,1306-22,Kaarderstraat met basket,Speel/trap,Kaaderstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2001,18
