FID,filename,folder,group_,urlbig,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2013_11.1,20131111-309.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-309.jpg,5.468255,51.4955215,,,POINT (160597.55799999833 389512.09800000116)
zn_helicopterfotos_2013_11.2,20131111-310.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-310.jpg,5.46692517,51.49547967,,,POINT (160505.22700000182 389507.3429999985)
zn_helicopterfotos_2013_11.3,20131111-311.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-311.jpg,5.46626333,51.49545283,,,POINT (160459.27600000054 389504.30799999833)
zn_helicopterfotos_2013_11.4,20131111-312.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-312.jpg,5.4609985,51.495224,,,POINT (160093.73900000006 389478.47199999914)
zn_helicopterfotos_2013_11.5,20131111-313.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-313.jpg,5.45967483,51.495163,,,POINT (160001.8359999992 389471.5949999988)
zn_helicopterfotos_2013_11.6,20131111-314.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-314.jpg,5.45572183,51.49511333,,,POINT (159727.36400000006 389465.8060000017)
zn_helicopterfotos_2013_11.7,20131111-315.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-315.jpg,5.45507333,51.49511333,,,POINT (159682.3350000009 389465.76399999857)
zn_helicopterfotos_2013_11.8,20131111-316.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-316.jpg,5.45150183,51.49472817,,,POINT (159434.3839999996 389422.6959999986)
zn_helicopterfotos_2013_11.9,20131111-317.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-317.jpg,5.4480835,51.494072,,,POINT (159197.08999999985 389349.5020000003)
zn_helicopterfotos_2013_11.10,20131111-318.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11,a2_eindhoven-denbosch/2013-11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_eindhoven-denbosch/2013-11/20131111-318.jpg,5.444705,51.4933815,,,POINT (158962.55700000003 389272.5029999986)
