Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal verzoeken
1;Jaar;2018;*Alle*;*Alle*;3270
2;Jaar, Soort verzoek;2018;LP;*Alle*;1970
2;Jaar, Soort verzoek;2018;T&O;*Alle*;1300
3;Jaar, Land van aanvraag;2018;*Alle*;Afghanistan;230
3;Jaar, Land van aanvraag;2018;*Alle*;Albanië;270
3;Jaar, Land van aanvraag;2018;*Alle*;Algerije;180
3;Jaar, Land van aanvraag;2018;*Alle*;Angola;10
3;Jaar, Land van aanvraag;2018;*Alle*;Armenië;150
3;Jaar, Land van aanvraag;2018;*Alle*;Azerbeidzjan;30
3;Jaar, Land van aanvraag;2018;*Alle*;Bangladesh;10
3;Jaar, Land van aanvraag;2018;*Alle*;Belarus;10
3;Jaar, Land van aanvraag;2018;*Alle*;Benin;10
3;Jaar, Land van aanvraag;2018;*Alle*;Bosnië-Herzegovina;60
3;Jaar, Land van aanvraag;2018;*Alle*;Burundi;30
3;Jaar, Land van aanvraag;2018;*Alle*;Chili;10
3;Jaar, Land van aanvraag;2018;*Alle*;China;10
3;Jaar, Land van aanvraag;2018;*Alle*;Colombia;10
3;Jaar, Land van aanvraag;2018;*Alle*;Democratische Republiek Congo;30
3;Jaar, Land van aanvraag;2018;*Alle*;Egypte;50
3;Jaar, Land van aanvraag;2018;*Alle*;Ethiopië;60
3;Jaar, Land van aanvraag;2018;*Alle*;Gambia;30
3;Jaar, Land van aanvraag;2018;*Alle*;Georgië;270
3;Jaar, Land van aanvraag;2018;*Alle*;Ghana;30
3;Jaar, Land van aanvraag;2018;*Alle*;Guinee;60
3;Jaar, Land van aanvraag;2018;*Alle*;India;30
3;Jaar, Land van aanvraag;2018;*Alle*;Irak;150
3;Jaar, Land van aanvraag;2018;*Alle*;Iran;130
3;Jaar, Land van aanvraag;2018;*Alle*;Ivoorkust;30
3;Jaar, Land van aanvraag;2018;*Alle*;Jordanië;10
3;Jaar, Land van aanvraag;2018;*Alle*;Kameroen;10
3;Jaar, Land van aanvraag;2018;*Alle*;Kenya;10
3;Jaar, Land van aanvraag;2018;*Alle*;Koeweit;10
3;Jaar, Land van aanvraag;2018;*Alle*;Kosovo;40
3;Jaar, Land van aanvraag;2018;*Alle*;Libanon;20
3;Jaar, Land van aanvraag;2018;*Alle*;Liberia;10
3;Jaar, Land van aanvraag;2018;*Alle*;Libië;50
3;Jaar, Land van aanvraag;2018;*Alle*;Macedonië;100
3;Jaar, Land van aanvraag;2018;*Alle*;Mali;10
3;Jaar, Land van aanvraag;2018;*Alle*;Marokko;280
3;Jaar, Land van aanvraag;2018;*Alle*;Moldavië;20
3;Jaar, Land van aanvraag;2018;*Alle*;Mongolië;10
3;Jaar, Land van aanvraag;2018;*Alle*;Montenegro;10
3;Jaar, Land van aanvraag;2018;*Alle*;Myanmar;10
