FID,urlbig,folder,group_,rdx,rdy,name,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2009_09.1,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-718.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148272.0823,418904.1868,jvh091114-718,,,POINT (148272.08199999854 418904.186999999)
zn_helicopterfotos_2009_09.2,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-719.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148238.4536,418848.6049,jvh091114-719,,,POINT (148238.4539999999 418848.60500000045)
zn_helicopterfotos_2009_09.3,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-720.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148177.1784,418771.9222,jvh091114-720,,,POINT (148177.17799999937 418771.9219999984)
zn_helicopterfotos_2009_09.4,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-721.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148130.7914,418728.5962,jvh091114-721,,,POINT (148130.79100000113 418728.59600000083)
zn_helicopterfotos_2009_09.5,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-722.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148106.2535,418708.6041,jvh091114-722,,,POINT (148106.25400000066 418708.6039999984)
zn_helicopterfotos_2009_09.6,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-723.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148106.2535,418708.6041,jvh091114-723,,,POINT (148106.25400000066 418708.6039999984)
zn_helicopterfotos_2009_09.7,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-724.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148055.5307,418676.4101,jvh091114-724,,,POINT (148055.5309999995 418676.41000000015)
zn_helicopterfotos_2009_09.8,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-725.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,148003.9144,418647.5555,jvh091114-725,,,POINT (148003.9140000008 418647.5560000017)
zn_helicopterfotos_2009_09.9,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-726.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,147951.7451,418618.7023,jvh091114-726,,,POINT (147951.74500000104 418618.7019999996)
zn_helicopterfotos_2009_09.10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-727.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,147786.9353,418523.2573,jvh091114-727,,,POINT (147786.93499999866 418523.2569999993)
zn_helicopterfotos_2009_09.11,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-728.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,147581.2858,418410.0772,jvh091114-728,,,POINT (147581.28599999845 418410.0769999996)
zn_helicopterfotos_2009_09.12,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-729.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,147426.3863,418348.0057,jvh091114-729,,,POINT (147426.38599999994 418348.006000001)
zn_helicopterfotos_2009_09.13,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-730.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,147395.1628,418339.1524,jvh091114-730,,,POINT (147395.16299999878 418339.15199999884)
zn_helicopterfotos_2009_09.14,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09/jvh091114-731.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2009-09,a2_denbosch-zaltbommel,147363.806,418333.6372,jvh091114-731,,,POINT (147363.80600000173 418333.63699999824)
