JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE;SUBSIDIE_BESCHIKT;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2021;Q1;Programma Kunst en Cultuur;Naaktgeboren;2000;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Tessers;4000;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Stichting Geuznemaand;11000;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Stichting Lokale Omroep Vlaardingen;48887;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Stichting Stadspodia en Jongeren Cultuurcentrum Vlaardingen;157050;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Stichting Het Vlaardings Museum;452930;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Stichting Centrum Kunst Educatie (Kade40);690832;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Kunst en Cultuur;Stadsgehoorzaal Vlaardingen ;932325;Nee;Nee;Culturele activiteit;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Onderwijs, economie en haven;Stichting Un1ek Onderwijs en Opvang;112500;Ja;Nee;schakelklassen;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Onderwijs, economie en haven;Komkids Kinderopvang b.v.;362792;Ja;Ja;peuterspeelzaalwerk;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Onderwijs, economie en haven;Stichting Wijzer in onderwijs;639905;Ja;Ja;peuterspeelzaalwerk;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Onderwijs, economie en haven;Stichting Wijzer  in Opvang en Onderwijs;718507;Ja;Ja;5 groepen Globe;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Onderwijs, economie en haven;Un1ek Kinderopvang B.V.;1240000;Ja;Ja;peuterspeelzaalwerk;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Sociaal domein;Pol;900;Nee;Nee;Activiteiten ten behoeve van contactlegging 60-plus leden in Vlaardingen.;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Sociaal domein;Stichting Vlaardings Overleg Revalidatie;2150;Nee;Nee;Belangenbehartiging Vlaardingsers met een beperking t.a.v. de fysieke buitenruimte.;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Sociaal domein;"Stichting Vrijwilligers Palliatieve Terminale Zorg Nieuwe Waterweg
Noord";4252;Nee;Nee;"De subsidie wordt u verstrekt voor het inzetten van opgeleide vrijwilligers in de thuissituatie waar sprake is van benodigde palliatieve terminale zorg. Hiermee ontlast u de cli‰nt en zijn of haar mantelzorger bij taken zoals waken, begeleiding bij toiletgang, eten en drinken aanbieden, licht verzorgende taken, emotionele steun geven, een praatje en een luisterend oor bieden. Daarnaast ontlast u eveneens de zorgverlener die in de laatste levensfase bij de cli‰nt betrokken zijn. 






";04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Sociaal domein;Stichting Jeugdstad Vlaardingen;13736;Nee;Nee;Organiseren van Jeugdstad voor schooljeugd van 5 t/m 12 jaar in de kerstvakantie 2022. Er worden verschillende activiteiten geboden op het gebied van: techniek, sport en spel, creativiteit, animatie en ontspanning.;04-05-2021;Vlaardingen;0622;NL
2021;Q1;Programma Sociaal domein;Stichting Schuldhulpmaatje Vlaardingen;14995;Nee;Nee;Het begeleiden van ongeveer 40 inwoners van Vlaardingen bij de aanpak van Schulden. ;04-05-2021;Vlaardingen;0622;NL
