FID,verkeersongeval_nummer,jaar_ongeval,verkeersongeval_afloop,aantal_partijen,partij_1_objecttype,partij_1_objecttype_overig,partij_2_objecttype,partij_2_objecttype_overig,aard_ongeval,niveau_koppelen,wegsituatie,bebouwde_kom,maximum_snelheid,wegverlichting,wegverharding,wegdek,lichtgesteldheid,zichtafstand,weersgesteldheid,bijz_verkeersmaatregel,bijz_verkeersmaatregel_overig,bijz_infrastructuur,bijz_infrastructuur_overig,bijz_tijdelijke_aard,bijz_tijdelijke_aard_overig,junctie_id,wegvak_id,hectometer,straatnaam,woonplaats,actueel,wegbeheerder,gemeente,provincie,dienstnaam,districtnaam,indicatie_alcohol,gdb_geomattr_data,shape
ongevallen_2019_2021.452,20190001604,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,154306003,,Albardastraat,'s-Gravenhage,Nee,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (77136.5 453400.3200000003)
ongevallen_2019_2021.453,20190002573,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,195234014,,Schenkeldijk,Strijen,Ja,Gemeente,Hoeksche Waard,Zuid-Holland,,,,,POINT (97530.09099999815 417101.8350000009)
ongevallen_2019_2021.454,20190004078,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,439288007,,Doetinchemseweg,Zelhem,Ja,Provincie,Bronckhorst,Gelderland,,,,,POINT (220040.39200000092 444403.6330000013)
ongevallen_2019_2021.455,20190008230,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,WEGVERSMALLING DOOR OBSTAKEL,Werk in uitvoering,,,235483043,,Kerkweg,Anna Paulowna,Ja,Gemeente,Hollands Kroon,Noord-Holland,,,,,POINT (117912.49399999902 541614.8299999982)
ongevallen_2019_2021.456,20190000721,2019,Uitsluitend materiele schade,2,Personenauto,,Los voorwerp,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,496331013,,Metaalstraat,Haaksbergen,Ja,Gemeente,Haaksbergen,Overijssel,,,,,POINT (248217.29300000146 465932.7340000011)
ongevallen_2019_2021.457,20190002596,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,209345006,,Leimuiderweg,Nieuw-Vennep,Nee,Provincie,Haarlemmermeer,Noord-Holland,,,,,POINT (105048.0009999983 472547.0320000015)
ongevallen_2019_2021.458,20190003873,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,208194026,,,Couperuslaan,Etten-Leur,Ja,Gemeente,Etten-Leur,Noord-Brabant,,,,,POINT (104184.2377000004 397354.20980000123)
ongevallen_2019_2021.459,20190004265,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,230370066,,Pieter Calandlaan,Amsterdam,Nee,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (115340.51399999857 485187.3530000001)
ongevallen_2019_2021.460,20190006505,2019,Uitsluitend materiele schade,5,Trekker,,Lichtmast,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,230380005,,Hornweg,Amsterdam,Nee,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (115413.4609999992 490278.92599999905)
ongevallen_2019_2021.461,20190001666,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,475420059,,Brinkstraat,Hardenberg,Ja,Gemeente,Hardenberg,Overijssel,,,,,POINT (237914.69399999827 510236.40199999884)
ongevallen_2019_2021.462,20190006619,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,269294103,,Graaf Florisweg,Nieuwegein,Nee,Gemeente,Nieuwegein,Utrecht,,,,,POINT (134583.1339999996 447465.94099999964)
ongevallen_2019_2021.463,20190006900,2019,Uitsluitend materiele schade,2,Snorfiets,,Snorfiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,,,,,,,,,352172026,,Vossenbeemd,Helmond,Ja,Gemeente,Helmond,Noord-Brabant,,,,,POINT (176328.39299999923 386453.68200000003)
ongevallen_2019_2021.464,20190007896,2019,Uitsluitend materiele schade,4,Trekker,,Trekker,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,121279050,,Malakkastraat,Maasvlakte Rotterdam,Nee,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (60532.7340000011 439655.63599999994)
ongevallen_2019_2021.465,20190005432,2019,Uitsluitend materiele schade,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,213406168,,,Haydnplein,Heemskerk,Ja,Gemeente,Heemskerk,Noord-Holland,,,,,POINT (106852 503034)
ongevallen_2019_2021.466,20190007686,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600020161,,,Peelo,Assen,Ja,Gemeente,Assen,Drenthe,,,,,POINT (234468.80370000005 560773.4807999991)
ongevallen_2019_2021.467,20190002031,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,198276004,,Slotlaan,Capelle aan den IJssel,Nee,Gemeente,Capelle aan den IJssel,Zuid-Holland,,,,,POINT (99357.96599999815 438219.00499999896)
ongevallen_2019_2021.468,20190005799,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Brandend,Overig asfalt,Nat,Schemer,,Regen,,,,UITRIT,,,,312264031,,Liendenlaan,Tiel,Ja,Gemeente,Tiel,Gelderland,,,,,POINT (156438.69999999925 432356.21400000155)
ongevallen_2019_2021.469,20190007143,2019,Letsel,2,Personenauto,,Vrachtauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,Brug/viaduct,,,,,,960,Afsluitdijk,Kornwerderzand,Ja,Rijk,Súdwest-Fryslân,Friesland,RWS Midden-Nederland,MN District Noord,,,POINT (150703.05330000073 565033.3874999993)
ongevallen_2019_2021.470,20190004166,2019,Uitsluitend materiele schade,2,Personenauto,,Trekker,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,600165300,,Graaf Reinaldweg,Tuil,Nee,Provincie,West Betuwe,Gelderland,,,,,POINT (145405.88100000098 426147.4829999991)
ongevallen_2019_2021.471,20190000594,2019,Dodelijk,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,830,Rijksweg A2,Beesd,Ja,Rijk,West Betuwe,Gelderland,RWS Midden-Nederland,MN District Zuid,,,POINT (140507.99439999834 436418.4693999998)
ongevallen_2019_2021.472,20190001892,2019,Uitsluitend materiele schade,2,Personenauto,,,AANHANGWAGEN,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,416415016,,Rijksweg A28,Zwolle,Ja,Rijk,Zwolle,Overijssel,RWS Oost-Nederland,ON District Noord,,,POINT (208951.23099999875 509156.6169999987)
ongevallen_2019_2021.473,20190003138,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,374275015,,Ceintuurbaan,Elst,Nee,Gemeente,Overbetuwe,Gelderland,,,,,POINT (187479.0460000001 437796.66899999976)
ongevallen_2019_2021.474,20190005929,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,162304114,,Goeverneurplein,'s-Gravenhage,Nee,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (81386.35000000149 452483.33100000024)
ongevallen_2019_2021.475,20190006922,2019,Uitsluitend materiele schade,2,Personenauto,,Motor,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,418151021,,,Roermondsestraat,Venlo,Ja,Gemeente,Venlo,Limburg,,,,,POINT (209256.47480000183 375561.1169999987)
ongevallen_2019_2021.476,20190001497,2019,Uitsluitend materiele schade,2,Dier,,,GEEN PARTIJ,Dier,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,60,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,470291002,,Boschlaan,Lichtenvoorde,Ja,Gemeente,Oost Gelre,Gelderland,,,,,POINT (235417.35399999842 445717.76300000027)
ongevallen_2019_2021.477,20190003343,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,375256036,,Oranjesingel,Nijmegen,Ja,Gemeente,Nijmegen,Gelderland,,,,,POINT (187845.12299999967 428259.5549999997)
ongevallen_2019_2021.478,20190004423,2019,Letsel,1,,GEEN PARTIJ,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Schemer,,,,,,,,,,181272025,,Korenaardwarsstraat,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (90649.92100000009 436325.2190000005)
ongevallen_2019_2021.479,20190065670,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,181335069,,,Noordeinde,Rijnsburg,Ja,Gemeente,Katwijk,Zuid-Holland,,,,,POINT (90544.51740000024 467788.06529999897)
ongevallen_2019_2021.480,20190066289,2019,Letsel,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,421446165,,,Hoogeveenseweg,Meppel,Ja,Provincie,Meppel,Drenthe,,,,,POINT (210958.88699999824 523002.1090000011)
ongevallen_2019_2021.481,20190068135,2019,Uitsluitend materiele schade,2,Snorfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,182290043,,,Poldermolenplein,Berkel en Rodenrijs,Ja,Gemeente,Lansingerland,Zuid-Holland,,,,,POINT (91082.64330000058 445116.7866999991)
ongevallen_2019_2021.482,20190068372,2019,Letsel,3,Bus,,Personenauto,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,212462050,,Plein 1945,Petten,Ja,Gemeente,Schagen,Noord-Holland,,,,,POINT (106132.1649999991 531407.0219999999)
ongevallen_2019_2021.483,20190068917,2019,Uitsluitend materiele schade,1,Personenauto,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Bocht,Buiten,60,Brandend,Overig asfalt,Nat,Duisternis,,Droog,VOP,,,,,,,189345030,,Teylingerlaan,Voorhout,Ja,Provincie,Teylingen,Zuid-Holland,,,,,POINT (95000.30700000003 472611.09099999815)
ongevallen_2019_2021.484,20190070073,2019,Letsel,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,UITRIT,,,,209321069,,Prinses Irenelaan,Alphen aan den Rijn,Ja,Gemeente,Alphen aan den Rijn,Zuid-Holland,,,,,POINT (104814.41000000015 460948.1090000011)
ongevallen_2019_2021.7438,20190177085,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,,46,SUDERSEWEI,Lemmer,Nee,Provincie,De Fryske Marren,Friesland,,,,,POINT (173875.59299999848 540946.2390000001)
ongevallen_2019_2021.485,20190070529,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,188268073,,,Lange Hilleweg,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (94322.07129999995 434466.1568999998)
ongevallen_2019_2021.486,20190071545,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,80,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,362559092,,Harlingerstraatweg,Leeuwarden,Nee,Gemeente,Leeuwarden,Friesland,,,,,POINT (181126.0469999984 579869.8399999999)
ongevallen_2019_2021.487,20190072720,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Nat,Schemer,,Droog,,,,,,,393140128,,,18 novemberring,Panningen,Ja,Gemeente,Peel en Maas,Limburg,,,,,POINT (196578.07539999858 370473.73800000176)
ongevallen_2019_2021.488,20190038899,2019,Uitsluitend materiele schade,1,Personenauto,,,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,195266086,,Groeninx van Zoelenlaan,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (98178.40300000086 433232.01399999857)
ongevallen_2019_2021.489,20190038913,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,88122012,,Westsluis,Sas van Gent,Ja,Gemeente,Terneuzen,Zeeland,,,,,POINT (44173.71799999848 361298.2520000003)
ongevallen_2019_2021.490,20190040752,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,70,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,,83,Rijksstraatweg,Ryptsjerk,Nee,Provincie,Tytsjerksteradiel,Friesland,,,,,POINT (190509.0450000018 581392.4759999998)
ongevallen_2019_2021.491,20190040755,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,467518061,,,Veenwalweg,Assen,Ja,Gemeente,Assen,Drenthe,,,,,POINT (233529.66050000116 559236.5951999985)
ongevallen_2019_2021.492,20190041375,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Kop/staart,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,294375074,,,Hagevoortdreef,Almere,Ja,Gemeente,Almere,Flevoland,,,,,POINT (147267.20659999922 487460.5425999984)
ongevallen_2019_2021.493,20190042640,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,246467006,,,Schagerweg,Middenmeer,Ja,Provincie,Hollands Kroon,Noord-Holland,,,,,POINT (123267 533990)
ongevallen_2019_2021.494,20190043260,2019,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,312163253,,,Heerbaan,Veldhoven,Ja,Gemeente,Veldhoven,Noord-Brabant,,,Ja,,POINT (156133.85460000113 381672.55209999904)
ongevallen_2019_2021.495,20190043268,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,UITRIT,,,,340131006,,Randweg-Oost,Budel,Ja,Gemeente,Cranendonck,Noord-Brabant,,,,,POINT (170994.34600000083 366220.8830000013)
ongevallen_2019_2021.496,20190043877,2019,Uitsluitend materiele schade,2,Fiets,,Fiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,15,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,300241004,,Noordkriekstraat,Kerkdriel,Ja,Gemeente,Maasdriel,Gelderland,,,,,POINT (150453.62799999863 420993.13899999857)
ongevallen_2019_2021.497,20190044503,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,PARKEERPLAATS BIJ BETROKKEN ,,,483372202,,,Boddenstraat,Almelo,Ja,Gemeente,Almelo,Overijssel,,,,,POINT (241759.54439999908 486423.5058999993)
ongevallen_2019_2021.498,20190045175,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,207348009,,Eurolaan,Nieuw-Vennep,Ja,Gemeente,Haarlemmermeer,Noord-Holland,,,,,POINT (103591.55000000075 474079.6779999994)
ongevallen_2019_2021.499,20190046412,2019,Uitsluitend materiele schade,2,Bus,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,342369072,,Hogeweg,Harderwijk,Ja,Gemeente,Harderwijk,Gelderland,,,,,POINT (171167.97199999914 484595.34600000083)
ongevallen_2019_2021.500,20190048238,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,Brug/viaduct,,,,,185272100,,Vasteland,Rotterdam,Nee,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (92632.85300000012 436372.09899999946)
ongevallen_2019_2021.501,20190048258,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,51148010,,Lange Heerenstraat,Schoondijke,Ja,Provincie,Sluis,Zeeland,,,,,POINT (26176.10399999842 374639.2800000012)
ongevallen_2019_2021.502,20190048874,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,347261016,,Deestersteeg,Deest,Ja,Gemeente,Druten,Gelderland,,,,,POINT (173714.36899999902 431089.85599999875)
ongevallen_2019_2021.503,20190051368,2019,Letsel,2,Personenauto,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Brandend,Overig asfalt,Nat,Schemer,,Regen,,,,,,,191342010,,,Westerstraat,Sassenheim,Ja,Gemeente,Teylingen,Zuid-Holland,,,,,POINT (95872.07759999856 471484.34380000085)
ongevallen_2019_2021.504,20190052627,2019,Letsel,1,Bromfiets,,,,Eenzijdig,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,262318224,,,Lageweidseslag,Utrecht,Ja,Gemeente,Utrecht,Utrecht,,,,,POINT (131504.31689999998 459039.1367999986)
ongevallen_2019_2021.505,20190053849,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,Andere oversteekplaats,,,,,,,387053054,,Akerstraat-Noord,Hoensbroek,Ja,Gemeente,Heerlen,Limburg,,,,,POINT (193736.02899999917 326700.3960000016)
ongevallen_2019_2021.506,20190054497,2019,Uitsluitend materiele schade,2,Personenauto,,Los voorwerp,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,242310055,,Polanerbaan,Woerden,Nee,Gemeente,Woerden,Utrecht,,,,,POINT (121047.29199999943 454948.20899999887)
ongevallen_2019_2021.507,20190054503,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,233390080,,Molenmakersstraat,Zaandam,Ja,Gemeente,Zaanstad,Noord-Holland,,,,,POINT (116943.45499999821 495353.78599999845)
ongevallen_2019_2021.508,20190055126,2019,Letsel,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600113888,,Churchilllaan,Leiden,Nee,Gemeente,Leiden,Zuid-Holland,,,,,POINT (92427.40799999982 463256.77600000054)
ongevallen_2019_2021.509,20190056952,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,354480011,,,Straatweg,Lemmer,Ja,Gemeente,De Fryske Marren,Friesland,,,,,POINT (177081.12669999897 540462.0571000017)
ongevallen_2019_2021.510,20190060153,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,433285010,,,Tramstraat,Doetinchem,Ja,Gemeente,Doetinchem,Gelderland,,,,,POINT (216702 442550)
ongevallen_2019_2021.511,20190060786,2019,Letsel,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,197352030,,Heereweg,Lisse,Ja,Provincie,Lisse,Zuid-Holland,,,,,POINT (98966.33799999952 476387.4050000012)
ongevallen_2019_2021.512,20190061380,2019,Letsel,1,Snorfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,,210372038,,Professor Donderslaan,Haarlem,Ja,Gemeente,Haarlem,Noord-Holland,,,,,POINT (105272.79399999976 486466.07499999925)
ongevallen_2019_2021.513,20190062022,2019,Uitsluitend materiele schade,3,Bestelauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Brandend,ZOAB,Nat,Schemer,,Regen,,,,,,,,390288040,,Europaweg,Arnhem,Nee,Rijk,Arnhem,Gelderland,,,,,POINT (195618.24500000104 443900.65300000086)
ongevallen_2019_2021.514,20190062636,2019,Uitsluitend materiele schade,2,Vrachtauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Tunnel,,,,,197281204,,Hoofdweg,Capelle aan den IJssel,Nee,Gemeente,Capelle aan den IJssel,Zuid-Holland,,,,,POINT (98728.21400000155 440795.8579999991)
ongevallen_2019_2021.515,20190062641,2019,Uitsluitend materiele schade,2,Personenauto,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,139272007,,,FIETSPAD,Brielle,Ja,Provincie,Brielle,Zuid-Holland,,,Ja,,POINT (69860.63199999928 436160.0940000005)
ongevallen_2019_2021.516,20190066990,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,15,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,350035105,,Victor de Stuersstraat,Maastricht,Nee,Gemeente,Maastricht,Limburg,,,,,POINT (175370.37700000033 317803.3960000016)
ongevallen_2019_2021.517,20190067706,2019,Uitsluitend materiele schade,3,Vrachtauto,,,AANHANGWAGEN,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Nat,Schemer,,Droog,,,,,,,,233387043,,Pieter Ghijsenlaan,Zaandam,Nee,Gemeente,Zaanstad,Noord-Holland,,,,,POINT (116768.48099999875 493538.6180000007)
ongevallen_2019_2021.518,20190067801,2019,Letsel,2,Personenauto,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,265191028,,,Jan Steenstraat,Tilburg,Ja,Gemeente,Tilburg,Noord-Brabant,,,,,POINT (132860.06540000066 395975.46550000086)
