"fiscal_year","isdcode","isdname","districtcode","districtname","buildingname","locale_name","entitytype","id","county","total_enrollment","male_enrollment","female_enrollment","american_indian_enrollment","asian_enrollment","african_american_enrollment","hispanic_enrollment","hawainn_enrollment","white_enrollment","two_or_more_races_enrollment","kindergarden_enrollment","grade_1_enrollment","grade_2_enrollment","grade_3_enrollment","grade_4_enrollment","grade_5_enrollment","grade_6_enrollment","grade_7_enrollment","grade_8_enrollment","grade_9_enrollment","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","economic_disadvantaged_enrollment","special_enrollment_enrollment","english_language_learners_enrollment"
"2015","3","Allegan Area Educational Service Agency","3000","Allegan Area Educational Service Agency - District created from ISD","STAR Family Literacy","Town: Fringe","ISD School","0500000US26163","Wayne County","5","0","5","0","0","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","4","2","10","10"
"2015","3","Allegan Area Educational Service Agency","3070","Hopkins Public Schools","St. Mary's Visitation School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","3","Allegan Area Educational Service Agency","3070","Hopkins Public Schools","St. Paul's Lutheran School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","3","Allegan Area Educational Service Agency","3070","Hopkins Public Schools","St. Stanislaus School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","3","Allegan Area Educational Service Agency","3070","Hopkins Public Schools","Sycamore Elementary School","Rural: Fringe","LEA School","0500000US26163","Wayne County","289","164","125","4","0","6","6","0","270","3","68","39","37","41","56","48","0","0","0","0","0","0","0","83","37","10"
"2015","3","Allegan Area Educational Service Agency","3020","Otsego Public Schools","St. Margaret School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","3","Allegan Area Educational Service Agency","3020","Otsego Public Schools","Transportation/Maintenance Facility","Not Specified","LEA Non-Instructional Ancillary Facility","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","3","Allegan Area Educational Service Agency","3010","Plainwell Community Schools","Starr Elem. School -South","Not Specified","LEA School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","3","Allegan Area Educational Service Agency","3010","Plainwell Community Schools","Starr Elementary School","Town: Fringe","LEA School","0500000US26163","Wayne County","503","273","230","0","3","6","37","1","445","11","94","74","78","100","78","79","0","0","0","0","0","0","0","257","42","10"
"2015","3","Allegan Area Educational Service Agency","3040","Wayland Union Schools","St. Therese Catholic School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","4","Alpena-Montmorency-Alcona ESD","4010","Alpena Public Schools","St. Mary Catholic School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","4","Alpena-Montmorency-Alcona ESD","4010","Alpena Public Schools","Sunset Elementary School","Town: Remote","LEA School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","4","Alpena-Montmorency-Alcona ESD","4010","Alpena Public Schools","Thunder Bay Junior High School","Rural: Fringe","LEA School","0500000US26163","Wayne County","881","445","436","6","3","4","9","0","845","14","0","0","0","0","0","0","287","277","317","0","0","0","0","506","118","10"
"2015","4","Alpena-Montmorency-Alcona ESD","4010","Alpena Public Schools","Transportation Center","Not Specified","LEA Non-Instructional Ancillary Facility","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","4","Alpena-Montmorency-Alcona ESD","4000","Alpena-Montmorency-Alcona ESD - District created from ISD","Sprinkler Lake Education Center","Not Specified","ISD Non-Instructional Ancillary Facility","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","8","Barry ISD","8030","Hastings Area School District","Southeastern Elementary School","Town: Distant","LEA School","0500000US26163","Wayne County","244","136","108","2","1","1","14","0","219","7","58","28","50","43","22","43","0","0","0","0","0","0","0","170","45","10"
"2015","8","Barry ISD","8030","Hastings Area School District","St. Rose of Lima Catholic School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","8","Barry ISD","8030","Hastings Area School District","Star Elementary School","Rural: Fringe","LEA School","0500000US26163","Wayne County","306","164","142","2","1","1","17","1","280","4","65","46","48","52","44","51","0","0","0","0","0","0","0","135","34","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. Bartholomew Lutheran School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. John Lutheran School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. Johns Lutheran Amelith","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. Joseph School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. Paul Lutheran School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. Stanislaus School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","St. Valentine School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Thomas Jefferson Elem. School","Not Specified","LEA School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Trinity Ev Lutheran School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Trinity Lutheran Monitor","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Trinity St. James Lutheran","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Trombley Learning Center","Not Specified","LEA School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Trombley School","Not Specified","LEA School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9010","Bay City School District","Visitation Academy","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9000","Bay-Arenac ISD - District created from ISD","Trombley Center",,"ISD School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9050","Essexville-Hampton Public Schools","St. John Catholic School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"2015","9","Bay-Arenac ISD","9050","Essexville-Hampton Public Schools","Verellen Elementary School","Rural: Fringe","LEA School","0500000US26163","Wayne County","329","189","140","0","2","3","22","0","293","9","0","0","104","101","124","0","0","0","0","0","0","0","0","129","40","10"
"2015","9","Bay-Arenac ISD","9050","Essexville-Hampton Public Schools","W.R. Bush Elementary School","Suburb: Small","LEA School","0500000US26163","Wayne County","228","117","111","0","0","6","5","0","213","4","111","117","0","0","0","0","0","0","0","0","0","0","0","81","19","10"
"2015","9","Bay-Arenac ISD","9090","Pinconning Area Schools","St. Anne School","Not Specified","Nonpublic School","0500000US26163","Wayne County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
