"case_id","source","department","work_group","request_type","status","exceeded_est_timeframe","closed_date","zip_code","neighborhood","council_district","parcel_id_no","address_with_geocode","ycoordinate","xcoordinate"
"2011000995","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Hydrant Repair Referral","RESOL","Y","2013-05-01T00:00:00.000","64131","East Meyer 6","5","116329","POINT (-94.56757 38.985709)","38.985709","-94.56757"
"2011110405","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Hydrant Repair Referral","RESOL","Y","2013-05-01T00:00:00.000","64119","Shoal Creek","1","235639","POINT (-94.526972 39.243593)","39.243593","-94.526972"
"2012028092","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Service or Curb Box Repair Referral","RESOL","Y","2013-05-01T00:00:00.000","64149","Longview","6","222110","POINT (-94.431674 38.854924)","38.854924","-94.431674"
"2012085135","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Service or Curb Box Repair Referral","RESOL","Y","2013-05-01T00:00:00.000","64129","Lewis Heights","5","52450","POINT (-94.484775 39.016005)","39.016005","-94.484775"
"2012099302","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Hydrant Repair Referral","RESOL","Y","2013-05-01T00:00:00.000","64134","Ruskin Heights","6","60588","POINT (-94.505929 38.916658)","38.916658","-94.505929"
"2012140820","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Valve Repair Referral","RESOL","N","2013-05-01T00:00:00.000","64133","Ashland Ridge","3","48430","POINT (-94.461124 39.052542)","39.052542","-94.461124"
"2012167944","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Service or Curb Box Repair Referral","RESOL","N","2013-05-01T00:00:00.000","64111","Volker","4","130105","POINT (-94.601628 39.061541)","39.061541","-94.601628"
"2012167977","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Service or Curb Box Repair Referral","RESOL","N","2013-05-01T00:00:00.000","64111","Volker","4","130105","POINT (-94.601628 39.061541)","39.061541","-94.601628"
"2013034664","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Pipeline Repair or Restoration Concerns","RESOL","Y","2013-05-01T00:00:00.000","64151","Hawthorne And Picture Hills","2","163363","POINT (-94.652337 39.215475)","39.215475","-94.652337"
"2013034519","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Service or Curb Box Repair Referral","RESOL","N","2013-05-01T00:00:00.000","64118","Ridgefield","1","94790","POINT (-94.561995 39.236779)","39.236779","-94.561995"
