CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNCIL DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2009273353,EMAIL,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,10,2009,RESOL,Y,05/11/2010,5,2010,218,10101 E 38TH TER,"10101 E 38TH TER64133
(39.052318, -94.460074)",64133,Ashland Ridge,3,48440,39.052318,-94.460074,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009273353,156,3,7,37
2009297380,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,10,2009,RESOL,Y,05/12/2010,5,2010,202,4124 NE Kelsey Rd,"4124 NE Kelsey Rd64116
(39.168457, -94.551911)",64116,Colonial Square,1,83295,39.168457,-94.551911,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009297380,86,6,4,167
2009338529,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,11,2009,RESOL,Y,05/04/2010,5,2010,161,10620 N Woodland Ave,"10620 N Woodland Ave64155
(39.288421, -94.558236)",64155,Nashua,2,257806,39.288421,-94.558236,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009338529,105,5,4,82
2009314244,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,11,2009,RESOL,Y,05/04/2010,5,2010,180,4701 DERAMUS AVE,"4701 DERAMUS AVE64120
(39.135788, -94.52601)",64120,,4,38306,39.135788,-94.52601,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009314244,53,4,7,144
2009295685,EMAIL,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,10,2009,RESOL,Y,05/07/2010,5,2010,198,7500 E 102ND ST,"7500 E 102ND ST64134
(38.939886, -94.502881)",64134,Bannister Acres,5,70312,38.939886,-94.502881,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009295685,120,2,7,143
2009307900,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,10,2009,RESOL,Y,05/11/2010,5,2010,192,6916 Bales Ave,"6916 Bales Ave64132
(39.000578, -94.546617)",64132,Self Help Neighborhood Council,5,2498,39.000578,-94.546617,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009307900,72,2,7,151
2009304744,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,10,2009,RESOL,Y,05/13/2010,5,2010,197,9191 NE 76TH ST,"9191 NE 76TH ST64158
(39.229465, -94.469848)",64158,Shoal Creek,1,97680,39.229465,-94.469848,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009304744,244,6,4,122
2009362571,WEB,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,12,2009,RESOL,Y,05/12/2010,5,2010,147,7905 NE ANTIOCH RD,"7905 NE ANTIOCH RD64119
(39.236982, -94.534263)",64119,Shoal Creek,1,240369,39.236982,-94.534263,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009362571,244,6,4,135
2009343106,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,11,2009,RESOL,Y,05/04/2010,5,2010,155,6011 Elmwood Ave,"6011 Elmwood Ave64130
(39.016066, -94.532181)",64130,Swope Parkway-Elmwood,5,156,39.016066,-94.532181,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2009343106,170,2,7,157
2010031925,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,1,2010,RESOL,Y,05/11/2010,5,2010,110,4432 E 54TH TER,"4432 E 54TH TER64130
(39.026886, -94.532751)",64130,Swope Parkway-Elmwood,5,37821,39.026886,-94.532751,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010031925,170,2,7,157
2010099378,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,3,2010,RESOL,N,05/03/2010,5,2010,48,9601 N GREEN HILLS RD,"9601 N GREEN HILLS RD64154
(39.272173, -94.628277)",64154,KCI & 2nd Creek,2,171594,39.272173,-94.628277,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010099378,203,5,3,81
2010102411,WEB,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,3,2010,RESOL,N,04/14/2010,4,2010,28,6701 NE 120th St,"6701 NE 120th St64156
(39.309178, -94.499769)",64156,Shoal Creek,1,98652,39.309178,-94.499769,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010102411,244,6,4,126
2010184759,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,5,2010,RESOL,N,05/28/2010,5,2010,10,1644 BELMONT AVE,"1644 BELMONT AVE64126
(39.090386, -94.51064)",64126,West Blue Valley,3,6620,39.090386,-94.51064,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010184759,140,3,7,94
2010141277,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,4,2010,RESOL,N,04/20/2010,4,2010,5,1210 W 135th Ter,"1210 W 135th Ter64145
(38.883104, -94.607357)",64145,Martin City,6,224368,38.883104,-94.607357,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010141277,159,1,7,129
2010103707,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,3,2010,RESOL,Y,05/24/2010,5,2010,67,6620 NE COTTER AVE,"6620 NE COTTER AVE64119
(39.187675, -94.501308)",64119,Maple Park,1,82568,39.187675,-94.501308,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010103707,171,6,4,135
2010181027,PHONE,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,5,2010,RESOL,Y,06/16/2010,6,2010,33,10130 TULLIS AVE,"10130 TULLIS AVE64134
(38.939639, -94.495334)",64134,Bannister Acres,6,70362,38.939639,-94.495334,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010181027,120,2,7,143
2010189472,WEB,Public Works,Public Works-Street and Traffic-Rural Mowing,Rural ROW Mowing,5,2010,RESOL,N,06/01/2010,6,2010,12,5600 N Colrain Ave,"5600 N Colrain Ave64151
(39.196233, -94.619353)",64151,Breen Hills,2,165517,39.196233,-94.619353,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2010189472,152,5,3,66
