"case_id","source","department","work_group","request_type","category","type","detail","creation_date","creation_time","creation_month","creation_year","status","exceeded_est_timeframe","closed_date","closed_month","closed_year","days_to_close","street_address","address_with_geocode","zip_code","neighborhood","county","council_district","police_district","parcel_id_no","ycoordinate","xcoordinate","case_url","days_open"
"2021033686","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-28T00:00:00.000","10:40 AM","10","2021","OPEN","N",,,,,"2639 Garfield Ave","2639 Garfield Ave
,  64127
(39.077701, -94.557926)","64127","Wendell Phillips","Jackson","3","Central","14494","39.077701","-94.557926","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021033686","0"
"2021033407","PHONE","NHS","NHS-Neighborhood Preservation-","Property Violations","Property / Buildings / Construction","Property Maintenance","Main Structure","2021-10-22T00:00:00.000","12:05 PM","10","2021","RESOL","Y","2021-11-01T00:00:00.000","11","2021","10","2501 Myrtle Ave","2501 Myrtle Ave
,  64127
(39.080066, -94.535955)","64127","East Community Team South","Jackson","3","East","17650","39.080066","-94.535955","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021033407",
"2021033233","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-20T00:00:00.000","12:58 PM","10","2021","OPEN","N",,,,,"5808 Woodland Ave","5808 Woodland Ave
,  64110
(39.02103, -94.565165)","64110","Blue Hills","Jackson","5","Metro","147404","39.02103","-94.565165","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021033233","0"
"2021033140","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-18T00:00:00.000","03:11 PM","10","2021","OPEN","N",,,,,"6429 E 15th Ter","6429 E 15th Ter
,  64126
(39.09258, -94.506442)","64126","East Blue Valley","Jackson","3","East","6676","39.09258","-94.506442","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021033140","0"
"2021032869","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-13T00:00:00.000","10:07 AM","10","2021","OPEN","N",,,,,"2214 E 58th St","2214 E 58th St
,  64130
(39.021465, -94.55914)","64130","Blue Hills","Jackson","5","Metro","148342","39.021465","-94.55914","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021032869","0"
"2021032828","PHONE","NHS","NHS-Neighborhood Preservation-","Property Violations","Property / Buildings / Construction","Property Maintenance","Main Structure","2021-10-12T00:00:00.000","02:02 PM","10","2021","RESOL","N","2021-10-15T00:00:00.000","10","2021","3","5701 Brooklyn Ave","5701 Brooklyn Ave
,  64130
(39.022962, -94.559712)","64130","Blue Hills","Jackson","5","Metro","148363","39.022962","-94.559712","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021032828",
"2021032612","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-07T00:00:00.000","09:20 AM","10","2021","OPEN","N",,,,,"2319 Montgall Ave","2319 Montgall Ave
,  64127
(39.083717, -94.550699)","64127","Washington Wheatley","Jackson","3","East","16233","39.083717","-94.550699","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021032612","0"
"2021032575","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-06T00:00:00.000","11:57 AM","10","2021","OPEN","N",,,,,"6117 Bellefontaine Ave","6117 Bellefontaine Ave
,  64130
(39.01473, -94.549882)","64130","South Town Fork Creek","Jackson","5","Metro","1328","39.01473","-94.549882","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021032575","0"
"2021032525","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-05T00:00:00.000","01:14 PM","10","2021","OPEN","N",,,,,"2310 Quincy Ave","2310 Quincy Ave
,  64127
(39.082965, -94.523693)","64127","East Community Team South","Jackson","3","East","20195","39.082965","-94.523693","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021032525","0"
"2021032480","PHONE","NHS","NHS-Dangerous Buildings-","Prop/Build/Construct-Dangerous Building-On list","Property / Buildings / Construction","Dangerous Building","Standard","2021-10-04T00:00:00.000","03:07 PM","10","2021","OPEN","N",,,,,"125 Bellaire Ave","125 Bellaire Ave
,  64123
(39.111108, -94.512626)","64123","South Indian Mound","Jackson","4","East","46047","39.111108","-94.512626","http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021032480","0"
