"case_id","source","department","work_group","request_type","status","exceeded_est_timeframe","closed_date","zip_code","neighborhood","council_district","address_with_geocode","parcel_id_no","ycoordinate","xcoordinate"
"2021013531","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","Y",,"64108","Crossroads","4","POINT (-94.583099 39.095127)","122656","39.095127","-94.583099"
"2020030558","PHONE","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64106","CBD Downtown","4","POINT (-94.581738 39.100228)","12752","39.100228","-94.581738"
"2018008127","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-Bridge","OPEN","N",,"64108","Hospital Hill","4","POINT (-94.574981 39.094868)","122832","39.094868","-94.574981"
"2020007970","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64120",,"4","POINT (-94.521885 39.133307)","220917","39.133307","-94.521885"
"2019185916","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","Y",,"64106","Hospital Hill","4","POINT (-94.574889 39.095799)","12911","39.095799","-94.574889"
"2020024933","PHONE","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64106","CBD Downtown","4","POINT (-94.577919 39.100387)","12614","39.100387","-94.577919"
"2020009126","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64137","Oakwood","5","POINT (-94.534459 38.948717)","55809","38.948717","-94.534459"
"2021011871","BOT","Public Works","Public Works-Street and Traffic-District 2","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64120",,"4","POINT (-94.513552 39.130948)","38496","39.130948","-94.513552"
"2020003070","PHONE","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64114","Tower Homes","6","POINT (-94.591581 38.992528)","112716","38.992528","-94.591581"
"2020038305","PHONE","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64130","South Town Fork Creek","5","POINT (-94.546377 39.015362)","765","39.015362","-94.546377"
"2020038393","EMAIL","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64134","Hickman Mills South","6","POINT (-94.500494 38.936858)","70585","38.936858","-94.500494"
"2020003400","PHONE","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64132","Hillcrest","5","POINT (-94.543885 38.971568)","255906","38.971568","-94.543885"
"2020038946","TWIR","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64145","Woodbridge","6","POINT (-94.588115 38.890235)","173099","38.890235","-94.588115"
"2020039118","BOT","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64137","Stratford Estates","5","POINT (-94.523571 38.925437)","261475","38.925437","-94.523571"
"2020039189","WEB","Public Works","Public Works-Street and Traffic-District 1","Streets / Roadways / Alleys-Pothole-District 1","OPEN","Y",,"64118","Tanglewood And Regency North","2","POINT (-94.587903 39.195336)","96988","39.195336","-94.587903"
"2020037833","WEB","Public Works","Public Works-Street and Traffic-District 1","Streets / Roadways / Alleys-Pothole-District 1","OPEN","Y",,"64151","The Coves","2","POINT (-94.656458 39.246199)","160591","39.246199","-94.656458"
"2020037540","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64137","Oakwood","5","POINT (-94.53534 38.952547)","55760","38.952547","-94.53534"
"2020022013","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64137","Oakwood","5","POINT (-94.547796 38.953542)","56076","38.953542","-94.547796"
"2021011500","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64113","Morningside","6","POINT (-94.589237 39.014246)","106809","39.014246","-94.589237"
"2020022412","PHONE","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64131","Willow Creek","6","POINT (-94.583604 38.948739)","152309","38.948739","-94.583604"
"2021012007","WEB","Public Works","Public Works-Street and Traffic-District 2","Streets / Roadways / Alleys-Pothole-District 2","OPEN","Y",,"64108","Westside South","4","POINT (-94.592207 39.081996)","124563","39.081996","-94.592207"
"2020004176","PHONE","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64131","Mission Lake","6","POINT (-94.583794 38.914054)","156962","38.914054","-94.583794"
"2020039652","BOT","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64134","Ruskin Hills","6","POINT (-94.490232 38.924574)","71471","38.924574","-94.490232"
"2021012930","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64129","Lewis Heights","5","POINT (-94.491401 39.013148)","52512","39.013148","-94.491401"
"2021012931","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64129","Lewis Heights","5","POINT (-94.486625 39.016485)","52478","39.016485","-94.486625"
"2020038218","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64145","Blue Hills Estates","6","POINT (-94.602529 38.892329)","159455","38.892329","-94.602529"
"2020038219","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64145","Blue Hills Estates","6","POINT (-94.603141 38.892471)","159457","38.892471","-94.603141"
