"case_id","source","department","work_group","request_type","status","exceeded_est_timeframe","closed_date","zip_code","neighborhood","council_district","address_with_geocode","parcel_id_no","ycoordinate","xcoordinate"
"2020088398","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-At Curb / In Yard","OPEN","N",,"64131","Linden Hills And Indian Heights","5","POINT (-94.581368 38.947558)","153519","38.947558","-94.581368"
"2020133293","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64123","Scarritt Point","4","POINT (-94.535463 39.112746)","41542","39.112746","-94.535463"
"2020088774","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64127","South Blue Valley","3","POINT (-94.516203 39.081674)","20126","39.081674","-94.516203"
"2020090949","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Emergency Off / Flooding","OPEN","N",,"64154","KCI & 2nd Creek","2","POINT (-103.890579 35.797519)","284412","35.797519","-103.890579"
"2020002738","PHONE","Water Services","Water Services-Line Maintenance-Wastewater","Stormwater / Sewer-Services-Call Back Request","OPEN","N",,"64130","Ivanhoe Southwest","3","POINT (-94.562749 39.05237)","136538","39.05237","-94.562749"
"2019183798","PHONE","Water Services","Water Services-Line Maintenance-Wastewater","Sewer-Sewer Referral-Repair","OPEN","N",,"64110","Southmoreland","4","POINT (-94.580826 39.050756)","133388","39.050756","-94.580826"
"2020002407","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Emergency Off / Flooding","OPEN","N",,"64161","Birmingham Bottoms","1","POINT (-94.469519 39.1576)","172597","39.1576","-94.469519"
"2020002581","PHONE","Water Services","Water Services-Line Maintenance-Wastewater","Sewer-Sinkhole-Yard","OPEN","N",,"64131","Linden Hills And Indian Heights","5","POINT (-94.570767 38.949217)","151081","38.949217","-94.570767"
"2019185215","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64117","Cooley Highlands S","1","POINT (-94.537958 39.160714)","78029","39.160714","-94.537958"
"2020038311","EMAIL","Water Services","Water Services-Administration-","Water-Services-Feedback","OPEN","N",,"64113","Armour Fields","6","POINT (-94.602664 39.00142)","109731","39.00142","-94.602664"
"2019185911","PHONE","Water Services","Water Services-Administration-","Water-Services-Feedback","OPEN","N",,"64130","Swope Parkway-Elmwood","5","POINT (-94.529933 39.014493)","492","39.014493","-94.529933"
"2020020829","PHONE","Water Services","Water Services-Line Maintenance-Wastewater","Stormwater / Sewer-Services-Service Issue / Problem","OPEN","N",,"64124","Independence Plaza","3","POINT (-94.549482 39.102746)","10477","39.102746","-94.549482"
"2020118793","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64155","Outer Gashland-Nashua","2","POINT (-94.589567 39.299849)","207925","39.299849","-94.589567"
"2020037961","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64134","Fairlane","5","POINT (-94.522061 38.941487)","58642","38.941487","-94.522061"
"2020089344","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-At Curb / In Yard","OPEN","N",,"64145","Verona Hills","6","POINT (-94.595288 38.911644)","157401","38.911644","-94.595288"
"2020060253","PHONE","Water Services","Water Services-Administration-","Water-Services-Service Issue / Problem","OPEN","N",,"64154","KCI & 2nd Creek","2","POINT (-94.64195 39.293735)","227847","39.293735","-94.64195"
"2020060270","PHONE","Water Services","Water Services-Administration-","Water-Services-Service Issue / Problem","OPEN","N",,"64111","Volker","4","POINT (-94.604187 39.063943)","130061","39.063943","-94.604187"
"2020089293","PHONE","Water Services","Water Services-Meter and Field Services-","Water - MFS Referral - Investigation","OPEN","N",,"64110","South Hyde Park","4","POINT (-94.572936 39.048466)","249676","39.048466","-94.572936"
"2020060296","PHONE","Water Services","Water Services-Administration-","Water-Services-Service Issue / Problem","OPEN","N",,"64155","Nashua","2","POINT (-94.567015 39.286937)","102465","39.286937","-94.567015"
"2020060897","PHONE","Water Services","Water Services-Administration-","Water-Services-Service Issue / Problem","OPEN","N",,"64112","West Plaza","4","POINT (-94.601377 39.04327)","141562","39.04327","-94.601377"
"2020060386","PHONE","Water Services","Water Services-Administration-","Water-Services-Call Back Request","OPEN","N",,"64119","Gracemor-Randolph Corners","1","POINT (-94.487715 39.188047)","91078","39.188047","-94.487715"
"2020060431","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Emergency Off / Flooding","OPEN","N",,"64130","Blue Hills","5","POINT (-94.564269 39.024634)","147934","39.024634","-94.564269"
"2020133591","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64137","Calico Farms","6","POINT (-94.551307 38.920229)","62012","38.920229","-94.551307"
"2020149994","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64126","East Blue Valley","3","POINT (-94.509687 39.094178)","6235","39.094178","-94.509687"
"2020002296","EMAIL","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64131","Tower Homes","6","POINT (-94.581645 38.998803)","113167","38.998803","-94.581645"
"2020150070","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Emergency Off / Flooding","OPEN","N",,"64116","Briarcliff West","4","POINT (-94.591936 39.163576)","241344","39.163576","-94.591936"
"2019175713","WEB","Water Services","Water Services-Line Maintenance-Stormwater","Stormwater-Storm Drain / Catch Basin-Damaged / Broken","OPEN","Y",,"64129","Cunningham Ridge","3","POINT (-94.48657 39.055691)","47881","39.055691","-94.48657"
"2019198951","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64130","Vineyard","3","POINT (-94.526297 39.050641)","31853","39.050641","-94.526297"
"2020003211","PHONE","Water Services","Water Services-Laboratory Services-","Water-Quality-Smell / Odor","OPEN","N",,"64113","Morningside","6","POINT (-94.58717 39.020234)","106486","39.020234","-94.58717"
"2020022034","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64133","Fairway Hills","5","POINT (-94.433731 39.020629)","228950","39.020629","-94.433731"
"2020003050","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64127","Washington Wheatley","3","POINT (-94.547859 39.083743)","16152","39.083743","-94.547859"
"2019198903","PHONE","Water Services","Water Services-Line Maintenance-Wastewater","Sewer-Sewer Referral-Repair","OPEN","Y",,"64133","Ashland Ridge","3","POINT (-94.459857 39.04923)","220937","39.04923","-94.459857"
"2020003104","PHONE","Water Services","Water Services-Laboratory Services-","Water-Quality-Color / Cloudy","OPEN","N",,"64157","Shoal Creek","1","POINT (-94.473265 39.260907)","236465","39.260907","-94.473265"
"2020005668","EMAIL","Water Services","Water Services-Line Maintenance-Stormwater","Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow","OPEN","N",,"64119","Glenhaven","1","POINT (-94.521585 39.184843)","81014","39.184843","-94.521585"
"2019199478","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64124","Lykins","3","POINT (-94.533987 39.104252)","9496","39.104252","-94.533987"
"2020104187","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-Meter","OPEN","N",,"64130","Oak Park Southeast","3","POINT (-94.543533 39.041846)","34140","39.041846","-94.543533"
"2020038433","PHONE","Water Services","Water Services-Line Maintenance-Wastewater","Sewer-Sewer Backup / Leak-Outside","OPEN","N",,"64127","Washington Wheatley","3","POINT (-94.54181 39.078352)","17381","39.078352","-94.54181"
"2020038621","PHONE","Water Services","Water Services-Line Maintenance-Restoration","Water-Pipeline Referral-Restoration","OPEN","N",,"64114","West Waldo","6","POINT (-94.602271 38.974732)","121306","38.974732","-94.602271"
"2020089772","PHONE","Water Services","Water Services-Meter and Field Services-","Water - MFS Referral - Investigation","OPEN","N",,"64145","Blue Hills Estates","6","POINT (-94.594929 38.900141)","158546","38.900141","-94.594929"
"2020039200","PHONE","Water Services","Water Services-Meter and Field Services-","Water-Leak-At Curb / In Yard","OPEN","N",,"64128","Oak Park Northwest","3","POINT (-94.547471 39.057366)","29160","39.057366","-94.547471"
