CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNCIL DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2020103345,KCMPD,NHS,NHS-Neighborhood Preservation-Open Entry,Prop/Build/Construct-Dangerous Building-Open to entry,Property / Buildings / Construction,Dangerous Building,Open To Entry,7,2020,RESOL,N,07/29/2020,7,2020,0,808 W 29th St,"808 W 29th St64108
(39.075084, -94.594819)",64108,Westside South,4,128732,39.075084,-94.594819,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020103345,238,4,7,92
2018064525,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,5,2018,RESOL,Y,12/13/2019,12,2019,571,839 N KANSAS AVE,"839 N KANSAS AVE64120
(39.123745, -94.546215)",64120,Northeast Industrial District,4,38826,39.123745,-94.546215,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018064525,176,4,7,144
2019034299,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,2,2019,RESOL,Y,12/13/2019,12,2019,302,3418 E 8th St,"3418 E 8th St64124
(39.103438, -94.540829)",64124,Lykins,3,9729,39.103438,-94.540829,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019034299,215,3,7,70
2013078911,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,6,2013,RESOL,Y,12/17/2019,12,2019,2381,4502 BENTON BLVD,"4502 BENTON BLVD64130
(39.044118, -94.547076)",64130,Oak Park Southwest,3,34992,39.044118,-94.547076,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2013078911,177,3,7,157
2018112043,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,8,2018,RESOL,Y,11/06/2019,11,2019,442,3611 Roberts St,"3611 Roberts St64124
(39.106537, -94.538503)",64124,Scarritt Point,4,42125,39.106537,-94.538503,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018112043,202,4,7,70
2019048863,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,3,2019,RESOL,Y,12/12/2019,12,2019,279,2451 Lawn Ave,"2451 Lawn Ave64127
(39.080588, -94.528357)",64127,East Community Team South,3,19152,39.080588,-94.528357,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019048863,107,3,7,95
2019045249,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,3,2019,RESOL,Y,10/15/2019,10,2019,225,801 Booth Ave,"801 Booth Ave64125
(39.100658, -94.481705)",64125,North Blue Ridge,4,47118,39.100658,-94.481705,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019045249,207,4,7,125
2017029460,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,3,2017,RESOL,Y,12/07/2017,12,2017,266,2246 Brighton Ave,"2246 Brighton Ave64127
(39.083584, -94.52483)",64127,East Community Team North,3,18740,39.083584,-94.52483,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2017029460,17,3,7,95
2017037877,KCEPD,NHS,NHS-Neighborhood Preservation-Open Entry,Prop/Build/Construct-Dangerous Building-Open to entry,Property / Buildings / Construction,Dangerous Building,Open To Entry,4,2017,RESOL,N,04/07/2017,4,2017,2,2246 Brighton Ave,"2246 Brighton Ave64127
(39.083584, -94.52483)",64127,East Community Team North,3,18740,39.083584,-94.52483,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2017037877,17,3,7,95
2018127722,KCEPD,NHS,NHS-Neighborhood Preservation-,Property Violations,Mowing / Weeds,Private / Commercial,Lot - Structure,9,2018,RESOL,Y,12/27/2019,12,2019,462,4004 Bellefontaine Ave,"4004 Bellefontaine Ave64130
(39.053231, -94.548315)",64130,Oak Park Southwest,3,29529,39.053231,-94.548315,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018127722,177,3,7,157
