CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNCIL DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2020089354,PHONE,Aviation,Aviation--,City Facilities-Airports-KCI,6,2020,RESOL,Y,07/27/2020,7,2020,28,688 N Madrid Ave,"688 N Madrid Ave64153
(39.303958, -94.705436)",64153,KCI & 2nd Creek,2,229835,39.303958,-94.705436,203,5,3,130
2020021256,PHONE,Aviation,Aviation--,City Facilities-Airports-KCI,2,2020,RESOL,N,02/12/2020,2,2020,1,3305 Virginia Ave,"3305 Virginia Ave64109
(39.066466, -94.567867)",64109,Center City,3,125894,39.066466,-94.567867,123,3,7,19
2019202397,EMAIL,Aviation,Aviation--,City Facilities-Airports-KCI,12,2019,RESOL,N,12/11/2019,12,2019,0,11000 NW Prairie View Rd,"11000 NW Prairie View Rd64153
(39.287537, -94.6881)",64153,KCI & 2nd Creek,2,229807,39.287537,-94.6881,203,5,3,130
2019204803,EMAIL,Aviation,Aviation--,City Facilities-Airports-KCI,12,2019,RESOL,N,12/19/2019,12,2019,2,15 N Amsterdam Cir,"15 N Amsterdam Cir64153
(39.303521, -94.728412)",64153,KCI & 2nd Creek,2,229837,39.303521,-94.728412,203,5,3,130
2020015147,PHONE,Aviation,Aviation--,City Facilities-Airports-KCI,1,2020,RESOL,Y,03/02/2020,3,2020,32,414 E 12th St,"414 E 12th St64106
(39.100387, -94.577919)",64106,CBD Downtown,4,12614,39.100387,-94.577919,5,4,7,75
2019184063,EMAIL,Aviation,Aviation--,City Facilities-Airports-KCI,10,2019,RESOL,N,10/30/2019,10,2019,7,533 N Mexico City Ave,"533 N Mexico City Ave64153
(39.303929, -94.717955)",64153,KCI & 2nd Creek,2,171762,39.303929,-94.717955,203,5,3,130
2020032510,PHONE,Aviation,Aviation--,City Facilities-Airports-KCI,3,2020,RESOL,N,03/04/2020,3,2020,1,414 E 12th St,"414 E 12th St64106
(39.100387, -94.577919)",64106,CBD Downtown,4,12614,39.100387,-94.577919,5,4,7,75
2019170282,PHONE,Aviation,Aviation--,City Facilities-Airports-KCI,9,2019,RESOL,N,09/30/2019,9,2019,6,8998 NW 104th St,"8998 NW 104th St64153
(39.287537, -94.6881)",64153,KCI & 2nd Creek,2,229807,39.287537,-94.6881,203,5,3,130
2019167223,PHONE,Aviation,Aviation--,City Facilities-Airports-KCI,9,2019,RESOL,N,09/17/2019,9,2019,0,414 E 12th St,"414 E 12th St64106
(39.100387, -94.577919)",64106,CBD Downtown,4,12614,39.100387,-94.577919,5,4,7,75
2007000024,PHONE,Aviation,Aviation--,Aviation - All,1,2007,RESOL,N,01/04/2007,1,2007,0,1111 LOCUST ST,"1111 LOCUST ST64106
(35.797519, -103.890579)",64106,,,0,35.797519,-103.890579,,,,
2007003112,PHONE,Aviation,Aviation--,Aviation - All,1,2007,RESOL,N,01/23/2007,1,2007,0,414 E 12TH ST,"414 E 12TH ST64106
(35.797519, -103.890579)",64106,,,0,35.797519,-103.890579,,,,
2007000005,PHONE,Aviation,Aviation--,Aviation - All,1,2007,RESOL,N,01/18/2007,1,2007,14,414 E 12TH ST,"414 E 12TH ST64106
(35.797519, -103.890579)",64106,,,0,35.797519,-103.890579,,,,
2007003108,PHONE,Aviation,Aviation--,Aviation - All,1,2007,RESOL,N,01/23/2007,1,2007,0,414 E 12TH ST,"414 E 12TH ST64106
(35.797519, -103.890579)",64106,,,0,35.797519,-103.890579,,,,
2007025372,PHONE,Aviation,Aviation--,Aviation - All,3,2007,RESOL,Y,03/29/2007,3,2007,9,11210 NW PRAIRIE VIEW RD,"11210 NW PRAIRIE VIEW RD64153
(39.297557, -94.687775)",64153,,2,171757,39.297557,-94.687775,203,5,3,130
2007004695,EMAIL,Aviation,Aviation--,Aviation - All,1,2007,RESOL,Y,02/28/2007,2,2007,30,936 NW TEL AVIV AVE,"936 NW TEL AVIV AVE64163
(39.326565, -94.711201)",64163,,2,171877,39.326565,-94.711201,203,5,3,133
2007039584,EMAIL,Aviation,Aviation--,Aviation - All,5,2007,RESOL,N,05/02/2007,5,2007,1,414 E 12TH ST,"414 E 12TH ST64106
(35.797519, -103.890579)",64106,,,0,35.797519,-103.890579,,,,
2007059362,PHONE,Aviation,Aviation--,Aviation - All,6,2007,RESOL,Y,06/18/2007,6,2007,12,15600 SPRUCE AVE,"15600 SPRUCE AVE64012
(38.840508, -94.542768)",64012,Richards Gebaur,6,75012,38.840508,-94.542768,189,1,6,153
2007065830,EMAIL,Aviation,Aviation--,Aviation - All,6,2007,RESOL,Y,07/02/2007,7,2007,17,2500 RIVER FRONT RD,"2500 RIVER FRONT RD64120
(39.126329, -94.553371)",64120,Northeast Industrial District,1,38249,39.126329,-94.553371,176,4,7,144
2007077333,PHONE,Aviation,Aviation--,Aviation - All,7,2007,RESOL,N,07/05/2007,7,2007,0,414 E 12TH ST,"414 E 12TH ST64106
(35.797519, -103.890579)",64106,,,0,35.797519,-103.890579,,,,
2007078186,PHONE,Aviation,Aviation--,Aviation - All,7,2007,RESOL,N,07/10/2007,7,2007,5,250 N RICHARDS RD,"250 N RICHARDS RD64116
(39.118486, -94.594467)",64116,,2,86293,39.118486,-94.594467,241,4,4,167
2007165862,EMAIL,Aviation,Aviation--,Aviation - All,11,2007,RESOL,Y,12/06/2007,12,2007,17,601 NW BRASILIA AVE,"601 NW BRASILIA AVE64028
(39.295981, -94.752171)",64028,,2,171878,39.295981,-94.752171,203,5,3,130
2007191119,PHONE,Aviation,Aviation--,Aviation - All,12,2007,RESOL,N,12/26/2007,12,2007,2,992 NW MEXICO CITY AVE,"992 NW MEXICO CITY AVE64163
(39.326558, -94.711194)",64163,,2,171877,39.326558,-94.711194,203,5,3,133
2007182447,PHONE,Aviation,Aviation--,Aviation - All,12,2007,RESOL,N,12/12/2007,12,2007,0,9205 NW 112TH ST,"9205 NW 112TH ST64153
(39.288867, -94.686746)",64153,KCI & 2nd Creek,2,229807,39.288867,-94.686746,203,5,3,130
