Reported_Date,From_Date,From Time,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
09/25/2014 12:00:00 AM,09/25/2014 12:00:00 AM,15:30,,401,13A,Aggravated Assault (,331,E 29 ST/INDIANA AV,KANSAS CITY,64128,PJ2392,EPD,U,2,SUS,B,M,,"29 ST INDIANA AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",Y,133,3,7,36
03/15/2014 12:00:00 AM,03/15/2014 12:00:00 AM,1:00,,401,13A,Aggravated Assault (,331,E 31 ST/COLLEGE AV,KANSAS CITY,64128,PJ2524,EPD,N,3,VIC,B,M,18,"31 ST COLLEGE AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",Y,133,3,7,36
01/12/2014 12:00:00 AM,01/12/2014 12:00:00 AM,0:57,,401,13A,Aggravated Assault (,331,2800  MERSINGTON AV,KANSAS CITY,64128,PJ2383,EPD,N,3,VIC,B,F,24,"2800 MERSINGTON AV
KANSAS CITY 64128
(39.074702014, -94.537635434)",Y,115,3,7,36
09/12/2014 12:00:00 AM,09/12/2014 12:00:00 AM,15:23,,401,13A,Aggravated Assault (,331,E 29 ST/MYRTLE AV,KANSAS CITY,64128,PJ2385,EPD,N,1,VIC,B,M,41,"29 ST MYRTLE AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",Y,133,3,7,36
02/25/2014 12:00:00 AM,02/25/2014 12:00:00 AM,12:20,,401,13A,Aggravated Assault (,331,3200  INDIANA AV,KANSAS CITY,64128,PJ2583,EPD,U,1,ARR,B,F,,"3200 INDIANA AV
KANSAS CITY 64128
(39.06858528, -94.543727698)",N,77,3,7,36
06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,0:32,0:36,401,13A,Aggravated Assault (,331,2700  E LINWOOD BL,KANSAS CITY,64127,PJ2577,EPD,U,1,SUS,U,U,,"2700 E LINWOOD
BL KANSAS CITY 64127
(39.068023903, -94.551648729)",Y,77,3,7,36
06/30/2014 12:00:00 AM,06/30/2014 12:00:00 AM,15:47,,401,13A,Aggravated Assault (,331,4000  E 31 ST,KANSAS CITY,64128,PJ2598,EPD,N,2,VIC,W,F,19,"4000 E 31 ST
KANSAS CITY 64128
(39.06935773, -94.536419777)",N,115,3,7,36
08/11/2014 12:00:00 AM,08/11/2014 12:00:00 AM,20:50,,401,13A,Aggravated Assault (,331,E LINWOOD BL/PROSPECT AV,KANSAS CITY,64130,PJ2572,EPD,U,2,SUS,B,M,,"E LINWOOD BL/PROSPECT KANSAS CITY, AV 64130
(39.033319722, -94.544188138)",Y,175,2,7,157
01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,22:30,,401,13A,Aggravated Assault (,331,2700  E LINWOOD BL,KANSAS CITY,64127,PJ2577,EPD,U,1,VIC,B,M,22,"2700 E LINWOOD
BL KANSAS CITY 64127
(39.068023903, -94.551648729)",Y,77,3,7,36
08/25/2014 12:00:00 AM,08/25/2014 12:00:00 AM,15:46,,401,13A,Aggravated Assault (,331,E 31 ST/MERSINGTON AV,KANSAS CITY,64130,PJ2509,EPD,N,1,VIC,W,M,50,"31 ST MERSINGTON AV
KANSAS CITY 64130
(39.033319722, -94.544188138)",N,175,2,7,157
08/09/2014 12:00:00 AM,08/08/2014 12:00:00 AM,23:20,,401,13A,Aggravated Assault (,331,INDIANA AV/E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,N,1,VIC,B,M,25,"INDIANA AV/E LINWOOD KANSAS CITY, BL 64130
(39.033319722, -94.544188138)",Y,175,2,7,157
09/25/2014 12:00:00 AM,09/25/2014 12:00:00 AM,15:30,,401,13A,Aggravated Assault (,331,E 29 ST/INDIANA AV,KANSAS CITY,64128,PJ2392,EPD,N,1,SUS,B,M,,"29 ST INDIANA AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",Y,133,3,7,36
10/19/2014 12:00:00 AM,10/19/2014 12:00:00 AM,22:42,,401,13A,Aggravated Assault (,331,3200  WALROND AV,KANSAS CITY,64127,PJ2606,EPD,U,1,VIC,B,M,48,"3200 WALROND AV
KANSAS CITY 64127
(39.068652155, -94.546036556)",Y,77,3,7,36
06/25/2014 12:00:00 AM,06/22/2014 12:00:00 AM,15:30,,401,13A,Aggravated Assault (,331,3200  LOCKRIDGE ST,KANSAS CITY,64127,PJ2253,EPD,U,1,SUS,B,M,31,"3200 LOCKRIDGE ST
KANSAS CITY 64127
(39.075785242, -94.545891249)",Y,77,3,7,36
05/19/2014 12:00:00 AM,05/19/2014 12:00:00 AM,13:11,,401,13A,Aggravated Assault (,331,2700  E LINWOOD BL,KANSAS CITY,64128,PJ2577,EPD,N,1,VIC,B,F,28,"2700 E LINWOOD
BL KANSAS CITY 64128
(39.068017627, -94.551579197)",N,77,3,7,36
12/09/2014 12:00:00 AM,12/09/2014 12:00:00 AM,23:31,,401,13A,Aggravated Assault (,331,E 31 ST/MERSINGTON AV,KANSAS CITY,64127,PJ2509,EPD,N,1,VIC,B,M,54,"31 ST MERSINGTON AV
KANSAS CITY 64127
(39.089617958, -94.539247867)",N,17,3,7,95
06/24/2014 12:00:00 AM,06/24/2014 12:00:00 AM,0:01,,401,13A,Aggravated Assault (,331,3000  E LINWOOD BL,KANSAS CITY,64126,PJ2606,EPD,N,1,VIC,B,F,25,"3000 E LINWOOD
BL KANSAS CITY 64126
(39.067912974, -94.548190064)",N,77,3,7,36
06/30/2014 12:00:00 AM,06/30/2014 12:00:00 AM,15:47,,401,13A,Aggravated Assault (,331,4000  E 31 ST,KANSAS CITY,64128,PJ2598,EPD,N,1,SUS,B,M,55,"4000 E 31 ST
KANSAS CITY 64128
(39.06935773, -94.536419777)",N,115,3,7,36
05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,2:32,2:38,401,13A,Aggravated Assault (,331,2700  INDIANA AV,KANSAS CITY,64127,PJ2297,EPD,U,1,SUS,U,U,,"2700 INDIANA AV
KANSAS CITY 64127
(39.076702408, -94.543306384)",Y,77,3,7,36
10/11/2014 12:00:00 AM,10/11/2014 12:00:00 AM,18:47,,401,13A,Aggravated Assault (,331,AGNES AV/E LINWOOD BL,KANSAS CITY,64128,PJ2579,EPD,U,1,VIC,B,M,46,"AGNES AV/E LINWOOD KANSAS CITY, BL 64128
(39.0673976, -94.53796609)",N,133,3,7,36
02/13/2014 12:00:00 AM,02/13/2014 12:00:00 AM,3:55,,401,13A,Aggravated Assault (,331,3700  E 28 ST,KANSAS CITY,64030,PJ2350,EPD,U,1,VIC,B,M,51,"3700 E 28 ST
KANSAS CITY 64030
(39.074906636, -94.539820733)",Y,115,3,7,36
02/25/2014 12:00:00 AM,02/25/2014 12:00:00 AM,12:20,,401,13A,Aggravated Assault (,331,3200  INDIANA AV,KANSAS CITY,64128,PJ2583,EPD,N,1,VIC,B,F,,"3200 INDIANA AV
KANSAS CITY 64128
(39.06858528, -94.543727698)",N,77,3,7,36
06/11/2014 12:00:00 AM,06/11/2014 12:00:00 AM,2:22,,401,13A,Aggravated Assault (,331,2900  E 29 ST,KANSAS CITY,64128,PJ2432,EPD,U,5,SUS,B,M,,"2900 E 29 ST
KANSAS CITY 64128
(39.072644577, -94.549110447)",Y,77,3,7,36
08/11/2014 12:00:00 AM,08/11/2014 12:00:00 AM,20:50,,401,13A,Aggravated Assault (,331,E LINWOOD BL/PROSPECT AV,KANSAS CITY,64130,PJ2572,EPD,U,3,VIC,B,M,,"E LINWOOD BL/PROSPECT KANSAS CITY, AV 64130
(39.033319722, -94.544188138)",Y,175,2,7,157
12/28/2014 12:00:00 AM,12/28/2014 12:00:00 AM,18:55,,401,13A,Aggravated Assault (,331,3000  PROSPECT AV,KANSAS CITY,64128,PJ2484,EPD,U,1,VIC,B,F,29,"3000 PROSPECT AV
KANSAS CITY 64128
(39.071602375, -94.552766047)",N,26,3,7,36
12/28/2014 12:00:00 AM,12/28/2014 12:00:00 AM,18:55,,401,13A,Aggravated Assault (,331,3000  PROSPECT AV,KANSAS CITY,64128,PJ2484,EPD,U,2,VIC,B,M,32,"3000 PROSPECT AV
KANSAS CITY 64128
(39.071602375, -94.552766047)",N,26,3,7,36
10/12/2014 12:00:00 AM,10/12/2014 12:00:00 AM,13:29,,401,13A,Aggravated Assault (,331,3000  COLLEGE AV,KANSAS CITY,64128,PJ2499,EPD,U,2,SUS,B,M,21,"3000 COLLEGE AV
KANSAS CITY 64128
(39.071313302, -94.544666958)",Y,77,3,7,36
01/12/2014 12:00:00 AM,01/12/2014 12:00:00 AM,0:57,,401,13A,Aggravated Assault (,331,2800  MERSINGTON AV,KANSAS CITY,64128,PJ2383,EPD,N,2,VIC,B,F,29,"2800 MERSINGTON AV
KANSAS CITY 64128
(39.074702014, -94.537635434)",Y,115,3,7,36
04/22/2014 12:00:00 AM,04/22/2014 12:00:00 AM,14:00,,401,13A,Aggravated Assault (,331,3000  CHESTNUT AV,KANSAS CITY,64128,PJ2487,EPD,Y,1,VIC,B,M,52,"3000 CHESTNUT AV
KANSAS CITY 64128
(39.071491756, -94.550506422)",N,77,3,7,36
03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,0:03,,401,13A,Aggravated Assault (,331,2600  E 30 ST,KANSAS CITY,64128,PJ2426,EPD,N,1,SUS,B,M,50,"2600 E 30 ST
KANSAS CITY 64128
(39.071708385, -94.552549418)",N,77,3,7,36
05/25/2014 12:00:00 AM,05/25/2014 12:00:00 AM,4:35,,401,13A,Aggravated Assault (,331,3600  E 29 ST,KANSAS CITY,64127,PJ2429,EPD,N,1,SUS,U,U,,"3600 E 29 ST
KANSAS CITY 64127
(39.072848295, -94.541083138)",N,115,3,7,36
04/23/2014 12:00:00 AM,04/23/2014 12:00:00 AM,16:40,,401,13A,Aggravated Assault (,331,3900  E 31 ST,KANSAS CITY,64128,PJ2510,EPD,U,1,SUS,U,U,,"3900 E 31 ST
KANSAS CITY 64128
(39.069378472, -94.53737041)",N,115,3,7,36
06/09/2014 12:00:00 AM,06/08/2014 12:00:00 AM,19:30,,401,13A,Aggravated Assault (,331,E 31 ST/MERSINGTON AV,KANSAS CITY,64128,PJ2509,EPD,N,1,VIC,B,M,52,"31 ST MERSINGTON AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",Y,133,3,7,36
08/09/2014 12:00:00 AM,08/08/2014 12:00:00 AM,23:20,,401,13A,Aggravated Assault (,331,INDIANA AV/E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,N,3,SUS,B,M,,"INDIANA AV/E LINWOOD KANSAS CITY, BL 64130
(39.033319722, -94.544188138)",Y,175,2,7,157
02/13/2014 12:00:00 AM,02/13/2014 12:00:00 AM,3:55,,401,13A,Aggravated Assault (,331,3700  E 28 ST,KANSAS CITY,64030,PJ2350,EPD,U,2,VIC,B,M,50,"3700 E 28 ST
KANSAS CITY 64030
(39.074906636, -94.539820733)",Y,115,3,7,36
05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,2:32,2:38,401,13A,Aggravated Assault (,331,2700  INDIANA AV,KANSAS CITY,64127,PJ2297,EPD,U,6,VIC,B,F,,"2700 INDIANA AV
KANSAS CITY 64127
(39.076702408, -94.543306384)",Y,77,3,7,36
06/11/2014 12:00:00 AM,06/11/2014 12:00:00 AM,2:22,,401,13A,Aggravated Assault (,331,2900  E 29 ST,KANSAS CITY,64128,PJ2432,EPD,U,2,SUS,B,M,,"2900 E 29 ST
KANSAS CITY 64128
(39.072644577, -94.549110447)",Y,77,3,7,36
09/12/2014 12:00:00 AM,09/12/2014 12:00:00 AM,15:23,,401,13A,Aggravated Assault (,331,E 29 ST/MYRTLE AV,KANSAS CITY,64128,PJ2385,EPD,U,1,SUS,B,M,,"29 ST MYRTLE AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",Y,133,3,7,36
