CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2021018004,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Down,Trees,Storm Damage,Tree Down,02/22/2021,10:54 AM,2,2021,RESOL,Y,03/08/2021,3,2021,14,5904 NE Portland Ave,"5904 NE Portland Ave64119
(39.193549, -94.510464)",64119,Maple Park West,Clay,1,Shoal Creek,81825,39.193549,-94.510464,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021018004,,172,6,4,135
2021006859,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Limb / Brush,Trees,Storm Damage,Tree Limb / Brush,01/21/2021,11:32 AM,1,2021,RESOL,N,02/03/2021,2,2021,13,7244 HIGHLAND AVE,"7244 HIGHLAND AVE64131
(38.995065, -94.567761)",64131,East Meyer 6,Jackson,5,Metro,114513,38.995065,-94.567761,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021006859,,98,2,7,163
2021005457,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Limb / Brush,Trees,Storm Damage,Tree Limb / Brush,01/15/2021,02:52 PM,1,2021,RESOL,N,01/20/2021,1,2021,5,2337 Holly St,"2337 Holly St64108
(39.084627, -94.598137)",64108,Westside South,Jackson,4,Central,124346,39.084627,-94.598137,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021005457,,238,4,7,92
2021005163,EMAIL,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Down,Trees,Storm Damage,Tree Down,01/14/2021,04:10 PM,1,2021,RESOL,N,01/15/2021,1,2021,1,2426 Chestnut Ave,"2426 Chestnut Ave64127
(39.081842, -94.550265)",64127,Washington Wheatley,Jackson,3,East,16346,39.081842,-94.550265,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021005163,,233,3,7,95
2021005152,EMAIL,Parks and Rec,Parks and Rec-Planning and Design,Sidewalks / Curbs / Ditch-Damage / Dis-Repair- Park / Blvd / Pkwy,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Park / Blvd / Pkwy,01/14/2021,03:48 PM,1,2021,RESOL,Y,06/23/2021,6,2021,160,7059 Edgevale Rd,"7059 Edgevale Rd64113
(39.000032, -94.596985)",64113,Armour Fields,Jackson,6,Metro,109903,39.000032,-94.596985,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021005152,,48,1,7,164
2021005101,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Down,Trees,Storm Damage,Tree Down,01/14/2021,02:43 PM,1,2021,RESOL,N,01/15/2021,1,2021,1,4520 N Bellefontaine Ave,"4520 N Bellefontaine Ave64117
(39.176974, -94.543295)",64117,Antioch Acres,Clay,1,Shoal Creek,77280,39.176974,-94.543295,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021005101,,56,6,4,166
2021004846,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Limb / Brush,Trees,Storm Damage,Tree Limb / Brush,01/14/2021,07:44 AM,1,2021,RESOL,N,01/20/2021,1,2021,6,2218 NW 81st Ct,"2218 NW 81st Ct64151
(39.242047, -94.606059)",64151,Barry Harbour,Platte,2,North,162072,39.242047,-94.606059,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021004846,,59,5,3,66
2021002063,PHONE,Parks and Rec,Parks and Rec-Planning and Design,Sidewalks / Curbs / Ditch-Damage / Dis-Repair- Park / Blvd / Pkwy,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Park / Blvd / Pkwy,01/06/2021,10:27 AM,1,2021,RESOL,Y,01/12/2021,1,2021,6,1923 Broadway Blvd,"1923 Broadway Blvd64108
(39.089698, -94.588563)",64108,Crossroads,Jackson,4,Central,124938,39.089698,-94.588563,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2021002063,,125,4,7,92
2020159811,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Limb / Brush,Trees,Storm Damage,Tree Limb / Brush,12/30/2020,02:43 PM,12,2020,RESOL,N,01/04/2021,1,2021,5,500 Lawndale Ave,"500 Lawndale Ave64123
(39.106814, -94.515838)",64123,South Indian Mound,Jackson,4,East,45344,39.106814,-94.515838,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020159811,,192,4,7,76
2020159341,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Storm Damage-Tree Limb / Brush,Trees,Storm Damage,Tree Limb / Brush,12/29/2020,02:32 PM,12,2020,RESOL,N,12/30/2020,12,2020,1,7509 NW 81st St,"7509 NW 81st St64152
(39.240766, -94.666738)",64152,Platte Ridge,Platte,2,North,169138,39.240766,-94.666738,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020159341,,69,5,3,77
