CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNCIL DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2020001460,WEB,Health,Health-Noise Control-,Public Health-Noise-Music,Public Health,Noise,Music,1,2020,RESOL,N,01/08/2020,1,2020,4,5245 Garfield Ave,"5245 Garfield Ave64130
(39.030601, -94.560423)",64130,Blue Hills,5,145502,39.030601,-94.560423,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020001460,58,2,7,157
2020149592,PHONE,Health,Health-Noise Control-,Public Health-Noise-Music,Public Health,Noise,Music,11,2020,RESOL,N,12/17/2020,12,2020,22,2219 E 69th Ter,"2219 E 69th Ter64132
(39.000665, -94.560493)",64132,Blenheim Square Research Hospital,5,114251,39.000665,-94.560493,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020149592,49,2,7,151
2020088213,WEB,Health,Health-Noise Control-,Public Health-Noise-Other,Public Health,Noise,Other,6,2020,RESOL,N,10/23/2020,10,2020,119,331 Westport Rd,"331 Westport Rd64111
(39.052909, -94.589515)",64111,Old Westport,4,282354,39.052909,-94.589515,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020088213,42,4,7,50
2020088982,PHONE,Health,Health-Noise Control-,Public Health-Noise-Music,Public Health,Noise,Music,6,2020,RESOL,N,06/29/2020,6,2020,0,3714 Bellefontaine Ave,"3714 Bellefontaine Ave64128
(39.058246, -94.548054)",64128,Oak Park Northwest,3,29182,39.058246,-94.548054,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020088982,67,3,7,36
2020020710,PHONE,Health,Health-Noise Control-,Public Health-Noise-All,Public Health,Noise,All,2,2020,RESOL,N,02/11/2020,2,2020,0,2800 Wallace Ave,"2800 Wallace Ave64129
(39.07299, -94.485527)",64129,Western Blue Township,3,47626,39.07299,-94.485527,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020020710,236,3,7,155
2020034898,WEB,Health,Health-Noise Control-,Public Health-Noise-Vehicles,Public Health,Noise,Vehicles,3,2020,RESOL,N,03/12/2020,3,2020,4,4212 N Askew Ave,"4212 N Askew Ave64117
(39.170791, -94.538859)",64117,Chaumiere,1,77692,39.170791,-94.538859,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020034898,7,6,4,166
2020132441,WEB,Health,Health-Noise Control-,Public Health-Noise-Music,Public Health,Noise,Music,10,2020,RESOL,N,10/08/2020,10,2020,2,13105 Holmes Rd,"13105 Holmes Rd64146
(38.88874, -94.585252)",64146,Martin City,6,282869,38.88874,-94.585252,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020132441,159,1,7,2
2020132797,PHONE,Health,Health-Noise Control-,Public Health-Noise-Vehicles,Public Health,Noise,Vehicles,10,2020,RESOL,N,10/08/2020,10,2020,1,8913 Wayne Ave,"8913 Wayne Ave64131
(38.964987, -94.56967)",64131,Legacy East,5,150826,38.964987,-94.56967,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020132797,81,2,7,163
2020132987,WEB,Health,Health-Noise Control-,Public Health-Noise-Other,Public Health,Noise,Other,10,2020,RESOL,N,10/08/2020,10,2020,0,414 E 12th St,"414 E 12th St64106
(39.100387, -94.577919)",64106,CBD Downtown,4,12614,39.100387,-94.577919,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020132987,5,4,7,75
2020132988,WEB,Health,Health-Noise Control-,Public Health-Noise-Vehicles,Public Health,Noise,Vehicles,10,2020,RESOL,N,10/08/2020,10,2020,0,421 E 71st Ter,"421 E 71st Ter64131
(38.998013, -94.583515)",64131,Tower Homes,6,113222,38.998013,-94.583515,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020132988,146,1,7,163
