"case_id","source","department","work_group","request_type","status","exceeded_est_timeframe","closed_date","zip_code","neighborhood","council_district","parcel_id_no","address_with_geocode","ycoordinate","xcoordinate"
"2020024933","PHONE","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64106","CBD Downtown","4","12614","POINT (-94.577919 39.100387)","39.100387","-94.577919"
"2020009126","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64137","Oakwood","5","55809","POINT (-94.534459 38.948717)","38.948717","-94.534459"
"2020030558","PHONE","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64106","CBD Downtown","4","12752","POINT (-94.581738 39.100228)","39.100228","-94.581738"
"2020007970","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","N",,"64120",,"4","220917","POINT (-94.521885 39.133307)","39.133307","-94.521885"
"2021013531","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","Y",,"64108","Crossroads","4","122656","POINT (-94.583099 39.095127)","39.095127","-94.583099"
"2019185916","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-District 2","OPEN","Y",,"64106","Hospital Hill","4","12911","POINT (-94.574889 39.095799)","39.095799","-94.574889"
"2018008127","WEB","City Managers Office","City Managers Office-311 Call Center-Support","Streets / Roadways / Alleys-Pothole-Bridge","OPEN","N",,"64108","Hospital Hill","4","122832","POINT (-94.574981 39.094868)","39.094868","-94.574981"
"2020003400","PHONE","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64132","Hillcrest","5","255906","POINT (-94.543885 38.971568)","38.971568","-94.543885"
"2020038946","TWIR","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64145","Woodbridge","6","173099","POINT (-94.588115 38.890235)","38.890235","-94.588115"
"2020039118","BOT","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64137","Stratford Estates","5","261475","POINT (-94.523571 38.925437)","38.925437","-94.523571"
"2020039189","WEB","Public Works","Public Works-Street and Traffic-District 1","Streets / Roadways / Alleys-Pothole-District 1","OPEN","Y",,"64118","Tanglewood And Regency North","2","96988","POINT (-94.587903 39.195336)","39.195336","-94.587903"
"2021004984","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","N",,"64137","Oakwood","5","229610","POINT (-94.537326 38.946697)","38.946697","-94.537326"
"2020037833","WEB","Public Works","Public Works-Street and Traffic-District 1","Streets / Roadways / Alleys-Pothole-District 1","OPEN","Y",,"64151","The Coves","2","160591","POINT (-94.656458 39.246199)","39.246199","-94.656458"
"2020037540","WEB","Public Works","Public Works-Street and Traffic-District 3","Streets / Roadways / Alleys-Pothole-District 3","OPEN","Y",,"64137","Oakwood","5","55760","POINT (-94.53534 38.952547)","38.952547","-94.53534"
