"fiscal_year","customer_name","vendor_name","purchase_amount","contract_number","rfo_description","rfo_number","customer_type","customer_contact","customer_address","customer_city","customer_state","customer_zip","vendor_contact","vendor_hub_type","vendor_address","vendor_city","vendor_state","vendor_zip","reseller_name","reseller_hub_type","reseller_address","reseller_city","reseller_state","reseller_zip","reseller_phone","report_received_month","purchase_month","brand_name","order_quantity","unit_price","invoice_number","po_number","order_date","shipped_date","dir_contract_mgr","contract_type","contract_subtype","contract_start_date","contract_end_date","contract_termination_date","staffing_contractor_name","staffing_technology","staffing_title","staffing_level","staffing_technology_type","staffing_start_date","staffing_acquistion_type","sales_fact_number"
"2010","City of Austin","Time Warner Entertainment","89.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","89.95","16473601","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786268"
"2010","City of Austin","Time Warner Entertainment","111.42","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","111.42","14734802","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786270"
"2010","City of Austin","Time Warner Entertainment","89.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","89.95","14705202","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786271"
"2010","City of Austin","Time Warner Entertainment","79.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","79.95","14855601","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786272"
"2010","City of Austin","Time Warner Entertainment","79.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","79.95","14856101","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786273"
"2010","City of Austin","Time Warner Entertainment","139.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","139.95","14938101","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786274"
"2010","City of Austin","Time Warner Entertainment","99.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","99.95","14940701","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786275"
"2010","City of Austin","Time Warner Entertainment","109.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","109.95","14940001","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786276"
"2010","City of Austin","Time Warner Entertainment","50","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","50","15277501","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786277"
"2010","City of Austin","Time Warner Entertainment","89.95","DIR-SDD-225","DSL and Cable Modem Service","DIR-SDD-TMP-062","Local Government",,"7201 Levander Loop","Austin","TX","78744","Michael Lamacchia","Non HUB","12012 N. Mopac Expressway","Austin","TX","78759","GTS Technology Solutions, Inc.","Woman Owned","9211 Waterford Centre Blvd, Suite 125","Austin","TX","78758","(512) 681-6247","201001","201001","N/A","1","89.95","15543001","na",,,"Lisa Maldonado","Telecommunications","Cable Modem","2006-05-21T00:00:00.000","2011-08-31T00:00:00.000","2011-08-31T00:00:00.000",,,,,,,"N/A","6786278"
