"fiscal_year","county","region","gender","race_ethnicity","age","foster_care_indicator","placed_with_relative","sum_children_in_subcare"
"2021","Anderson","4-Tyler","Female","African American","1","Other Substitute Care","Relative","3"
"2021","Anderson","4-Tyler","Female","African American","10","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Female","African American","13","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","14","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","African American","15","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","African American","17","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","17","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Female","African American","18","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","African American","3","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Female","African American","3","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","4","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Female","African American","4","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","5","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Female","African American","5","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","African American","5","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","7","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Female","African American","7","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","8","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","African American","9","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Female","Anglo","0","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","0","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","0","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","1","Foster Care","Non-Relative","4"
"2021","Anderson","4-Tyler","Female","Anglo","1","Other Substitute Care","Relative","3"
"2021","Anderson","4-Tyler","Female","Anglo","10","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","10","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","12","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","13","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","13","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","15","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","17","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","18","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Female","Anglo","2","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","3","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","3","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Female","Anglo","3","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","4","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","4","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Female","Anglo","4","Other Substitute Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","5","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Female","Anglo","5","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","6","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","6","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","7","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","8","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","8","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","9","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","9","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Anglo","9","Other Substitute Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","1","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","1","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","18","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","2","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","3","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Female","Hispanic","3","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Female","Hispanic","4","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","5","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","5","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","6","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Hispanic","7","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Other","1","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Female","Other","2","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Female","Other","8","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","1","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Male","African American","1","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Male","African American","1","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Male","African American","10","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","African American","11","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","13","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","2","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","2","Foster Care","Non-Relative","3"
"2021","Anderson","4-Tyler","Male","African American","2","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","3","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Male","African American","4","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","4","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","5","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Male","African American","5","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","6","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","African American","6","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","7","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","African American","9","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","0","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","1","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","10","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","10","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","10","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","11","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","13","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","14","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","14","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","14","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","15","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","16","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","16","Foster Care","Non-Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","17","Foster Care","Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","17","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","19","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","2","Foster Care","Non-Relative","3"
"2021","Anderson","4-Tyler","Male","Anglo","2","Other Substitute Care","Relative","2"
"2021","Anderson","4-Tyler","Male","Anglo","20","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","21","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","3","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","4","Foster Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","4","Foster Care","Non-Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","5","Other Substitute Care","Relative","1"
"2021","Anderson","4-Tyler","Male","Anglo","6","Foster Care","Non-Relative","2"
