"fiscal_year","region_code","region","gender","race_ethnicity","age","children_with_legal_status_granted"
"2021","1","1-Lubbock","Female","African American","0","8"
"2021","1","1-Lubbock","Female","African American","1","13"
"2021","1","1-Lubbock","Female","African American","2","10"
"2021","1","1-Lubbock","Female","African American","3","5"
"2021","1","1-Lubbock","Female","African American","4","8"
"2021","1","1-Lubbock","Female","African American","5","6"
"2021","1","1-Lubbock","Female","African American","6","9"
"2021","1","1-Lubbock","Female","African American","7","10"
"2021","1","1-Lubbock","Female","African American","8","1"
"2021","1","1-Lubbock","Female","African American","9","3"
"2021","1","1-Lubbock","Female","African American","10","5"
"2021","1","1-Lubbock","Female","African American","11","3"
"2021","1","1-Lubbock","Female","African American","12","3"
"2021","1","1-Lubbock","Female","African American","13","1"
"2021","1","1-Lubbock","Female","African American","14","5"
"2021","1","1-Lubbock","Female","African American","15","3"
"2021","1","1-Lubbock","Female","African American","16","6"
"2021","1","1-Lubbock","Female","African American","17","5"
"2021","1","1-Lubbock","Female","African American","18","4"
"2021","1","1-Lubbock","Female","Anglo","0","43"
"2021","1","1-Lubbock","Female","Anglo","1","27"
"2021","1","1-Lubbock","Female","Anglo","2","28"
"2021","1","1-Lubbock","Female","Anglo","3","26"
"2021","1","1-Lubbock","Female","Anglo","4","17"
"2021","1","1-Lubbock","Female","Anglo","5","19"
"2021","1","1-Lubbock","Female","Anglo","6","16"
"2021","1","1-Lubbock","Female","Anglo","7","14"
"2021","1","1-Lubbock","Female","Anglo","8","18"
"2021","1","1-Lubbock","Female","Anglo","9","12"
"2021","1","1-Lubbock","Female","Anglo","10","8"
"2021","1","1-Lubbock","Female","Anglo","11","15"
"2021","1","1-Lubbock","Female","Anglo","12","12"
"2021","1","1-Lubbock","Female","Anglo","13","10"
"2021","1","1-Lubbock","Female","Anglo","14","13"
"2021","1","1-Lubbock","Female","Anglo","15","15"
"2021","1","1-Lubbock","Female","Anglo","16","17"
"2021","1","1-Lubbock","Female","Anglo","17","9"
