"fiscal_year","region","gender","race_ethinicity","age_group","disposition","completed_investigations"
"2021","1-Lubbock","Female","African American","18-64 with Disability","Invalid","14"
"2021","1-Lubbock","Female","African American","18-64 with Disability","Other","2"
"2021","1-Lubbock","Female","African American","18-64 with Disability","Unable to Determine","8"
"2021","1-Lubbock","Female","African American","18-64 with Disability","Valid","126"
"2021","1-Lubbock","Female","Anglo","18-64 with Disability","Invalid","53"
"2021","1-Lubbock","Female","Anglo","18-64 with Disability","Other","12"
"2021","1-Lubbock","Female","Anglo","18-64 with Disability","Unable to Determine","24"
"2021","1-Lubbock","Female","Anglo","18-64 with Disability","Valid","248"
"2021","1-Lubbock","Female","Hispanic","18-64 with Disability","Invalid","41"
"2021","1-Lubbock","Female","Hispanic","18-64 with Disability","Other","5"
"2021","1-Lubbock","Female","Hispanic","18-64 with Disability","Unable to Determine","15"
"2021","1-Lubbock","Female","Hispanic","18-64 with Disability","Valid","148"
"2021","1-Lubbock","Female","Native American","18-64 with Disability","Valid","3"
"2021","1-Lubbock","Female","Other","18-64 with Disability","Invalid","10"
"2021","1-Lubbock","Female","Other","18-64 with Disability","Other","4"
"2021","1-Lubbock","Female","Other","18-64 with Disability","Unable to Determine","13"
"2021","1-Lubbock","Female","Other","18-64 with Disability","Valid","46"
"2021","1-Lubbock","Female","African American","65 and Older","Invalid","52"
"2021","1-Lubbock","Female","African American","65 and Older","Other","1"
"2021","1-Lubbock","Female","African American","65 and Older","Unable to Determine","6"
"2021","1-Lubbock","Female","African American","65 and Older","Valid","153"
"2021","1-Lubbock","Female","Anglo","65 and Older","Invalid","207"
"2021","1-Lubbock","Female","Anglo","65 and Older","Other","11"
"2021","1-Lubbock","Female","Anglo","65 and Older","Unable to Determine","66"
"2021","1-Lubbock","Female","Anglo","65 and Older","Valid","648"
"2021","1-Lubbock","Female","Asian","65 and Older","Invalid","1"
"2021","1-Lubbock","Female","Asian","65 and Older","Unable to Determine","1"
"2021","1-Lubbock","Female","Asian","65 and Older","Valid","3"
"2021","1-Lubbock","Female","Hispanic","65 and Older","Invalid","110"
"2021","1-Lubbock","Female","Hispanic","65 and Older","Other","8"
"2021","1-Lubbock","Female","Hispanic","65 and Older","Unable to Determine","42"
"2021","1-Lubbock","Female","Hispanic","65 and Older","Valid","355"
"2021","1-Lubbock","Female","Native American","65 and Older","Invalid","1"
"2021","1-Lubbock","Female","Native American","65 and Older","Valid","1"
"2021","1-Lubbock","Female","Other","65 and Older","Invalid","35"
"2021","1-Lubbock","Female","Other","65 and Older","Other","10"
"2021","1-Lubbock","Female","Other","65 and Older","Unable to Determine","16"
"2021","1-Lubbock","Female","Other","65 and Older","Valid","82"
"2021","1-Lubbock","Male","African American","18-64 with Disability","Invalid","11"
"2021","1-Lubbock","Male","African American","18-64 with Disability","Other","2"
"2021","1-Lubbock","Male","African American","18-64 with Disability","Unable to Determine","9"
"2021","1-Lubbock","Male","African American","18-64 with Disability","Valid","73"
"2021","1-Lubbock","Male","Anglo","18-64 with Disability","Invalid","51"
"2021","1-Lubbock","Male","Anglo","18-64 with Disability","Other","12"
"2021","1-Lubbock","Male","Anglo","18-64 with Disability","Unable to Determine","18"
"2021","1-Lubbock","Male","Anglo","18-64 with Disability","Valid","256"
"2021","1-Lubbock","Male","Asian","18-64 with Disability","Valid","2"
"2021","1-Lubbock","Male","Hispanic","18-64 with Disability","Invalid","28"
"2021","1-Lubbock","Male","Hispanic","18-64 with Disability","Other","5"
"2021","1-Lubbock","Male","Hispanic","18-64 with Disability","Unable to Determine","16"
"2021","1-Lubbock","Male","Hispanic","18-64 with Disability","Valid","156"
"2021","1-Lubbock","Male","Native American","18-64 with Disability","Valid","1"
"2021","1-Lubbock","Male","Other","18-64 with Disability","Invalid","3"
"2021","1-Lubbock","Male","Other","18-64 with Disability","Other","1"
"2021","1-Lubbock","Male","Other","18-64 with Disability","Unable to Determine","3"
"2021","1-Lubbock","Male","Other","18-64 with Disability","Valid","32"
"2021","1-Lubbock","Male","African American","65 and Older","Invalid","17"
"2021","1-Lubbock","Male","African American","65 and Older","Other","3"
"2021","1-Lubbock","Male","African American","65 and Older","Unable to Determine","5"
"2021","1-Lubbock","Male","African American","65 and Older","Valid","86"
"2021","1-Lubbock","Male","Anglo","65 and Older","Invalid","126"
"2021","1-Lubbock","Male","Anglo","65 and Older","Other","15"
"2021","1-Lubbock","Male","Anglo","65 and Older","Unable to Determine","35"
"2021","1-Lubbock","Male","Anglo","65 and Older","Valid","491"
"2021","1-Lubbock","Male","Asian","65 and Older","Invalid","1"
"2021","1-Lubbock","Male","Asian","65 and Older","Other","1"
"2021","1-Lubbock","Male","Asian","65 and Older","Valid","3"
"2021","1-Lubbock","Male","Hispanic","65 and Older","Invalid","61"
"2021","1-Lubbock","Male","Hispanic","65 and Older","Other","5"
"2021","1-Lubbock","Male","Hispanic","65 and Older","Unable to Determine","29"
"2021","1-Lubbock","Male","Hispanic","65 and Older","Valid","266"
"2021","1-Lubbock","Male","Other","65 and Older","Invalid","23"
"2021","1-Lubbock","Male","Other","65 and Older","Other","6"
"2021","1-Lubbock","Male","Other","65 and Older","Unable to Determine","11"
"2021","1-Lubbock","Male","Other","65 and Older","Valid","34"
"2021","1-Lubbock","Unknown","African American","18-64 with Disability","Unable to Determine","1"
"2021","1-Lubbock","Unknown","African American","18-64 with Disability","Valid","3"
"2021","1-Lubbock","Unknown","Anglo","18-64 with Disability","Valid","1"
"2021","1-Lubbock","Unknown","Hispanic","18-64 with Disability","Invalid","1"
"2021","1-Lubbock","Unknown","Hispanic","18-64 with Disability","Valid","1"
"2021","1-Lubbock","Unknown","Other","18-64 with Disability","Valid","1"
"2021","1-Lubbock","Unknown","African American","65 and Older","Valid","3"
"2021","1-Lubbock","Unknown","Anglo","65 and Older","Invalid","2"
"2021","1-Lubbock","Unknown","Anglo","65 and Older","Valid","6"
"2021","1-Lubbock","Unknown","Hispanic","65 and Older","Invalid","1"
"2021","1-Lubbock","Unknown","Hispanic","65 and Older","Valid","2"
"2021","1-Lubbock","Unknown","Other","65 and Older","Invalid","1"
"2021","2-Abilene","Female","African American","18-64 with Disability","Invalid","21"
"2021","2-Abilene","Female","African American","18-64 with Disability","Other","2"
"2021","2-Abilene","Female","African American","18-64 with Disability","Unable to Determine","2"
"2021","2-Abilene","Female","African American","18-64 with Disability","Valid","78"
"2021","2-Abilene","Female","Anglo","18-64 with Disability","Invalid","122"
"2021","2-Abilene","Female","Anglo","18-64 with Disability","Other","6"
"2021","2-Abilene","Female","Anglo","18-64 with Disability","Unable to Determine","25"
"2021","2-Abilene","Female","Anglo","18-64 with Disability","Valid","420"
"2021","2-Abilene","Female","Asian","18-64 with Disability","Invalid","1"
"2021","2-Abilene","Female","Asian","18-64 with Disability","Unable to Determine","1"
"2021","2-Abilene","Female","Hispanic","18-64 with Disability","Invalid","19"
"2021","2-Abilene","Female","Hispanic","18-64 with Disability","Other","1"
"2021","2-Abilene","Female","Hispanic","18-64 with Disability","Unable to Determine","6"
"2021","2-Abilene","Female","Hispanic","18-64 with Disability","Valid","70"
"2021","2-Abilene","Female","Native American","18-64 with Disability","Invalid","1"
"2021","2-Abilene","Female","Native American","18-64 with Disability","Valid","1"
"2021","2-Abilene","Female","Other","18-64 with Disability","Invalid","14"
"2021","2-Abilene","Female","Other","18-64 with Disability","Other","2"
"2021","2-Abilene","Female","Other","18-64 with Disability","Unable to Determine","4"
"2021","2-Abilene","Female","Other","18-64 with Disability","Valid","63"
"2021","2-Abilene","Female","African American","65 and Older","Invalid","42"
"2021","2-Abilene","Female","African American","65 and Older","Other","2"
"2021","2-Abilene","Female","African American","65 and Older","Unable to Determine","4"
"2021","2-Abilene","Female","African American","65 and Older","Valid","131"
"2021","2-Abilene","Female","Anglo","65 and Older","Invalid","309"
"2021","2-Abilene","Female","Anglo","65 and Older","Other","13"
"2021","2-Abilene","Female","Anglo","65 and Older","Unable to Determine","45"
"2021","2-Abilene","Female","Anglo","65 and Older","Valid","932"
"2021","2-Abilene","Female","Asian","65 and Older","Other","1"
"2021","2-Abilene","Female","Asian","65 and Older","Valid","3"
"2021","2-Abilene","Female","Hispanic","65 and Older","Invalid","45"
"2021","2-Abilene","Female","Hispanic","65 and Older","Other","2"
"2021","2-Abilene","Female","Hispanic","65 and Older","Unable to Determine","6"
"2021","2-Abilene","Female","Hispanic","65 and Older","Valid","129"
"2021","2-Abilene","Female","Native American","65 and Older","Invalid","2"
"2021","2-Abilene","Female","Native American","65 and Older","Valid","4"
"2021","2-Abilene","Female","Other","65 and Older","Invalid","31"
"2021","2-Abilene","Female","Other","65 and Older","Other","2"
"2021","2-Abilene","Female","Other","65 and Older","Unable to Determine","5"
"2021","2-Abilene","Female","Other","65 and Older","Valid","90"
"2021","2-Abilene","Male","African American","18-64 with Disability","Invalid","8"
"2021","2-Abilene","Male","African American","18-64 with Disability","Other","3"
"2021","2-Abilene","Male","African American","18-64 with Disability","Unable to Determine","6"
"2021","2-Abilene","Male","African American","18-64 with Disability","Valid","73"
"2021","2-Abilene","Male","Anglo","18-64 with Disability","Invalid","74"
"2021","2-Abilene","Male","Anglo","18-64 with Disability","Other","17"
"2021","2-Abilene","Male","Anglo","18-64 with Disability","Unable to Determine","12"
"2021","2-Abilene","Male","Anglo","18-64 with Disability","Valid","346"
"2021","2-Abilene","Male","Asian","18-64 with Disability","Valid","1"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","Invalid","21"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","Other","1"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","Unable to Determine","6"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","Valid","65"
"2021","2-Abilene","Male","Native American","18-64 with Disability","Invalid","1"
"2021","2-Abilene","Male","Native American","18-64 with Disability","Valid","5"
"2021","2-Abilene","Male","Other","18-64 with Disability","Invalid","7"
"2021","2-Abilene","Male","Other","18-64 with Disability","Other","2"
"2021","2-Abilene","Male","Other","18-64 with Disability","Unable to Determine","5"
"2021","2-Abilene","Male","Other","18-64 with Disability","Valid","30"
"2021","2-Abilene","Male","African American","65 and Older","Invalid","22"
"2021","2-Abilene","Male","African American","65 and Older","Other","1"
"2021","2-Abilene","Male","African American","65 and Older","Unable to Determine","6"
"2021","2-Abilene","Male","African American","65 and Older","Valid","108"
"2021","2-Abilene","Male","Anglo","65 and Older","Invalid","200"
"2021","2-Abilene","Male","Anglo","65 and Older","Other","7"
"2021","2-Abilene","Male","Anglo","65 and Older","Unable to Determine","27"
"2021","2-Abilene","Male","Anglo","65 and Older","Valid","658"
"2021","2-Abilene","Male","Hispanic","65 and Older","Invalid","32"
"2021","2-Abilene","Male","Hispanic","65 and Older","Other","1"
"2021","2-Abilene","Male","Hispanic","65 and Older","Unable to Determine","5"
"2021","2-Abilene","Male","Hispanic","65 and Older","Valid","133"
"2021","2-Abilene","Male","Native American","65 and Older","Valid","2"
"2021","2-Abilene","Male","Other","65 and Older","Invalid","15"
"2021","2-Abilene","Male","Other","65 and Older","Other","1"
"2021","2-Abilene","Male","Other","65 and Older","Unable to Determine","6"
"2021","2-Abilene","Male","Other","65 and Older","Valid","43"
"2021","2-Abilene","Unknown","African American","18-64 with Disability","Valid","1"
"2021","2-Abilene","Unknown","Anglo","18-64 with Disability","Unable to Determine","1"
"2021","2-Abilene","Unknown","Anglo","18-64 with Disability","Valid","2"
"2021","2-Abilene","Unknown","Other","18-64 with Disability","Valid","1"
"2021","2-Abilene","Unknown","Anglo","65 and Older","Invalid","4"
"2021","2-Abilene","Unknown","Anglo","65 and Older","Valid","2"
"2021","2-Abilene","Unknown","Hispanic","65 and Older","Unable to Determine","1"
"2021","2-Abilene","Unknown","Hispanic","65 and Older","Valid","3"
"2021","2-Abilene","Unknown","Other","65 and Older","Other","1"
"2021","2-Abilene","Unknown","Other","65 and Older","Valid","2"
"2021","3-Arlington","Female","African American","18-64 with Disability","Invalid","129"
"2021","3-Arlington","Female","African American","18-64 with Disability","Other","21"
"2021","3-Arlington","Female","African American","18-64 with Disability","Unable to Determine","58"
"2021","3-Arlington","Female","African American","18-64 with Disability","Valid","364"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","Invalid","161"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","Other","33"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","Unable to Determine","118"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","Valid","514"
"2021","3-Arlington","Female","Asian","18-64 with Disability","Invalid","4"
"2021","3-Arlington","Female","Asian","18-64 with Disability","Unable to Determine","3"
"2021","3-Arlington","Female","Asian","18-64 with Disability","Valid","9"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","Invalid","54"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","Other","4"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","Unable to Determine","19"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","Valid","107"
"2021","3-Arlington","Female","Native American","18-64 with Disability","Invalid","3"
"2021","3-Arlington","Female","Native American","18-64 with Disability","Valid","3"
"2021","3-Arlington","Female","Other","18-64 with Disability","Invalid","35"
"2021","3-Arlington","Female","Other","18-64 with Disability","Other","15"
"2021","3-Arlington","Female","Other","18-64 with Disability","Unable to Determine","33"
"2021","3-Arlington","Female","Other","18-64 with Disability","Valid","78"
"2021","3-Arlington","Female","African American","65 and Older","Invalid","392"
"2021","3-Arlington","Female","African American","65 and Older","Other","23"
"2021","3-Arlington","Female","African American","65 and Older","Unable to Determine","150"
"2021","3-Arlington","Female","African American","65 and Older","Valid","968"
"2021","3-Arlington","Female","Anglo","65 and Older","Invalid","1212"
"2021","3-Arlington","Female","Anglo","65 and Older","Other","47"
"2021","3-Arlington","Female","Anglo","65 and Older","Unable to Determine","486"
"2021","3-Arlington","Female","Anglo","65 and Older","Valid","3022"
"2021","3-Arlington","Female","Asian","65 and Older","Invalid","39"
"2021","3-Arlington","Female","Asian","65 and Older","Other","1"
"2021","3-Arlington","Female","Asian","65 and Older","Unable to Determine","14"
"2021","3-Arlington","Female","Asian","65 and Older","Valid","67"
"2021","3-Arlington","Female","Hispanic","65 and Older","Invalid","178"
"2021","3-Arlington","Female","Hispanic","65 and Older","Other","13"
"2021","3-Arlington","Female","Hispanic","65 and Older","Unable to Determine","74"
"2021","3-Arlington","Female","Hispanic","65 and Older","Valid","385"
"2021","3-Arlington","Female","Native American","65 and Older","Unable to Determine","3"
"2021","3-Arlington","Female","Native American","65 and Older","Valid","6"
"2021","3-Arlington","Female","Other","65 and Older","Invalid","312"
"2021","3-Arlington","Female","Other","65 and Older","Other","39"
"2021","3-Arlington","Female","Other","65 and Older","Unable to Determine","152"
"2021","3-Arlington","Female","Other","65 and Older","Valid","337"
"2021","3-Arlington","Male","African American","18-64 with Disability","Invalid","74"
"2021","3-Arlington","Male","African American","18-64 with Disability","Other","21"
"2021","3-Arlington","Male","African American","18-64 with Disability","Unable to Determine","48"
"2021","3-Arlington","Male","African American","18-64 with Disability","Valid","297"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","Invalid","128"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","Other","26"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","Unable to Determine","64"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","Valid","489"
"2021","3-Arlington","Male","Asian","18-64 with Disability","Invalid","7"
"2021","3-Arlington","Male","Asian","18-64 with Disability","Other","1"
"2021","3-Arlington","Male","Asian","18-64 with Disability","Unable to Determine","2"
"2021","3-Arlington","Male","Asian","18-64 with Disability","Valid","5"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","Invalid","49"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","Other","13"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","Unable to Determine","19"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","Valid","104"
"2021","3-Arlington","Male","Native American","18-64 with Disability","Valid","3"
