Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document,Estimated Worth
551,Texas Department of Agriculture,CG 02943,,,Commodities,1,ea,Commercial countertop sneeze guard,Jack Hammond,5124635936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/932d3296-15e1-4792-8160-e1888f3bea33?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/55424930-9dc3-4242-a8fc-9fb00d87c8a2?filename=CG+02943.pdf,
551,Texas Department of Agriculture,CG 02940,,,Commodities,800,ea,KN95 Masks,Jack Hammond,5124635936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/fe8d42d5-3136-4d3f-b608-e474607c83dd?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/edd71e73-2cfb-4dda-a666-571d1b2202eb?filename=CG+02940.pdf,
551,Texas Department of Agriculture,CG 02942,,,Commodities,25,ea,"Msg Pads, Printer Ink",Jack Hammond,512-463-5936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/0562e41d-39fe-4539-89be-9e8bcdf8cf1a?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/16147ce4-02b4-474c-878b-3b54658981d1?filename=CG+02942.pdf,
551,Texas Department of Agriculture,CG 02938,,,Commodities,4,ea,"Booster Cables, Wet Mop",Jack Hammond,512-463-5936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/26dae8e2-ee3d-49da-a460-eaac017b8532?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/6f437802-749f-4c1e-8b57-8a4c0023bccc?filename=CG+02938.pdf,
551,Texas Department of Agriculture,CG 02937,,,Commodities,6,ea,HEPA Filters,Jack Hammond,512-463-5936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/82365d14-5d39-47ee-beb3-7df704cd7ca1?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/691d9870-9174-40e1-8ee2-21c0452d04f4?filename=CG+02937.pdf,
551,Texas Department of Agriculture,BG 02951,,,Commodities,11,ea,"Range Finder, Knee Pads, Binoculars",Jack Hammond,512-463-5936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/85323419-13a1-4c25-a0bd-60cd4c94b2db?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/8aa17f57-3c66-433e-9a0e-0e05df73e68a?filename=BG+02951.pdf,
551,Texas Department of Agriculture,BG 02922,,,Commodities,1,ea,"Samsung 75"" Smart TV",Jack Hammond,512-463-5936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/851d95f3-5507-4ef8-a5fa-1d2ff05f9058?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/0fa304bb-a004-4627-a472-bf125d5d2873?filename=BG+02922.pdf,
551,Texas Department of Agriculture,BG 02935,,,Commodities,20,ea,"Mobile Printer, Wardrobe Cabinet, Water Proof Container",Jack Hammond,5124635936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/5603cc32-2149-4906-9d07-e5861f57f5a1?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/e94bb501-5be4-4819-a2c2-4b356a5296eb?filename=BG+02935.pdf,
551,Texas Department of Agriculture,SK 02939,,,Commodities,5,ea,"Funnels, Brooms",Jack Hammond,5124635936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/dd730f95-c9d0-492a-9ce5-360535f79123?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/903d79a9-c6ab-4ca5-a7c2-03ce80e43dec?filename=SK+02939.pdf,
551,Texas Department of Agriculture,AE 02927,,,Commodities,100,ea,Riedel Degustazione Red Wine Glass,Jack Hammond,5124635936,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/2bk4-b5yq/files/2b4e69a5-7fd8-4035-834c-3c59007ad032?filename=TDA-TexasWines_Logo_lockup_Black+%281%29.png,https://data.texas.gov/views/2bk4-b5yq/files/f29d4002-0870-46fd-86eb-1e48bc0a7fe2?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/16e77fa6-f136-491d-896f-814ddda78a40?filename=AE+02927.pdf,
551,Texas Department of Agriculture,LM 2931,,,Commodities,4,ea,Mobile Printer,Jack Hammond,5124635936,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/c83ec006-8431-45a6-aae3-9411cb2aab24?filename=TDA+Terms+an+Conditions+10-5-2020.pdf,https://data.texas.gov/views/2bk4-b5yq/files/d0e3ed51-0617-42fe-9984-bdee2ba29aa7?filename=LM+02931.pdf,
754,Texas State University,754-SPOTBIDFILAMENT-22,,,,,,3D FILAMENT ,Saidat Adelakun,5122452521,HUB@txstate.edu ,Thank you for your participation.,,https://data.texas.gov/views/2bk4-b5yq/files/ab02024b-327c-4b43-888c-af4dc682c0b1?filename=Purchase%2BOrder%2BTerms%2BConditions.pdf,https://data.texas.gov/views/2bk4-b5yq/files/e12d1ba8-104b-45cf-8ea3-a20ac2f1f448?filename=FY22+-+Spot+Bid+Fair+UNI+LIB+FILAMENT.docx,
754,Texas State University,754-SPOTBIDSTAGE-22,,,,,,Scenic Stage Paint ,Saidat Adelakun,5122452521,HUB@txstate.edu,Thank you for your participation.,,https://data.texas.gov/views/2bk4-b5yq/files/a99b64d0-4b2f-41c6-9b98-ca8beae5ad4e?filename=Purchase%2BOrder%2BTerms%2BConditions.pdf,https://data.texas.gov/views/2bk4-b5yq/files/a21838e5-fcb3-41e2-ac6c-320555b91eb4?filename=FY22+-+Spot+Bid+Fair+STAGE+PAINT.docx,
754,Texas State University,754-SPOTBIDLUMBER-22,,,,,,Variety of Lumber for TXST Theatre Dept.,Saidat Adelakun,5122452521,HUB@txstate.edu,Thank you for your participation.,,https://data.texas.gov/views/2bk4-b5yq/files/4d92f59f-2223-4944-a6a0-64293d5e0b83?filename=Purchase%2BOrder%2BTerms%2BConditions.pdf,https://data.texas.gov/views/2bk4-b5yq/files/4d879821-7332-4131-8f94-e46f1d6f6dbf?filename=FY22+-+Spot+Bid+Fair+LUMBER.docx,
754,Texas State University,754-SPOTBIDGLOVES-22,,,,,,Nitrile Gloves,Saidat Adelakun,5122452521,HUB@txstate.edu,Thank you for your participation.,,https://data.texas.gov/views/2bk4-b5yq/files/838c890d-e489-47ef-ba65-ee36f183e165?filename=Purchase%2BOrder%2BTerms%2BConditions.pdf,https://data.texas.gov/views/2bk4-b5yq/files/91ed414e-339f-457e-b4c5-a76487b8290f?filename=FY22+-+Spot+Bid+Fair+Cam+REC+GLOVES.docx,
580,Texas Water Development Board,E220142,204,60,Commodity,1,Each,Dell 32 USB-C Monitor - P3221D,Kim O'Connor,512-463-7825,kim.oconnor@twdb.texas.gov,,,,,1010.00
696,Texas Department of Criminal Justice,IW087011,780,77,scales & weighing apparatus ,10,EA,"SCALE, POSTAL, 5 LB. CAPACITY",Christina Bodin - Turner,936-437-7012,Christina.bodin-turner@tdcj.texas.gov ,,,,https://data.texas.gov/views/2bk4-b5yq/files/ec648519-e440-487c-8578-916a85e9b019?filename=202109070904.pdf,
696,Texas Department of Criminal Justice,IW087052,780,78,scales & weighing apparatus ,4,EA,"SCALE, POSTAL, 5 LB. CAPACITY",Christina Bodin - Turner,9364377012,Christina.bodin-turner@tdcj.texas.gov,,,,https://data.texas.gov/views/2bk4-b5yq/files/2b96dab8-4970-4978-a2fb-f9cf432615ae?filename=202109071355.pdf,
506,UT MD Anderson Cancer Center ,AIS-CK-01062-RFP,,,Other services ,,,Patient Record Retrieval Services (V2),Robert Tesoro,7137926847,RPTesoro@mdanderson.org,RFP details available at www.mdanderson.org/bids,,,,$10 Million
530,Dept of Family & Protective Services,170176,045,06,Commodities,1,Each,4 burner electric stove,Taylor Naiser,512-971-8265,Taylor.Naiser@hhs.texas.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/888fc905-3e65-4f27-9038-665cfdf48462?filename=PCS_111_DFPS_Ts+and+Cs+5654V+June+2021.pdf,https://data.texas.gov/views/2bk4-b5yq/files/ea5c48ad-f8fb-425a-a6fe-1febac5dc466?filename=170176_DFPS.pdf,
530,Dept of Family & Protective Services,170178,045,06,Commodities,1,Each,4 burner electric stove,Taylor Naiser,512-971-8265,Taylor.Naiser@hhs.texas.gov,,,https://data.texas.gov/views/2bk4-b5yq/files/369fd458-bba3-4285-83fe-516ed0ac7ffe?filename=PCS_111_DFPS_Ts+and+Cs+5654V+June+2021.pdf,https://data.texas.gov/views/2bk4-b5yq/files/fd0b6577-b9ee-4741-97a8-2cea25f2b1e0?filename=170178_DFPS.pdf,
306,Texas State Library and Archives Commission ,306-22-0084,204,68,Computer Peripherals,5,EA,Logitech Headsets,Pam Rodriguez,512-936-2774,purchasing@tsl.texas.gov,Refer to solicitation doc for submission details. ,,,https://data.texas.gov/views/2bk4-b5yq/files/bc622aa8-ff86-4340-8bc0-177f54ed345b?filename=22-0084_IFB_Headsets.pdf,$199.75
