"fiscal_year","region","victim_gender","race_ethnicity","age_group","confirmed_victims","victims"
"2020","1-Lubbock","Female","African American","18-64 with Disability","Not Confirmed","36"
"2020","1-Lubbock","Female","African American","18-64 with Disability","Confirmed Victim","116"
"2020","1-Lubbock","Female","African American","65 and Older","Not Confirmed","68"
"2020","1-Lubbock","Female","African American","65 and Older","Confirmed Victim","170"
"2020","1-Lubbock","Female","Anglo","18-64 with Disability","Not Confirmed","118"
"2020","1-Lubbock","Female","Anglo","18-64 with Disability","Confirmed Victim","292"
"2020","1-Lubbock","Female","Anglo","65 and Older","Not Confirmed","326"
"2020","1-Lubbock","Female","Anglo","65 and Older","Confirmed Victim","630"
"2020","1-Lubbock","Female","Asian","18-64 with Disability","Not Confirmed","1"
"2020","1-Lubbock","Female","Asian","18-64 with Disability","Confirmed Victim","2"
"2020","1-Lubbock","Female","Asian","65 and Older","Not Confirmed","3"
"2020","1-Lubbock","Female","Asian","65 and Older","Confirmed Victim","8"
"2020","1-Lubbock","Female","Hispanic","18-64 with Disability","Not Confirmed","73"
"2020","1-Lubbock","Female","Hispanic","18-64 with Disability","Confirmed Victim","174"
"2020","1-Lubbock","Female","Hispanic","65 and Older","Not Confirmed","153"
"2020","1-Lubbock","Female","Hispanic","65 and Older","Confirmed Victim","353"
"2020","1-Lubbock","Female","Native American","18-64 with Disability","Confirmed Victim","1"
"2020","1-Lubbock","Female","Native American","65 and Older","Not Confirmed","1"
"2020","1-Lubbock","Female","Native American","65 and Older","Confirmed Victim","8"
"2020","1-Lubbock","Female","Other","18-64 with Disability","Not Confirmed","19"
"2020","1-Lubbock","Female","Other","18-64 with Disability","Confirmed Victim","38"
"2020","1-Lubbock","Female","Other","65 and Older","Not Confirmed","42"
"2020","1-Lubbock","Female","Other","65 and Older","Confirmed Victim","54"
"2020","1-Lubbock","Male","African American","18-64 with Disability","Not Confirmed","23"
"2020","1-Lubbock","Male","African American","18-64 with Disability","Confirmed Victim","101"
"2020","1-Lubbock","Male","African American","65 and Older","Not Confirmed","33"
"2020","1-Lubbock","Male","African American","65 and Older","Confirmed Victim","111"
"2020","1-Lubbock","Male","Anglo","18-64 with Disability","Not Confirmed","69"
"2020","1-Lubbock","Male","Anglo","18-64 with Disability","Confirmed Victim","254"
"2020","1-Lubbock","Male","Anglo","65 and Older","Not Confirmed","211"
"2020","1-Lubbock","Male","Anglo","65 and Older","Confirmed Victim","463"
"2020","1-Lubbock","Male","Asian","18-64 with Disability","Confirmed Victim","1"
"2020","1-Lubbock","Male","Asian","65 and Older","Not Confirmed","1"
"2020","1-Lubbock","Male","Asian","65 and Older","Confirmed Victim","3"
"2020","1-Lubbock","Male","Hispanic","18-64 with Disability","Not Confirmed","66"
"2020","1-Lubbock","Male","Hispanic","18-64 with Disability","Confirmed Victim","175"
"2020","1-Lubbock","Male","Hispanic","65 and Older","Not Confirmed","97"
"2020","1-Lubbock","Male","Hispanic","65 and Older","Confirmed Victim","258"
"2020","1-Lubbock","Male","Native American","18-64 with Disability","Confirmed Victim","2"
"2020","1-Lubbock","Male","Native American","65 and Older","Not Confirmed","1"
"2020","1-Lubbock","Male","Other","18-64 with Disability","Not Confirmed","16"
"2020","1-Lubbock","Male","Other","18-64 with Disability","Confirmed Victim","25"
"2020","1-Lubbock","Male","Other","65 and Older","Not Confirmed","26"
"2020","1-Lubbock","Male","Other","65 and Older","Confirmed Victim","48"
"2020","1-Lubbock","Unknown","African American","65 and Older","Confirmed Victim","2"
"2020","1-Lubbock","Unknown","Anglo","18-64 with Disability","Not Confirmed","2"
"2020","1-Lubbock","Unknown","Anglo","18-64 with Disability","Confirmed Victim","1"
"2020","1-Lubbock","Unknown","Anglo","65 and Older","Not Confirmed","7"
"2020","1-Lubbock","Unknown","Anglo","65 and Older","Confirmed Victim","3"
"2020","1-Lubbock","Unknown","Hispanic","18-64 with Disability","Not Confirmed","1"
"2020","1-Lubbock","Unknown","Hispanic","18-64 with Disability","Confirmed Victim","2"
"2020","1-Lubbock","Unknown","Hispanic","65 and Older","Not Confirmed","2"
"2020","1-Lubbock","Unknown","Hispanic","65 and Older","Confirmed Victim","4"
"2020","1-Lubbock","Unknown","Other","65 and Older","Not Confirmed","2"
"2020","2-Abilene","Female","African American","18-64 with Disability","Not Confirmed","26"
"2020","2-Abilene","Female","African American","18-64 with Disability","Confirmed Victim","87"
"2020","2-Abilene","Female","African American","65 and Older","Not Confirmed","43"
"2020","2-Abilene","Female","African American","65 and Older","Confirmed Victim","129"
"2020","2-Abilene","Female","Anglo","18-64 with Disability","Not Confirmed","186"
"2020","2-Abilene","Female","Anglo","18-64 with Disability","Confirmed Victim","423"
"2020","2-Abilene","Female","Anglo","65 and Older","Not Confirmed","467"
"2020","2-Abilene","Female","Anglo","65 and Older","Confirmed Victim","892"
"2020","2-Abilene","Female","Asian","65 and Older","Not Confirmed","3"
"2020","2-Abilene","Female","Asian","65 and Older","Confirmed Victim","3"
"2020","2-Abilene","Female","Hispanic","18-64 with Disability","Not Confirmed","29"
"2020","2-Abilene","Female","Hispanic","18-64 with Disability","Confirmed Victim","71"
"2020","2-Abilene","Female","Hispanic","65 and Older","Not Confirmed","95"
"2020","2-Abilene","Female","Hispanic","65 and Older","Confirmed Victim","136"
"2020","2-Abilene","Female","Native American","18-64 with Disability","Confirmed Victim","1"
"2020","2-Abilene","Female","Native American","65 and Older","Not Confirmed","2"
"2020","2-Abilene","Female","Native American","65 and Older","Confirmed Victim","4"
"2020","2-Abilene","Female","Other","18-64 with Disability","Not Confirmed","24"
"2020","2-Abilene","Female","Other","18-64 with Disability","Confirmed Victim","57"
"2020","2-Abilene","Female","Other","65 and Older","Not Confirmed","51"
"2020","2-Abilene","Female","Other","65 and Older","Confirmed Victim","63"
"2020","2-Abilene","Male","African American","18-64 with Disability","Not Confirmed","30"
"2020","2-Abilene","Male","African American","18-64 with Disability","Confirmed Victim","69"
"2020","2-Abilene","Male","African American","65 and Older","Not Confirmed","27"
"2020","2-Abilene","Male","African American","65 and Older","Confirmed Victim","88"
"2020","2-Abilene","Male","Anglo","18-64 with Disability","Not Confirmed","132"
"2020","2-Abilene","Male","Anglo","18-64 with Disability","Confirmed Victim","377"
"2020","2-Abilene","Male","Anglo","65 and Older","Not Confirmed","270"
"2020","2-Abilene","Male","Anglo","65 and Older","Confirmed Victim","595"
"2020","2-Abilene","Male","Anglo","Unknown","Confirmed Victim","1"
"2020","2-Abilene","Male","Hispanic","18-64 with Disability","Not Confirmed","25"
"2020","2-Abilene","Male","Hispanic","18-64 with Disability","Confirmed Victim","74"
"2020","2-Abilene","Male","Hispanic","65 and Older","Not Confirmed","53"
"2020","2-Abilene","Male","Hispanic","65 and Older","Confirmed Victim","97"
"2020","2-Abilene","Male","Native American","18-64 with Disability","Not Confirmed","3"
"2020","2-Abilene","Male","Native American","18-64 with Disability","Confirmed Victim","2"
"2020","2-Abilene","Male","Native American","65 and Older","Confirmed Victim","3"
"2020","2-Abilene","Male","Other","18-64 with Disability","Not Confirmed","21"
"2020","2-Abilene","Male","Other","18-64 with Disability","Confirmed Victim","31"
"2020","2-Abilene","Male","Other","65 and Older","Not Confirmed","27"
"2020","2-Abilene","Male","Other","65 and Older","Confirmed Victim","36"
"2020","2-Abilene","Unknown","African American","65 and Older","Confirmed Victim","2"
"2020","2-Abilene","Unknown","Anglo","18-64 with Disability","Not Confirmed","2"
"2020","2-Abilene","Unknown","Anglo","18-64 with Disability","Confirmed Victim","4"
"2020","2-Abilene","Unknown","Anglo","65 and Older","Not Confirmed","2"
"2020","2-Abilene","Unknown","Anglo","65 and Older","Confirmed Victim","8"
"2020","2-Abilene","Unknown","Hispanic","65 and Older","Not Confirmed","1"
"2020","3-Arlington","Female","African American","18-64 with Disability","Not Confirmed","206"
"2020","3-Arlington","Female","African American","18-64 with Disability","Confirmed Victim","370"
"2020","3-Arlington","Female","African American","65 and Older","Not Confirmed","658"
"2020","3-Arlington","Female","African American","65 and Older","Confirmed Victim","997"
"2020","3-Arlington","Female","Anglo","18-64 with Disability","Not Confirmed","332"
"2020","3-Arlington","Female","Anglo","18-64 with Disability","Confirmed Victim","600"
