"npn","agency_license_number","org_name","agency_type","license_type","qualification","license_issue_date","expiration_date","address","city","state","pstl_cd","phone","county"
"10003569","2282655","CHELSEA MORGAN SECURITIES INC","Corporation","Life Agency","Life Agent/Agency","2018-03-22T00:00:00.000","2024-03-22T00:00:00.000","242 MAIN ST","STATEN ISLAND","NY","103071229","7189678400",
"10004153","1478443","JOHNSON FEED AND WESTERN WEAR, INC.","Corporation","Specialty Insurance Agency","Credit","2007-12-07T00:00:00.000","2023-12-07T00:00:00.000","2600 EAST HWY 90","ALPINE","TX","79830",,
"10004154","1478458","MND ENTERPRISES, LLC","Limited Liability Company","General Lines Agency","Life, Accident, Health & HMO","2007-12-07T00:00:00.000","2023-12-07T00:00:00.000","4301 W WILLIAM CANNON DR NO B 120","AUSTIN","TX","78749","5122634333",
"10004154","1478458","MND ENTERPRISES, LLC","Limited Liability Company","General Lines Agency","Property and Casualty","2007-12-07T00:00:00.000","2023-12-07T00:00:00.000","4301 W WILLIAM CANNON DR NO B 120","AUSTIN","TX","78749","5122634333",
"10027560","1536401","JIM BOYD & ASSOCIATES INC","Corporation","General Lines Agency","Life, Accident, Health & HMO","2008-11-12T00:00:00.000","2024-11-12T00:00:00.000","120 E WASHINGTON ST","MADISON","GA","306501358","7063422411",
"10027560","1536401","JIM BOYD & ASSOCIATES INC","Corporation","General Lines Agency","Property and Casualty","2008-11-12T00:00:00.000","2024-11-12T00:00:00.000","120 E WASHINGTON ST","MADISON","GA","306501358","7063422411",
"10030391","2830411","SEIBERT INSURANCE AGENCY INC","Corporation","General Lines Agency","Property and Casualty","2022-04-22T00:00:00.000","2024-04-22T00:00:00.000","5121 EHRLICH RD STE 111","TAMPA","FL","33624","8139604672",
"10030391","2830413","SEIBERT INSURANCE AGENCY INC","Corporation","Pers Lines Prop and Cas Agency","Personal Lines Prop and Cas","2022-04-22T00:00:00.000","2024-04-22T00:00:00.000","5121 EHRLICH RD STE 111","TAMPA","FL","33624","8139604672",
"10031278","1588440","ACTION IMMIGRATION BONDS AND INSURANCE SERVICES, INC.","Corporation","General Lines Agency","Property and Casualty","2009-09-15T00:00:00.000","2023-09-15T00:00:00.000","1133 SE 3RD AVENUE","FT LAUDERDALE","FL","33316",,
"10032236","1478569","PASHA & SAEED, LLC","Limited Liability Company","General Lines Agency","Life, Accident, Health & HMO","2007-12-10T00:00:00.000","2023-12-10T00:00:00.000","9301 SOUTHWEST FREEWAY - SUITE 250","HOUSTON","TX","77074","8322000491",
"10032236","1478569","PASHA & SAEED, LLC","Limited Liability Company","General Lines Agency","Property and Casualty","2007-12-10T00:00:00.000","2023-12-10T00:00:00.000","9301 SOUTHWEST FREEWAY - SUITE 250","HOUSTON","TX","77074","8322000491",
"10033379","2337843","IMACO CA, INC.","Corporation","General Lines Agency","Property and Casualty","2018-09-19T00:00:00.000","2022-09-19T00:00:00.000","1235 N GROVE ST","ANAHEIM","CA","928062114","8009433821",
"10039562","1580898","MEMBERS INSURANCE ADVISORS, LLC","Limited Liability Company","General Lines Agency","Life, Accident, Health & HMO","2009-07-31T00:00:00.000","2023-07-31T00:00:00.000","315 HIGHWAY 74 NORTH","PEACHTREE CITY","GA","30269",,
"10039562","1580898","MEMBERS INSURANCE ADVISORS, LLC","Limited Liability Company","General Lines Agency","Property and Casualty","2009-07-31T00:00:00.000","2023-07-31T00:00:00.000","315 HIGHWAY 74 NORTH","PEACHTREE CITY","GA","30269",,
"1005349","1632899","THE GOODMAN VENEGAS INSURANCE AGENCY, INC","Corporation","General Lines Agency","Life, Accident, Health & HMO","2010-07-08T00:00:00.000","2024-07-08T00:00:00.000","2800 LIVERNOIS STE 170","TROY","MI","48083",,
"1005349","1632899","THE GOODMAN VENEGAS INSURANCE AGENCY, INC","Corporation","General Lines Agency","Property and Casualty","2010-07-08T00:00:00.000","2024-07-08T00:00:00.000","2800 LIVERNOIS STE 170","TROY","MI","48083",,
"10053550","1478985","MATTHEWS-KANG INSURANCE AGENCY, LLC","Corporation","General Lines Agency","Life, Accident, Health & HMO","2007-12-12T00:00:00.000","2023-12-12T00:00:00.000","PO BOX 218589","HOUSTON","TX","772188589","2816574320",
"10053550","1478985","MATTHEWS-KANG INSURANCE AGENCY, LLC","Corporation","General Lines Agency","Property and Casualty","2007-12-12T00:00:00.000","2023-12-12T00:00:00.000","PO BOX 218589","HOUSTON","TX","772188589","2816574320",
"10053552","1479067","SQUAREMOUTH INC","Corporation","General Lines Agency","Life, Accident, Health & HMO","2007-12-12T00:00:00.000","2023-08-25T00:00:00.000","100 2ND AVENUE S - SUITE 1200","ST PETERSBURG","FL","33701","8002400369",
"10053552","1479067","SQUAREMOUTH INC","Corporation","General Lines Agency","Property and Casualty","2007-12-12T00:00:00.000","2023-08-25T00:00:00.000","100 2ND AVENUE S - SUITE 1200","ST PETERSBURG","FL","33701","8002400369",
"10053552","1704340","SQUAREMOUTH INC","Corporation","Specialty Insurance Agency","Travel","2011-08-25T00:00:00.000","2023-08-25T00:00:00.000","100 2ND AVENUE S - SUITE 1200","ST PETERSBURG","FL","33701","8002400369",
"1005360","18550","ART JETTER & COMPANY","Corporation","General Lines Agency","Life, Accident, Health & HMO","2004-07-22T00:00:00.000","2024-07-22T00:00:00.000","11301 DAVENPORT ST","OMAHA","NE","681542629","4023302900",
"1005440","1680053","BENEFIT PLANS OF AMERICA, LLC","Limited Liability Company","General Lines Agency","Life, Accident, Health & HMO","2011-04-06T00:00:00.000","2023-04-06T00:00:00.000","20236 HAGUE RD","NOBLESVILLE","IN","460629540","3177766770",
"1005494","2646164","HUGGINS INSURANCE SERVICES INC","Corporation","General Lines Agency","Property and Casualty","2021-03-22T00:00:00.000","2023-03-22T00:00:00.000","PO BOX 270","SALEM","OR","973080270","5035852211",
"10056523","2613697","BAKER MAGRAS & ASSOCIATES, INC.","Corporation","General Lines Agency","Life, Accident, Health & HMO","2021-01-04T00:00:00.000","2023-01-04T00:00:00.000","PO BOX 7937","CHARLOTTE AMALIE","VI","00801","3407774848",
"10056523","2613733","BAKER MAGRAS & ASSOCIATES, INC.","Corporation","Life Agency","Life Agent/Agency","2021-01-04T00:00:00.000","2023-01-04T00:00:00.000","PO BOX 7937","CHARLOTTE AMALIE","VI","00801","3407774848",
"10056916","2042956","KEYSTONE INSURANCE AGENCY","Limited Liability Company","Pers Lines Prop and Cas Agency","Personal Lines Prop and Cas","2015-11-03T00:00:00.000","2023-02-14T00:00:00.000","187 W MAIN ST STE 207","LEHI","UT","840432145","8552339008",
"10056916","2271137","KEYSTONE INSURANCE AGENCY","Limited Liability Company","General Lines Agency","Property and Casualty","2018-02-14T00:00:00.000","2023-02-14T00:00:00.000","187 W MAIN ST STE 207","LEHI","UT","840432145","8552339008",
"10057211","1462249","THE CADRE GROUP LLC","Corporation","General Lines Agency","Property and Casualty","2007-08-27T00:00:00.000","2023-08-27T00:00:00.000","4403 HORIZON VIEW CIR","SUGAR LAND","TX","774793421",,
"10057214","1479243","SOUTHSIDE INSURANCE SERVICES INC.","Corporation","General Lines Agency","Life, Accident, Health & HMO","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","18507 TAYLORE RUN","SAN ANTONIO","TX","78259",,
"10057214","1479243","SOUTHSIDE INSURANCE SERVICES INC.","Corporation","General Lines Agency","Property and Casualty","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","18507 TAYLORE RUN","SAN ANTONIO","TX","78259",,
"10057217","1479346","HJT INVESTMENTS, LP.","Partnership","Specialty Insurance Agency","Credit","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","3636 EAST SAM HOUSTON PARKWAY SOUTH","PASADENA","TX","77505",,
"10057218","1479349","AMERISTATE BANK","Depository Institution","Specialty Insurance Agency","Credit","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","P O BOX 718","ATOKA","OK","74525",,
"10057219","1479367","JBP CORPORATION","Corporation","Specialty Insurance Agency","Travel","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","2423 N MAIN","BELTON","TX","76513",,
"10057220","1479400","PRIME INTEGRITY INSURANCE AGENCY, LLC","Limited Liability Company","General Lines Agency","Property and Casualty","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","801 N WARE RD","MCALLEN","TX","785016614",,
"10057221","1479402","A-ALMO INSURANCE AGENCIES, INC","Corporation","General Lines Agency","Property and Casualty","2007-12-13T00:00:00.000","2023-12-13T00:00:00.000","7518 DRAYTON CT","SUGAR LAND","TX","774793176","8324664566",
"10059828","1819469","FRANK GATES ALTERNATIVE RISK, LLC","Limited Liability Company","General Lines Agency","Property and Casualty","2013-03-25T00:00:00.000","2023-03-25T00:00:00.000","5000  BRADENTON AVENUE","DUBLIN","OH","43017","8592635105",
"1006050","1432268","ADVANTAGE INSURANCE NETWORK, INC.","Corporation","General Lines Agency","Life, Accident, Health & HMO","2007-02-16T00:00:00.000","2023-02-16T00:00:00.000","2801 TOWNSGATE RD STE 350","WESTLAKE VILLAGE","CA","91361",,
"1006051","2834706","AMERICAN UNDERWRITERS INSURANCE AGENCIES INC","Corporation","General Lines Agency","Property and Casualty","2022-05-03T00:00:00.000","2024-05-03T00:00:00.000","6429 S TACOMA WAY","TACOMA","WA","98409","2534731415",
"10061613","1479611","GLOBAL SPECIAL RISKS LLC","Limited Liability Company","General Lines Agency","Property and Casualty","2007-12-14T00:00:00.000","2023-12-14T00:00:00.000","9821 KATY FWY STE 750","HOUSTON","TX","770241200",,
"10061613","1479612","GLOBAL SPECIAL RISKS LLC","Limited Liability Company","Surplus Lines Agency",,"2007-12-14T00:00:00.000","2023-12-14T00:00:00.000","9821 KATY FWY STE 750","HOUSTON","TX","770241200",,
"10061614","1479619","CHARLIE MONEY INSURANCE SERVICES INC","Corporation","General Lines Agency","Life, Accident, Health & HMO","2007-12-14T00:00:00.000","2023-12-14T00:00:00.000","3212 BARKWOOD LN","FRISCO","TX","750337949","2145295046",
"10061614","1479619","CHARLIE MONEY INSURANCE SERVICES INC","Corporation","General Lines Agency","Property and Casualty","2007-12-14T00:00:00.000","2023-12-14T00:00:00.000","3212 BARKWOOD LN","FRISCO","TX","750337949","2145295046",
"10061615","1479621","NBI & ASSOCIATES, LLC","Limited Liability Company","General Lines Agency","Life, Accident, Health & HMO","2007-12-14T00:00:00.000","2023-12-14T00:00:00.000","PO BOX 2529","BURLESON","TX","760972529",,
"1006233","2025172","ASSOC OF GLENS FALLS INC","Corporation","General Lines Agency","Property and Casualty","2015-08-20T00:00:00.000","2023-08-20T00:00:00.000","PO BOX 190","GLENS FALLS","NY","12801","5187933444",
