"id","eminent_domain_name","tax_payer_id","entity_category_type_code","entity_type","other_entity_type","entity_phone_number","website_url","contact_first_name","contact_last_name","contact_title","contact_phone_number","contact_email_address","eminent_domain_begin_year","eminent_domain_begin_month","parent_company_name","report_year","entry_date","condemnation_petition","third_party_name","third_party_email_id","third_party_phone_number","third_party_url","third_party_relationship","third_party_other_relationship","mailing_address_line1","mailing_address_line2","mailing_city_name","mailing_state","mailing_address_zip","mailing_address_zip_plus_4","mailing_county_name","physical_address_line1","physical_address_line2","physical_city_name","physical_state","physical_address_zip","physical_address_zip_plus_4","physical_county_name","third_party_address_line1","third_party_address_line2","third_party_city_name","third_party_state","third_party_zip","third_party_zip_plus_4","third_party_county_name","eminent_domain_public_id","last_updated"
"20160803115809770","Southcross Nueces Pipelines, LLC","32053299965","Private or Other Non-Governmental","Pipelines and Related Facilities",,"2149793700","www.southcrossenergy.com","Debra","Sibley","Mgr Regulatory Compliance","2149793767","debra.sibley@southcrossenergy.com","2014","2","Southcross Energy Partners, L.P.","2016","2016-08-03","NO",,,,,,,"1717 MAIN ST","Suite 5200","DALLAS","TX","75201","4612","Dallas","1717 MAIN ST","Suite 5200","DALLAS","TX","75201","4612","Dallas",,,,,,,,"201003883","2022-09-08T03:00:08.000"
"20191104090415600","San Augustine Independent School District","17560024105","Governmental","Independent School District",,"9362752306","www.saisd.us","Virginia","Liepman","Superintendent","9362752306","vliepman@saisd.us","1929","10",,"2020","2019-11-04","NO",,,,,,,"1002 BARRETT ST",,"SAN AUGUSTINE","TX","75972","1102","San Augustine","1002 BARRETT ST",,"SAN AUGUSTINE","TX","75972","1102","San Augustine",,,,,,,,"201021446","2022-09-08T03:00:08.000"
"20200128090310773","Redland Water Supply Corporation","32011660985","Private or Other Non-Governmental","Other Non-Governmental Entity","Water Supply Corporation","9366345070",,"Guy","Ham","Field Manager","9364048032","redlandwatersupply@consolidated.net","2019","Unknown",,"2020","2020-01-28","NO","Texas Rural Water Association","eminentdomain@trwa.org","5124728591","trwa.org","nonprof",,"2687 FM 2021",,"LUFKIN","TX","75901","0520","Angelina","2687 FM 2021",,"LUFKIN","TX","75901","0520","Angelina","1616 RIO GRANDE ST",,"AUSTIN","TX","78701","1122","Travis","201006038","2022-09-08T03:00:08.000"
"20211119134658977","Montgomery County Municipal Utility District No. 163","32073109376","Governmental","Municipal Utility or Water District (Municipal Utility District, Irrigation District, etc)",,"7138606400",,"Christina","Miller","Attorney","7138606492","eminentdomain@abhr.com","2019","6",,"2022","2021-11-19","NO","Christina Miller","eminentdomain@abhr.com","7138606492","www.abhr.com","Legal",,"3200 SOUTHWEST FWY","Suite 2600","HOUSTON","TX","77027","7528","Harris","3200 SOUTHWEST FWY","Suite 2600","HOUSTON","TX","77027","7528","Harris","3200 SOUTHWEST FWY","Suite 2600","HOUSTON","TX","77027","7528","Harris","201022140","2022-09-08T03:00:08.000"
"20181207155955387","Bosque Basin Water Supply Corporation","30113812462","Private or Other Non-Governmental","Other Non-Governmental Entity","Water Supply Corporation","2547231834",,"Don","Brandon","Operator","2547231834","cdbrandonjr@gmail.com","1989","11",,"2019","2018-12-07","NO","Texas Rural Water Association","eminentdomain@trwa.org","5124728591","www.trwa.org","nonprof",,"PO BOX 8",,"CHINA SPRING","TX","76633","0008","McLennan","PO BOX 8",,"CHINA SPRING","TX","76633","0008","McLennan","1616 RIO GRANDE ST",,"AUSTIN","TX","78701","1122","Travis","201021263","2022-09-08T03:00:08.000"
"20191205151809870","Town of Annetta North","30011205561","Governmental","City",,"8174412663",,"Robert","Schmidt","Mayor","8174804448","robert@rschmidt.com","1979","8",,"2020","2019-12-05","NO","Bradley A. Anderle","banderle@toase.com","8173322580","www.toase.com","Legal",,"PO BOX 1238",,"ALEDO","TX","76008","1238","Parker","PO BOX 1238",,"ALEDO","TX","76008","1238","Parker","6000 WESTERN PL STE 200",,"FORT WORTH","TX","76107","4684","Tarrant","201006719","2022-09-08T03:00:08.000"
"20180215091650810","City of Garrett","30006103086","Governmental","City",,"9728755893","www.cityofgarrett.com","Judy","Braddock","City Secretary","9728755893","citysecretary@cityofgarrett.com","1980","9",,"2018","2018-02-15","NO",,,,,,,"208 N FERRIS ST",,"ENNIS","TX","75119","8338","Ellis","208 N FERRIS ST",,"ENNIS","TX","75119","8338","Ellis",,,,,,,,"201005081","2022-09-08T03:00:08.000"
"20220127123936687","Skelly-Belvieu Pipeline Company, LLC","17426992578","Private or Other Non-Governmental","Pipelines and Related Facilities",,"7133816500","N/A","Katie","Ahlrich","Counsel","7133816500","kkahlrich@eprod.com","1993","11","Enterprise Products Operating LLC","2022","2022-01-27","NO",,,,,,,"PO BOX 4324",,"HOUSTON","TX","77210","4324","Harris","1100 LOUISIANA ST",,"HOUSTON","TX","77002","5227","Harris",,,,,,,,"201004502","2022-09-08T03:00:08.000"
"20191205091012190","Harris County Municipal Utility District #424","32064100632","Governmental","Municipal Utility or Water District (Municipal Utility District, Irrigation District, etc)",,"7136234531",,"Joseph","Schwartz","Attorney","7136234531","jschwartz@sphllp.com","2007","4",,"2020","2019-12-05","NO","Joseph Schwartz","jschwartz@sphllp.com","7136234531","www.sphllp.com","Legal",,"1300 POST OAK BLVD","Suite 1400","HOUSTON","TX","77056","3043","Harris","1300 POST OAK BLVD","Suite 1400","HOUSTON","TX","77056","3043","Harris","1300 POST OAK BLVD","Suite 1400","HOUSTON","TX","77056","3043","Harris","201003187","2022-09-08T03:00:08.000"
"20210312160809853","Lockney General Hospital District","17514249659","Governmental","Other Special Purpose District (Hospital District, Emergency Services District, Road District, etc)",,"8066523373","www.mangoldmemorial.org","Vincent","DiFranco","CEO","8066523373","vincentd@mangoldmemorial.org","2012","12",,"2021","2021-03-12","NO",,,,,,,"PO BOX 37",,"LOCKNEY","TX","79241","0037","Floyd","320 N. Main",,"Lockney","TX","79241",,"Floyd",,,,,,,,"201006205","2022-09-08T03:00:08.000"
"20210201122024357","Rockwall County Municipal Utility District #6","32061172733","Governmental","Municipal Utility or Water District (Municipal Utility District, Irrigation District, etc)",,"2147455353","https://www.winsteadspecialdistricts.com/rockwall-county/rockwall-county-municipal-utility-district-","Ross","Martin","Attorney","2147455353","glutzel@winstead.com","2005","6",,"2021","2021-02-01","NO","Ross S. Martin","glutzel@winstead.com","2147455353",,"Legal",,"2728 N HARWOOD ST","SUITE 500","DALLAS","TX","75201","1516","Dallas","2728 N HARWOOD ST","SUITE 500","DALLAS","TX","75201","1516","Dallas","2728 N HARWOOD ST","SUITE 500","DALLAS","TX","75201","1516","Dallas","201004910","2022-09-08T03:00:08.000"
"20161110165044180","Hamby Water Supply Corporation","30001577938","Private or Other Non-Governmental","Other Non-Governmental Entity","Water Supply Corporation","3255482900",,"Jay","Estes","Operator","3255482900","hambywater@taylortel.net","1965","4",,"2017","2016-11-10","NO","Texas Rural Water Association","eminentdomain@trwa.org","5124728591","trwa.org","nonprof",,"4043 STATE HIGHWAY 351",,"ABILENE","TX","79601","7425","Taylor","4043 STATE HIGHWAY 351",,"ABILENE","TX","79601","7425","Taylor","1616 RIO GRANDE ST",,"AUSTIN","TX","78701","1122","Travis","201003432","2022-09-08T03:00:08.000"
"20161103075249260","Orange County Water Control & Improvement District #1","17460124286","Governmental","Municipal Utility or Water District (Municipal Utility District, Irrigation District, etc)",,"4097692669","ocwc1.com","Chris","Serres","Finance Director","4097692669","cserres@ocwc1.com","1948","Unknown",,"2017","2016-11-03","NO",,,,,,,"460 E BOLIVAR ST",,"VIDOR","TX","77662","5052","Orange","460 E BOLIVAR ST",,"VIDOR","TX","77662","5052","Orange",,,,,,,,"201005931","2022-09-08T03:00:08.000"
"20210614104439903","New Deal Independent School District","17560021358","Governmental","Independent School District",,"8067465833","www.ndisd.net","Eric","Gossett","CFO","8067465331","ericg@ndisd.net","1935","Unknown",,"2021","2021-06-14","NO",,,,,,,"PO BOX 280",,"NEW DEAL","TX","79350","0280","Lubbock","401 S AUBURN AVENUE",,"NEW DEAL","TX","79350",,"Lubbock",,,,,,,,"201004682","2022-09-08T03:00:08.000"
