"fiscal_year","region","gender","race_ethnicity","age_group","disabling_condition","children_in_adoption_placements"
"2021","1-Lubbock","Female","African American","Birth to Five Years Old","Drug or Alcohol","2"
"2021","1-Lubbock","Female","Anglo","Birth to Five Years Old","Drug or Alcohol","5"
"2021","1-Lubbock","Female","Hispanic","Birth to Five Years Old","Drug or Alcohol","7"
"2021","1-Lubbock","Female","Other","Birth to Five Years Old","Drug or Alcohol","3"
"2021","1-Lubbock","Male","African American","Thirteen to Seventeen Years Old","Drug or Alcohol","1"
"2021","1-Lubbock","Male","Anglo","Birth to Five Years Old","Drug or Alcohol","7"
"2021","1-Lubbock","Male","Hispanic","Birth to Five Years Old","Drug or Alcohol","10"
"2021","1-Lubbock","Female","African American","Six to Twelve Years Old","Emotionally Disturbed","4"
"2021","1-Lubbock","Female","African American","Thirteen to Seventeen Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Female","Anglo","Six to Twelve Years Old","Emotionally Disturbed","2"
"2021","1-Lubbock","Female","Anglo","Thirteen to Seventeen Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Female","Hispanic","Thirteen to Seventeen Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Female","Native American","Six to Twelve Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Male","African American","Thirteen to Seventeen Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Male","Anglo","Birth to Five Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Male","Anglo","Six to Twelve Years Old","Emotionally Disturbed","3"
"2021","1-Lubbock","Male","Anglo","Thirteen to Seventeen Years Old","Emotionally Disturbed","1"
"2021","1-Lubbock","Male","Hispanic","Six to Twelve Years Old","Emotionally Disturbed","2"
"2021","1-Lubbock","Male","Hispanic","Thirteen to Seventeen Years Old","Emotionally Disturbed","3"
"2021","1-Lubbock","Female","African American","Six to Twelve Years Old","Learning Disability","3"
"2021","1-Lubbock","Female","Anglo","Birth to Five Years Old","Learning Disability","1"
"2021","1-Lubbock","Female","Anglo","Six to Twelve Years Old","Learning Disability","1"
"2021","1-Lubbock","Female","Anglo","Thirteen to Seventeen Years Old","Learning Disability","1"
"2021","1-Lubbock","Female","Hispanic","Six to Twelve Years Old","Learning Disability","1"
"2021","1-Lubbock","Female","Native American","Six to Twelve Years Old","Learning Disability","1"
"2021","1-Lubbock","Male","African American","Six to Twelve Years Old","Learning Disability","1"
"2021","1-Lubbock","Male","African American","Thirteen to Seventeen Years Old","Learning Disability","1"
"2021","1-Lubbock","Male","Anglo","Birth to Five Years Old","Learning Disability","5"
"2021","1-Lubbock","Male","Anglo","Six to Twelve Years Old","Learning Disability","3"
"2021","1-Lubbock","Male","Anglo","Thirteen to Seventeen Years Old","Learning Disability","1"
"2021","1-Lubbock","Male","Hispanic","Birth to Five Years Old","Learning Disability","3"
"2021","1-Lubbock","Male","Hispanic","Six to Twelve Years Old","Learning Disability","8"
"2021","1-Lubbock","Male","Hispanic","Thirteen to Seventeen Years Old","Learning Disability","1"
"2021","1-Lubbock","Female","Anglo","Birth to Five Years Old","Medically Involved","1"
"2021","1-Lubbock","Female","Anglo","Six to Twelve Years Old","Medically Involved","1"
"2021","1-Lubbock","Female","Anglo","Thirteen to Seventeen Years Old","Medically Involved","1"
"2021","1-Lubbock","Female","Hispanic","Birth to Five Years Old","Medically Involved","3"
"2021","1-Lubbock","Female","Other","Birth to Five Years Old","Medically Involved","1"
"2021","1-Lubbock","Male","Anglo","Birth to Five Years Old","Medically Involved","3"
"2021","1-Lubbock","Male","Anglo","Six to Twelve Years Old","Medically Involved","1"
"2021","1-Lubbock","Male","Anglo","Thirteen to Seventeen Years Old","Medically Involved","1"
"2021","1-Lubbock","Male","Hispanic","Birth to Five Years Old","Medically Involved","3"
"2021","1-Lubbock","Male","Hispanic","Six to Twelve Years Old","Medically Involved","1"
"2021","1-Lubbock","Male","Hispanic","Thirteen to Seventeen Years Old","Medically Involved","1"
"2021","1-Lubbock","Female","Hispanic","Thirteen to Seventeen Years Old","Other Disabling Condition","1"
"2021","1-Lubbock","Female","Unknown","Six to Twelve Years Old","Physical","1"
"2021","1-Lubbock","Male","Anglo","Birth to Five Years Old","Physical","2"
"2021","1-Lubbock","Male","Hispanic","Six to Twelve Years Old","Physical","1"
"2021","2-Abilene","Female","African American","Birth to Five Years Old","Drug or Alcohol","1"
"2021","2-Abilene","Female","Anglo","Birth to Five Years Old","Drug or Alcohol","4"
"2021","2-Abilene","Female","Anglo","Six to Twelve Years Old","Drug or Alcohol","1"
"2021","2-Abilene","Female","Hispanic","Birth to Five Years Old","Drug or Alcohol","5"
"2021","2-Abilene","Female","Other","Birth to Five Years Old","Drug or Alcohol","2"
"2021","2-Abilene","Male","African American","Birth to Five Years Old","Drug or Alcohol","3"
"2021","2-Abilene","Male","Anglo","Birth to Five Years Old","Drug or Alcohol","8"
"2021","2-Abilene","Male","Anglo","Six to Twelve Years Old","Drug or Alcohol","1"
"2021","2-Abilene","Male","Hispanic","Birth to Five Years Old","Drug or Alcohol","7"
"2021","2-Abilene","Female","African American","Six to Twelve Years Old","Emotionally Disturbed","1"
"2021","2-Abilene","Female","African American","Thirteen to Seventeen Years Old","Emotionally Disturbed","1"
"2021","2-Abilene","Female","Anglo","Six to Twelve Years Old","Emotionally Disturbed","1"
"2021","2-Abilene","Female","Other",,"Emotionally Disturbed","1"
"2021","2-Abilene","Male","Anglo","Six to Twelve Years Old","Emotionally Disturbed","4"
"2021","2-Abilene","Male","Anglo","Thirteen to Seventeen Years Old","Emotionally Disturbed","2"
"2021","2-Abilene","Female","African American","Six to Twelve Years Old","Learning Disability","1"
"2021","2-Abilene","Female","African American","Thirteen to Seventeen Years Old","Learning Disability","1"
"2021","2-Abilene","Female","Anglo","Birth to Five Years Old","Learning Disability","7"
"2021","2-Abilene","Female","Anglo","Six to Twelve Years Old","Learning Disability","1"
"2021","2-Abilene","Female","Other",,"Learning Disability","1"
"2021","2-Abilene","Male","Anglo","Six to Twelve Years Old","Learning Disability","3"
"2021","2-Abilene","Male","Anglo","Thirteen to Seventeen Years Old","Learning Disability","1"
"2021","2-Abilene","Male","Hispanic","Birth to Five Years Old","Learning Disability","1"
"2021","2-Abilene","Male","Other","Birth to Five Years Old","Learning Disability","1"
"2021","2-Abilene","Female","Anglo","Birth to Five Years Old","Medically Involved","1"
