"taxpayer_number","taxpayer_name","taxpayer_address","taxpayer_city","taxpayer_state","taxpayer_zip","location_name","location_address","location_city","location_state","location_zip","responsibility_begin_date_yyyymmdd","responsibility_end_date_yyyymmdd","obligation_end_date_yyyymmdd","liquor_receipts","wine_receipts","beer_receipts","cover_charge_receipts","total_receipts"
"12043925739","BUONINCONTRI ENTERPRISES, INC.","11255 HUEBNER RD STE 200 C/O LUCE RESTOR","SAN ANTONIO","TX","78230","LUCE RESTORANTE E ENOTECA","11255 HUEBNER RD STE 200","SAN ANTONIO","TX","78230","2006-06-14T00:00:00.000",,"2018-03-31T00:00:00.000","14199","15805","1538","0","31542"
"32049153466","JAMAICA JAMAICA CUISINE LLC","2026 AUSTIN HWY","SAN ANTONIO","TX","78218","JAMAICA JAMAICA CUISINE","2026 AUSTIN HWY","SAN ANTONIO","TX","78218","2016-12-20T00:00:00.000",,"2018-03-31T00:00:00.000","2005","80","732","0","2817"
"32041502678","DHC BEVERAGES COMPANY, LLC","PO BOX 910","CPE GIRARDEAU","MO","63702","DRURY PLAZA HOTEL - SAN ANTONIO RIVERWALK","105 S SAINT MARYS ST","SAN ANTONIO","TX","78205","2012-11-02T00:00:00.000",,"2018-03-31T00:00:00.000","0","0","0","0","0"
"32029114496","WALTER ARNOLD RITTER","103 SADDLEBROOK DR","SAN ANTONIO","TX","78245","LILY'S KINGS LOUNGE","111 WHITEWOOD ST","SAN ANTONIO","TX","78242","2010-01-01T00:00:00.000",,"2018-03-31T00:00:00.000","12732","0","18513","0","31245"
"13310545192","REEL DINNER PARTNERS I, LLC","PO BOX 690388","SAN ANTONIO","TX","78269","ALAMO DRAFTHOUSE CINEMA-WESTLAKES","1255 SW LOOP 410","SAN ANTONIO","TX","78227","2016-03-15T00:00:00.000","2018-08-29T00:00:00.000","2018-03-31T00:00:00.000","22031","3495","35200","0","60726"
"12012789918","2363 AUSTIN HWY LLC","2363 AUSTIN HWY","SAN ANTONIO","TX","78218","CORNER POCKET GRILL","2363 AUSTIN HWY","SAN ANTONIO","TX","78218","2005-04-06T00:00:00.000",,"2018-03-31T00:00:00.000","3008","84","5140","0","8232"
"32063279601","THE CHERRITY BAR, LLC","5615 BICENTENNIAL ST","SAN ANTONIO","TX","78219","THE CHERRITY BAR","302 MONTANA ST","SAN ANTONIO","TX","78203","2018-03-29T00:00:00.000",,"2018-03-31T00:00:00.000","940","64","1068","0","2072"
"32052413542","COSS ENTERPRISES, INC.","12207 STABLE SQUARE DR","SAN ANTONIO","TX","78249","LA ROCA BAR Y RESTAURANTE","416 8TH ST","SAN ANTONIO","TX","78215","2016-07-07T00:00:00.000",,"2018-03-31T00:00:00.000","37866","641","10681","0","49188"
"32064307971","THIRSTY'S SPOT SA LLC","8902 S PRESA ST","SAN ANTONIO","TX","78223","THIRSTY'S SA","8902 S PRESA ST","SAN ANTONIO","TX","78223","2017-09-05T00:00:00.000",,"2018-03-31T00:00:00.000","42732","0","48268","0","91000"
"32034852239","ASE ENTERPRISES, L.L.C.","PO BOX 769113","SAN ANTONIO","TX","78245","RUBY RED COCKTAILS","6715 W US HIGHWAY 90","SAN ANTONIO","TX","78227","2008-06-13T00:00:00.000",,"2018-03-31T00:00:00.000","0","0","0","0","0"
"32060375865","SAM'S OAK HAVEN, LLC","16310 SAINT HELENA WAY","HOUSTON","TX","77053","SAM'S BOAT GULF COAST KITCHEN & SPORTS BAR","1827 N LOOP 1604 E STE 103","SAN ANTONIO","TX","78232","2016-08-16T00:00:00.000","2019-03-06T00:00:00.000","2018-03-31T00:00:00.000","17590","3381","30951","0","51922"
"17429618642","ALIBIS' SPORTS AND SPIRITS, INC.","1141 E COMMERCE ST","SAN ANTONIO","TX","78205","ALIBIS' SPORTS AND SPIRITS","1141 E COMMERCE ST","SAN ANTONIO","TX","78205","2003-07-15T00:00:00.000",,"2018-03-31T00:00:00.000","10282","0","17924","0","28206"
"32062159150","THE BATTALION SATX LLC","1524 E GRAYSON ST","SAN ANTONIO","TX","78208","BETTY'S BATTALION","1524 E GRAYSON ST","SAN ANTONIO","TX","78208","2017-07-24T00:00:00.000",,"2018-03-31T00:00:00.000","2008","0","2242","0","4250"
"12024543899","SOMEBODY ELSE'S TROUBLES, L.L.C.","18741 REDLAND RD","SAN ANTONIO","TX","78259","J C'S NOSTALGIA","5516 EVERS RD","SAN ANTONIO","TX","78238","2005-05-25T00:00:00.000",,"2018-03-31T00:00:00.000","6487","0","6446","0","12933"
"12006322890","TEXAS LC LIQUOR COMPANY","4881 BASS PRO DR","GARLAND","TX","75043","TEXAS LAND & CATTLE STEAK HOUSE","201 N SAINT MARYS ST","SAN ANTONIO","TX","78205","2004-07-08T00:00:00.000","2018-03-31T00:00:00.000","2018-03-31T00:00:00.000","4750","3894","4932","0","13576"
"12625115899","RUMI, INC.","12730 NW MILITARY HWY STE 110","SAN ANTONIO","TX","78231","THE LOST BAR & GRILL","12730 NW MILITARY HWY","SAN ANTONIO","TX","78231","2008-09-15T00:00:00.000","2018-04-22T00:00:00.000","2018-03-31T00:00:00.000","10032","453","6362","0","16847"
"17428832095","CEH, INC.","9166 RIDGE PATH","SAN ANTONIO","TX","78250","TOM'S CATS","4922 W MILITARY DR","SAN ANTONIO","TX","78242","1999-06-14T00:00:00.000",,"2018-03-31T00:00:00.000","5729","196","823","0","6748"
"32059972409","ZOLO ENTERPRISES LLC","18310 REDRIVER DAWN","SAN ANTONIO","TX","78259","BENTLEY'S","8123 BROADWAY ST STE B","SAN ANTONIO","TX","78209","2017-11-17T00:00:00.000",,"2018-03-31T00:00:00.000","19438","171","13898","0","33507"
"32058717151","TONY G'S SOUL FOOD LLC","217 CACTUS ST","SAN ANTONIO","TX","78203","TONY G'S SOUL FOOD","915 S HACKBERRY","SAN ANTONIO","TX","78210","2017-11-28T00:00:00.000",,"2018-03-31T00:00:00.000","2638","315","411","0","3364"
"12006322890","TEXAS LC LIQUOR COMPANY","4881 BASS PRO DR","GARLAND","TX","75043","TEXAS LAND & CATTLE STEAK HOUSE","201 N SAINT MARYS ST","SAN ANTONIO","TX","78205","2004-07-08T00:00:00.000","2018-03-31T00:00:00.000","2018-02-28T00:00:00.000","8190","4573","8154","0","20917"
"12625115899","RUMI, INC.","12730 NW MILITARY HWY STE 110","SAN ANTONIO","TX","78231","THE LOST BAR & GRILL","12730 NW MILITARY HWY","SAN ANTONIO","TX","78231","2008-09-15T00:00:00.000","2018-04-22T00:00:00.000","2018-02-28T00:00:00.000","36187","1478","22005","0","59670"
"12006322890","TEXAS LC LIQUOR COMPANY","4881 BASS PRO DR","GARLAND","TX","75043","TEXAS LAND & CATTLE STEAK HOUSE","201 N SAINT MARYS ST","SAN ANTONIO","TX","78205","2004-07-08T00:00:00.000","2018-03-31T00:00:00.000","2018-01-31T00:00:00.000","9879","6836","10836","0","27551"
"32057893110","DE LA CALLE GLOBAL FOOD & CULTURE LLC","PO BOX 120067","SAN ANTONIO","TX","78212","CARMENS DE LA CALLE","320 N FLORES ST","SAN ANTONIO","TX","78205","2015-09-04T00:00:00.000",,"2018-03-31T00:00:00.000","2462","2967","649","0","6078"
"17430007959","SJ2 RESTAURANT GROUP, LLC","PO BOX 100510","SAN ANTONIO","TX","78201","SHUCK SHACK","520 E GRAYSON ST","SAN ANTONIO","TX","78215","2015-02-09T00:00:00.000","2020-01-17T00:00:00.000","2018-03-31T00:00:00.000","14947","4328","12142","0","31417"
"32058716153","AUSTIN HWY BAR & GRILL, INC.","6818 MERRY OAKS DR","SAN ANTONIO","TX","78242","BAR 23 SPORTS BAR & GRILL","4429 WALZEM RD","SAN ANTONIO","TX","78218","2016-07-14T00:00:00.000","2018-05-10T00:00:00.000","2018-01-31T00:00:00.000","21471","0","6753","0","28224"
"12625115899","RUMI, INC.","12730 NW MILITARY HWY STE 110","SAN ANTONIO","TX","78231","THE LOST BAR & GRILL","12730 NW MILITARY HWY","SAN ANTONIO","TX","78231","2008-09-15T00:00:00.000","2018-04-22T00:00:00.000","2018-01-31T00:00:00.000","34068","1596","23403","0","59067"
"15220715518","ELI-KAT, INC.","8142 BROADWAY ST","SAN ANTONIO","TX","78209","BETO'S COMIDA LATINA","8142 BROADWAY ST","SAN ANTONIO","TX","78209","2003-07-08T00:00:00.000","2018-04-18T00:00:00.000","2018-03-31T00:00:00.000","10855","1263","2693","0","14811"
"32043321440","PINK ENTERTAINMENT, LLC","PO BOX 781914","SAN ANTONIO","TX","78278","PK'S BAR","602 NW LOOP 410","SAN ANTONIO","TX","78216","2011-09-21T00:00:00.000","2021-08-13T00:00:00.000","2018-01-31T00:00:00.000","40113","0","11463","0","51576"
"12036737422","FSG NORTH, LLC","15630 HENDERSON PASS","SAN ANTONIO","TX","78232","SIDELINERS GRILL","15630 HENDERSON PASS","SAN ANTONIO","TX","78232","2007-08-27T00:00:00.000",,"2018-03-31T00:00:00.000","29107","389","33465","0","62961"
"17428208353","RIVER RESTAURANTS, LTD.","200 PATTERSON AVE APT 302","SAN ANTONIO","TX","78209","MICHELINO'S LONE STAR CAFE CAFE OLE AGAVE BAR","237 LOSOYA ST","SAN ANTONIO","TX","78205","2014-12-05T00:00:00.000",,"2018-03-31T00:00:00.000","340702","25947","137604","0","504253"
"12708885657","DADY RESTAURANTS LLC","PO BOX 100510","SAN ANTONIO","TX","78201","RANGE","125 E HOUSTON ST","SAN ANTONIO","TX","78205","2017-08-10T00:00:00.000",,"2018-01-31T00:00:00.000","43360","57731","12094","0","113185"
"32063741097","RUPANI BROS LLC","18211 BULVERDE RD APT 6204","SAN ANTONIO","TX","78259","URBAN BRICKS PIZZA CO #9","7959 FREDERICKSBURG RD STE 103","SAN ANTONIO","TX","78229","2017-12-11T00:00:00.000","2019-02-25T00:00:00.000","2018-02-28T00:00:00.000","0","0","0","0","0"
"12708885657","DADY RESTAURANTS LLC","PO BOX 100510","SAN ANTONIO","TX","78201","RANGE","125 E HOUSTON ST","SAN ANTONIO","TX","78205","2017-08-10T00:00:00.000",,"2018-03-31T00:00:00.000","41904","48039","11008","0","100951"
"12317173321","ARAMARK EDUCATIONAL SERVICES OF TEXAS, LLC","PO BOX 7548","PHILADELPHIA","PA","19101","ARAMARK EDUCATIONAL SERVICES OF TEXAS, LLC","6900 N LOOP 1604 W","SAN ANTONIO","TX","78249","2008-11-14T00:00:00.000",,"2018-01-31T00:00:00.000","0","270","0","0","270"
"12708885657","DADY RESTAURANTS LLC","PO BOX 100510","SAN ANTONIO","TX","78201","RANGE","125 E HOUSTON ST","SAN ANTONIO","TX","78205","2017-08-10T00:00:00.000",,"2018-02-28T00:00:00.000","37657","39649","9633","0","86939"
"32038640176","CHALAK RESTAURANTS SAN ANTONIO, LLC","18900 DALLAS PKWY STE 125","DALLAS","TX","75287","GENGHIS GRILL - THE MONGOLIAN STIR FRY","8603 STATE HIGHWAY 151 STE 109","SAN ANTONIO","TX","78245","2009-06-10T00:00:00.000","2018-03-07T00:00:00.000","2018-02-28T00:00:00.000","0","0","0","0","0"
"32059168099","TWIMINC INCORPORATED","1008 MOUNT RIGA","SAN ANTONIO","TX","78213","CHASERS SPORTS BAR AND LOUNGE","1031 PATRICIA STE 100","SAN ANTONIO","TX","78213","2016-02-08T00:00:00.000","2019-01-17T00:00:00.000","2018-01-31T00:00:00.000","4762","0","2112","0","6874"
"12604441183","RAJACO, LLC","7210 BLANCO RD","SAN ANTONIO","TX","78216","MCFINNIGAN","23127 W INTERSTATE 10 # 201","SAN ANTONIO","TX","78257","2009-06-16T00:00:00.000",,"2018-01-31T00:00:00.000","23557","66","14890","0","38513"
"32038640176","CHALAK RESTAURANTS SAN ANTONIO, LLC","18900 DALLAS PKWY STE 125","DALLAS","TX","75287","GENGHIS GRILL - THE MONGOLIAN STIR FRY","8603 STATE HIGHWAY 151 STE 109","SAN ANTONIO","TX","78245","2009-06-10T00:00:00.000","2018-03-07T00:00:00.000","2018-03-31T00:00:00.000","0","0","0","0","0"
"17428816296","EL 7 MARES, INC.","3831 W COMMERCE ST","SAN ANTONIO","TX","78207","EL 7 MARES SEA FOOD RESTAURANT","3831 W COMMERCE ST","SAN ANTONIO","TX","78207","2013-09-10T00:00:00.000",,"2018-03-31T00:00:00.000","4734","215","12318","0","17267"
"32053126630","ON THE ROCKS PUB LLC","PO BOX 690307","SAN ANTONIO","TX","78269","ON THE ROCKS PUB","101 ALAMO PLZ STE 105","SAN ANTONIO","TX","78205","2014-09-18T00:00:00.000",,"2018-01-31T00:00:00.000","87992","120","38751","3695","130558"
"13310545192","REEL DINNER PARTNERS I, LLC","PO BOX 690388","SAN ANTONIO","TX","78269","ALAMO DRAFTHOUSE CINEMA-WESTLAKES","1255 SW LOOP 410","SAN ANTONIO","TX","78227","2016-03-15T00:00:00.000","2018-08-29T00:00:00.000","2018-01-31T00:00:00.000","17437","3314","111514","0","132265"
"17426545970","CB RESTAURANTS, INC.","9510 TIOGA DR STE 102","SAN ANTONIO","TX","78230","SUGARS","2731 NW LOOP 410","SAN ANTONIO","TX","78230","2001-02-01T00:00:00.000",,"2018-02-28T00:00:00.000","168281","4586","88557","0","261424"
"17428208353","RIVER RESTAURANTS, LTD.","200 PATTERSON AVE APT 302","SAN ANTONIO","TX","78209","MICHELINO'S LONE STAR CAFE CAFE OLE AGAVE BAR","237 LOSOYA ST","SAN ANTONIO","TX","78205","2014-12-05T00:00:00.000",,"2018-01-31T00:00:00.000","121666","12907","54552","0","189125"
"32059168099","TWIMINC INCORPORATED","1008 MOUNT RIGA","SAN ANTONIO","TX","78213","CHASERS SPORTS BAR AND LOUNGE","1031 PATRICIA STE 100","SAN ANTONIO","TX","78213","2016-02-08T00:00:00.000","2019-01-17T00:00:00.000","2018-03-31T00:00:00.000","4717","0","2254","0","6971"
"32055693686","KT ALCHEMY, LLC","1123 N FLORES ST","SAN ANTONIO","TX","78212","ALCHEMY","1123 N FLORES ST","SAN ANTONIO","TX","78212","2015-02-05T00:00:00.000","2018-05-03T00:00:00.000","2018-01-31T00:00:00.000","0","0","0","0","0"
"32055693686","KT ALCHEMY, LLC","1123 N FLORES ST","SAN ANTONIO","TX","78212","ALCHEMY","1123 N FLORES ST","SAN ANTONIO","TX","78212","2015-02-05T00:00:00.000","2018-05-03T00:00:00.000","2018-03-31T00:00:00.000","0","0","0","0","0"
"12600991660","H&F MANAGEMENT COMPANY, INC.","3307 LITCHFIELD DR","SAN ANTONIO","TX","78230","SOHO WINE & MARTINI BAR","235 E COMMERCE ST # 100","SAN ANTONIO","TX","78205","2006-12-18T00:00:00.000",,"2018-03-31T00:00:00.000","32751","1230","3296","0","37277"
"32055693686","KT ALCHEMY, LLC","1123 N FLORES ST","SAN ANTONIO","TX","78212","ALCHEMY","1123 N FLORES ST","SAN ANTONIO","TX","78212","2015-02-05T00:00:00.000","2018-05-03T00:00:00.000","2018-02-28T00:00:00.000","0","0","0","0","0"
"32061170125","MELISSA A MEJIA","527 MILLWOOD LN","SAN ANTONIO","TX","78216","DAWGS BREWHOUSE AND GRILL","166 N LOOP 1604 E STE 101","SAN ANTONIO","TX","78232","2017-03-13T00:00:00.000","2018-02-01T00:00:00.000","2018-01-31T00:00:00.000","0","0","0","0","0"
"32061170125","MELISSA A MEJIA","527 MILLWOOD LN","SAN ANTONIO","TX","78216","DAWGS BREWHOUSE AND GRILL","166 N LOOP 1604 E STE 101","SAN ANTONIO","TX","78232","2017-03-13T00:00:00.000","2018-02-01T00:00:00.000","2018-02-28T00:00:00.000","0","0","0","0","0"
"17424099459","H & W ENTERTAINMENT, INC.","12850 ROBERT GLN","SAN ANTONIO","TX","78252","TIFFANY","338 VALLEY HI DR","SAN ANTONIO","TX","78227","2006-09-23T00:00:00.000",,"2018-03-31T00:00:00.000","18346","108","24356","0","42810"
